case,dataset_mode,model_name,seed,history,label_coverage_query_minus_label,label_coverage_label,label_coverage_query_max,full_set_coverage_query_minus_label,full_set_coverage_label,full_set_coverage_query_max,partial_answer_recall_query_minus_label,partial_answer_recall_label,partial_answer_recall_query_max,mean_set_size_query_minus_label,mean_set_size_label,mean_set_size_query_max,multi_minus_single_full_set_coverage_query_minus_label,multi_minus_single_full_set_coverage_label,multi_minus_single_full_set_coverage_query_max
icews14_continuous_complex,icews14,continuous_tcomplex,43,expanding,-0.005466887760389616,0.8567727225619235,0.8513058348015339,-0.005711930279119093,0.8617359557178189,0.8560240254386998,-0.0051710681524602675,0.8805412526373562,0.8753701844848959,-83.67121069367568,3422.046549287481,3338.3753385938053,-0.007880412067675868,-0.3631793807077319,-0.3710597927754078
icews14_continuous_complex,icews14,continuous_tcomplex,43,rolling,-0.00769509793761014,0.8984091615711473,0.8907140636335371,-0.007095748439524208,0.9018666823695678,0.8947709339300436,-0.006448354279881885,0.9182768800017947,0.9118285257219129,-136.7615416323165,4064.953597927217,3928.1920562949003,-0.01669404210840686,-0.3081802963978014,-0.3248743385062083
icews14_continuous_complex,icews14,continuous_tcomplex,43,static,-0.0051300652917399825,0.8174681314125816,0.8123380661208416,-0.005211400306206593,0.8213696855494053,0.8161582852431987,-0.004765108846506383,0.8426793587729129,0.8379142499264065,-60.3627370156637,2921.3011718289954,2860.9384348133317,-0.008113790387707265,-0.40238635738490347,-0.41050014777261074
icews14_continuous_complex,icews14,continuous_tcomplex,59,expanding,-0.005078246450409329,0.859519121152451,0.8544408747020417,-0.0049758567895418215,0.8631492168178071,0.8581733600282653,-0.004767302634161696,0.8825012080952195,0.8777339054610578,-76.87286538688022,3451.9841596985043,3375.111294311624,-0.005463990517785122,-0.3666931157015484,-0.3721571062193335
icews14_continuous_complex,icews14,continuous_tcomplex,59,rolling,-0.0072028189449683255,0.8984091615711473,0.8912063426261789,-0.007331291956188868,0.901955011188317,0.8946237192321281,-0.006571033194811338,0.9182307760971935,0.9116597429023822,-135.2606583441293,4123.635378636203,3988.374720292074,-0.014490708424991672,-0.3060137808378576,-0.32050448926284925
icews14_continuous_complex,icews14,continuous_tcomplex,59,static,-0.004534148616436973,0.8245673126748886,0.8200331640584516,-0.004622541514544887,0.8277588034389354,0.8231362619243905,-0.004455978599189114,0.8483876079973073,0.8439316293981182,-52.09901660581818,3011.196472735838,2959.09745613002,-0.002621688542014222,-0.39008275028048217,-0.3927044388224964
icews14_continuous_complex,icews14,continuous_tcomplex,71,expanding,-0.004015960203129887,0.8506321898642346,0.8466162296611047,-0.003974796843716821,0.853756919090802,0.8497821222470852,-0.0035054857337274425,0.8726270509577836,0.8691215652240561,-55.38985396301996,3347.137792957249,3291.747938994229,-0.007224916105404655,-0.3568897497248762,-0.36411466583028085
icews14_continuous_complex,icews14,continuous_tcomplex,71,rolling,-0.007565550834283341,0.9000155456523992,0.8924499948181158,-0.007714050170768982,0.902602755859145,0.894888705688376,-0.007077708797176396,0.9183753502775113,0.9112976414803349,-113.43036744788606,4098.699917559769,3985.2695501118833,-0.011152947867108964,-0.2931457276092344,-0.30429867547634337
icews14_continuous_complex,icews14,continuous_tcomplex,71,static,-0.004508239195771591,0.8102134936262825,0.8057052544305109,-0.004475326816629321,0.8129784477682251,0.8085031209515958,-0.004196062871424933,0.8337993558236705,0.8296032929522456,-51.14656695324447,2857.406577552703,2806.2600105994584,-0.0053738266009275,-0.38852015673184614,-0.39389398333277365
icews14_distmult,icews14,temporal_distmult,17,expanding,-0.005440978339724345,0.8595709399937818,0.8541299616540574,-0.005093628547874207,0.8644741490990461,0.8593805205511719,-0.004578377105170062,0.8814471975929696,0.8768688204877996,-84.3944176186551,3544.635673065599,3460.241255446944,-0.013097964072084411,-0.3306364176966097,-0.3437343817686941
icews14_distmult,icews14,temporal_distmult,17,rolling,-0.008653746502228277,0.8993678101357654,0.8907140636335371,-0.007979036627016822,0.9027205276174773,0.8947414909904605,-0.0076764286368573575,0.9175913179231572,0.9099148892862998,-157.50191379107264,4195.600223766341,4038.098309975268,-0.01279936099360346,-0.27742319813270677,-0.29022255912631023
icews14_distmult,icews14,temporal_distmult,17,static,-0.0071510001036376725,0.8247745880402114,0.8176235879365737,-0.006830761983276368,0.8301731244847486,0.8233423625014722,-0.006430688516132044,0.8488211257297644,0.8423904372136324,-89.52370156636425,3097.174655517607,3007.6509539512426,-0.01051803766546422,-0.36817986296323024,-0.37869790062869446
icews14_distmult,icews14,temporal_distmult,29,expanding,-0.0022282101772204133,0.8520053891594984,0.849777178982278,-0.0023259922270639777,0.8519903427158168,0.8496643504887528,-0.002203313312134303,0.8707859792721705,0.8685826659600362,-32.87907784713252,3249.700712519138,3216.8216346720055,-0.0019415487284052402,-0.33033493775569966,-0.3322764864841049
icews14_distmult,icews14,temporal_distmult,29,rolling,-0.005233702974401511,0.8990050782464504,0.8937713752720489,-0.005240843245789661,0.8994523613237546,0.894211518077965,-0.0048303946475540815,0.9151521078340652,0.9103217131865111,-91.05414556589312,4072.96113531975,3981.906989753857,-0.007757488118058098,-0.27734579910212365,-0.28510328722018174
