statistic,family,run,comparison,dataset_mode,model_name,negative_sampling,deletion_rate,target_coverage,observed,ci95_low,ci95_high,pvalue_positive,pvalue_negative,iterations,block_length,seed_count,timestamp_count,excluded_timestamp_count,weighting
coverage_change,negative_sampling_sensitivity,icews05_15_distmult_filtered|icews05_15_distmult_uniform_sensitivity,filtered-minus-uniform__rolling_margin,icews05_15,temporal_distmult,filtered-minus-uniform,0.3,0.9,0.0001639430403,-0.0002365930918,0.0005692321919,0.199440028,0.8006099695,20000,7,5,804,0,query_micro
coverage_change,negative_sampling_sensitivity,icews05_15_distmult_filtered|icews05_15_distmult_uniform_sensitivity,filtered-minus-uniform__rolling_margin,icews05_15,temporal_distmult,filtered-minus-uniform,0,0.9,0.0003215805791,-0.0001263659806,0.0007646377856,0.07574621269,0.9243037848,20000,14,5,804,0,query_micro
coverage_change,negative_sampling_sensitivity,icews05_15_distmult_filtered|icews05_15_distmult_uniform_sensitivity,filtered-minus-uniform__rolling_margin,icews05_15,temporal_distmult,filtered-minus-uniform,0.3,0.9,0.0001639430403,-0.0001986881865,0.0005175192297,0.1745912704,0.8254587271,20000,14,5,804,0,query_micro
coverage_change,negative_sampling_sensitivity,icews05_15_distmult_filtered|icews05_15_distmult_uniform_sensitivity,filtered-minus-uniform__rolling_margin,icews05_15,temporal_distmult,filtered-minus-uniform,0,0.9,0.0003215805791,-7.663519573e-05,0.0007153892603,0.05219739013,0.9478526074,20000,21,5,804,0,query_micro
coverage_change,negative_sampling_sensitivity,icews05_15_distmult_filtered|icews05_15_distmult_uniform_sensitivity,filtered-minus-uniform__rolling_margin,icews05_15,temporal_distmult,filtered-minus-uniform,0.3,0.9,0.0001639430403,-0.0001758721042,0.0004960097225,0.1551922404,0.8448577571,20000,21,5,804,0,query_micro
coverage_change,negative_sampling_sensitivity,icews05_15_distmult_filtered|icews05_15_distmult_uniform_sensitivity,filtered-minus-uniform__static_margin,icews05_15,temporal_distmult,filtered-minus-uniform,0,0.9,0.002013556828,0.000528662949,0.003731614061,0.003549822509,0.996500175,20000,3,5,804,0,query_micro
coverage_change,negative_sampling_sensitivity,icews05_15_distmult_filtered|icews05_15_distmult_uniform_sensitivity,filtered-minus-uniform__static_margin,icews05_15,temporal_distmult,filtered-minus-uniform,0.3,0.9,0.001160212285,-0.0003941690236,0.002815932392,0.07649617519,0.9235538223,20000,3,5,804,0,query_micro
coverage_change,negative_sampling_sensitivity,icews05_15_distmult_filtered|icews05_15_distmult_uniform_sensitivity,filtered-minus-uniform__static_margin,icews05_15,temporal_distmult,filtered-minus-uniform,0,0.9,0.002013556828,0.0004914399985,0.003785317811,0.005249737513,0.99480026,20000,7,5,804,0,query_micro
coverage_change,negative_sampling_sensitivity,icews05_15_distmult_filtered|icews05_15_distmult_uniform_sensitivity,filtered-minus-uniform__static_margin,icews05_15,temporal_distmult,filtered-minus-uniform,0.3,0.9,0.001160212285,-0.0003832233098,0.002850820585,0.07509624519,0.9249537523,20000,7,5,804,0,query_micro
coverage_change,negative_sampling_sensitivity,icews05_15_distmult_filtered|icews05_15_distmult_uniform_sensitivity,filtered-minus-uniform__static_margin,icews05_15,temporal_distmult,filtered-minus-uniform,0,0.9,0.002013556828,0.0004058721762,0.003770918879,0.007549622519,0.992500375,20000,14,5,804,0,query_micro
coverage_change,negative_sampling_sensitivity,icews05_15_distmult_filtered|icews05_15_distmult_uniform_sensitivity,filtered-minus-uniform__static_margin,icews05_15,temporal_distmult,filtered-minus-uniform,0.3,0.9,0.001160212285,-0.0003915526953,0.002861226094,0.07589620519,0.9241537923,20000,14,5,804,0,query_micro
coverage_change,negative_sampling_sensitivity,icews05_15_distmult_filtered|icews05_15_distmult_uniform_sensitivity,filtered-minus-uniform__static_margin,icews05_15,temporal_distmult,filtered-minus-uniform,0,0.9,0.002013556828,0.0004072095681,0.003826811689,0.006999650017,0.9930503475,20000,21,5,804,0,query_micro
coverage_change,negative_sampling_sensitivity,icews05_15_distmult_filtered|icews05_15_distmult_uniform_sensitivity,filtered-minus-uniform__static_margin,icews05_15,temporal_distmult,filtered-minus-uniform,0.3,0.9,0.001160212285,-0.0004298188843,0.00289066857,0.0782460877,0.9218039098,20000,21,5,804,0,query_micro
coverage_change,negative_sampling_sensitivity,icews14_tcomplex_filtered|icews14_tcomplex_uniform_sensitivity,filtered-minus-uniform__rolling_margin,icews14,continuous_tcomplex,filtered-minus-uniform,0,0.9,-0.0001191833351,-0.001235620588,0.001082739449,0.599520024,0.4005299735,20000,3,5,73,0,query_micro
coverage_change,negative_sampling_sensitivity,icews14_tcomplex_filtered|icews14_tcomplex_uniform_sensitivity,filtered-minus-uniform__rolling_margin,icews14,continuous_tcomplex,filtered-minus-uniform,0.3,0.9,0.0001347289875,-0.0006910603687,0.0009785932463,0.3757312134,0.6243187841,20000,3,5,73,0,query_micro
coverage_change,negative_sampling_sensitivity,icews14_tcomplex_filtered|icews14_tcomplex_uniform_sensitivity,filtered-minus-uniform__rolling_margin,icews14,continuous_tcomplex,filtered-minus-uniform,0,0.9,-0.0001191833351,-0.001207488859,0.0008802216001,0.5769211539,0.4231288436,20000,7,5,73,0,query_micro
coverage_change,negative_sampling_sensitivity,icews14_tcomplex_filtered|icews14_tcomplex_uniform_sensitivity,filtered-minus-uniform__rolling_margin,icews14,continuous_tcomplex,filtered-minus-uniform,0.3,0.9,0.0001347289875,-0.0006315754057,0.0009218632276,0.3656817159,0.6343682816,20000,7,5,73,0,query_micro
