statistic,family,run,comparison,dataset_mode,model_name,negative_sampling,deletion_rate,target_coverage,block_length,seed,observed,weighting
full_set_coverage_gap,multi_answer_degradation,icews05_15_tcomplex_filtered,multi-minus-single__static_margin,icews05_15,continuous_tcomplex,filtered,0.3,0.9,21,59,-0.2928189353,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews05_15_tcomplex_filtered,multi-minus-single__static_margin,icews05_15,continuous_tcomplex,filtered,0.3,0.9,21,71,-0.3140277399,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_distmult_filtered,multi-minus-single__kgcp_softmax_static,icews14,temporal_distmult,filtered,0.3,0.9,3,17,-0.3774881428,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_distmult_filtered,multi-minus-single__kgcp_softmax_static,icews14,temporal_distmult,filtered,0.3,0.9,3,29,-0.3616269023,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_distmult_filtered,multi-minus-single__kgcp_softmax_static,icews14,temporal_distmult,filtered,0.3,0.9,3,43,-0.37164913,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_distmult_filtered,multi-minus-single__kgcp_softmax_static,icews14,temporal_distmult,filtered,0.3,0.9,3,59,-0.3777102044,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_distmult_filtered,multi-minus-single__kgcp_softmax_static,icews14,temporal_distmult,filtered,0.3,0.9,3,71,-0.3640915387,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_distmult_filtered,multi-minus-single__kgcp_softmax_static,icews14,temporal_distmult,filtered,0.3,0.9,7,17,-0.3774881428,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_distmult_filtered,multi-minus-single__kgcp_softmax_static,icews14,temporal_distmult,filtered,0.3,0.9,7,29,-0.3616269023,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_distmult_filtered,multi-minus-single__kgcp_softmax_static,icews14,temporal_distmult,filtered,0.3,0.9,7,43,-0.37164913,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_distmult_filtered,multi-minus-single__kgcp_softmax_static,icews14,temporal_distmult,filtered,0.3,0.9,7,59,-0.3777102044,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_distmult_filtered,multi-minus-single__kgcp_softmax_static,icews14,temporal_distmult,filtered,0.3,0.9,7,71,-0.3640915387,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_distmult_filtered,multi-minus-single__kgcp_softmax_static,icews14,temporal_distmult,filtered,0.3,0.9,14,17,-0.3774881428,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_distmult_filtered,multi-minus-single__kgcp_softmax_static,icews14,temporal_distmult,filtered,0.3,0.9,14,29,-0.3616269023,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_distmult_filtered,multi-minus-single__kgcp_softmax_static,icews14,temporal_distmult,filtered,0.3,0.9,14,43,-0.37164913,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_distmult_filtered,multi-minus-single__kgcp_softmax_static,icews14,temporal_distmult,filtered,0.3,0.9,14,59,-0.3777102044,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_distmult_filtered,multi-minus-single__kgcp_softmax_static,icews14,temporal_distmult,filtered,0.3,0.9,14,71,-0.3640915387,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_distmult_filtered,multi-minus-single__kgcp_softmax_static,icews14,temporal_distmult,filtered,0.3,0.9,21,17,-0.3774881428,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_distmult_filtered,multi-minus-single__kgcp_softmax_static,icews14,temporal_distmult,filtered,0.3,0.9,21,29,-0.3616269023,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_distmult_filtered,multi-minus-single__kgcp_softmax_static,icews14,temporal_distmult,filtered,0.3,0.9,21,43,-0.37164913,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_distmult_filtered,multi-minus-single__kgcp_softmax_static,icews14,temporal_distmult,filtered,0.3,0.9,21,59,-0.3777102044,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_distmult_filtered,multi-minus-single__kgcp_softmax_static,icews14,temporal_distmult,filtered,0.3,0.9,21,71,-0.3640915387,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_distmult_filtered,multi-minus-single__rolling_margin,icews14,temporal_distmult,filtered,0.3,0.9,3,17,-0.2756735131,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_distmult_filtered,multi-minus-single__rolling_margin,icews14,temporal_distmult,filtered,0.3,0.9,3,29,-0.2764104051,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_distmult_filtered,multi-minus-single__rolling_margin,icews14,temporal_distmult,filtered,0.3,0.9,3,43,-0.276742566,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_distmult_filtered,multi-minus-single__rolling_margin,icews14,temporal_distmult,filtered,0.3,0.9,3,59,-0.2829287253,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_distmult_filtered,multi-minus-single__rolling_margin,icews14,temporal_distmult,filtered,0.3,0.9,3,71,-0.2841727545,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_distmult_filtered,multi-minus-single__rolling_margin,icews14,temporal_distmult,filtered,0.3,0.9,7,17,-0.2756735131,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_distmult_filtered,multi-minus-single__rolling_margin,icews14,temporal_distmult,filtered,0.3,0.9,7,29,-0.2764104051,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_distmult_filtered,multi-minus-single__rolling_margin,icews14,temporal_distmult,filtered,0.3,0.9,7,43,-0.276742566,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_distmult_filtered,multi-minus-single__rolling_margin,icews14,temporal_distmult,filtered,0.3,0.9,7,59,-0.2829287253,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_distmult_filtered,multi-minus-single__rolling_margin,icews14,temporal_distmult,filtered,0.3,0.9,7,71,-0.2841727545,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_distmult_filtered,multi-minus-single__rolling_margin,icews14,temporal_distmult,filtered,0.3,0.9,14,17,-0.2756735131,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_distmult_filtered,multi-minus-single__rolling_margin,icews14,temporal_distmult,filtered,0.3,0.9,14,29,-0.2764104051,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_distmult_filtered,multi-minus-single__rolling_margin,icews14,temporal_distmult,filtered,0.3,0.9,14,43,-0.276742566,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_distmult_filtered,multi-minus-single__rolling_margin,icews14,temporal_distmult,filtered,0.3,0.9,14,59,-0.2829287253,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_distmult_filtered,multi-minus-single__rolling_margin,icews14,temporal_distmult,filtered,0.3,0.9,14,71,-0.2841727545,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_distmult_filtered,multi-minus-single__rolling_margin,icews14,temporal_distmult,filtered,0.3,0.9,21,17,-0.2756735131,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_distmult_filtered,multi-minus-single__rolling_margin,icews14,temporal_distmult,filtered,0.3,0.9,21,29,-0.2764104051,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_distmult_filtered,multi-minus-single__rolling_margin,icews14,temporal_distmult,filtered,0.3,0.9,21,43,-0.276742566,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_distmult_filtered,multi-minus-single__rolling_margin,icews14,temporal_distmult,filtered,0.3,0.9,21,59,-0.2829287253,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_distmult_filtered,multi-minus-single__rolling_margin,icews14,temporal_distmult,filtered,0.3,0.9,21,71,-0.2841727545,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_distmult_filtered,multi-minus-single__static_margin,icews14,temporal_distmult,filtered,0.3,0.9,3,17,-0.3770309374,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_distmult_filtered,multi-minus-single__static_margin,icews14,temporal_distmult,filtered,0.3,0.9,3,29,-0.3631585182,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_distmult_filtered,multi-minus-single__static_margin,icews14,temporal_distmult,filtered,0.3,0.9,3,43,-0.3688023026,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_distmult_filtered,multi-minus-single__static_margin,icews14,temporal_distmult,filtered,0.3,0.9,3,59,-0.3815386757,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_distmult_filtered,multi-minus-single__static_margin,icews14,temporal_distmult,filtered,0.3,0.9,3,71,-0.3672433632,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_distmult_filtered,multi-minus-single__static_margin,icews14,temporal_distmult,filtered,0.3,0.9,7,17,-0.3770309374,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_distmult_filtered,multi-minus-single__static_margin,icews14,temporal_distmult,filtered,0.3,0.9,7,29,-0.3631585182,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_distmult_filtered,multi-minus-single__static_margin,icews14,temporal_distmult,filtered,0.3,0.9,7,43,-0.3688023026,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_distmult_filtered,multi-minus-single__static_margin,icews14,temporal_distmult,filtered,0.3,0.9,7,59,-0.3815386757,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_distmult_filtered,multi-minus-single__static_margin,icews14,temporal_distmult,filtered,0.3,0.9,7,71,-0.3672433632,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_distmult_filtered,multi-minus-single__static_margin,icews14,temporal_distmult,filtered,0.3,0.9,14,17,-0.3770309374,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_distmult_filtered,multi-minus-single__static_margin,icews14,temporal_distmult,filtered,0.3,0.9,14,29,-0.3631585182,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_distmult_filtered,multi-minus-single__static_margin,icews14,temporal_distmult,filtered,0.3,0.9,14,43,-0.3688023026,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_distmult_filtered,multi-minus-single__static_margin,icews14,temporal_distmult,filtered,0.3,0.9,14,59,-0.3815386757,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_distmult_filtered,multi-minus-single__static_margin,icews14,temporal_distmult,filtered,0.3,0.9,14,71,-0.3672433632,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_distmult_filtered,multi-minus-single__static_margin,icews14,temporal_distmult,filtered,0.3,0.9,21,17,-0.3770309374,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_distmult_filtered,multi-minus-single__static_margin,icews14,temporal_distmult,filtered,0.3,0.9,21,29,-0.3631585182,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_distmult_filtered,multi-minus-single__static_margin,icews14,temporal_distmult,filtered,0.3,0.9,21,43,-0.3688023026,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_distmult_filtered,multi-minus-single__static_margin,icews14,temporal_distmult,filtered,0.3,0.9,21,59,-0.3815386757,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_distmult_filtered,multi-minus-single__static_margin,icews14,temporal_distmult,filtered,0.3,0.9,21,71,-0.3672433632,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_tcomplex_filtered,multi-minus-single__kgcp_softmax_static,icews14,continuous_tcomplex,filtered,0.3,0.9,3,17,-0.4096942307,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_tcomplex_filtered,multi-minus-single__kgcp_softmax_static,icews14,continuous_tcomplex,filtered,0.3,0.9,3,29,-0.404650825,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_tcomplex_filtered,multi-minus-single__kgcp_softmax_static,icews14,continuous_tcomplex,filtered,0.3,0.9,3,43,-0.4077967047,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_tcomplex_filtered,multi-minus-single__kgcp_softmax_static,icews14,continuous_tcomplex,filtered,0.3,0.9,3,59,-0.4004143284,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_tcomplex_filtered,multi-minus-single__kgcp_softmax_static,icews14,continuous_tcomplex,filtered,0.3,0.9,3,71,-0.3927048707,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_tcomplex_filtered,multi-minus-single__kgcp_softmax_static,icews14,continuous_tcomplex,filtered,0.3,0.9,7,17,-0.4096942307,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_tcomplex_filtered,multi-minus-single__kgcp_softmax_static,icews14,continuous_tcomplex,filtered,0.3,0.9,7,29,-0.404650825,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_tcomplex_filtered,multi-minus-single__kgcp_softmax_static,icews14,continuous_tcomplex,filtered,0.3,0.9,7,43,-0.4077967047,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_tcomplex_filtered,multi-minus-single__kgcp_softmax_static,icews14,continuous_tcomplex,filtered,0.3,0.9,7,59,-0.4004143284,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_tcomplex_filtered,multi-minus-single__kgcp_softmax_static,icews14,continuous_tcomplex,filtered,0.3,0.9,7,71,-0.3927048707,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_tcomplex_filtered,multi-minus-single__kgcp_softmax_static,icews14,continuous_tcomplex,filtered,0.3,0.9,14,17,-0.4096942307,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_tcomplex_filtered,multi-minus-single__kgcp_softmax_static,icews14,continuous_tcomplex,filtered,0.3,0.9,14,29,-0.404650825,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_tcomplex_filtered,multi-minus-single__kgcp_softmax_static,icews14,continuous_tcomplex,filtered,0.3,0.9,14,43,-0.4077967047,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_tcomplex_filtered,multi-minus-single__kgcp_softmax_static,icews14,continuous_tcomplex,filtered,0.3,0.9,14,59,-0.4004143284,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_tcomplex_filtered,multi-minus-single__kgcp_softmax_static,icews14,continuous_tcomplex,filtered,0.3,0.9,14,71,-0.3927048707,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_tcomplex_filtered,multi-minus-single__kgcp_softmax_static,icews14,continuous_tcomplex,filtered,0.3,0.9,21,17,-0.4096942307,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_tcomplex_filtered,multi-minus-single__kgcp_softmax_static,icews14,continuous_tcomplex,filtered,0.3,0.9,21,29,-0.404650825,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_tcomplex_filtered,multi-minus-single__kgcp_softmax_static,icews14,continuous_tcomplex,filtered,0.3,0.9,21,43,-0.4077967047,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_tcomplex_filtered,multi-minus-single__kgcp_softmax_static,icews14,continuous_tcomplex,filtered,0.3,0.9,21,59,-0.4004143284,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_tcomplex_filtered,multi-minus-single__kgcp_softmax_static,icews14,continuous_tcomplex,filtered,0.3,0.9,21,71,-0.3927048707,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_tcomplex_filtered,multi-minus-single__rolling_margin,icews14,continuous_tcomplex,filtered,0.3,0.9,3,17,-0.2918330951,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_tcomplex_filtered,multi-minus-single__rolling_margin,icews14,continuous_tcomplex,filtered,0.3,0.9,3,29,-0.3180598528,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_tcomplex_filtered,multi-minus-single__rolling_margin,icews14,continuous_tcomplex,filtered,0.3,0.9,3,43,-0.3109781716,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_tcomplex_filtered,multi-minus-single__rolling_margin,icews14,continuous_tcomplex,filtered,0.3,0.9,3,59,-0.3087674111,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_tcomplex_filtered,multi-minus-single__rolling_margin,icews14,continuous_tcomplex,filtered,0.3,0.9,3,71,-0.2972827584,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_tcomplex_filtered,multi-minus-single__rolling_margin,icews14,continuous_tcomplex,filtered,0.3,0.9,7,17,-0.2918330951,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_tcomplex_filtered,multi-minus-single__rolling_margin,icews14,continuous_tcomplex,filtered,0.3,0.9,7,29,-0.3180598528,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_tcomplex_filtered,multi-minus-single__rolling_margin,icews14,continuous_tcomplex,filtered,0.3,0.9,7,43,-0.3109781716,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_tcomplex_filtered,multi-minus-single__rolling_margin,icews14,continuous_tcomplex,filtered,0.3,0.9,7,59,-0.3087674111,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_tcomplex_filtered,multi-minus-single__rolling_margin,icews14,continuous_tcomplex,filtered,0.3,0.9,7,71,-0.2972827584,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_tcomplex_filtered,multi-minus-single__rolling_margin,icews14,continuous_tcomplex,filtered,0.3,0.9,14,17,-0.2918330951,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_tcomplex_filtered,multi-minus-single__rolling_margin,icews14,continuous_tcomplex,filtered,0.3,0.9,14,29,-0.3180598528,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_tcomplex_filtered,multi-minus-single__rolling_margin,icews14,continuous_tcomplex,filtered,0.3,0.9,14,43,-0.3109781716,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_tcomplex_filtered,multi-minus-single__rolling_margin,icews14,continuous_tcomplex,filtered,0.3,0.9,14,59,-0.3087674111,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_tcomplex_filtered,multi-minus-single__rolling_margin,icews14,continuous_tcomplex,filtered,0.3,0.9,14,71,-0.2972827584,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_tcomplex_filtered,multi-minus-single__rolling_margin,icews14,continuous_tcomplex,filtered,0.3,0.9,21,17,-0.2918330951,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_tcomplex_filtered,multi-minus-single__rolling_margin,icews14,continuous_tcomplex,filtered,0.3,0.9,21,29,-0.3180598528,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_tcomplex_filtered,multi-minus-single__rolling_margin,icews14,continuous_tcomplex,filtered,0.3,0.9,21,43,-0.3109781716,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_tcomplex_filtered,multi-minus-single__rolling_margin,icews14,continuous_tcomplex,filtered,0.3,0.9,21,59,-0.3087674111,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_tcomplex_filtered,multi-minus-single__rolling_margin,icews14,continuous_tcomplex,filtered,0.3,0.9,21,71,-0.2972827584,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_tcomplex_filtered,multi-minus-single__static_margin,icews14,continuous_tcomplex,filtered,0.3,0.9,3,17,-0.4092606359,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_tcomplex_filtered,multi-minus-single__static_margin,icews14,continuous_tcomplex,filtered,0.3,0.9,3,29,-0.4084124637,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_tcomplex_filtered,multi-minus-single__static_margin,icews14,continuous_tcomplex,filtered,0.3,0.9,3,43,-0.4079968735,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_tcomplex_filtered,multi-minus-single__static_margin,icews14,continuous_tcomplex,filtered,0.3,0.9,3,59,-0.40269013,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_tcomplex_filtered,multi-minus-single__static_margin,icews14,continuous_tcomplex,filtered,0.3,0.9,3,71,-0.393689305,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_tcomplex_filtered,multi-minus-single__static_margin,icews14,continuous_tcomplex,filtered,0.3,0.9,7,17,-0.4092606359,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_tcomplex_filtered,multi-minus-single__static_margin,icews14,continuous_tcomplex,filtered,0.3,0.9,7,29,-0.4084124637,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_tcomplex_filtered,multi-minus-single__static_margin,icews14,continuous_tcomplex,filtered,0.3,0.9,7,43,-0.4079968735,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_tcomplex_filtered,multi-minus-single__static_margin,icews14,continuous_tcomplex,filtered,0.3,0.9,7,59,-0.40269013,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_tcomplex_filtered,multi-minus-single__static_margin,icews14,continuous_tcomplex,filtered,0.3,0.9,7,71,-0.393689305,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_tcomplex_filtered,multi-minus-single__static_margin,icews14,continuous_tcomplex,filtered,0.3,0.9,14,17,-0.4092606359,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_tcomplex_filtered,multi-minus-single__static_margin,icews14,continuous_tcomplex,filtered,0.3,0.9,14,29,-0.4084124637,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_tcomplex_filtered,multi-minus-single__static_margin,icews14,continuous_tcomplex,filtered,0.3,0.9,14,43,-0.4079968735,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_tcomplex_filtered,multi-minus-single__static_margin,icews14,continuous_tcomplex,filtered,0.3,0.9,14,59,-0.40269013,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_tcomplex_filtered,multi-minus-single__static_margin,icews14,continuous_tcomplex,filtered,0.3,0.9,14,71,-0.393689305,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_tcomplex_filtered,multi-minus-single__static_margin,icews14,continuous_tcomplex,filtered,0.3,0.9,21,17,-0.4092606359,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_tcomplex_filtered,multi-minus-single__static_margin,icews14,continuous_tcomplex,filtered,0.3,0.9,21,29,-0.4084124637,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_tcomplex_filtered,multi-minus-single__static_margin,icews14,continuous_tcomplex,filtered,0.3,0.9,21,43,-0.4079968735,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_tcomplex_filtered,multi-minus-single__static_margin,icews14,continuous_tcomplex,filtered,0.3,0.9,21,59,-0.40269013,timestamp_macro
full_set_coverage_gap,multi_answer_degradation,icews14_tcomplex_filtered,multi-minus-single__static_margin,icews14,continuous_tcomplex,filtered,0.3,0.9,21,71,-0.393689305,timestamp_macro
coverage_change,negative_sampling_sensitivity,icews05_15_distmult_filtered|icews05_15_distmult_uniform_sensitivity,filtered-minus-uniform__rolling_margin,icews05_15,temporal_distmult,filtered-minus-uniform,0,0.9,3,17,0.0003940938469,query_micro
coverage_change,negative_sampling_sensitivity,icews05_15_distmult_filtered|icews05_15_distmult_uniform_sensitivity,filtered-minus-uniform__rolling_margin,icews05_15,temporal_distmult,filtered-minus-uniform,0.3,0.9,3,17,0.0003993484315,query_micro
coverage_change,negative_sampling_sensitivity,icews05_15_distmult_filtered|icews05_15_distmult_uniform_sensitivity,filtered-minus-uniform__rolling_margin,icews05_15,temporal_distmult,filtered-minus-uniform,0,0.9,3,29,0.0004308759393,query_micro
coverage_change,negative_sampling_sensitivity,icews05_15_distmult_filtered|icews05_15_distmult_uniform_sensitivity,filtered-minus-uniform__rolling_margin,icews05_15,temporal_distmult,filtered-minus-uniform,0.3,0.9,3,29,9.458252325e-05,query_micro
coverage_change,negative_sampling_sensitivity,icews05_15_distmult_filtered|icews05_15_distmult_uniform_sensitivity,filtered-minus-uniform__rolling_margin,icews05_15,temporal_distmult,filtered-minus-uniform,0,0.9,3,43,0.0006095318165,query_micro
coverage_change,negative_sampling_sensitivity,icews05_15_distmult_filtered|icews05_15_distmult_uniform_sensitivity,filtered-minus-uniform__rolling_margin,icews05_15,temporal_distmult,filtered-minus-uniform,0.3,0.9,3,43,0.0002154379696,query_micro
coverage_change,negative_sampling_sensitivity,icews05_15_distmult_filtered|icews05_15_distmult_uniform_sensitivity,filtered-minus-uniform__rolling_margin,icews05_15,temporal_distmult,filtered-minus-uniform,0,0.9,3,59,0.0001944196311,query_micro
coverage_change,negative_sampling_sensitivity,icews05_15_distmult_filtered|icews05_15_distmult_uniform_sensitivity,filtered-minus-uniform__rolling_margin,icews05_15,temporal_distmult,filtered-minus-uniform,0.3,0.9,3,59,6.830960013e-05,query_micro
coverage_change,negative_sampling_sensitivity,icews05_15_distmult_filtered|icews05_15_distmult_uniform_sensitivity,filtered-minus-uniform__rolling_margin,icews05_15,temporal_distmult,filtered-minus-uniform,0,0.9,3,71,-2.10183385e-05,query_micro
coverage_change,negative_sampling_sensitivity,icews05_15_distmult_filtered|icews05_15_distmult_uniform_sensitivity,filtered-minus-uniform__rolling_margin,icews05_15,temporal_distmult,filtered-minus-uniform,0.3,0.9,3,71,4.2036677e-05,query_micro
coverage_change,negative_sampling_sensitivity,icews05_15_distmult_filtered|icews05_15_distmult_uniform_sensitivity,filtered-minus-uniform__rolling_margin,icews05_15,temporal_distmult,filtered-minus-uniform,0,0.9,7,17,0.0003940938469,query_micro
coverage_change,negative_sampling_sensitivity,icews05_15_distmult_filtered|icews05_15_distmult_uniform_sensitivity,filtered-minus-uniform__rolling_margin,icews05_15,temporal_distmult,filtered-minus-uniform,0.3,0.9,7,17,0.0003993484315,query_micro
coverage_change,negative_sampling_sensitivity,icews05_15_distmult_filtered|icews05_15_distmult_uniform_sensitivity,filtered-minus-uniform__rolling_margin,icews05_15,temporal_distmult,filtered-minus-uniform,0,0.9,7,29,0.0004308759393,query_micro
coverage_change,negative_sampling_sensitivity,icews05_15_distmult_filtered|icews05_15_distmult_uniform_sensitivity,filtered-minus-uniform__rolling_margin,icews05_15,temporal_distmult,filtered-minus-uniform,0.3,0.9,7,29,9.458252325e-05,query_micro
coverage_change,negative_sampling_sensitivity,icews05_15_distmult_filtered|icews05_15_distmult_uniform_sensitivity,filtered-minus-uniform__rolling_margin,icews05_15,temporal_distmult,filtered-minus-uniform,0,0.9,7,43,0.0006095318165,query_micro
coverage_change,negative_sampling_sensitivity,icews05_15_distmult_filtered|icews05_15_distmult_uniform_sensitivity,filtered-minus-uniform__rolling_margin,icews05_15,temporal_distmult,filtered-minus-uniform,0.3,0.9,7,43,0.0002154379696,query_micro
coverage_change,negative_sampling_sensitivity,icews05_15_distmult_filtered|icews05_15_distmult_uniform_sensitivity,filtered-minus-uniform__rolling_margin,icews05_15,temporal_distmult,filtered-minus-uniform,0,0.9,7,59,0.0001944196311,query_micro
coverage_change,negative_sampling_sensitivity,icews05_15_distmult_filtered|icews05_15_distmult_uniform_sensitivity,filtered-minus-uniform__rolling_margin,icews05_15,temporal_distmult,filtered-minus-uniform,0.3,0.9,7,59,6.830960013e-05,query_micro
coverage_change,negative_sampling_sensitivity,icews05_15_distmult_filtered|icews05_15_distmult_uniform_sensitivity,filtered-minus-uniform__rolling_margin,icews05_15,temporal_distmult,filtered-minus-uniform,0,0.9,7,71,-2.10183385e-05,query_micro
