run,dataset_mode,model_name,negative_sampling,seed,deletion_rate,method,timestamp_count,query_count,timestamp_macro_coverage,coverage,mean_size,mrr,frequency_mrr
icews14_distmult_filtered,icews14,temporal_distmult,filtered,71,0.2,top1,73,38596,0.2284505103,0.2260856047,1,0.3157958645,0.09260162129
icews14_distmult_filtered,icews14,temporal_distmult,filtered,71,0.2,weighted,73,38596,0.8990508381,0.8988755311,3788.657633,0.3157958645,0.09260162129
icews14_distmult_filtered,icews14,temporal_distmult,filtered,71,0.3,adaptive,73,38596,0.8994433178,0.8993678101,3914.8554,0.3105257166,0.09259298848
icews14_distmult_filtered,icews14,temporal_distmult,filtered,71,0.3,kgcp_minmax_static,73,38596,0.900825864,0.9016737486,2257.786455,0.3105257166,0.09259298848
icews14_distmult_filtered,icews14,temporal_distmult,filtered,71,0.3,kgcp_negscore_static,73,38596,0.8934064719,0.8942377448,2833.475412,0.3105257166,0.09259298848
icews14_distmult_filtered,icews14,temporal_distmult,filtered,71,0.3,kgcp_softmax_static,73,38596,0.8147893104,0.8188413307,2692.435771,0.3105257166,0.09259298848
icews14_distmult_filtered,icews14,temporal_distmult,filtered,71,0.3,rolling_margin,73,38596,0.9004365789,0.9003264587,3930.235879,0.3105257166,0.09259298848
icews14_distmult_filtered,icews14,temporal_distmult,filtered,71,0.3,static_margin,73,38596,0.8157633761,0.8196963416,2749.655819,0.3105257166,0.09259298848
icews14_distmult_filtered,icews14,temporal_distmult,filtered,71,0.3,top1,73,38596,0.2243537909,0.2217846409,1,0.3105257166,0.09259298848
icews14_distmult_filtered,icews14,temporal_distmult,filtered,71,0.3,weighted,73,38596,0.8995083626,0.8993937196,3914.403176,0.3105257166,0.09259298848
icews14_tcomplex_filtered,icews14,continuous_tcomplex,filtered,17,0,adaptive,73,38596,0.8975546547,0.8976577884,3560.554954,0.3257326306,0.09260796714
icews14_tcomplex_filtered,icews14,continuous_tcomplex,filtered,17,0,kgcp_minmax_static,73,38596,0.9028518778,0.9027878537,2150.049668,0.3257326306,0.09260796714
icews14_tcomplex_filtered,icews14,continuous_tcomplex,filtered,17,0,kgcp_negscore_static,73,38596,0.8992594408,0.8987978029,2808.362214,0.3257326306,0.09260796714
icews14_tcomplex_filtered,icews14,continuous_tcomplex,filtered,17,0,kgcp_softmax_static,73,38596,0.8151734799,0.8191522438,2447.255804,0.3257326306,0.09260796714
icews14_tcomplex_filtered,icews14,continuous_tcomplex,filtered,17,0,rolling_margin,73,38596,0.8981447153,0.8983055239,3572.790626,0.3257326306,0.09260796714
icews14_tcomplex_filtered,icews14,continuous_tcomplex,filtered,17,0,static_margin,73,38596,0.8172689753,0.8212768163,2505.777438,0.3257326306,0.09260796714
