run,dataset_mode,model_name,negative_sampling,seed,deletion_rate,method,multi_query_count,full_set_coverage_multi_minus_single,partial_recall_multi_minus_single,mean_size_multi_minus_single
icews05_15_tcomplex_filtered,icews05_15,continuous_tcomplex,filtered,43,0,static_margin,13594,-0.2688546693,-0.09241808726,-1261.71583
icews05_15_tcomplex_filtered,icews05_15,continuous_tcomplex,filtered,43,0.3,kgcp_softmax_static,13594,-0.3013771928,-0.1241428413,-1551.685625
icews05_15_tcomplex_filtered,icews05_15,continuous_tcomplex,filtered,43,0.3,rolling_margin,13594,-0.2162088491,-0.09316402106,-2551.147635
icews05_15_tcomplex_filtered,icews05_15,continuous_tcomplex,filtered,43,0.3,static_margin,13594,-0.3038798901,-0.1263329007,-1560.658268
icews05_15_tcomplex_filtered,icews05_15,continuous_tcomplex,filtered,59,0,kgcp_softmax_static,13594,-0.2776767447,-0.1003329845,-1268.65023
icews05_15_tcomplex_filtered,icews05_15,continuous_tcomplex,filtered,59,0,rolling_margin,13594,-0.1961766023,-0.07827987882,-2276.04816
icews05_15_tcomplex_filtered,icews05_15,continuous_tcomplex,filtered,59,0,static_margin,13594,-0.2829004357,-0.1023134146,-1279.135059
icews05_15_tcomplex_filtered,icews05_15,continuous_tcomplex,filtered,59,0.3,kgcp_softmax_static,13594,-0.2748350058,-0.0999229059,-1356.120479
icews05_15_tcomplex_filtered,icews05_15,continuous_tcomplex,filtered,59,0.3,rolling_margin,13594,-0.1940602489,-0.07732697049,-2349.464421
icews05_15_tcomplex_filtered,icews05_15,continuous_tcomplex,filtered,59,0.3,static_margin,13594,-0.2772836966,-0.1008243455,-1377.529671
icews05_15_tcomplex_filtered,icews05_15,continuous_tcomplex,filtered,71,0,kgcp_softmax_static,13594,-0.2773216706,-0.1011669271,-1251.674664
icews05_15_tcomplex_filtered,icews05_15,continuous_tcomplex,filtered,71,0,rolling_margin,13594,-0.1924830464,-0.07601885266,-2221.299091
icews05_15_tcomplex_filtered,icews05_15,continuous_tcomplex,filtered,71,0,static_margin,13594,-0.2767164637,-0.1010165777,-1274.775752
icews05_15_tcomplex_filtered,icews05_15,continuous_tcomplex,filtered,71,0.3,kgcp_softmax_static,13594,-0.300116295,-0.127473929,-1543.310388
icews05_15_tcomplex_filtered,icews05_15,continuous_tcomplex,filtered,71,0.3,rolling_margin,13594,-0.221212988,-0.09652825578,-2532.818217
icews05_15_tcomplex_filtered,icews05_15,continuous_tcomplex,filtered,71,0.3,static_margin,13594,-0.3007830145,-0.1287892188,-1562.219062
icews05_15_distmult_uniform_sensitivity,icews05_15,temporal_distmult,uniform,17,0,kgcp_softmax_static,13594,-0.2477160353,-0.07592047454,-1161.523812
icews05_15_distmult_uniform_sensitivity,icews05_15,temporal_distmult,uniform,17,0,rolling_margin,13594,-0.1762467979,-0.05342951543,-2050.860212
icews05_15_distmult_uniform_sensitivity,icews05_15,temporal_distmult,uniform,17,0,static_margin,13594,-0.2506322472,-0.07856576547,-1187.126614
icews05_15_distmult_uniform_sensitivity,icews05_15,temporal_distmult,uniform,17,0.3,kgcp_softmax_static,13594,-0.2913052451,-0.1184861686,-1560.697059
icews05_15_distmult_uniform_sensitivity,icews05_15,temporal_distmult,uniform,17,0.3,rolling_margin,13594,-0.202579212,-0.08688853242,-2491.32839
icews05_15_distmult_uniform_sensitivity,icews05_15,temporal_distmult,uniform,17,0.3,static_margin,13594,-0.2929348634,-0.1203188994,-1569.349871
icews05_15_distmult_uniform_sensitivity,icews05_15,temporal_distmult,uniform,29,0,kgcp_softmax_static,13594,-0.2361947885,-0.07220087224,-1185.756063
icews05_15_distmult_uniform_sensitivity,icews05_15,temporal_distmult,uniform,29,0,rolling_margin,13594,-0.1724510282,-0.05495793169,-2120.552988
icews05_15_distmult_uniform_sensitivity,icews05_15,temporal_distmult,uniform,29,0,static_margin,13594,-0.2391079317,-0.07416372463,-1206.094484
icews05_15_distmult_uniform_sensitivity,icews05_15,temporal_distmult,uniform,29,0.3,kgcp_softmax_static,13594,-0.2818331623,-0.1077637093,-1511.466969
icews05_15_distmult_uniform_sensitivity,icews05_15,temporal_distmult,uniform,29,0.3,rolling_margin,13594,-0.1922138122,-0.07626893288,-2416.614364
icews05_15_distmult_uniform_sensitivity,icews05_15,temporal_distmult,uniform,29,0.3,static_margin,13594,-0.2842252319,-0.1099927168,-1518.678038
icews05_15_distmult_uniform_sensitivity,icews05_15,temporal_distmult,uniform,43,0,kgcp_softmax_static,13594,-0.2321748104,-0.06044992427,-1141.610388
icews05_15_distmult_uniform_sensitivity,icews05_15,temporal_distmult,uniform,43,0,rolling_margin,13594,-0.167979787,-0.04632457764,-1991.092544
icews05_15_distmult_uniform_sensitivity,icews05_15,temporal_distmult,uniform,43,0,static_margin,13594,-0.2379590271,-0.06283260524,-1162.392732
icews05_15_distmult_uniform_sensitivity,icews05_15,temporal_distmult,uniform,43,0.3,kgcp_softmax_static,13594,-0.2799634126,-0.109174235,-1510.920554
icews05_15_distmult_uniform_sensitivity,icews05_15,temporal_distmult,uniform,43,0.3,rolling_margin,13594,-0.2038992329,-0.08371492646,-2418.386275
icews05_15_distmult_uniform_sensitivity,icews05_15,temporal_distmult,uniform,43,0.3,static_margin,13594,-0.2805029049,-0.1088290901,-1531.038807
icews05_15_distmult_uniform_sensitivity,icews05_15,temporal_distmult,uniform,59,0,kgcp_softmax_static,13594,-0.2434575197,-0.07086608966,-1131.532045
icews05_15_distmult_uniform_sensitivity,icews05_15,temporal_distmult,uniform,59,0,rolling_margin,13594,-0.1720169343,-0.05019583127,-2070.022786
icews05_15_distmult_uniform_sensitivity,icews05_15,temporal_distmult,uniform,59,0,static_margin,13594,-0.2465298393,-0.07289672336,-1153.274143
icews05_15_distmult_uniform_sensitivity,icews05_15,temporal_distmult,uniform,59,0.3,kgcp_softmax_static,13594,-0.2848473763,-0.1111420545,-1565.608631
icews05_15_distmult_uniform_sensitivity,icews05_15,temporal_distmult,uniform,59,0.3,rolling_margin,13594,-0.207292288,-0.08382277025,-2469.5278
icews05_15_distmult_uniform_sensitivity,icews05_15,temporal_distmult,uniform,59,0.3,static_margin,13594,-0.2859870748,-0.1123705846,-1580.386685
icews05_15_distmult_uniform_sensitivity,icews05_15,temporal_distmult,uniform,71,0,kgcp_softmax_static,13594,-0.2374115748,-0.0654402856,-1158.314965
icews05_15_distmult_uniform_sensitivity,icews05_15,temporal_distmult,uniform,71,0,rolling_margin,13594,-0.1724910501,-0.05084217525,-2061.86112
icews05_15_distmult_uniform_sensitivity,icews05_15,temporal_distmult,uniform,71,0,static_margin,13594,-0.2441061618,-0.0691186026,-1177.663279
icews05_15_distmult_uniform_sensitivity,icews05_15,temporal_distmult,uniform,71,0.3,kgcp_softmax_static,13594,-0.2785747211,-0.105511752,-1486.517973
icews05_15_distmult_uniform_sensitivity,icews05_15,temporal_distmult,uniform,71,0.3,rolling_margin,13594,-0.1968111438,-0.07947259887,-2357.511708
icews05_15_distmult_uniform_sensitivity,icews05_15,temporal_distmult,uniform,71,0.3,static_margin,13594,-0.2803237224,-0.1061971714,-1484.994893
icews14_tcomplex_uniform_sensitivity,icews14,continuous_tcomplex,uniform,17,0,kgcp_softmax_static,3439,-0.3567106793,-0.1521242824,-1633.976252
icews14_tcomplex_uniform_sensitivity,icews14,continuous_tcomplex,uniform,17,0,rolling_margin,3439,-0.2691636118,-0.1126357821,-2053.952231
icews14_tcomplex_uniform_sensitivity,icews14,continuous_tcomplex,uniform,17,0,static_margin,3439,-0.3608883218,-0.1530209323,-1628.641663
icews14_tcomplex_uniform_sensitivity,icews14,continuous_tcomplex,uniform,17,0.3,kgcp_softmax_static,3439,-0.3877808412,-0.1848755917,-1909.195126
icews14_tcomplex_uniform_sensitivity,icews14,continuous_tcomplex,uniform,17,0.3,rolling_margin,3439,-0.2901605065,-0.1336457023,-2253.603332
icews14_tcomplex_uniform_sensitivity,icews14,continuous_tcomplex,uniform,17,0.3,static_margin,3439,-0.3908278195,-0.1878321044,-1909.028581
icews14_tcomplex_uniform_sensitivity,icews14,continuous_tcomplex,uniform,29,0,kgcp_softmax_static,3439,-0.3775217116,-0.1816798768,-1802.642293
icews14_tcomplex_uniform_sensitivity,icews14,continuous_tcomplex,uniform,29,0,rolling_margin,3439,-0.2927485491,-0.1374253546,-2202.876951
icews14_tcomplex_uniform_sensitivity,icews14,continuous_tcomplex,uniform,29,0,static_margin,3439,-0.3813062337,-0.185440167,-1801.116799
icews14_tcomplex_uniform_sensitivity,icews14,continuous_tcomplex,uniform,29,0.3,kgcp_softmax_static,3439,-0.3876918585,-0.1860868208,-1850.282593
icews14_tcomplex_uniform_sensitivity,icews14,continuous_tcomplex,uniform,29,0.3,rolling_margin,3439,-0.3072505459,-0.1456674024,-2296.175839
icews14_tcomplex_uniform_sensitivity,icews14,continuous_tcomplex,uniform,29,0.3,static_margin,3439,-0.3891130095,-0.1887368728,-1873.468413
icews14_tcomplex_uniform_sensitivity,icews14,continuous_tcomplex,uniform,43,0,kgcp_softmax_static,3439,-0.385786242,-0.1867786958,-1830.23417
icews14_tcomplex_uniform_sensitivity,icews14,continuous_tcomplex,uniform,43,0,rolling_margin,3439,-0.2954226975,-0.1405626232,-2202.552609
icews14_tcomplex_uniform_sensitivity,icews14,continuous_tcomplex,uniform,43,0,static_margin,3439,-0.3888703338,-0.1909264232,-1833.836271
icews14_tcomplex_uniform_sensitivity,icews14,continuous_tcomplex,uniform,43,0.3,kgcp_softmax_static,3439,-0.4031154896,-0.1898304829,-1858.006846
icews14_tcomplex_uniform_sensitivity,icews14,continuous_tcomplex,uniform,43,0.3,rolling_margin,3439,-0.3066895673,-0.1437847223,-2250.7236
icews14_tcomplex_uniform_sensitivity,icews14,continuous_tcomplex,uniform,43,0.3,static_margin,3439,-0.4030908457,-0.1906943402,-1870.122477
icews14_tcomplex_uniform_sensitivity,icews14,continuous_tcomplex,uniform,59,0,kgcp_softmax_static,3439,-0.3692340139,-0.1637480384,-1696.740573
icews14_tcomplex_uniform_sensitivity,icews14,continuous_tcomplex,uniform,59,0,rolling_margin,3439,-0.287322558,-0.124261706,-2143.620195
icews14_tcomplex_uniform_sensitivity,icews14,continuous_tcomplex,uniform,59,0,static_margin,3439,-0.3754306041,-0.1668374131,-1700.396369
icews14_tcomplex_uniform_sensitivity,icews14,continuous_tcomplex,uniform,59,0.3,kgcp_softmax_static,3439,-0.3903491839,-0.1844778338,-1915.69419
icews14_tcomplex_uniform_sensitivity,icews14,continuous_tcomplex,uniform,59,0.3,rolling_margin,3439,-0.3019060119,-0.1427817971,-2288.256537
icews14_tcomplex_uniform_sensitivity,icews14,continuous_tcomplex,uniform,59,0.3,static_margin,3439,-0.3893866734,-0.1862696769,-1913.039661
icews14_tcomplex_uniform_sensitivity,icews14,continuous_tcomplex,uniform,71,0,kgcp_softmax_static,3439,-0.3769294495,-0.1741357751,-1762.613208
icews14_tcomplex_uniform_sensitivity,icews14,continuous_tcomplex,uniform,71,0,rolling_margin,3439,-0.2952878946,-0.1356885048,-2190.586271
icews14_tcomplex_uniform_sensitivity,icews14,continuous_tcomplex,uniform,71,0,static_margin,3439,-0.3761797315,-0.1765710182,-1774.558583
icews14_tcomplex_uniform_sensitivity,icews14,continuous_tcomplex,uniform,71,0.3,kgcp_softmax_static,3439,-0.3842155322,-0.1778494179,-1866.175459
icews14_tcomplex_uniform_sensitivity,icews14,continuous_tcomplex,uniform,71,0.3,rolling_margin,3439,-0.2974257082,-0.1379158609,-2266.026874
icews14_tcomplex_uniform_sensitivity,icews14,continuous_tcomplex,uniform,71,0.3,static_margin,3439,-0.3844735544,-0.1781385953,-1871.873471
