run,dataset_mode,model_name,negative_sampling,deletion_rate,method,seed_count,coverage_mean,coverage_sd,timestamp_macro_coverage_mean,timestamp_macro_coverage_sd,mean_size_mean,mean_size_sd,mrr_mean,mrr_sd,coverage_abs_error_mean,undercoverage_mean
icews14_distmult_filtered,icews14,temporal_distmult,filtered,0.2,weighted,5,0.8983625246,0.0007195172539,0.8984303173,0.0008633152738,3774.67763,94.86760491,0.3155825713,0.00122842998,0.001637475386,0.001637475386
icews14_distmult_filtered,icews14,temporal_distmult,filtered,0.3,adaptive,5,0.8986941652,0.0005447143756,0.8989288089,0.0004088709849,3853.195373,57.87381679,0.3103458642,0.0006343903152,0.001305834802,0.001305834802
icews14_distmult_filtered,icews14,temporal_distmult,filtered,0.3,kgcp_minmax_static,5,0.9013110167,0.00112995971,0.9011948506,0.0006872140612,2325.442813,176.2219495,0.3103458642,0.0006343903152,0.0015742564,0.000131619857
icews14_distmult_filtered,icews14,temporal_distmult,filtered,0.3,kgcp_negscore_static,5,0.898704529,0.003717870962,0.8985502161,0.003815619973,3023.080076,191.612095,0.3103458642,0.0006343903152,0.003318478599,0.002306974816
icews14_distmult_filtered,icews14,temporal_distmult,filtered,0.3,kgcp_softmax_static,5,0.8207119909,0.005704616661,0.8167631822,0.005370869812,2705.046145,115.9327226,0.3103458642,0.0006343903152,0.07928800912,0.07928800912
icews14_distmult_filtered,icews14,temporal_distmult,filtered,0.3,rolling_margin,5,0.89964245,0.0006149326858,0.8999096718,0.000535709643,3870.633226,55.98716698,0.3103458642,0.0006343903152,0.000597989429,0.0004777697171
icews14_distmult_filtered,icews14,temporal_distmult,filtered,0.3,static_margin,5,0.8198362525,0.006657954874,0.8157858321,0.006451594151,2745.910944,132.931943,0.3103458642,0.0006343903152,0.08016374754,0.08016374754
icews14_distmult_filtered,icews14,temporal_distmult,filtered,0.3,top1,5,0.2233702974,0.001663195116,0.2261543298,0.001651222792,1,0,0.3103458642,0.0006343903152,0.6766297026,0.6766297026
icews14_distmult_filtered,icews14,temporal_distmult,filtered,0.3,weighted,5,0.8986527101,0.0005772046749,0.8989019151,0.0004892959811,3852.434646,57.56491209,0.3103458642,0.0006343903152,0.001347289875,0.001347289875
icews14_tcomplex_filtered,icews14,continuous_tcomplex,filtered,0,adaptive,5,0.8976266971,0.0006257004393,0.89742449,0.0008626158058,3609.249337,67.58102117,0.3225985345,0.00194584132,0.002373302933,0.002373302933
icews14_tcomplex_filtered,icews14,continuous_tcomplex,filtered,0,kgcp_minmax_static,5,0.9015442015,0.001412004,0.9019170323,0.001392905476,2139.289673,172.6435585,0.3225985345,0.00194584132,0.001589802052,2.280029019e-05
icews14_tcomplex_filtered,icews14,continuous_tcomplex,filtered,0,kgcp_negscore_static,5,0.8972691471,0.001116212003,0.8980663338,0.001067365186,2862.10697,134.2158018,0.3225985345,0.00194584132,0.002730852938,0.002730852938
icews14_tcomplex_filtered,icews14,continuous_tcomplex,filtered,0,kgcp_softmax_static,5,0.8200538916,0.003128040827,0.8162900048,0.003172442515,2497.199995,74.66253194,0.3225985345,0.00194584132,0.07994610841,0.07994610841
icews14_tcomplex_filtered,icews14,continuous_tcomplex,filtered,0,rolling_margin,5,0.8984195253,0.0008422753767,0.8981998584,0.001095401716,3623.328822,69.18469965,0.3225985345,0.00194584132,0.001580474661,0.001580474661
icews14_tcomplex_filtered,icews14,continuous_tcomplex,filtered,0,static_margin,5,0.8192506996,0.002952673774,0.8152858102,0.003070218628,2530.767857,78.67201529,0.3225985345,0.00194584132,0.08074930045,0.08074930045
icews14_tcomplex_filtered,icews14,continuous_tcomplex,filtered,0,top1,5,0.2327132345,0.001053943514,0.2358514896,0.001141327423,1,0,0.3225985345,0.00194584132,0.6672867655,0.6672867655
icews14_tcomplex_filtered,icews14,continuous_tcomplex,filtered,0,weighted,5,0.8974401492,0.0005847154109,0.8972329062,0.0007848487605,3605.146844,68.11406773,0.3225985345,0.00194584132,0.002559850762,0.002559850762
icews14_tcomplex_filtered,icews14,continuous_tcomplex,filtered,0.1,adaptive,5,0.8977666079,0.0003800833417,0.8974934576,0.0004533475841,3649.650404,36.36048797,0.3198841592,0.001904352465,0.002233392061,0.002233392061
icews14_tcomplex_filtered,icews14,continuous_tcomplex,filtered,0.1,kgcp_minmax_static,5,0.9012281065,0.002230272938,0.9013847971,0.002262861523,2214.138631,158.0840943,0.3198841592,0.001904352465,0.00185822365,0.0003150585553
icews14_tcomplex_filtered,icews14,continuous_tcomplex,filtered,0.1,kgcp_negscore_static,5,0.8967095036,0.002871483945,0.8973000051,0.00281001326,2905.752311,128.8427462,0.3198841592,0.001904352465,0.003290496424,0.003290496424
icews14_tcomplex_filtered,icews14,continuous_tcomplex,filtered,0.1,kgcp_softmax_static,5,0.8172556742,0.004645357539,0.8133556853,0.005142857974,2496.335885,53.29838724,0.3198841592,0.001904352465,0.08274432584,0.08274432584
icews14_tcomplex_filtered,icews14,continuous_tcomplex,filtered,0.1,rolling_margin,5,0.8985542543,0.0005421201888,0.8982784644,0.000532621224,3665.374163,37.93758989,0.3198841592,0.001904352465,0.001445745673,0.001445745673
icews14_tcomplex_filtered,icews14,continuous_tcomplex,filtered,0.1,static_margin,5,0.817038035,0.004505394218,0.8129332936,0.004944694075,2532.785657,54.9453772,0.3198841592,0.001904352465,0.08296196497,0.08296196497
icews14_tcomplex_filtered,icews14,continuous_tcomplex,filtered,0.1,top1,5,0.2309980309,0.001633588459,0.2339937218,0.001679646397,1,0,0.3198841592,0.001904352465,0.6690019691,0.6690019691
icews14_tcomplex_filtered,icews14,continuous_tcomplex,filtered,0.1,weighted,5,0.8977044253,0.0003969302951,0.8974506346,0.0004659080667,3646.707001,36.65770927,0.3198841592,0.001904352465,0.002295574671,0.002295574671
icews14_tcomplex_filtered,icews14,continuous_tcomplex,filtered,0.2,adaptive,5,0.8978184268,0.0003952354527,0.8975943503,0.0003243472887,3716.122562,40.47178606,0.3170942357,0.001915647275,0.00218157322,0.00218157322
icews14_tcomplex_filtered,icews14,continuous_tcomplex,filtered,0.2,kgcp_minmax_static,5,0.9009534667,0.002455141485,0.9008529095,0.002406387564,2277.840849,175.7997593,0.3170942357,0.001915647275,0.001583583791,0.0003150585553
icews14_tcomplex_filtered,icews14,continuous_tcomplex,filtered,0.2,kgcp_negscore_static,5,0.896155042,0.001375763401,0.8966709099,0.001380035044,2982.542953,105.0343212,0.3170942357,0.001915647275,0.003844958027,0.003844958027
icews14_tcomplex_filtered,icews14,continuous_tcomplex,filtered,0.2,kgcp_softmax_static,5,0.8192144264,0.005757274993,0.8150417214,0.005962343649,2588.970676,71.30432225,0.3170942357,0.001915647275,0.08078557363,0.08078557363
icews14_tcomplex_filtered,icews14,continuous_tcomplex,filtered,0.2,rolling_margin,5,0.8986838014,0.0004571379355,0.8984935259,0.0002120755295,3732.679433,39.36342605,0.3170942357,0.001915647275,0.00131619857,0.00131619857
icews14_tcomplex_filtered,icews14,continuous_tcomplex,filtered,0.2,static_margin,5,0.817395585,0.005036014301,0.8130282813,0.005295952854,2613.605664,70.96121083,0.3170942357,0.001915647275,0.08260441497,0.08260441497
icews14_tcomplex_filtered,icews14,continuous_tcomplex,filtered,0.2,top1,5,0.2299305628,0.002109558332,0.2329544341,0.002396303806,1,0,0.3170942357,0.001915647275,0.6700694372,0.6700694372
