run,dataset_mode,model_name,negative_sampling,seed,deletion_rate,baseline,coverage_gain,undercoverage_reduction,absolute_error_reduction,mean_size_change,mean_size_ratio
icews05_15_distmult_uniform_sensitivity,icews05_15,temporal_distmult,uniform,71,0.3,kgcp_negscore_static,0.06967579213,0.0694813725,0.06928695287,2268.129473,2.153909904
icews05_15_distmult_uniform_sensitivity,icews05_15,temporal_distmult,uniform,71,0.3,kgcp_minmax_static,0.04254637171,0.04235195208,0.04215753245,2336.339089,2.231341037
icews05_15_distmult_uniform_sensitivity,icews05_15,temporal_distmult,uniform,71,0.3,kgcp_softmax_static,0.09918553938,0.09899111975,0.09879670012,1988.325201,1.885507358
icews05_15_tcomplex_filtered,icews05_15,continuous_tcomplex,filtered,17,0,static_margin,0.09744627187,0.09674215753,0.09603804319,1962.167327,1.735741719
icews05_15_tcomplex_filtered,icews05_15,continuous_tcomplex,filtered,17,0,kgcp_negscore_static,0.06888234985,0.06817823551,0.06747412117,2809.434291,2.543936066
icews05_15_tcomplex_filtered,icews05_15,continuous_tcomplex,filtered,17,0,kgcp_minmax_static,0.05206767905,0.05136356471,0.05065945037,2925.697777,2.71756996
icews05_15_tcomplex_filtered,icews05_15,continuous_tcomplex,filtered,17,0,kgcp_softmax_static,0.09659502916,0.09589091482,0.09518680048,2012.087279,1.768851388
icews05_15_tcomplex_filtered,icews05_15,continuous_tcomplex,filtered,17,0.3,static_margin,0.0997950712,0.09935368609,0.09891230098,1947.989964,1.798024371
icews05_15_tcomplex_filtered,icews05_15,continuous_tcomplex,filtered,17,0.3,kgcp_negscore_static,0.06682780726,0.06638642215,0.06594503704,2108.026257,1.924175954
icews05_15_tcomplex_filtered,icews05_15,continuous_tcomplex,filtered,17,0.3,kgcp_minmax_static,0.04869949031,0.0482581052,0.04781672009,2553.021465,2.390546586
icews05_15_tcomplex_filtered,icews05_15,continuous_tcomplex,filtered,17,0.3,kgcp_softmax_static,0.09841837003,0.09797698492,0.09753559981,1991.971625,1.831015184
icews05_15_tcomplex_filtered,icews05_15,continuous_tcomplex,filtered,29,0,static_margin,0.1029530766,0.1029530766,0.1029530766,1888.95212,1.981374528
icews05_15_tcomplex_filtered,icews05_15,continuous_tcomplex,filtered,29,0,kgcp_negscore_static,0.06663864222,0.06663864222,0.06663864222,1732.356466,1.832304229
icews05_15_tcomplex_filtered,icews05_15,continuous_tcomplex,filtered,29,0,kgcp_minmax_static,0.05074877831,0.05074877831,0.05074877831,2111.869303,2.240899908
icews05_15_tcomplex_filtered,icews05_15,continuous_tcomplex,filtered,29,0,kgcp_softmax_static,0.1004991855,0.1004991855,0.1004991855,1930.171888,2.024734343
icews05_15_tcomplex_filtered,icews05_15,continuous_tcomplex,filtered,29,0.3,static_margin,0.1031317324,0.1031317324,0.1031317324,1985.708702,1.85547227
icews05_15_tcomplex_filtered,icews05_15,continuous_tcomplex,filtered,29,0.3,kgcp_negscore_static,0.06877725816,0.06877725816,0.06877725816,2203.231706,2.047332017
icews05_15_tcomplex_filtered,icews05_15,continuous_tcomplex,filtered,29,0.3,kgcp_minmax_static,0.04950344175,0.04950344175,0.04950344175,2428.32363,2.292645253
icews05_15_tcomplex_filtered,icews05_15,continuous_tcomplex,filtered,29,0.3,kgcp_softmax_static,0.101923178,0.101923178,0.101923178,2024.722821,1.887191911
icews05_15_tcomplex_filtered,icews05_15,continuous_tcomplex,filtered,43,0,static_margin,0.1038043193,0.1038043193,0.1038043193,1836.805943,1.969203486
icews05_15_tcomplex_filtered,icews05_15,continuous_tcomplex,filtered,43,0,kgcp_negscore_static,0.06512532184,0.06512532184,0.06512532184,1496.203006,1.669210449
icews05_15_tcomplex_filtered,icews05_15,continuous_tcomplex,filtered,43,0,kgcp_minmax_static,0.050170774,0.050170774,0.050170774,1984.199758,2.135270698
icews05_15_tcomplex_filtered,icews05_15,continuous_tcomplex,filtered,43,0,kgcp_softmax_static,0.1008144606,0.1008144606,0.1008144606,1863.678609,1.997527527
icews05_15_tcomplex_filtered,icews05_15,continuous_tcomplex,filtered,43,0.3,static_margin,0.1035783721,0.1035468446,0.1035153171,1969.158794,1.836665114
icews05_15_tcomplex_filtered,icews05_15,continuous_tcomplex,filtered,43,0.3,kgcp_negscore_static,0.06648625926,0.06645473175,0.06642320425,1893.030209,1.779118015
icews05_15_tcomplex_filtered,icews05_15,continuous_tcomplex,filtered,43,0.3,kgcp_minmax_static,0.04339761442,0.04336608691,0.0433345594,2276.642452,2.112675743
icews05_15_tcomplex_filtered,icews05_15,continuous_tcomplex,filtered,43,0.3,kgcp_softmax_static,0.1004834218,0.1004518943,0.1004203668,1987.217508,1.85086657
icews05_15_tcomplex_filtered,icews05_15,continuous_tcomplex,filtered,59,0,static_margin,0.1028690032,0.1028690032,0.1028690032,1854.158068,1.959689551
