case,dataset_mode,model_name,deletion_rate,family,comparison,metric,left_method,right_method,observed,ci95_low,ci95_high,pvalue_positive,pvalue_negative,block_length,iterations,seed_count,timestamp_count,excluded_timestamp_count,weighting
icews14_distmult,icews14,temporal_distmult,0.3,query_objective,query_max_margin_rolling-minus-label_margin_rolling,mean_set_size,query_max_margin_rolling,label_margin_rolling,-140.5597279,-182.1723625,-98.52918789,1,4.999750012e-05,3,20000,5,73,0,query_count
icews14_distmult,icews14,temporal_distmult,0.3,query_objective,query_max_margin_rolling-minus-label_margin_rolling,mean_set_size,query_max_margin_rolling,label_margin_rolling,-140.5597279,-184.1320428,-100.0524364,1,4.999750012e-05,7,20000,5,73,0,query_count
icews14_distmult,icews14,temporal_distmult,0.3,query_objective,query_max_margin_rolling-minus-label_margin_rolling,mean_set_size,query_max_margin_rolling,label_margin_rolling,-140.5597279,-184.999855,-101.233277,1,4.999750012e-05,14,20000,5,73,0,query_count
icews14_distmult,icews14,temporal_distmult,0.3,query_objective,query_max_margin_rolling-minus-label_margin_rolling,mean_set_size,query_max_margin_rolling,label_margin_rolling,-140.5597279,-181.6681738,-104.2053662,1,4.999750012e-05,21,20000,5,73,0,query_count
icews14_distmult,icews14,temporal_distmult,0.3,query_objective,query_max_margin_rolling-minus-label_margin_rolling,multi_minus_single_full_set_coverage,query_max_margin_rolling,label_margin_rolling,-0.01368304305,-0.02044600782,-0.008084125865,1,4.999750012e-05,3,20000,5,73,0,timestamp_macro
icews14_distmult,icews14,temporal_distmult,0.3,query_objective,query_max_margin_rolling-minus-label_margin_rolling,multi_minus_single_full_set_coverage,query_max_margin_rolling,label_margin_rolling,-0.01368304305,-0.0217809983,-0.007733629186,1,4.999750012e-05,7,20000,5,73,0,timestamp_macro
icews14_distmult,icews14,temporal_distmult,0.3,query_objective,query_max_margin_rolling-minus-label_margin_rolling,multi_minus_single_full_set_coverage,query_max_margin_rolling,label_margin_rolling,-0.01368304305,-0.0228437423,-0.007766627359,1,4.999750012e-05,14,20000,5,73,0,timestamp_macro
icews14_distmult,icews14,temporal_distmult,0.3,query_objective,query_max_margin_rolling-minus-label_margin_rolling,multi_minus_single_full_set_coverage,query_max_margin_rolling,label_margin_rolling,-0.01368304305,-0.02276232295,-0.008108247083,1,4.999750012e-05,21,20000,5,73,0,timestamp_macro
icews05_15_continuous_complex,icews05_15,continuous_tcomplex,0.3,score_function,label_minmax_rolling-minus-label_margin_rolling,label_coverage,label_minmax_rolling,label_margin_rolling,-0.001049866008,-0.002804141112,0.0006888614036,0.8807059647,0.1193440328,3,20000,5,804,0,label_count
icews05_15_continuous_complex,icews05_15,continuous_tcomplex,0.3,score_function,label_minmax_rolling-minus-label_margin_rolling,label_coverage,label_minmax_rolling,label_margin_rolling,-0.001049866008,-0.002454060353,0.0003143197646,0.9371531423,0.06289685516,7,20000,5,804,0,label_count
icews05_15_continuous_complex,icews05_15,continuous_tcomplex,0.3,score_function,label_minmax_rolling-minus-label_margin_rolling,label_coverage,label_minmax_rolling,label_margin_rolling,-0.001049866008,-0.002028224457,-8.697282435e-05,0.98360082,0.01644917754,14,20000,5,804,0,label_count
icews05_15_continuous_complex,icews05_15,continuous_tcomplex,0.3,score_function,label_minmax_rolling-minus-label_margin_rolling,label_coverage,label_minmax_rolling,label_margin_rolling,-0.001049866008,-0.001965480902,-0.0001368082585,0.9877506125,0.01229938503,21,20000,5,804,0,label_count
icews05_15_continuous_complex,icews05_15,continuous_tcomplex,0.3,score_function,label_minmax_rolling-minus-label_margin_rolling,mean_set_size,label_minmax_rolling,label_margin_rolling,-1090.810607,-1292.414886,-807.4018523,1,4.999750012e-05,3,20000,5,804,0,query_count
icews05_15_continuous_complex,icews05_15,continuous_tcomplex,0.3,score_function,label_minmax_rolling-minus-label_margin_rolling,mean_set_size,label_minmax_rolling,label_margin_rolling,-1090.810607,-1302.052694,-800.7197367,1,4.999750012e-05,7,20000,5,804,0,query_count
icews05_15_continuous_complex,icews05_15,continuous_tcomplex,0.3,score_function,label_minmax_rolling-minus-label_margin_rolling,mean_set_size,label_minmax_rolling,label_margin_rolling,-1090.810607,-1312.587297,-793.0090188,1,4.999750012e-05,14,20000,5,804,0,query_count
icews05_15_continuous_complex,icews05_15,continuous_tcomplex,0.3,score_function,label_minmax_rolling-minus-label_margin_rolling,mean_set_size,label_minmax_rolling,label_margin_rolling,-1090.810607,-1322.826453,-792.6713052,1,4.999750012e-05,21,20000,5,804,0,query_count
icews05_15_continuous_complex,icews05_15,continuous_tcomplex,0.3,score_function,label_negscore_rolling-minus-label_margin_rolling,label_coverage,label_negscore_rolling,label_margin_rolling,-0.00187273396,-0.00412469408,0.0002587866565,0.9560521974,0.04399780011,3,20000,5,804,0,label_count
icews05_15_continuous_complex,icews05_15,continuous_tcomplex,0.3,score_function,label_negscore_rolling-minus-label_margin_rolling,label_coverage,label_negscore_rolling,label_margin_rolling,-0.00187273396,-0.003670483726,-9.085444903e-05,0.9806509675,0.01939903005,7,20000,5,804,0,label_count
icews05_15_continuous_complex,icews05_15,continuous_tcomplex,0.3,score_function,label_negscore_rolling-minus-label_margin_rolling,label_coverage,label_negscore_rolling,label_margin_rolling,-0.00187273396,-0.003238645771,-0.000518867244,0.996700165,0.003349832508,14,20000,5,804,0,label_count
icews05_15_continuous_complex,icews05_15,continuous_tcomplex,0.3,score_function,label_negscore_rolling-minus-label_margin_rolling,label_coverage,label_negscore_rolling,label_margin_rolling,-0.00187273396,-0.00312671833,-0.0006210504572,0.9983500825,0.001699915004,21,20000,5,804,0,label_count
icews05_15_continuous_complex,icews05_15,continuous_tcomplex,0.3,score_function,label_negscore_rolling-minus-label_margin_rolling,mean_set_size,label_negscore_rolling,label_margin_rolling,260.1226219,0.2563618775,653.6714828,0.02484875756,0.9752012399,3,20000,5,804,0,query_count
icews05_15_continuous_complex,icews05_15,continuous_tcomplex,0.3,score_function,label_negscore_rolling-minus-label_margin_rolling,mean_set_size,label_negscore_rolling,label_margin_rolling,260.1226219,-20.2994474,658.6136282,0.04214789261,0.9579021049,7,20000,5,804,0,query_count
icews05_15_continuous_complex,icews05_15,continuous_tcomplex,0.3,score_function,label_negscore_rolling-minus-label_margin_rolling,mean_set_size,label_negscore_rolling,label_margin_rolling,260.1226219,-43.00830121,662.8925535,0.05834708265,0.9417029149,14,20000,5,804,0,query_count
icews05_15_continuous_complex,icews05_15,continuous_tcomplex,0.3,score_function,label_negscore_rolling-minus-label_margin_rolling,mean_set_size,label_negscore_rolling,label_margin_rolling,260.1226219,-65.83678941,675.5838603,0.07259637018,0.9274536273,21,20000,5,804,0,query_count
icews05_15_continuous_complex,icews05_15,continuous_tcomplex,0.3,score_function,label_softmax_rolling-minus-label_margin_rolling,label_coverage,label_softmax_rolling,label_margin_rolling,0.08520729336,0.07848809247,0.09051580675,4.999750012e-05,1,3,20000,5,804,0,label_count
icews05_15_continuous_complex,icews05_15,continuous_tcomplex,0.3,score_function,label_softmax_rolling-minus-label_margin_rolling,label_coverage,label_softmax_rolling,label_margin_rolling,0.08520729336,0.07774677203,0.09150781019,4.999750012e-05,1,7,20000,5,804,0,label_count
icews05_15_continuous_complex,icews05_15,continuous_tcomplex,0.3,score_function,label_softmax_rolling-minus-label_margin_rolling,label_coverage,label_softmax_rolling,label_margin_rolling,0.08520729336,0.07625943733,0.09261569975,4.999750012e-05,1,14,20000,5,804,0,label_count
icews05_15_continuous_complex,icews05_15,continuous_tcomplex,0.3,score_function,label_softmax_rolling-minus-label_margin_rolling,label_coverage,label_softmax_rolling,label_margin_rolling,0.08520729336,0.07477509137,0.09348779128,4.999750012e-05,1,21,20000,5,804,0,label_count
icews05_15_continuous_complex,icews05_15,continuous_tcomplex,0.3,score_function,label_softmax_rolling-minus-label_margin_rolling,mean_set_size,label_softmax_rolling,label_margin_rolling,4990.539394,4675.67772,5251.554091,4.999750012e-05,1,3,20000,5,804,0,query_count
icews05_15_continuous_complex,icews05_15,continuous_tcomplex,0.3,score_function,label_softmax_rolling-minus-label_margin_rolling,mean_set_size,label_softmax_rolling,label_margin_rolling,4990.539394,4605.310941,5325.644352,4.999750012e-05,1,7,20000,5,804,0,query_count
icews05_15_continuous_complex,icews05_15,continuous_tcomplex,0.3,score_function,label_softmax_rolling-minus-label_margin_rolling,mean_set_size,label_softmax_rolling,label_margin_rolling,4990.539394,4495.424731,5403.458734,4.999750012e-05,1,14,20000,5,804,0,query_count
icews05_15_continuous_complex,icews05_15,continuous_tcomplex,0.3,score_function,label_softmax_rolling-minus-label_margin_rolling,mean_set_size,label_softmax_rolling,label_margin_rolling,4990.539394,4431.96118,5453.629347,4.999750012e-05,1,21,20000,5,804,0,query_count
icews05_15_distmult,icews05_15,temporal_distmult,0.3,score_function,label_minmax_rolling-minus-label_margin_rolling,label_coverage,label_minmax_rolling,label_margin_rolling,-0.001420839683,-0.003262627849,0.000438247823,0.9312534373,0.06879656017,3,20000,5,804,0,label_count
icews05_15_distmult,icews05_15,temporal_distmult,0.3,score_function,label_minmax_rolling-minus-label_margin_rolling,label_coverage,label_minmax_rolling,label_margin_rolling,-0.001420839683,-0.002922214376,7.773020619e-05,0.9691515424,0.03089845508,7,20000,5,804,0,label_count
icews05_15_distmult,icews05_15,temporal_distmult,0.3,score_function,label_minmax_rolling-minus-label_margin_rolling,label_coverage,label_minmax_rolling,label_margin_rolling,-0.001420839683,-0.002503077992,-0.0003312592696,0.9950502475,0.004999750012,14,20000,5,804,0,label_count
icews05_15_distmult,icews05_15,temporal_distmult,0.3,score_function,label_minmax_rolling-minus-label_margin_rolling,label_coverage,label_minmax_rolling,label_margin_rolling,-0.001420839683,-0.00242612005,-0.0004220885377,0.9971501425,0.002899855007,21,20000,5,804,0,label_count
icews05_15_distmult,icews05_15,temporal_distmult,0.3,score_function,label_minmax_rolling-minus-label_margin_rolling,mean_set_size,label_minmax_rolling,label_margin_rolling,-1187.35635,-1473.101584,-792.6032463,1,4.999750012e-05,3,20000,5,804,0,query_count
icews05_15_distmult,icews05_15,temporal_distmult,0.3,score_function,label_minmax_rolling-minus-label_margin_rolling,mean_set_size,label_minmax_rolling,label_margin_rolling,-1187.35635,-1481.53509,-790.6584936,1,4.999750012e-05,7,20000,5,804,0,query_count
icews05_15_distmult,icews05_15,temporal_distmult,0.3,score_function,label_minmax_rolling-minus-label_margin_rolling,mean_set_size,label_minmax_rolling,label_margin_rolling,-1187.35635,-1489.694685,-785.0067771,1,4.999750012e-05,14,20000,5,804,0,query_count
icews05_15_distmult,icews05_15,temporal_distmult,0.3,score_function,label_minmax_rolling-minus-label_margin_rolling,mean_set_size,label_minmax_rolling,label_margin_rolling,-1187.35635,-1496.875208,-788.1353148,1,4.999750012e-05,21,20000,5,804,0,query_count
icews05_15_distmult,icews05_15,temporal_distmult,0.3,score_function,label_negscore_rolling-minus-label_margin_rolling,label_coverage,label_negscore_rolling,label_margin_rolling,-0.002048237087,-0.0043097456,0.0001924318862,0.9626518674,0.03739813009,3,20000,5,804,0,label_count
icews05_15_distmult,icews05_15,temporal_distmult,0.3,score_function,label_negscore_rolling-minus-label_margin_rolling,label_coverage,label_negscore_rolling,label_margin_rolling,-0.002048237087,-0.00391006312,-0.0002491122269,0.987500625,0.01254937253,7,20000,5,804,0,label_count
icews05_15_distmult,icews05_15,temporal_distmult,0.3,score_function,label_negscore_rolling-minus-label_margin_rolling,label_coverage,label_negscore_rolling,label_margin_rolling,-0.002048237087,-0.003424722607,-0.0006859065939,0.9981500925,0.001899905005,14,20000,5,804,0,label_count
icews05_15_distmult,icews05_15,temporal_distmult,0.3,score_function,label_negscore_rolling-minus-label_margin_rolling,label_coverage,label_negscore_rolling,label_margin_rolling,-0.002048237087,-0.003327078239,-0.0008100444838,0.9995500225,0.0004999750012,21,20000,5,804,0,label_count
icews05_15_distmult,icews05_15,temporal_distmult,0.3,score_function,label_negscore_rolling-minus-label_margin_rolling,mean_set_size,label_negscore_rolling,label_margin_rolling,340.4070129,58.58904119,722.8609294,0.004749762512,0.995300235,3,20000,5,804,0,query_count
icews05_15_distmult,icews05_15,temporal_distmult,0.3,score_function,label_negscore_rolling-minus-label_margin_rolling,mean_set_size,label_negscore_rolling,label_margin_rolling,340.4070129,41.26638922,742.9309616,0.009099545023,0.9909504525,7,20000,5,804,0,query_count
icews05_15_distmult,icews05_15,temporal_distmult,0.3,score_function,label_negscore_rolling-minus-label_margin_rolling,mean_set_size,label_negscore_rolling,label_margin_rolling,340.4070129,19.52080832,734.4010503,0.01749912504,0.9825508725,14,20000,5,804,0,query_count
icews05_15_distmult,icews05_15,temporal_distmult,0.3,score_function,label_negscore_rolling-minus-label_margin_rolling,mean_set_size,label_negscore_rolling,label_margin_rolling,340.4070129,-4.341054054,756.6620185,0.02664866757,0.9734013299,21,20000,5,804,0,query_count
icews05_15_distmult,icews05_15,temporal_distmult,0.3,score_function,label_softmax_rolling-minus-label_margin_rolling,label_coverage,label_softmax_rolling,label_margin_rolling,0.08452735011,0.07691579357,0.09046025851,4.999750012e-05,1,3,20000,5,804,0,label_count
icews05_15_distmult,icews05_15,temporal_distmult,0.3,score_function,label_softmax_rolling-minus-label_margin_rolling,label_coverage,label_softmax_rolling,label_margin_rolling,0.08452735011,0.07602491589,0.09116469638,4.999750012e-05,1,7,20000,5,804,0,label_count
icews05_15_distmult,icews05_15,temporal_distmult,0.3,score_function,label_softmax_rolling-minus-label_margin_rolling,label_coverage,label_softmax_rolling,label_margin_rolling,0.08452735011,0.07474045896,0.09220882195,4.999750012e-05,1,14,20000,5,804,0,label_count
icews05_15_distmult,icews05_15,temporal_distmult,0.3,score_function,label_softmax_rolling-minus-label_margin_rolling,label_coverage,label_softmax_rolling,label_margin_rolling,0.08452735011,0.07355842328,0.09300849888,4.999750012e-05,1,21,20000,5,804,0,label_count
icews05_15_distmult,icews05_15,temporal_distmult,0.3,score_function,label_softmax_rolling-minus-label_margin_rolling,mean_set_size,label_softmax_rolling,label_margin_rolling,4929.487198,4590.5718,5202.073905,4.999750012e-05,1,3,20000,5,804,0,query_count
icews05_15_distmult,icews05_15,temporal_distmult,0.3,score_function,label_softmax_rolling-minus-label_margin_rolling,mean_set_size,label_softmax_rolling,label_margin_rolling,4929.487198,4529.065121,5271.693903,4.999750012e-05,1,7,20000,5,804,0,query_count
icews05_15_distmult,icews05_15,temporal_distmult,0.3,score_function,label_softmax_rolling-minus-label_margin_rolling,mean_set_size,label_softmax_rolling,label_margin_rolling,4929.487198,4440.407597,5328.984815,4.999750012e-05,1,14,20000,5,804,0,query_count
icews05_15_distmult,icews05_15,temporal_distmult,0.3,score_function,label_softmax_rolling-minus-label_margin_rolling,mean_set_size,label_softmax_rolling,label_margin_rolling,4929.487198,4352.533862,5380.49285,4.999750012e-05,1,21,20000,5,804,0,query_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,score_function,label_minmax_rolling-minus-label_margin_rolling,label_coverage,label_minmax_rolling,label_margin_rolling,0.0004819152244,-0.004402722978,0.005804124592,0.4316284186,0.5684215789,3,20000,5,73,0,label_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,score_function,label_minmax_rolling-minus-label_margin_rolling,label_coverage,label_minmax_rolling,label_margin_rolling,0.0004819152244,-0.003444385789,0.004149516329,0.391180441,0.6088695565,7,20000,5,73,0,label_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,score_function,label_minmax_rolling-minus-label_margin_rolling,label_coverage,label_minmax_rolling,label_margin_rolling,0.0004819152244,-0.002482234553,0.003293895898,0.3639318034,0.6361181941,14,20000,5,73,0,label_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,score_function,label_minmax_rolling-minus-label_margin_rolling,label_coverage,label_minmax_rolling,label_margin_rolling,0.0004819152244,-0.002026910157,0.002867035846,0.3445827709,0.6554672266,21,20000,5,73,0,label_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,score_function,label_minmax_rolling-minus-label_margin_rolling,mean_set_size,label_minmax_rolling,label_margin_rolling,-1649.872141,-1785.839599,-1513.858965,1,4.999750012e-05,3,20000,5,73,0,query_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,score_function,label_minmax_rolling-minus-label_margin_rolling,mean_set_size,label_minmax_rolling,label_margin_rolling,-1649.872141,-1787.256608,-1514.396021,1,4.999750012e-05,7,20000,5,73,0,query_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,score_function,label_minmax_rolling-minus-label_margin_rolling,mean_set_size,label_minmax_rolling,label_margin_rolling,-1649.872141,-1785.64559,-1508.999229,1,4.999750012e-05,14,20000,5,73,0,query_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,score_function,label_minmax_rolling-minus-label_margin_rolling,mean_set_size,label_minmax_rolling,label_margin_rolling,-1649.872141,-1791.039528,-1505.151199,1,4.999750012e-05,21,20000,5,73,0,query_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,score_function,label_negscore_rolling-minus-label_margin_rolling,label_coverage,label_negscore_rolling,label_margin_rolling,0.0003212768163,-0.005244803502,0.006261925181,0.4590770461,0.5409729514,3,20000,5,73,0,label_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,score_function,label_negscore_rolling-minus-label_margin_rolling,label_coverage,label_negscore_rolling,label_margin_rolling,0.0003212768163,-0.003757414642,0.004319675638,0.4246787661,0.5753712314,7,20000,5,73,0,label_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,score_function,label_negscore_rolling-minus-label_margin_rolling,label_coverage,label_negscore_rolling,label_margin_rolling,0.0003212768163,-0.002798792416,0.003234934,0.4076296185,0.592420379,14,20000,5,73,0,label_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,score_function,label_negscore_rolling-minus-label_margin_rolling,label_coverage,label_negscore_rolling,label_margin_rolling,0.0003212768163,-0.002110662255,0.002676444058,0.3822308885,0.617819109,21,20000,5,73,0,label_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,score_function,label_negscore_rolling-minus-label_margin_rolling,mean_set_size,label_negscore_rolling,label_margin_rolling,-853.9883759,-1019.899072,-690.9775306,1,4.999750012e-05,3,20000,5,73,0,query_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,score_function,label_negscore_rolling-minus-label_margin_rolling,mean_set_size,label_negscore_rolling,label_margin_rolling,-853.9883759,-1037.478988,-673.5261246,1,4.999750012e-05,7,20000,5,73,0,query_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,score_function,label_negscore_rolling-minus-label_margin_rolling,mean_set_size,label_negscore_rolling,label_margin_rolling,-853.9883759,-1048.285424,-653.7964146,1,4.999750012e-05,14,20000,5,73,0,query_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,score_function,label_negscore_rolling-minus-label_margin_rolling,mean_set_size,label_negscore_rolling,label_margin_rolling,-853.9883759,-1064.24702,-635.5622786,1,4.999750012e-05,21,20000,5,73,0,query_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,score_function,label_softmax_rolling-minus-label_margin_rolling,label_coverage,label_softmax_rolling,label_margin_rolling,0.06941133796,0.05340652252,0.08472210666,4.999750012e-05,1,3,20000,5,73,0,label_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,score_function,label_softmax_rolling-minus-label_margin_rolling,label_coverage,label_softmax_rolling,label_margin_rolling,0.06941133796,0.04717155633,0.0899911866,4.999750012e-05,1,7,20000,5,73,0,label_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,score_function,label_softmax_rolling-minus-label_margin_rolling,label_coverage,label_softmax_rolling,label_margin_rolling,0.06941133796,0.0407102831,0.09500480559,4.999750012e-05,1,14,20000,5,73,0,label_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,score_function,label_softmax_rolling-minus-label_margin_rolling,label_coverage,label_softmax_rolling,label_margin_rolling,0.06941133796,0.03812654657,0.09687589434,4.999750012e-05,1,21,20000,5,73,0,label_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,score_function,label_softmax_rolling-minus-label_margin_rolling,mean_set_size,label_softmax_rolling,label_margin_rolling,2080.5281,1571.324711,2557.670818,4.999750012e-05,1,3,20000,5,73,0,query_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,score_function,label_softmax_rolling-minus-label_margin_rolling,mean_set_size,label_softmax_rolling,label_margin_rolling,2080.5281,1381.731222,2712.429045,4.999750012e-05,1,7,20000,5,73,0,query_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,score_function,label_softmax_rolling-minus-label_margin_rolling,mean_set_size,label_softmax_rolling,label_margin_rolling,2080.5281,1188.741766,2861.691291,4.999750012e-05,1,14,20000,5,73,0,query_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,score_function,label_softmax_rolling-minus-label_margin_rolling,mean_set_size,label_softmax_rolling,label_margin_rolling,2080.5281,1123.261232,2896.336405,4.999750012e-05,1,21,20000,5,73,0,query_count
icews14_distmult,icews14,temporal_distmult,0.3,score_function,label_minmax_rolling-minus-label_margin_rolling,label_coverage,label_minmax_rolling,label_margin_rolling,8.809203026e-05,-0.005008438217,0.005558965109,0.4870756462,0.5129743513,3,20000,5,73,0,label_count
icews14_distmult,icews14,temporal_distmult,0.3,score_function,label_minmax_rolling-minus-label_margin_rolling,label_coverage,label_minmax_rolling,label_margin_rolling,8.809203026e-05,-0.003337788095,0.003570888732,0.4756262187,0.5244237788,7,20000,5,73,0,label_count
icews14_distmult,icews14,temporal_distmult,0.3,score_function,label_minmax_rolling-minus-label_margin_rolling,label_coverage,label_minmax_rolling,label_margin_rolling,8.809203026e-05,-0.002636850972,0.00280167701,0.4665266737,0.5335233238,14,20000,5,73,0,label_count
icews14_distmult,icews14,temporal_distmult,0.3,score_function,label_minmax_rolling-minus-label_margin_rolling,label_coverage,label_minmax_rolling,label_margin_rolling,8.809203026e-05,-0.00224353153,0.002418679528,0.4636768162,0.5363731813,21,20000,5,73,0,label_count
icews14_distmult,icews14,temporal_distmult,0.3,score_function,label_minmax_rolling-minus-label_margin_rolling,mean_set_size,label_minmax_rolling,label_margin_rolling,-1772.688264,-1941.731041,-1596.341466,1,4.999750012e-05,3,20000,5,73,0,query_count
icews14_distmult,icews14,temporal_distmult,0.3,score_function,label_minmax_rolling-minus-label_margin_rolling,mean_set_size,label_minmax_rolling,label_margin_rolling,-1772.688264,-1937.66211,-1601.4808,1,4.999750012e-05,7,20000,5,73,0,query_count
icews14_distmult,icews14,temporal_distmult,0.3,score_function,label_minmax_rolling-minus-label_margin_rolling,mean_set_size,label_minmax_rolling,label_margin_rolling,-1772.688264,-1934.558142,-1599.907111,1,4.999750012e-05,14,20000,5,73,0,query_count
icews14_distmult,icews14,temporal_distmult,0.3,score_function,label_minmax_rolling-minus-label_margin_rolling,mean_set_size,label_minmax_rolling,label_margin_rolling,-1772.688264,-1931.19404,-1597.494908,1,4.999750012e-05,21,20000,5,73,0,query_count
icews14_distmult,icews14,temporal_distmult,0.3,score_function,label_negscore_rolling-minus-label_margin_rolling,label_coverage,label_negscore_rolling,label_margin_rolling,-0.0002383666701,-0.005893390481,0.005722841082,0.5292235388,0.4708764562,3,20000,5,73,0,label_count
icews14_distmult,icews14,temporal_distmult,0.3,score_function,label_negscore_rolling-minus-label_margin_rolling,label_coverage,label_negscore_rolling,label_margin_rolling,-0.0002383666701,-0.004449786133,0.003833037448,0.5391230438,0.4609269537,7,20000,5,73,0,label_count
icews14_distmult,icews14,temporal_distmult,0.3,score_function,label_negscore_rolling-minus-label_margin_rolling,label_coverage,label_negscore_rolling,label_margin_rolling,-0.0002383666701,-0.003761853723,0.00325946491,0.5397730113,0.4602769862,14,20000,5,73,0,label_count
icews14_distmult,icews14,temporal_distmult,0.3,score_function,label_negscore_rolling-minus-label_margin_rolling,label_coverage,label_negscore_rolling,label_margin_rolling,-0.0002383666701,-0.003308963776,0.002905332203,0.5449227539,0.4551272436,21,20000,5,73,0,label_count
icews14_distmult,icews14,temporal_distmult,0.3,score_function,label_negscore_rolling-minus-label_margin_rolling,mean_set_size,label_negscore_rolling,label_margin_rolling,-1015.691732,-1212.203643,-812.4253291,1,4.999750012e-05,3,20000,5,73,0,query_count
icews14_distmult,icews14,temporal_distmult,0.3,score_function,label_negscore_rolling-minus-label_margin_rolling,mean_set_size,label_negscore_rolling,label_margin_rolling,-1015.691732,-1215.648315,-815.0615515,1,4.999750012e-05,7,20000,5,73,0,query_count
icews14_distmult,icews14,temporal_distmult,0.3,score_function,label_negscore_rolling-minus-label_margin_rolling,mean_set_size,label_negscore_rolling,label_margin_rolling,-1015.691732,-1225.965674,-818.1076006,1,4.999750012e-05,14,20000,5,73,0,query_count
icews14_distmult,icews14,temporal_distmult,0.3,score_function,label_negscore_rolling-minus-label_margin_rolling,mean_set_size,label_negscore_rolling,label_margin_rolling,-1015.691732,-1226.066582,-817.9186844,1,4.999750012e-05,21,20000,5,73,0,query_count
icews14_distmult,icews14,temporal_distmult,0.3,score_function,label_softmax_rolling-minus-label_margin_rolling,label_coverage,label_softmax_rolling,label_margin_rolling,0.07215773655,0.05565966024,0.08729201008,4.999750012e-05,1,3,20000,5,73,0,label_count
icews14_distmult,icews14,temporal_distmult,0.3,score_function,label_softmax_rolling-minus-label_margin_rolling,label_coverage,label_softmax_rolling,label_margin_rolling,0.07215773655,0.05172008439,0.09020897923,4.999750012e-05,1,7,20000,5,73,0,label_count
icews14_distmult,icews14,temporal_distmult,0.3,score_function,label_softmax_rolling-minus-label_margin_rolling,label_coverage,label_softmax_rolling,label_margin_rolling,0.07215773655,0.04714020347,0.09456798379,4.999750012e-05,1,14,20000,5,73,0,label_count
icews14_distmult,icews14,temporal_distmult,0.3,score_function,label_softmax_rolling-minus-label_margin_rolling,label_coverage,label_softmax_rolling,label_margin_rolling,0.07215773655,0.04527076805,0.09631071216,4.999750012e-05,1,21,20000,5,73,0,label_count
icews14_distmult,icews14,temporal_distmult,0.3,score_function,label_softmax_rolling-minus-label_margin_rolling,mean_set_size,label_softmax_rolling,label_margin_rolling,2158.813927,1659.186557,2602.209245,4.999750012e-05,1,3,20000,5,73,0,query_count
icews14_distmult,icews14,temporal_distmult,0.3,score_function,label_softmax_rolling-minus-label_margin_rolling,mean_set_size,label_softmax_rolling,label_margin_rolling,2158.813927,1546.777654,2704.123251,4.999750012e-05,1,7,20000,5,73,0,query_count
icews14_distmult,icews14,temporal_distmult,0.3,score_function,label_softmax_rolling-minus-label_margin_rolling,mean_set_size,label_softmax_rolling,label_margin_rolling,2158.813927,1405.913989,2808.368503,4.999750012e-05,1,14,20000,5,73,0,query_count
icews14_distmult,icews14,temporal_distmult,0.3,score_function,label_softmax_rolling-minus-label_margin_rolling,mean_set_size,label_softmax_rolling,label_margin_rolling,2158.813927,1342.008788,2865.442282,4.999750012e-05,1,21,20000,5,73,0,query_count
