case,dataset_mode,model_name,deletion_rate,family,comparison,metric,block_length,seed,observed,weighting
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,history_policy,label_margin_rolling-minus-label_margin_static,absolute_target_error_reduction,21,29,0.06612084154,label_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,history_policy,label_margin_rolling-minus-label_margin_static,absolute_target_error_reduction,21,43,0.06794486475,label_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,history_policy,label_margin_rolling-minus-label_margin_static,absolute_target_error_reduction,21,59,0.06236915743,label_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,history_policy,label_margin_rolling-minus-label_margin_static,absolute_target_error_reduction,21,71,0.07666079386,label_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,history_policy,label_margin_rolling-minus-label_margin_static,full_set_coverage,3,17,0.07481450948,query_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,history_policy,label_margin_rolling-minus-label_margin_static,full_set_coverage,3,29,0.07923095042,query_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,history_policy,label_margin_rolling-minus-label_margin_static,full_set_coverage,3,43,0.08049699682,query_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,history_policy,label_margin_rolling-minus-label_margin_static,full_set_coverage,3,59,0.07419620775,query_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,history_policy,label_margin_rolling-minus-label_margin_static,full_set_coverage,3,71,0.08962430809,query_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,history_policy,label_margin_rolling-minus-label_margin_static,full_set_coverage,7,17,0.07481450948,query_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,history_policy,label_margin_rolling-minus-label_margin_static,full_set_coverage,7,29,0.07923095042,query_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,history_policy,label_margin_rolling-minus-label_margin_static,full_set_coverage,7,43,0.08049699682,query_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,history_policy,label_margin_rolling-minus-label_margin_static,full_set_coverage,7,59,0.07419620775,query_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,history_policy,label_margin_rolling-minus-label_margin_static,full_set_coverage,7,71,0.08962430809,query_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,history_policy,label_margin_rolling-minus-label_margin_static,full_set_coverage,14,17,0.07481450948,query_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,history_policy,label_margin_rolling-minus-label_margin_static,full_set_coverage,14,29,0.07923095042,query_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,history_policy,label_margin_rolling-minus-label_margin_static,full_set_coverage,14,43,0.08049699682,query_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,history_policy,label_margin_rolling-minus-label_margin_static,full_set_coverage,14,59,0.07419620775,query_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,history_policy,label_margin_rolling-minus-label_margin_static,full_set_coverage,14,71,0.08962430809,query_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,history_policy,label_margin_rolling-minus-label_margin_static,full_set_coverage,21,17,0.07481450948,query_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,history_policy,label_margin_rolling-minus-label_margin_static,full_set_coverage,21,29,0.07923095042,query_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,history_policy,label_margin_rolling-minus-label_margin_static,full_set_coverage,21,43,0.08049699682,query_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,history_policy,label_margin_rolling-minus-label_margin_static,full_set_coverage,21,59,0.07419620775,query_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,history_policy,label_margin_rolling-minus-label_margin_static,full_set_coverage,21,71,0.08962430809,query_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,history_policy,label_margin_rolling-minus-label_margin_static,label_coverage,3,17,0.07583687429,label_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,history_policy,label_margin_rolling-minus-label_margin_static,label_coverage,3,29,0.08073375479,label_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,history_policy,label_margin_rolling-minus-label_margin_static,label_coverage,3,43,0.08094103016,label_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,history_policy,label_margin_rolling-minus-label_margin_static,label_coverage,3,59,0.0738418489,label_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,history_policy,label_margin_rolling-minus-label_margin_static,label_coverage,3,71,0.08980205203,label_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,history_policy,label_margin_rolling-minus-label_margin_static,label_coverage,7,17,0.07583687429,label_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,history_policy,label_margin_rolling-minus-label_margin_static,label_coverage,7,29,0.08073375479,label_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,history_policy,label_margin_rolling-minus-label_margin_static,label_coverage,7,43,0.08094103016,label_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,history_policy,label_margin_rolling-minus-label_margin_static,label_coverage,7,59,0.0738418489,label_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,history_policy,label_margin_rolling-minus-label_margin_static,label_coverage,7,71,0.08980205203,label_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,history_policy,label_margin_rolling-minus-label_margin_static,label_coverage,14,17,0.07583687429,label_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,history_policy,label_margin_rolling-minus-label_margin_static,label_coverage,14,29,0.08073375479,label_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,history_policy,label_margin_rolling-minus-label_margin_static,label_coverage,14,43,0.08094103016,label_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,history_policy,label_margin_rolling-minus-label_margin_static,label_coverage,14,59,0.0738418489,label_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,history_policy,label_margin_rolling-minus-label_margin_static,label_coverage,14,71,0.08980205203,label_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,history_policy,label_margin_rolling-minus-label_margin_static,label_coverage,21,17,0.07583687429,label_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,history_policy,label_margin_rolling-minus-label_margin_static,label_coverage,21,29,0.08073375479,label_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,history_policy,label_margin_rolling-minus-label_margin_static,label_coverage,21,43,0.08094103016,label_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,history_policy,label_margin_rolling-minus-label_margin_static,label_coverage,21,59,0.0738418489,label_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,history_policy,label_margin_rolling-minus-label_margin_static,label_coverage,21,71,0.08980205203,label_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,history_policy,label_margin_rolling-minus-label_margin_static,mean_set_size,3,17,1117.716671,query_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,history_policy,label_margin_rolling-minus-label_margin_static,mean_set_size,3,29,1176.421917,query_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,history_policy,label_margin_rolling-minus-label_margin_static,mean_set_size,3,43,1143.652426,query_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,history_policy,label_margin_rolling-minus-label_margin_static,mean_set_size,3,59,1112.438906,query_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,history_policy,label_margin_rolling-minus-label_margin_static,mean_set_size,3,71,1241.29334,query_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,history_policy,label_margin_rolling-minus-label_margin_static,mean_set_size,7,17,1117.716671,query_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,history_policy,label_margin_rolling-minus-label_margin_static,mean_set_size,7,29,1176.421917,query_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,history_policy,label_margin_rolling-minus-label_margin_static,mean_set_size,7,43,1143.652426,query_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,history_policy,label_margin_rolling-minus-label_margin_static,mean_set_size,7,59,1112.438906,query_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,history_policy,label_margin_rolling-minus-label_margin_static,mean_set_size,7,71,1241.29334,query_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,history_policy,label_margin_rolling-minus-label_margin_static,mean_set_size,14,17,1117.716671,query_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,history_policy,label_margin_rolling-minus-label_margin_static,mean_set_size,14,29,1176.421917,query_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,history_policy,label_margin_rolling-minus-label_margin_static,mean_set_size,14,43,1143.652426,query_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,history_policy,label_margin_rolling-minus-label_margin_static,mean_set_size,14,59,1112.438906,query_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,history_policy,label_margin_rolling-minus-label_margin_static,mean_set_size,14,71,1241.29334,query_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,history_policy,label_margin_rolling-minus-label_margin_static,mean_set_size,21,17,1117.716671,query_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,history_policy,label_margin_rolling-minus-label_margin_static,mean_set_size,21,29,1176.421917,query_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,history_policy,label_margin_rolling-minus-label_margin_static,mean_set_size,21,43,1143.652426,query_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,history_policy,label_margin_rolling-minus-label_margin_static,mean_set_size,21,59,1112.438906,query_count
icews14_continuous_complex,icews14,continuous_tcomplex,0.3,history_policy,label_margin_rolling-minus-label_margin_static,mean_set_size,21,71,1241.29334,query_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,absolute_target_error_reduction,3,17,0.05687117836,label_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,absolute_target_error_reduction,3,29,0.07735516634,label_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,absolute_target_error_reduction,3,43,0.05927039071,label_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,absolute_target_error_reduction,3,59,0.06474246036,label_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,absolute_target_error_reduction,3,71,0.06485646181,label_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,absolute_target_error_reduction,7,17,0.05687117836,label_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,absolute_target_error_reduction,7,29,0.07735516634,label_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,absolute_target_error_reduction,7,43,0.05927039071,label_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,absolute_target_error_reduction,7,59,0.06474246036,label_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,absolute_target_error_reduction,7,71,0.06485646181,label_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,absolute_target_error_reduction,14,17,0.05687117836,label_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,absolute_target_error_reduction,14,29,0.07735516634,label_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,absolute_target_error_reduction,14,43,0.05927039071,label_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,absolute_target_error_reduction,14,59,0.06474246036,label_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,absolute_target_error_reduction,14,71,0.06485646181,label_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,absolute_target_error_reduction,21,17,0.05687117836,label_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,absolute_target_error_reduction,21,29,0.07735516634,label_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,absolute_target_error_reduction,21,43,0.05927039071,label_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,absolute_target_error_reduction,21,59,0.06474246036,label_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,absolute_target_error_reduction,21,71,0.06485646181,label_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,full_set_coverage,3,17,0.07254740313,query_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,full_set_coverage,3,29,0.09159698504,query_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,full_set_coverage,3,43,0.07401955011,query_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,full_set_coverage,3,59,0.07749381698,query_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,full_set_coverage,3,71,0.08058532564,query_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,full_set_coverage,7,17,0.07254740313,query_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,full_set_coverage,7,29,0.09159698504,query_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,full_set_coverage,7,43,0.07401955011,query_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,full_set_coverage,7,59,0.07749381698,query_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,full_set_coverage,7,71,0.08058532564,query_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,full_set_coverage,14,17,0.07254740313,query_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,full_set_coverage,14,29,0.09159698504,query_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,full_set_coverage,14,43,0.07401955011,query_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,full_set_coverage,14,59,0.07749381698,query_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,full_set_coverage,14,71,0.08058532564,query_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,full_set_coverage,21,17,0.07254740313,query_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,full_set_coverage,21,29,0.09159698504,query_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,full_set_coverage,21,43,0.07401955011,query_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,full_set_coverage,21,59,0.07749381698,query_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,full_set_coverage,21,71,0.08058532564,query_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,label_coverage,3,17,0.0745932221,label_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,label_coverage,3,29,0.0905275158,label_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,label_coverage,3,43,0.07503368225,label_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,label_coverage,3,59,0.07824645041,label_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,label_coverage,3,71,0.08063011711,label_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,label_coverage,7,17,0.0745932221,label_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,label_coverage,7,29,0.0905275158,label_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,label_coverage,7,43,0.07503368225,label_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,label_coverage,7,59,0.07824645041,label_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,label_coverage,7,71,0.08063011711,label_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,label_coverage,14,17,0.0745932221,label_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,label_coverage,14,29,0.0905275158,label_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,label_coverage,14,43,0.07503368225,label_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,label_coverage,14,59,0.07824645041,label_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,label_coverage,14,71,0.08063011711,label_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,label_coverage,21,17,0.0745932221,label_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,label_coverage,21,29,0.0905275158,label_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,label_coverage,21,43,0.07503368225,label_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,label_coverage,21,59,0.07824645041,label_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,label_coverage,21,71,0.08063011711,label_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,mean_set_size,3,17,1098.425568,query_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,mean_set_size,3,29,1347.063597,query_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,mean_set_size,3,43,1089.981392,query_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,mean_set_size,3,59,1105.380756,query_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,mean_set_size,3,71,1234.866035,query_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,mean_set_size,7,17,1098.425568,query_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,mean_set_size,7,29,1347.063597,query_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,mean_set_size,7,43,1089.981392,query_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,mean_set_size,7,59,1105.380756,query_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,mean_set_size,7,71,1234.866035,query_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,mean_set_size,14,17,1098.425568,query_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,mean_set_size,14,29,1347.063597,query_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,mean_set_size,14,43,1089.981392,query_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,mean_set_size,14,59,1105.380756,query_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,mean_set_size,14,71,1234.866035,query_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,mean_set_size,21,17,1098.425568,query_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,mean_set_size,21,29,1347.063597,query_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,mean_set_size,21,43,1089.981392,query_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,mean_set_size,21,59,1105.380756,query_count
icews14_distmult,icews14,temporal_distmult,0.3,history_policy,label_margin_rolling-minus-label_margin_static,mean_set_size,21,71,1234.866035,query_count
icews05_15_continuous_complex,icews05_15,continuous_tcomplex,0.3,query_objective,query_max_margin_rolling-minus-label_margin_rolling,full_set_coverage,3,17,-0.002472494222,query_count
icews05_15_continuous_complex,icews05_15,continuous_tcomplex,0.3,query_objective,query_max_margin_rolling-minus-label_margin_rolling,full_set_coverage,3,29,-0.001348633212,query_count
icews05_15_continuous_complex,icews05_15,continuous_tcomplex,0.3,query_objective,query_max_margin_rolling-minus-label_margin_rolling,full_set_coverage,3,43,-0.001458137618,query_count
icews05_15_continuous_complex,icews05_15,continuous_tcomplex,0.3,query_objective,query_max_margin_rolling-minus-label_margin_rolling,full_set_coverage,3,59,-2.881694898e-05,query_count
icews05_15_continuous_complex,icews05_15,continuous_tcomplex,0.3,query_objective,query_max_margin_rolling-minus-label_margin_rolling,full_set_coverage,3,71,-0.001510008126,query_count
icews05_15_continuous_complex,icews05_15,continuous_tcomplex,0.3,query_objective,query_max_margin_rolling-minus-label_margin_rolling,full_set_coverage,7,17,-0.002472494222,query_count
icews05_15_continuous_complex,icews05_15,continuous_tcomplex,0.3,query_objective,query_max_margin_rolling-minus-label_margin_rolling,full_set_coverage,7,29,-0.001348633212,query_count
icews05_15_continuous_complex,icews05_15,continuous_tcomplex,0.3,query_objective,query_max_margin_rolling-minus-label_margin_rolling,full_set_coverage,7,43,-0.001458137618,query_count
icews05_15_continuous_complex,icews05_15,continuous_tcomplex,0.3,query_objective,query_max_margin_rolling-minus-label_margin_rolling,full_set_coverage,7,59,-2.881694898e-05,query_count
icews05_15_continuous_complex,icews05_15,continuous_tcomplex,0.3,query_objective,query_max_margin_rolling-minus-label_margin_rolling,full_set_coverage,7,71,-0.001510008126,query_count
icews05_15_continuous_complex,icews05_15,continuous_tcomplex,0.3,query_objective,query_max_margin_rolling-minus-label_margin_rolling,full_set_coverage,14,17,-0.002472494222,query_count
icews05_15_continuous_complex,icews05_15,continuous_tcomplex,0.3,query_objective,query_max_margin_rolling-minus-label_margin_rolling,full_set_coverage,14,29,-0.001348633212,query_count
icews05_15_continuous_complex,icews05_15,continuous_tcomplex,0.3,query_objective,query_max_margin_rolling-minus-label_margin_rolling,full_set_coverage,14,43,-0.001458137618,query_count
icews05_15_continuous_complex,icews05_15,continuous_tcomplex,0.3,query_objective,query_max_margin_rolling-minus-label_margin_rolling,full_set_coverage,14,59,-2.881694898e-05,query_count
icews05_15_continuous_complex,icews05_15,continuous_tcomplex,0.3,query_objective,query_max_margin_rolling-minus-label_margin_rolling,full_set_coverage,14,71,-0.001510008126,query_count
icews05_15_continuous_complex,icews05_15,continuous_tcomplex,0.3,query_objective,query_max_margin_rolling-minus-label_margin_rolling,full_set_coverage,21,17,-0.002472494222,query_count
icews05_15_continuous_complex,icews05_15,continuous_tcomplex,0.3,query_objective,query_max_margin_rolling-minus-label_margin_rolling,full_set_coverage,21,29,-0.001348633212,query_count
icews05_15_continuous_complex,icews05_15,continuous_tcomplex,0.3,query_objective,query_max_margin_rolling-minus-label_margin_rolling,full_set_coverage,21,43,-0.001458137618,query_count
icews05_15_continuous_complex,icews05_15,continuous_tcomplex,0.3,query_objective,query_max_margin_rolling-minus-label_margin_rolling,full_set_coverage,21,59,-2.881694898e-05,query_count
icews05_15_continuous_complex,icews05_15,continuous_tcomplex,0.3,query_objective,query_max_margin_rolling-minus-label_margin_rolling,full_set_coverage,21,71,-0.001510008126,query_count
icews05_15_continuous_complex,icews05_15,continuous_tcomplex,0.3,query_objective,query_max_margin_rolling-minus-label_margin_rolling,mean_set_size,3,17,-70.58879943,query_count
icews05_15_continuous_complex,icews05_15,continuous_tcomplex,0.3,query_objective,query_max_margin_rolling-minus-label_margin_rolling,mean_set_size,3,29,-48.20931479,query_count
icews05_15_continuous_complex,icews05_15,continuous_tcomplex,0.3,query_objective,query_max_margin_rolling-minus-label_margin_rolling,mean_set_size,3,43,-50.85351768,query_count
icews05_15_continuous_complex,icews05_15,continuous_tcomplex,0.3,query_objective,query_max_margin_rolling-minus-label_margin_rolling,mean_set_size,3,59,-11.25545073,query_count
icews05_15_continuous_complex,icews05_15,continuous_tcomplex,0.3,query_objective,query_max_margin_rolling-minus-label_margin_rolling,mean_set_size,3,71,-57.00562507,query_count
icews05_15_continuous_complex,icews05_15,continuous_tcomplex,0.3,query_objective,query_max_margin_rolling-minus-label_margin_rolling,mean_set_size,7,17,-70.58879943,query_count
icews05_15_continuous_complex,icews05_15,continuous_tcomplex,0.3,query_objective,query_max_margin_rolling-minus-label_margin_rolling,mean_set_size,7,29,-48.20931479,query_count
icews05_15_continuous_complex,icews05_15,continuous_tcomplex,0.3,query_objective,query_max_margin_rolling-minus-label_margin_rolling,mean_set_size,7,43,-50.85351768,query_count
icews05_15_continuous_complex,icews05_15,continuous_tcomplex,0.3,query_objective,query_max_margin_rolling-minus-label_margin_rolling,mean_set_size,7,59,-11.25545073,query_count
icews05_15_continuous_complex,icews05_15,continuous_tcomplex,0.3,query_objective,query_max_margin_rolling-minus-label_margin_rolling,mean_set_size,7,71,-57.00562507,query_count
icews05_15_continuous_complex,icews05_15,continuous_tcomplex,0.3,query_objective,query_max_margin_rolling-minus-label_margin_rolling,mean_set_size,14,17,-70.58879943,query_count
icews05_15_continuous_complex,icews05_15,continuous_tcomplex,0.3,query_objective,query_max_margin_rolling-minus-label_margin_rolling,mean_set_size,14,29,-48.20931479,query_count
icews05_15_continuous_complex,icews05_15,continuous_tcomplex,0.3,query_objective,query_max_margin_rolling-minus-label_margin_rolling,mean_set_size,14,43,-50.85351768,query_count
icews05_15_continuous_complex,icews05_15,continuous_tcomplex,0.3,query_objective,query_max_margin_rolling-minus-label_margin_rolling,mean_set_size,14,59,-11.25545073,query_count
icews05_15_continuous_complex,icews05_15,continuous_tcomplex,0.3,query_objective,query_max_margin_rolling-minus-label_margin_rolling,mean_set_size,14,71,-57.00562507,query_count
icews05_15_continuous_complex,icews05_15,continuous_tcomplex,0.3,query_objective,query_max_margin_rolling-minus-label_margin_rolling,mean_set_size,21,17,-70.58879943,query_count
icews05_15_continuous_complex,icews05_15,continuous_tcomplex,0.3,query_objective,query_max_margin_rolling-minus-label_margin_rolling,mean_set_size,21,29,-48.20931479,query_count
icews05_15_continuous_complex,icews05_15,continuous_tcomplex,0.3,query_objective,query_max_margin_rolling-minus-label_margin_rolling,mean_set_size,21,43,-50.85351768,query_count
icews05_15_continuous_complex,icews05_15,continuous_tcomplex,0.3,query_objective,query_max_margin_rolling-minus-label_margin_rolling,mean_set_size,21,59,-11.25545073,query_count
icews05_15_continuous_complex,icews05_15,continuous_tcomplex,0.3,query_objective,query_max_margin_rolling-minus-label_margin_rolling,mean_set_size,21,71,-57.00562507,query_count
icews05_15_continuous_complex,icews05_15,continuous_tcomplex,0.3,query_objective,query_max_margin_rolling-minus-label_margin_rolling,multi_minus_single_full_set_coverage,3,17,-0.002733077826,timestamp_macro
