deletion_rate,mrr,hits_at_1,hits_at_3,hits_at_10,frequency_mrr
0.0,0.3182909746254591,0.23592600269457975,0.35171002176391336,0.4814954917608042,0.09261339150592003
0.1,0.3173399015123692,0.23545445123847034,0.35,0.47868172867654674,0.09252139442019788
0.2,0.31456018462237606,0.2332158772929837,0.3481034304072961,0.47401803295678313,0.09251497124879296
0.3,0.31051825335082517,0.230966939579231,0.3425847238055757,0.4660897502331848,0.09253943100938297
