target_coverage,selection_tolerance,deletion_rate,method,seed_count,observed_label_coverage_mean,observed_label_coverage_sd,full_set_coverage_mean,full_set_coverage_sd,macro_time_full_set_coverage_mean,macro_time_full_set_coverage_sd,partial_answer_recall_mean,partial_answer_recall_sd,positive_label_undercoverage_mean,positive_label_undercoverage_sd,positive_full_set_undercoverage_mean,positive_full_set_undercoverage_sd,fraction_timestamps_label_below_target_mean,fraction_timestamps_label_below_target_sd,fraction_timestamps_full_set_below_target_mean,fraction_timestamps_full_set_below_target_sd,mean_size_mean,mean_size_sd,median_size_mean,median_size_sd,p90_size_mean,p90_size_sd,full_vocabulary_set_rate_mean,full_vocabulary_set_rate_sd,pool_score_count_mean_mean,pool_score_count_mean_sd,pool_span_blocks_mean_mean,pool_span_blocks_mean_sd
0.9,0.01,0.1,margin_rolling,5,0.898388434,0.0005756907692,0.898056766,0.002284305378,0.8981516676,0.002309928416,0.9139248523,0.002011206885,0.00843328384,0.0007594232464,0.008893606642,0.001801549139,0.5452054795,0.03410931397,0.5260273973,0.04604859264,3810.925798,124.6504226,4602.643511,655.7614565,7128,0,0.3084442351,0.01825933518,1000,0,2.424657534,0
0.9,0.01,0.1,rank_rolling,5,0.8983780703,0.0004555934219,0.8870274408,0.0007781518835,0.8896147861,0.0009650166438,0.8919065098,0.0007522783862,0.01030752163,0.0007575631326,0.01747518797,0.001198448765,0.495890411,0.03123768288,0.6465753425,0.0327050312,3417.332464,68.630231,3417.332464,68.630231,3417.332464,68.630231,0,0,1000,0,2.424657534,0
0.9,0.01,0.1,adaptive_mass_rolling,5,0.8986682558,0.0003571367176,0.8873807561,0.0002722477036,0.8893996446,0.0007113272174,0.8937264199,0.0004485191646,0.01007537303,0.0006691134274,0.01717274076,0.0008001981697,0.498630137,0.02840608405,0.6602739726,0.02634984118,3034.712178,69.83878248,2662.827164,82.59239888,4437.207766,26.87951122,0,0,1000,0,2.424657534,0
0.9,0.01,0.2,margin_rolling,5,0.898346979,0.000939301371,0.8996643505,0.002172741323,0.8997349114,0.002265303318,0.9151796929,0.001718045386,0.00847099812,0.000717998465,0.007873728729,0.001179605232,0.5397260274,0.05530583353,0.5095890411,0.06232500365,3943.020575,108.4819514,5227.643617,495.0180728,7128,0,0.3288717466,0.02743514376,1000,0,2.424657534,0
0.9,0.01,0.2,rank_rolling,5,0.8990828065,0.0005230238687,0.8878695089,0.0007456101093,0.8899143783,0.0008684558551,0.8927497159,0.0006273483148,0.01012463905,0.000472610574,0.01714820449,0.0005610751284,0.4821917808,0.01786082851,0.6273972603,0.03545802495,3502.810629,81.84731645,3502.810629,81.84731645,3502.810629,81.84731645,0,0,1000,0,2.424657534,0
0.9,0.01,0.2,adaptive_mass_rolling,5,0.899372992,0.001047875121,0.888211047,0.001187868455,0.8899121487,0.00123682315,0.894516166,0.001177359075,0.009828485312,0.000796664662,0.01696007143,0.0007415887644,0.504109589,0.02969792245,0.6547945205,0.01500609747,3131.675998,76.37817054,2748.023543,88.66629006,4536.94576,46.66039138,0,0,1000,0,2.424657534,0
0.9,0.01,0.3,margin_rolling,5,0.8997823609,0.000453969724,0.9019785655,0.001500492624,0.9016570838,0.001581539853,0.9174103677,0.001192151307,0.008501638659,0.0007700849678,0.007258464284,0.001006953384,0.5178082192,0.05513592273,0.4630136986,0.06738835001,4069.435473,84.54812469,5746.219426,282.0609918,7128,0,0.3647096926,0.02806946162,1000,0,2.424657534,0
0.9,0.01,0.3,rank_rolling,5,0.8991812623,0.001385899731,0.8880520551,0.001604221469,0.8898856594,0.001526385351,0.8925682796,0.001641165765,0.009951104667,0.001452625917,0.01682894809,0.001776613518,0.4876712329,0.02077500122,0.6164383562,0.03212613534,3668.160876,186.0276626,3668.160876,186.0276626,3668.160876,186.0276626,0,0,1000,0,2.424657534,0
0.9,0.01,0.3,adaptive_mass_rolling,5,0.8987097109,0.001423439143,0.887439642,0.001663591224,0.8889045134,0.001541489001,0.8933689312,0.00171342884,0.01043438525,0.001574194758,0.01762437005,0.001876184458,0.4876712329,0.03153661489,0.6520547945,0.03701166051,3318.965316,224.450539,2924.649393,231.2914675,4646.492393,105.6514655,0,0,1000,0,2.424657534,0
0.9,0.02,0,margin_rolling,5,0.8986423464,0.0005614039973,0.8978212225,0.003647159094,0.8977428758,0.00380895559,0.9134439061,0.003740349152,0.008627575296,0.0007957778841,0.009455762727,0.002351247963,0.5698630137,0.02292219251,0.5232876712,0.05681216809,3758.959675,190.9825483,4340.311654,929.958645,7128,0,0.300170769,0.04183572348,1000,0,2.424657534,0
0.9,0.02,0,rank_rolling,5,0.899103534,0.0007583541814,0.8878577317,0.0008181747387,0.8902702121,0.0005743425361,0.8929176084,0.001169484561,0.009638763523,0.0004663155913,0.01684716761,0.0005375689694,0.4904109589,0.01500609747,0.6630136986,0.01225242727,3452.377729,211.1359321,3452.377729,211.1359321,3452.377729,211.1359321,0,0,1000,0,2.424657534,0
0.9,0.02,0,adaptive_mass_rolling,5,0.8990568971,0.0002661239323,0.8877164056,0.0004370070229,0.8897941516,0.0004194700723,0.8942200519,0.0006688430019,0.009410180085,0.0006947911519,0.01687025585,0.0008185986668,0.498630137,0.02840608405,0.6520547945,0.02077500122,3090.037328,254.94383,2733.42465,277.0631971,4448.534981,156.2393353,0,0,1000,0,2.424657534,0
0.9,0.02,0.1,margin_rolling,5,0.898388434,0.0005756907692,0.898056766,0.002284305378,0.8981516676,0.002309928416,0.9139248523,0.002011206885,0.00843328384,0.0007594232464,0.008893606642,0.001801549139,0.5452054795,0.03410931397,0.5260273973,0.04604859264,3810.925798,124.6504226,4602.643511,655.7614565,7128,0,0.3084442351,0.01825933518,1000,0,2.424657534,0
0.9,0.02,0.1,rank_rolling,5,0.8983780703,0.0004555934219,0.8870274408,0.0007781518835,0.8896147861,0.0009650166438,0.8919065098,0.0007522783862,0.01030752163,0.0007575631326,0.01747518797,0.001198448765,0.495890411,0.03123768288,0.6465753425,0.0327050312,3417.332464,68.630231,3417.332464,68.630231,3417.332464,68.630231,0,0,1000,0,2.424657534,0
0.9,0.02,0.1,adaptive_mass_rolling,5,0.8986682558,0.0003571367176,0.8873807561,0.0002722477036,0.8893996446,0.0007113272174,0.8937264199,0.0004485191646,0.01007537303,0.0006691134274,0.01717274076,0.0008001981697,0.498630137,0.02840608405,0.6602739726,0.02634984118,3034.712178,69.83878248,2662.827164,82.59239888,4437.207766,26.87951122,0,0,1000,0,2.424657534,0
0.9,0.02,0.2,margin_rolling,5,0.898346979,0.000939301371,0.8996643505,0.002172741323,0.8997349114,0.002265303318,0.9151796929,0.001718045386,0.00847099812,0.000717998465,0.007873728729,0.001179605232,0.5397260274,0.05530583353,0.5095890411,0.06232500365,3943.020575,108.4819514,5227.643617,495.0180728,7128,0,0.3288717466,0.02743514376,1000,0,2.424657534,0
0.9,0.02,0.2,rank_rolling,5,0.8990828065,0.0005230238687,0.8878695089,0.0007456101093,0.8899143783,0.0008684558551,0.8927497159,0.0006273483148,0.01012463905,0.000472610574,0.01714820449,0.0005610751284,0.4821917808,0.01786082851,0.6273972603,0.03545802495,3502.810629,81.84731645,3502.810629,81.84731645,3502.810629,81.84731645,0,0,1000,0,2.424657534,0
0.9,0.02,0.2,adaptive_mass_rolling,5,0.899372992,0.001047875121,0.888211047,0.001187868455,0.8899121487,0.00123682315,0.894516166,0.001177359075,0.009828485312,0.000796664662,0.01696007143,0.0007415887644,0.504109589,0.02969792245,0.6547945205,0.01500609747,3131.675998,76.37817054,2748.023543,88.66629006,4536.94576,46.66039138,0,0,1000,0,2.424657534,0
0.9,0.02,0.3,margin_rolling,5,0.8997823609,0.000453969724,0.9019785655,0.001500492624,0.9016570838,0.001581539853,0.9174103677,0.001192151307,0.008501638659,0.0007700849678,0.007258464284,0.001006953384,0.5178082192,0.05513592273,0.4630136986,0.06738835001,4069.435473,84.54812469,5746.219426,282.0609918,7128,0,0.3647096926,0.02806946162,1000,0,2.424657534,0
0.9,0.02,0.3,rank_rolling,5,0.8991812623,0.001385899731,0.8880520551,0.001604221469,0.8898856594,0.001526385351,0.8925682796,0.001641165765,0.009951104667,0.001452625917,0.01682894809,0.001776613518,0.4876712329,0.02077500122,0.6164383562,0.03212613534,3668.160876,186.0276626,3668.160876,186.0276626,3668.160876,186.0276626,0,0,1000,0,2.424657534,0
0.9,0.02,0.3,adaptive_mass_rolling,5,0.8987097109,0.001423439143,0.887439642,0.001663591224,0.8889045134,0.001541489001,0.8933689312,0.00171342884,0.01043438525,0.001574194758,0.01762437005,0.001876184458,0.4876712329,0.03153661489,0.6520547945,0.03701166051,3318.965316,224.450539,2924.649393,231.2914675,4646.492393,105.6514655,0,0,1000,0,2.424657534,0
0.9,0.03,0,margin_rolling,5,0.8986423464,0.0005614039973,0.8978212225,0.003647159094,0.8977428758,0.00380895559,0.9134439061,0.003740349152,0.008627575296,0.0007957778841,0.009455762727,0.002351247963,0.5698630137,0.02292219251,0.5232876712,0.05681216809,3758.959675,190.9825483,4340.311654,929.958645,7128,0,0.300170769,0.04183572348,1000,0,2.424657534,0
0.9,0.03,0,rank_rolling,5,0.899103534,0.0007583541814,0.8878577317,0.0008181747387,0.8902702121,0.0005743425361,0.8929176084,0.001169484561,0.009638763523,0.0004663155913,0.01684716761,0.0005375689694,0.4904109589,0.01500609747,0.6630136986,0.01225242727,3452.377729,211.1359321,3452.377729,211.1359321,3452.377729,211.1359321,0,0,1000,0,2.424657534,0
0.9,0.03,0,adaptive_mass_rolling,5,0.8990568971,0.0002661239323,0.8877164056,0.0004370070229,0.8897941516,0.0004194700723,0.8942200519,0.0006688430019,0.009410180085,0.0006947911519,0.01687025585,0.0008185986668,0.498630137,0.02840608405,0.6520547945,0.02077500122,3090.037328,254.94383,2733.42465,277.0631971,4448.534981,156.2393353,0,0,1000,0,2.424657534,0
0.9,0.03,0.1,margin_rolling,5,0.898388434,0.0005756907692,0.898056766,0.002284305378,0.8981516676,0.002309928416,0.9139248523,0.002011206885,0.00843328384,0.0007594232464,0.008893606642,0.001801549139,0.5452054795,0.03410931397,0.5260273973,0.04604859264,3810.925798,124.6504226,4602.643511,655.7614565,7128,0,0.3084442351,0.01825933518,1000,0,2.424657534,0
0.9,0.03,0.1,rank_rolling,5,0.8983780703,0.0004555934219,0.8870274408,0.0007781518835,0.8896147861,0.0009650166438,0.8919065098,0.0007522783862,0.01030752163,0.0007575631326,0.01747518797,0.001198448765,0.495890411,0.03123768288,0.6465753425,0.0327050312,3417.332464,68.630231,3417.332464,68.630231,3417.332464,68.630231,0,0,1000,0,2.424657534,0
0.9,0.03,0.1,adaptive_mass_rolling,5,0.8986682558,0.0003571367176,0.8873807561,0.0002722477036,0.8893996446,0.0007113272174,0.8937264199,0.0004485191646,0.01007537303,0.0006691134274,0.01717274076,0.0008001981697,0.498630137,0.02840608405,0.6602739726,0.02634984118,3034.712178,69.83878248,2662.827164,82.59239888,4437.207766,26.87951122,0,0,1000,0,2.424657534,0
0.9,0.03,0.2,margin_rolling,5,0.898346979,0.000939301371,0.8996643505,0.002172741323,0.8997349114,0.002265303318,0.9151796929,0.001718045386,0.00847099812,0.000717998465,0.007873728729,0.001179605232,0.5397260274,0.05530583353,0.5095890411,0.06232500365,3943.020575,108.4819514,5227.643617,495.0180728,7128,0,0.3288717466,0.02743514376,1000,0,2.424657534,0
0.9,0.03,0.2,rank_rolling,5,0.8990828065,0.0005230238687,0.8878695089,0.0007456101093,0.8899143783,0.0008684558551,0.8927497159,0.0006273483148,0.01012463905,0.000472610574,0.01714820449,0.0005610751284,0.4821917808,0.01786082851,0.6273972603,0.03545802495,3502.810629,81.84731645,3502.810629,81.84731645,3502.810629,81.84731645,0,0,1000,0,2.424657534,0
0.9,0.03,0.2,adaptive_mass_rolling,5,0.899372992,0.001047875121,0.888211047,0.001187868455,0.8899121487,0.00123682315,0.894516166,0.001177359075,0.009828485312,0.000796664662,0.01696007143,0.0007415887644,0.504109589,0.02969792245,0.6547945205,0.01500609747,3131.675998,76.37817054,2748.023543,88.66629006,4536.94576,46.66039138,0,0,1000,0,2.424657534,0
0.9,0.03,0.3,margin_rolling,5,0.8997823609,0.000453969724,0.9019785655,0.001500492624,0.9016570838,0.001581539853,0.9174103677,0.001192151307,0.008501638659,0.0007700849678,0.007258464284,0.001006953384,0.5178082192,0.05513592273,0.4630136986,0.06738835001,4069.435473,84.54812469,5746.219426,282.0609918,7128,0,0.3647096926,0.02806946162,1000,0,2.424657534,0
0.9,0.03,0.3,rank_rolling,5,0.8991812623,0.001385899731,0.8880520551,0.001604221469,0.8898856594,0.001526385351,0.8925682796,0.001641165765,0.009951104667,0.001452625917,0.01682894809,0.001776613518,0.4876712329,0.02077500122,0.6164383562,0.03212613534,3668.160876,186.0276626,3668.160876,186.0276626,3668.160876,186.0276626,0,0,1000,0,2.424657534,0
0.9,0.03,0.3,adaptive_mass_rolling,5,0.8987097109,0.001423439143,0.887439642,0.001663591224,0.8889045134,0.001541489001,0.8933689312,0.00171342884,0.01043438525,0.001574194758,0.01762437005,0.001876184458,0.4876712329,0.03153661489,0.6520547945,0.03701166051,3318.965316,224.450539,2924.649393,231.2914675,4646.492393,105.6514655,0,0,1000,0,2.424657534,0
0.92,0,0,margin_rolling,5,0.9191729713,0.0007877060458,0.9182075138,0.00341645955,0.9181318161,0.003630527626,0.9319154851,0.003416473434,0.007247332031,0.0008086296577,0.008115863067,0.002359004644,0.504109589,0.07274475642,0.5068493151,0.09734705756,4163.601914,178.0871033,5905.820775,679.4078499,7128,0,0.3442527382,0.05164747495,1000,0,2.424657534,0
0.92,0,0,rank_rolling,5,0.9181469582,0.0009054221194,0.9090802026,0.001127899029,0.9110412559,0.0006242215299,0.9126084996,0.00159369133,0.0091400867,0.0007416407711,0.014991885,0.0009570406468,0.498630137,0.01561884144,0.6246575342,0.04705633983,4264.728212,225.7741306,4264.728212,225.7741306,4264.728212,225.7741306,0,0,1000,0,2.424657534,0
0.92,0,0,adaptive_mass_rolling,5,0.9182091408,0.0009942940618,0.9089800966,0.001127822168,0.9109219926,0.0008501144386,0.9131033653,0.001708491292,0.009148123963,0.0008143439321,0.01514333673,0.0008140922814,0.5178082192,0.02634984118,0.6273972603,0.02450485455,4065.160965,305.9303473,3926.985809,405.9471719,4580.978852,347.8169951,0,0,1000,0,2.424657534,0
0.92,0,0.1,margin_rolling,5,0.919452793,0.0005323739748,0.9185726063,0.001333508406,0.918768374,0.001490983602,0.9326195811,0.001353307785,0.006760828049,0.0004630291431,0.007506666958,0.0009415065574,0.495890411,0.04685652432,0.5260273973,0.03701166051,4212.063185,90.53879447,6142.720039,364.2653003,7128,0,0.353115063,0.0183918522,1000,0,2.424657534,0
0.92,0,0.1,rank_rolling,5,0.9179655923,0.0007370308038,0.9088387705,0.0007785416974,0.9110175682,0.001053274482,0.9122449494,0.0007730246975,0.009080035017,0.0007401967036,0.0148899855,0.0008681249411,0.4876712329,0.01561884144,0.6273972603,0.04480938968,4247.837652,107.0452852,4247.837652,107.0452852,4247.837652,107.0452852,0,0,1000,0,2.424657534,0
0.92,0,0.1,adaptive_mass_rolling,5,0.9180433206,0.0005518767422,0.9088093275,0.000641491319,0.9107126929,0.0008769940395,0.912794635,0.0005913780078,0.008993263221,0.0008218052659,0.01491093699,0.001005915778,0.4931506849,0.03993802668,0.6438356164,0.04331887206,4037.017666,210.481551,3898.622907,337.5556472,4552.334916,331.2602727,0,0,1000,0,2.424657534,0
0.92,0,0.2,margin_rolling,5,0.9189812416,0.0004550774192,0.9195736662,0.00206705373,0.9199104227,0.001935819568,0.9333593388,0.001580411231,0.00715627342,0.00026847179,0.00705106825,0.000962595994,0.5123287671,0.02077500122,0.495890411,0.06668855586,4329.792645,95.83762905,6420.620893,216.5437081,7128,0,0.375220822,0.03090205882,1000,0,2.424657534,0
0.92,0,0.2,rank_rolling,5,0.918110685,0.0009292420133,0.9089800966,0.001091098297,0.9106701084,0.0009059869653,0.9124624018,0.001142855312,0.009367013338,0.000451125867,0.01515069554,0.0006550282184,0.498630137,0.04288349546,0.6219178082,0.03001219493,4308.897733,104.7722284,4308.897733,104.7722284,4308.897733,104.7722284,0,0,1000,0,2.424657534,0
0.92,0,0.2,adaptive_mass_rolling,5,0.9185045082,0.0004497356015,0.909374632,0.000612667885,0.9108422707,0.0009266378478,0.9135100798,0.0003202877087,0.009324207924,0.0005270918961,0.01510999303,0.0006155281089,0.4876712329,0.02670354615,0.6136986301,0.03801215596,4080.835055,143.4769948,3896.815717,274.9468418,4751.5981,378.6620941,0,0,1000,0,2.424657534,0
0.92,0,0.3,margin_rolling,5,0.9197637061,0.0006019132607,0.9211753621,0.001583553956,0.9210472435,0.001401011417,0.9349411185,0.001100125993,0.007535361877,0.0008598454943,0.006847931787,0.001129397409,0.504109589,0.0426641411,0.4767123288,0.02969792245,4428.14125,68.21362042,6674.561447,109.2678638,7128,0,0.4132669886,0.02783199202,1000,0,2.424657534,0
0.92,0,0.3,rank_rolling,5,0.9186288735,0.000670798854,0.9096396184,0.0007949593687,0.911194616,0.000863401136,0.9127828765,0.0007493591831,0.008966463554,0.0009600498672,0.01469218144,0.00129703103,0.495890411,0.03801215596,0.6356164384,0.02488479743,4479.510859,172.9692566,4479.510859,172.9692566,4479.510859,172.9692566,0,0,1000,0,2.424657534,0
0.92,0,0.3,adaptive_mass_rolling,5,0.9187221474,0.0007036208734,0.9096749499,0.0008336564403,0.9111923224,0.0008765800555,0.9134540774,0.001006676296,0.008979115389,0.0007979582089,0.01464195991,0.001064596181,0.498630137,0.02840608405,0.6273972603,0.02634984118,4268.647539,263.9295044,4073.118502,362.0296001,4916.515925,324.5273557,0,0,1000,0,2.424657534,0
0.92,0.01,0,margin_rolling,5,0.9191729713,0.0007877060458,0.9182075138,0.00341645955,0.9181318161,0.003630527626,0.9319154851,0.003416473434,0.007247332031,0.0008086296577,0.008115863067,0.002359004644,0.504109589,0.07274475642,0.5068493151,0.09734705756,4163.601914,178.0871033,5905.820775,679.4078499,7128,0,0.3442527382,0.05164747495,1000,0,2.424657534,0
0.92,0.01,0,rank_rolling,5,0.9181469582,0.0009054221194,0.9090802026,0.001127899029,0.9110412559,0.0006242215299,0.9126084996,0.00159369133,0.0091400867,0.0007416407711,0.014991885,0.0009570406468,0.498630137,0.01561884144,0.6246575342,0.04705633983,4264.728212,225.7741306,4264.728212,225.7741306,4264.728212,225.7741306,0,0,1000,0,2.424657534,0
0.92,0.01,0,adaptive_mass_rolling,5,0.9189397865,0.0006687943706,0.9096631728,0.0008582503257,0.911354672,0.000491321159,0.9143347531,0.001274357874,0.008619184887,0.0005367128512,0.01464299452,0.0007876331262,0.5123287671,0.03946537066,0.6465753425,0.01786082851,3911.619503,257.8551486,3640.903327,279.3934534,4931.268991,163.5669024,0,0,1000,0,2.424657534,0
0.92,0.01,0.1,margin_rolling,5,0.919452793,0.0005323739748,0.9185726063,0.001333508406,0.918768374,0.001490983602,0.9326195811,0.001353307785,0.006760828049,0.0004630291431,0.007506666958,0.0009415065574,0.495890411,0.04685652432,0.5260273973,0.03701166051,4212.063185,90.53879447,6142.720039,364.2653003,7128,0,0.353115063,0.0183918522,1000,0,2.424657534,0
0.92,0.01,0.1,rank_rolling,5,0.9179655923,0.0007370308038,0.9088387705,0.0007785416974,0.9110175682,0.001053274482,0.9122449494,0.0007730246975,0.009080035017,0.0007401967036,0.0148899855,0.0008681249411,0.4876712329,0.01561884144,0.6273972603,0.04480938968,4247.837652,107.0452852,4247.837652,107.0452852,4247.837652,107.0452852,0,0,1000,0,2.424657534,0
0.92,0.01,0.1,adaptive_mass_rolling,5,0.9180640481,0.0005393268561,0.9087445531,0.0006506156864,0.9103712653,0.000904400021,0.9133189857,0.0006415875868,0.009408032455,0.0009309457687,0.01538212278,0.001207189069,0.5150684932,0.0480429532,0.6273972603,0.05763201087,3850.589277,96.80919522,3566.504746,110.8754833,4911.478185,47.01199279,0,0,1000,0,2.424657534,0
0.92,0.01,0.2,margin_rolling,5,0.9189812416,0.0004550774192,0.9195736662,0.00206705373,0.9199104227,0.001935819568,0.9333593388,0.001580411231,0.00715627342,0.00026847179,0.00705106825,0.000962595994,0.5123287671,0.02077500122,0.495890411,0.06668855586,4329.792645,95.83762905,6420.620893,216.5437081,7128,0,0.375220822,0.03090205882,1000,0,2.424657534,0
0.92,0.01,0.2,rank_rolling,5,0.918110685,0.0009292420133,0.9089800966,0.001091098297,0.9106701084,0.0009059869653,0.9124624018,0.001142855312,0.009367013338,0.000451125867,0.01515069554,0.0006550282184,0.498630137,0.04288349546,0.6219178082,0.03001219493,4308.897733,104.7722284,4308.897733,104.7722284,4308.897733,104.7722284,0,0,1000,0,2.424657534,0
0.92,0.01,0.2,adaptive_mass_rolling,5,0.9183127785,0.0003506876218,0.9091979743,0.0004391836618,0.910473064,0.0008119091502,0.9135942866,0.0003332984323,0.009406915442,0.0005635468608,0.01528484547,0.0006119484779,0.504109589,0.02450485455,0.6383561644,0.02077500122,3955.705906,75.55360221,3665.966247,85.35619139,5010.324206,46.79409321,0,0,1000,0,2.424657534,0
0.92,0.01,0.3,margin_rolling,5,0.9197637061,0.0006019132607,0.9211753621,0.001583553956,0.9210472435,0.001401011417,0.9349411185,0.001100125993,0.007535361877,0.0008598454943,0.006847931787,0.001129397409,0.504109589,0.0426641411,0.4767123288,0.02969792245,4428.14125,68.21362042,6674.561447,109.2678638,7128,0,0.4132669886,0.02783199202,1000,0,2.424657534,0
0.92,0.01,0.3,rank_rolling,5,0.9186288735,0.000670798854,0.9096396184,0.0007949593687,0.911194616,0.000863401136,0.9127828765,0.0007493591831,0.008966463554,0.0009600498672,0.01469218144,0.00129703103,0.495890411,0.03801215596,0.6356164384,0.02488479743,4479.510859,172.9692566,4479.510859,172.9692566,4479.510859,172.9692566,0,0,1000,0,2.424657534,0
0.92,0.01,0.3,adaptive_mass_rolling,5,0.9187946938,0.0006679908931,0.9096867271,0.0008298000355,0.9110509794,0.001009346087,0.9136784326,0.0008610142394,0.009021671903,0.0008322128002,0.01469394069,0.001111543884,0.4931506849,0.02165943603,0.6219178082,0.02488479743,4198.964144,273.473772,3949.188464,346.2190301,5038.702452,197.7832842,0,0,1000,0,2.424657534,0
0.92,0.02,0,margin_rolling,5,0.9191729713,0.0007877060458,0.9182075138,0.00341645955,0.9181318161,0.003630527626,0.9319154851,0.003416473434,0.007247332031,0.0008086296577,0.008115863067,0.002359004644,0.504109589,0.07274475642,0.5068493151,0.09734705756,4163.601914,178.0871033,5905.820775,679.4078499,7128,0,0.3442527382,0.05164747495,1000,0,2.424657534,0
0.92,0.02,0,rank_rolling,5,0.9181469582,0.0009054221194,0.9090802026,0.001127899029,0.9110412559,0.0006242215299,0.9126084996,0.00159369133,0.0091400867,0.0007416407711,0.014991885,0.0009570406468,0.498630137,0.01561884144,0.6246575342,0.04705633983,4264.728212,225.7741306,4264.728212,225.7741306,4264.728212,225.7741306,0,0,1000,0,2.424657534,0
0.92,0.02,0,adaptive_mass_rolling,5,0.9189397865,0.0006687943706,0.9096631728,0.0008582503257,0.911354672,0.000491321159,0.9143347531,0.001274357874,0.008619184887,0.0005367128512,0.01464299452,0.0007876331262,0.5123287671,0.03946537066,0.6465753425,0.01786082851,3911.619503,257.8551486,3640.903327,279.3934534,4931.268991,163.5669024,0,0,1000,0,2.424657534,0
0.92,0.02,0.1,margin_rolling,5,0.919452793,0.0005323739748,0.9185726063,0.001333508406,0.918768374,0.001490983602,0.9326195811,0.001353307785,0.006760828049,0.0004630291431,0.007506666958,0.0009415065574,0.495890411,0.04685652432,0.5260273973,0.03701166051,4212.063185,90.53879447,6142.720039,364.2653003,7128,0,0.353115063,0.0183918522,1000,0,2.424657534,0
0.92,0.02,0.1,rank_rolling,5,0.9179655923,0.0007370308038,0.9088387705,0.0007785416974,0.9110175682,0.001053274482,0.9122449494,0.0007730246975,0.009080035017,0.0007401967036,0.0148899855,0.0008681249411,0.4876712329,0.01561884144,0.6273972603,0.04480938968,4247.837652,107.0452852,4247.837652,107.0452852,4247.837652,107.0452852,0,0,1000,0,2.424657534,0
0.92,0.02,0.1,adaptive_mass_rolling,5,0.9180640481,0.0005393268561,0.9087445531,0.0006506156864,0.9103712653,0.000904400021,0.9133189857,0.0006415875868,0.009408032455,0.0009309457687,0.01538212278,0.001207189069,0.5150684932,0.0480429532,0.6273972603,0.05763201087,3850.589277,96.80919522,3566.504746,110.8754833,4911.478185,47.01199279,0,0,1000,0,2.424657534,0
0.92,0.02,0.2,margin_rolling,5,0.9189812416,0.0004550774192,0.9195736662,0.00206705373,0.9199104227,0.001935819568,0.9333593388,0.001580411231,0.00715627342,0.00026847179,0.00705106825,0.000962595994,0.5123287671,0.02077500122,0.495890411,0.06668855586,4329.792645,95.83762905,6420.620893,216.5437081,7128,0,0.375220822,0.03090205882,1000,0,2.424657534,0
0.92,0.02,0.2,rank_rolling,5,0.918110685,0.0009292420133,0.9089800966,0.001091098297,0.9106701084,0.0009059869653,0.9124624018,0.001142855312,0.009367013338,0.000451125867,0.01515069554,0.0006550282184,0.498630137,0.04288349546,0.6219178082,0.03001219493,4308.897733,104.7722284,4308.897733,104.7722284,4308.897733,104.7722284,0,0,1000,0,2.424657534,0
0.92,0.02,0.2,adaptive_mass_rolling,5,0.9183127785,0.0003506876218,0.9091979743,0.0004391836618,0.910473064,0.0008119091502,0.9135942866,0.0003332984323,0.009406915442,0.0005635468608,0.01528484547,0.0006119484779,0.504109589,0.02450485455,0.6383561644,0.02077500122,3955.705906,75.55360221,3665.966247,85.35619139,5010.324206,46.79409321,0,0,1000,0,2.424657534,0
0.92,0.02,0.3,margin_rolling,5,0.9197637061,0.0006019132607,0.9211753621,0.001583553956,0.9210472435,0.001401011417,0.9349411185,0.001100125993,0.007535361877,0.0008598454943,0.006847931787,0.001129397409,0.504109589,0.0426641411,0.4767123288,0.02969792245,4428.14125,68.21362042,6674.561447,109.2678638,7128,0,0.4132669886,0.02783199202,1000,0,2.424657534,0
0.92,0.02,0.3,rank_rolling,5,0.9186288735,0.000670798854,0.9096396184,0.0007949593687,0.911194616,0.000863401136,0.9127828765,0.0007493591831,0.008966463554,0.0009600498672,0.01469218144,0.00129703103,0.495890411,0.03801215596,0.6356164384,0.02488479743,4479.510859,172.9692566,4479.510859,172.9692566,4479.510859,172.9692566,0,0,1000,0,2.424657534,0
0.92,0.02,0.3,adaptive_mass_rolling,5,0.9187946938,0.0006679908931,0.9096867271,0.0008298000355,0.9110509794,0.001009346087,0.9136784326,0.0008610142394,0.009021671903,0.0008322128002,0.01469394069,0.001111543884,0.4931506849,0.02165943603,0.6219178082,0.02488479743,4198.964144,273.473772,3949.188464,346.2190301,5038.702452,197.7832842,0,0,1000,0,2.424657534,0
0.92,0.03,0,margin_rolling,5,0.9191729713,0.0007877060458,0.9182075138,0.00341645955,0.9181318161,0.003630527626,0.9319154851,0.003416473434,0.007247332031,0.0008086296577,0.008115863067,0.002359004644,0.504109589,0.07274475642,0.5068493151,0.09734705756,4163.601914,178.0871033,5905.820775,679.4078499,7128,0,0.3442527382,0.05164747495,1000,0,2.424657534,0
0.92,0.03,0,rank_rolling,5,0.9181469582,0.0009054221194,0.9090802026,0.001127899029,0.9110412559,0.0006242215299,0.9126084996,0.00159369133,0.0091400867,0.0007416407711,0.014991885,0.0009570406468,0.498630137,0.01561884144,0.6246575342,0.04705633983,4264.728212,225.7741306,4264.728212,225.7741306,4264.728212,225.7741306,0,0,1000,0,2.424657534,0
