seed,deletion_rate,candidate,k_reg,penalty,threshold,observed_label_coverage,full_set_coverage,partial_answer_recall,mean_size,median_size,p90_size,full_vocabulary_set_rate,target_coverage,selection_tolerance,selected,selection_feasible,selection_target_coverage,selection_coverage_tolerance,selection_observed_label_coverage,selection_full_set_coverage,selection_mean_size,selection_p90_size
59,0,raps_k250_lam0p0005,250,0.0005,2.360419207,0.8950576606,0.8872848418,0.8935776421,3112.838793,2972.57246,3585.521525,0,0.9,0,False,False,0.9,0,0.8970345964,0.8898759948,3202.775495,3332.546918
59,0,raps_k250_lam0p001,250,0.001,3.850976515,0.8967051071,0.8895058301,0.8956443951,3175.454007,3101.468814,3426.351027,0,0.9,0,False,False,0.9,0,0.8970345964,0.8898759948,3202.775495,3332.546918
59,0,raps_k250_lam0p002,250,0.002,6.829345717,0.8970345964,0.8898759948,0.8960145598,3202.775495,3164.846937,3332.546918,0,0.9,0,False,False,0.9,0,0.8970345964,0.8898759948,3202.775495,3332.546918
59,0,raps_k500_lam0p0001,500,0.0001,1.201037909,0.8950576606,0.8874699241,0.8939940774,3003.446789,2525.249306,4524.096539,0,0.9,0,False,False,0.9,0,0.8970345964,0.8898759948,3202.775495,3332.546918
59,0,raps_k500_lam0p0005,500,0.0005,2.235419207,0.8950576606,0.8872848418,0.8935776421,3112.838793,2972.57246,3585.521525,0,0.9,0,False,False,0.9,0,0.8970345964,0.8898759948,3202.775495,3332.546918
59,0,raps_k500_lam0p001,500,0.001,3.600976515,0.8967051071,0.8895058301,0.8956443951,3175.454007,3101.468814,3426.351027,0,0.9,0,False,False,0.9,0,0.8970345964,0.8898759948,3202.775495,3332.546918
59,0,raps_k500_lam0p002,500,0.002,6.329345717,0.8970345964,0.8898759948,0.8960145598,3202.775495,3164.846937,3332.546918,0,0.9,0,False,False,0.9,0,0.8970345964,0.8898759948,3202.775495,3332.546918
59,0,raps_k1000_lam0p0001,1000,0.0001,1.151037909,0.8950576606,0.8874699241,0.8939940774,3003.446789,2525.249306,4524.096539,0,0.9,0,False,False,0.9,0,0.8970345964,0.8898759948,3202.775495,3332.546918
59,0,raps_k1000_lam0p0005,1000,0.0005,1.985419207,0.8950576606,0.8872848418,0.8935776421,3112.838793,2972.57246,3585.521525,0,0.9,0,False,False,0.9,0,0.8970345964,0.8898759948,3202.775495,3332.546918
59,0,raps_k1000_lam0p001,1000,0.001,3.100976515,0.8967051071,0.8895058301,0.8956443951,3175.454007,3101.468814,3426.351027,0,0.9,0,False,False,0.9,0,0.8970345964,0.8898759948,3202.775495,3332.546918
59,0,raps_k1000_lam0p002,1000,0.002,5.329345717,0.8970345964,0.8898759948,0.8960145598,3202.775495,3164.846937,3332.546918,0,0.9,0,False,False,0.9,0,0.8970345964,0.8898759948,3202.775495,3332.546918
59,0,aps,0,0,0.9999790108,0.8746293245,0.8880251712,0.8975384046,4692.320007,6679.297427,7125.366463,0,0.9,0.01,False,True,0.9,0.01,0.8950576606,0.8874699241,3003.446789,4524.096539
59,0,raps_k50_lam0p0001,50,0.0001,1.246037909,0.8950576606,0.8874699241,0.8939940774,3003.446789,2525.249306,4524.096539,0,0.9,0.01,True,True,0.9,0.01,0.8950576606,0.8874699241,3003.446789,4524.096539
59,0,raps_k50_lam0p0005,50,0.0005,2.460419207,0.8950576606,0.8872848418,0.8935776421,3112.838793,2972.57246,3585.521525,0,0.9,0.01,False,True,0.9,0.01,0.8950576606,0.8874699241,3003.446789,4524.096539
59,0,raps_k50_lam0p001,50,0.001,4.050976515,0.8967051071,0.8895058301,0.8956443951,3175.454007,3101.468814,3426.351027,0,0.9,0.01,False,True,0.9,0.01,0.8950576606,0.8874699241,3003.446789,4524.096539
59,0,raps_k50_lam0p002,50,0.002,7.229345717,0.8970345964,0.8898759948,0.8960145598,3202.775495,3164.846937,3332.546918,0,0.9,0.01,False,True,0.9,0.01,0.8950576606,0.8874699241,3003.446789,4524.096539
59,0,raps_k100_lam0p0001,100,0.0001,1.241037909,0.8950576606,0.8874699241,0.8939940774,3003.446789,2525.249306,4524.096539,0,0.9,0.01,False,True,0.9,0.01,0.8950576606,0.8874699241,3003.446789,4524.096539
59,0,raps_k100_lam0p0005,100,0.0005,2.435419207,0.8950576606,0.8872848418,0.8935776421,3112.838793,2972.57246,3585.521525,0,0.9,0.01,False,True,0.9,0.01,0.8950576606,0.8874699241,3003.446789,4524.096539
59,0,raps_k100_lam0p001,100,0.001,4.000976515,0.8967051071,0.8895058301,0.8956443951,3175.454007,3101.468814,3426.351027,0,0.9,0.01,False,True,0.9,0.01,0.8950576606,0.8874699241,3003.446789,4524.096539
59,0,raps_k100_lam0p002,100,0.002,7.129345717,0.8970345964,0.8898759948,0.8960145598,3202.775495,3164.846937,3332.546918,0,0.9,0.01,False,True,0.9,0.01,0.8950576606,0.8874699241,3003.446789,4524.096539
59,0,raps_k250_lam0p0001,250,0.0001,1.226037909,0.8950576606,0.8874699241,0.8939940774,3003.446789,2525.249306,4524.096539,0,0.9,0.01,False,True,0.9,0.01,0.8950576606,0.8874699241,3003.446789,4524.096539
59,0,raps_k250_lam0p0005,250,0.0005,2.360419207,0.8950576606,0.8872848418,0.8935776421,3112.838793,2972.57246,3585.521525,0,0.9,0.01,False,True,0.9,0.01,0.8950576606,0.8874699241,3003.446789,4524.096539
59,0,raps_k250_lam0p001,250,0.001,3.850976515,0.8967051071,0.8895058301,0.8956443951,3175.454007,3101.468814,3426.351027,0,0.9,0.01,False,True,0.9,0.01,0.8950576606,0.8874699241,3003.446789,4524.096539
59,0,raps_k250_lam0p002,250,0.002,6.829345717,0.8970345964,0.8898759948,0.8960145598,3202.775495,3164.846937,3332.546918,0,0.9,0.01,False,True,0.9,0.01,0.8950576606,0.8874699241,3003.446789,4524.096539
59,0,raps_k500_lam0p0001,500,0.0001,1.201037909,0.8950576606,0.8874699241,0.8939940774,3003.446789,2525.249306,4524.096539,0,0.9,0.01,False,True,0.9,0.01,0.8950576606,0.8874699241,3003.446789,4524.096539
59,0,raps_k500_lam0p0005,500,0.0005,2.235419207,0.8950576606,0.8872848418,0.8935776421,3112.838793,2972.57246,3585.521525,0,0.9,0.01,False,True,0.9,0.01,0.8950576606,0.8874699241,3003.446789,4524.096539
59,0,raps_k500_lam0p001,500,0.001,3.600976515,0.8967051071,0.8895058301,0.8956443951,3175.454007,3101.468814,3426.351027,0,0.9,0.01,False,True,0.9,0.01,0.8950576606,0.8874699241,3003.446789,4524.096539
59,0,raps_k500_lam0p002,500,0.002,6.329345717,0.8970345964,0.8898759948,0.8960145598,3202.775495,3164.846937,3332.546918,0,0.9,0.01,False,True,0.9,0.01,0.8950576606,0.8874699241,3003.446789,4524.096539
59,0,raps_k1000_lam0p0001,1000,0.0001,1.151037909,0.8950576606,0.8874699241,0.8939940774,3003.446789,2525.249306,4524.096539,0,0.9,0.01,False,True,0.9,0.01,0.8950576606,0.8874699241,3003.446789,4524.096539
59,0,raps_k1000_lam0p0005,1000,0.0005,1.985419207,0.8950576606,0.8872848418,0.8935776421,3112.838793,2972.57246,3585.521525,0,0.9,0.01,False,True,0.9,0.01,0.8950576606,0.8874699241,3003.446789,4524.096539
59,0,raps_k1000_lam0p001,1000,0.001,3.100976515,0.8967051071,0.8895058301,0.8956443951,3175.454007,3101.468814,3426.351027,0,0.9,0.01,False,True,0.9,0.01,0.8950576606,0.8874699241,3003.446789,4524.096539
59,0,raps_k1000_lam0p002,1000,0.002,5.329345717,0.8970345964,0.8898759948,0.8960145598,3202.775495,3164.846937,3332.546918,0,0.9,0.01,False,True,0.9,0.01,0.8950576606,0.8874699241,3003.446789,4524.096539
59,0,aps,0,0,0.9999790108,0.8746293245,0.8880251712,0.8975384046,4692.320007,6679.297427,7125.366463,0,0.9,0.02,False,True,0.9,0.02,0.8950576606,0.8874699241,3003.446789,4524.096539
59,0,raps_k50_lam0p0001,50,0.0001,1.246037909,0.8950576606,0.8874699241,0.8939940774,3003.446789,2525.249306,4524.096539,0,0.9,0.02,True,True,0.9,0.02,0.8950576606,0.8874699241,3003.446789,4524.096539
59,0,raps_k50_lam0p0005,50,0.0005,2.460419207,0.8950576606,0.8872848418,0.8935776421,3112.838793,2972.57246,3585.521525,0,0.9,0.02,False,True,0.9,0.02,0.8950576606,0.8874699241,3003.446789,4524.096539
59,0,raps_k50_lam0p001,50,0.001,4.050976515,0.8967051071,0.8895058301,0.8956443951,3175.454007,3101.468814,3426.351027,0,0.9,0.02,False,True,0.9,0.02,0.8950576606,0.8874699241,3003.446789,4524.096539
59,0,raps_k50_lam0p002,50,0.002,7.229345717,0.8970345964,0.8898759948,0.8960145598,3202.775495,3164.846937,3332.546918,0,0.9,0.02,False,True,0.9,0.02,0.8950576606,0.8874699241,3003.446789,4524.096539
59,0,raps_k100_lam0p0001,100,0.0001,1.241037909,0.8950576606,0.8874699241,0.8939940774,3003.446789,2525.249306,4524.096539,0,0.9,0.02,False,True,0.9,0.02,0.8950576606,0.8874699241,3003.446789,4524.096539
59,0,raps_k100_lam0p0005,100,0.0005,2.435419207,0.8950576606,0.8872848418,0.8935776421,3112.838793,2972.57246,3585.521525,0,0.9,0.02,False,True,0.9,0.02,0.8950576606,0.8874699241,3003.446789,4524.096539
59,0,raps_k100_lam0p001,100,0.001,4.000976515,0.8967051071,0.8895058301,0.8956443951,3175.454007,3101.468814,3426.351027,0,0.9,0.02,False,True,0.9,0.02,0.8950576606,0.8874699241,3003.446789,4524.096539
59,0,raps_k100_lam0p002,100,0.002,7.129345717,0.8970345964,0.8898759948,0.8960145598,3202.775495,3164.846937,3332.546918,0,0.9,0.02,False,True,0.9,0.02,0.8950576606,0.8874699241,3003.446789,4524.096539
59,0,raps_k250_lam0p0001,250,0.0001,1.226037909,0.8950576606,0.8874699241,0.8939940774,3003.446789,2525.249306,4524.096539,0,0.9,0.02,False,True,0.9,0.02,0.8950576606,0.8874699241,3003.446789,4524.096539
59,0,raps_k250_lam0p0005,250,0.0005,2.360419207,0.8950576606,0.8872848418,0.8935776421,3112.838793,2972.57246,3585.521525,0,0.9,0.02,False,True,0.9,0.02,0.8950576606,0.8874699241,3003.446789,4524.096539
59,0,raps_k250_lam0p001,250,0.001,3.850976515,0.8967051071,0.8895058301,0.8956443951,3175.454007,3101.468814,3426.351027,0,0.9,0.02,False,True,0.9,0.02,0.8950576606,0.8874699241,3003.446789,4524.096539
59,0,raps_k250_lam0p002,250,0.002,6.829345717,0.8970345964,0.8898759948,0.8960145598,3202.775495,3164.846937,3332.546918,0,0.9,0.02,False,True,0.9,0.02,0.8950576606,0.8874699241,3003.446789,4524.096539
59,0,raps_k500_lam0p0001,500,0.0001,1.201037909,0.8950576606,0.8874699241,0.8939940774,3003.446789,2525.249306,4524.096539,0,0.9,0.02,False,True,0.9,0.02,0.8950576606,0.8874699241,3003.446789,4524.096539
59,0,raps_k500_lam0p0005,500,0.0005,2.235419207,0.8950576606,0.8872848418,0.8935776421,3112.838793,2972.57246,3585.521525,0,0.9,0.02,False,True,0.9,0.02,0.8950576606,0.8874699241,3003.446789,4524.096539
59,0,raps_k500_lam0p001,500,0.001,3.600976515,0.8967051071,0.8895058301,0.8956443951,3175.454007,3101.468814,3426.351027,0,0.9,0.02,False,True,0.9,0.02,0.8950576606,0.8874699241,3003.446789,4524.096539
59,0,raps_k500_lam0p002,500,0.002,6.329345717,0.8970345964,0.8898759948,0.8960145598,3202.775495,3164.846937,3332.546918,0,0.9,0.02,False,True,0.9,0.02,0.8950576606,0.8874699241,3003.446789,4524.096539
59,0,raps_k1000_lam0p0001,1000,0.0001,1.151037909,0.8950576606,0.8874699241,0.8939940774,3003.446789,2525.249306,4524.096539,0,0.9,0.02,False,True,0.9,0.02,0.8950576606,0.8874699241,3003.446789,4524.096539
59,0,raps_k1000_lam0p0005,1000,0.0005,1.985419207,0.8950576606,0.8872848418,0.8935776421,3112.838793,2972.57246,3585.521525,0,0.9,0.02,False,True,0.9,0.02,0.8950576606,0.8874699241,3003.446789,4524.096539
59,0,raps_k1000_lam0p001,1000,0.001,3.100976515,0.8967051071,0.8895058301,0.8956443951,3175.454007,3101.468814,3426.351027,0,0.9,0.02,False,True,0.9,0.02,0.8950576606,0.8874699241,3003.446789,4524.096539
59,0,raps_k1000_lam0p002,1000,0.002,5.329345717,0.8970345964,0.8898759948,0.8960145598,3202.775495,3164.846937,3332.546918,0,0.9,0.02,False,True,0.9,0.02,0.8950576606,0.8874699241,3003.446789,4524.096539
59,0,aps,0,0,0.9999790108,0.8746293245,0.8880251712,0.8975384046,4692.320007,6679.297427,7125.366463,0,0.9,0.03,False,True,0.9,0.03,0.8950576606,0.8874699241,3003.446789,4524.096539
59,0,raps_k50_lam0p0001,50,0.0001,1.246037909,0.8950576606,0.8874699241,0.8939940774,3003.446789,2525.249306,4524.096539,0,0.9,0.03,True,True,0.9,0.03,0.8950576606,0.8874699241,3003.446789,4524.096539
59,0,raps_k50_lam0p0005,50,0.0005,2.460419207,0.8950576606,0.8872848418,0.8935776421,3112.838793,2972.57246,3585.521525,0,0.9,0.03,False,True,0.9,0.03,0.8950576606,0.8874699241,3003.446789,4524.096539
59,0,raps_k50_lam0p001,50,0.001,4.050976515,0.8967051071,0.8895058301,0.8956443951,3175.454007,3101.468814,3426.351027,0,0.9,0.03,False,True,0.9,0.03,0.8950576606,0.8874699241,3003.446789,4524.096539
59,0,raps_k50_lam0p002,50,0.002,7.229345717,0.8970345964,0.8898759948,0.8960145598,3202.775495,3164.846937,3332.546918,0,0.9,0.03,False,True,0.9,0.03,0.8950576606,0.8874699241,3003.446789,4524.096539
59,0,raps_k100_lam0p0001,100,0.0001,1.241037909,0.8950576606,0.8874699241,0.8939940774,3003.446789,2525.249306,4524.096539,0,0.9,0.03,False,True,0.9,0.03,0.8950576606,0.8874699241,3003.446789,4524.096539
59,0,raps_k100_lam0p0005,100,0.0005,2.435419207,0.8950576606,0.8872848418,0.8935776421,3112.838793,2972.57246,3585.521525,0,0.9,0.03,False,True,0.9,0.03,0.8950576606,0.8874699241,3003.446789,4524.096539
59,0,raps_k100_lam0p001,100,0.001,4.000976515,0.8967051071,0.8895058301,0.8956443951,3175.454007,3101.468814,3426.351027,0,0.9,0.03,False,True,0.9,0.03,0.8950576606,0.8874699241,3003.446789,4524.096539
59,0,raps_k100_lam0p002,100,0.002,7.129345717,0.8970345964,0.8898759948,0.8960145598,3202.775495,3164.846937,3332.546918,0,0.9,0.03,False,True,0.9,0.03,0.8950576606,0.8874699241,3003.446789,4524.096539
59,0,raps_k250_lam0p0001,250,0.0001,1.226037909,0.8950576606,0.8874699241,0.8939940774,3003.446789,2525.249306,4524.096539,0,0.9,0.03,False,True,0.9,0.03,0.8950576606,0.8874699241,3003.446789,4524.096539
59,0,raps_k250_lam0p0005,250,0.0005,2.360419207,0.8950576606,0.8872848418,0.8935776421,3112.838793,2972.57246,3585.521525,0,0.9,0.03,False,True,0.9,0.03,0.8950576606,0.8874699241,3003.446789,4524.096539
59,0,raps_k250_lam0p001,250,0.001,3.850976515,0.8967051071,0.8895058301,0.8956443951,3175.454007,3101.468814,3426.351027,0,0.9,0.03,False,True,0.9,0.03,0.8950576606,0.8874699241,3003.446789,4524.096539
59,0,raps_k250_lam0p002,250,0.002,6.829345717,0.8970345964,0.8898759948,0.8960145598,3202.775495,3164.846937,3332.546918,0,0.9,0.03,False,True,0.9,0.03,0.8950576606,0.8874699241,3003.446789,4524.096539
59,0,raps_k500_lam0p0001,500,0.0001,1.201037909,0.8950576606,0.8874699241,0.8939940774,3003.446789,2525.249306,4524.096539,0,0.9,0.03,False,True,0.9,0.03,0.8950576606,0.8874699241,3003.446789,4524.096539
59,0,raps_k500_lam0p0005,500,0.0005,2.235419207,0.8950576606,0.8872848418,0.8935776421,3112.838793,2972.57246,3585.521525,0,0.9,0.03,False,True,0.9,0.03,0.8950576606,0.8874699241,3003.446789,4524.096539
59,0,raps_k500_lam0p001,500,0.001,3.600976515,0.8967051071,0.8895058301,0.8956443951,3175.454007,3101.468814,3426.351027,0,0.9,0.03,False,True,0.9,0.03,0.8950576606,0.8874699241,3003.446789,4524.096539
59,0,raps_k500_lam0p002,500,0.002,6.329345717,0.8970345964,0.8898759948,0.8960145598,3202.775495,3164.846937,3332.546918,0,0.9,0.03,False,True,0.9,0.03,0.8950576606,0.8874699241,3003.446789,4524.096539
59,0,raps_k1000_lam0p0001,1000,0.0001,1.151037909,0.8950576606,0.8874699241,0.8939940774,3003.446789,2525.249306,4524.096539,0,0.9,0.03,False,True,0.9,0.03,0.8950576606,0.8874699241,3003.446789,4524.096539
59,0,raps_k1000_lam0p0005,1000,0.0005,1.985419207,0.8950576606,0.8872848418,0.8935776421,3112.838793,2972.57246,3585.521525,0,0.9,0.03,False,True,0.9,0.03,0.8950576606,0.8874699241,3003.446789,4524.096539
59,0,raps_k1000_lam0p001,1000,0.001,3.100976515,0.8967051071,0.8895058301,0.8956443951,3175.454007,3101.468814,3426.351027,0,0.9,0.03,False,True,0.9,0.03,0.8950576606,0.8874699241,3003.446789,4524.096539
59,0,raps_k1000_lam0p002,1000,0.002,5.329345717,0.8970345964,0.8898759948,0.8960145598,3202.775495,3164.846937,3332.546918,0,0.9,0.03,False,True,0.9,0.03,0.8950576606,0.8874699241,3003.446789,4524.096539
59,0,aps,0,0,0.9999914398,0.8975288303,0.9078289839,0.9176260102,4941.975754,6873.3933,7126.467666,0,0.92,0,False,False,0.92,0,0.9149917628,0.9087543957,3805.195262,4173.764723
59,0,raps_k50_lam0p0001,50,0.0001,1.330942171,0.9144975288,0.9085693133,0.9141217842,3744.937442,3369.329632,4944.886174,0,0.92,0,False,False,0.92,0,0.9149917628,0.9087543957,3805.195262,4173.764723
59,0,raps_k50_lam0p0005,50,0.0005,2.821597538,0.9149917628,0.9087543957,0.9130267136,3805.195262,3694.264853,4173.764723,0,0.92,0,True,False,0.92,0,0.9149917628,0.9087543957,3805.195262,4173.764723
59,0,raps_k50_lam0p001,50,0.001,4.767972007,0.9149917628,0.9087543957,0.9125177371,3876.06774,3818.256709,4069.932001,0,0.92,0,False,False,0.92,0,0.9149917628,0.9087543957,3805.195262,4173.764723
59,0,raps_k50_lam0p002,50,0.002,8.581989606,0.9141680395,0.9078289839,0.9116848664,3870.998519,3841,3972.338923,0,0.92,0,False,False,0.92,0,0.9149917628,0.9087543957,3805.195262,4173.764723
59,0,raps_k100_lam0p0001,100,0.0001,1.325942171,0.9144975288,0.9085693133,0.9141217842,3744.937442,3369.329632,4944.886174,0,0.92,0,False,False,0.92,0,0.9149917628,0.9087543957,3805.195262,4173.764723
59,0,raps_k100_lam0p0005,100,0.0005,2.796597538,0.9149917628,0.9087543957,0.9130267136,3805.195262,3694.264853,4173.764723,0,0.92,0,False,False,0.92,0,0.9149917628,0.9087543957,3805.195262,4173.764723
59,0,raps_k100_lam0p001,100,0.001,4.717972007,0.9149917628,0.9087543957,0.9125177371,3876.06774,3818.256709,4069.932001,0,0.92,0,False,False,0.92,0,0.9149917628,0.9087543957,3805.195262,4173.764723
59,0,raps_k100_lam0p002,100,0.002,8.481989606,0.9141680395,0.9078289839,0.9116848664,3870.998519,3841,3972.338923,0,0.92,0,False,False,0.92,0,0.9149917628,0.9087543957,3805.195262,4173.764723
59,0,raps_k250_lam0p0001,250,0.0001,1.310942171,0.9144975288,0.9085693133,0.9141217842,3744.937442,3369.329632,4944.886174,0,0.92,0,False,False,0.92,0,0.9149917628,0.9087543957,3805.195262,4173.764723
59,0,raps_k250_lam0p0005,250,0.0005,2.721597538,0.9149917628,0.9087543957,0.9130267136,3805.195262,3694.264853,4173.764723,0,0.92,0,False,False,0.92,0,0.9149917628,0.9087543957,3805.195262,4173.764723
59,0,raps_k250_lam0p001,250,0.001,4.567972007,0.9149917628,0.9087543957,0.9125177371,3876.06774,3818.256709,4069.932001,0,0.92,0,False,False,0.92,0,0.9149917628,0.9087543957,3805.195262,4173.764723
59,0,raps_k250_lam0p002,250,0.002,8.181989606,0.9141680395,0.9078289839,0.9116848664,3870.998519,3841,3972.338923,0,0.92,0,False,False,0.92,0,0.9149917628,0.9087543957,3805.195262,4173.764723
59,0,raps_k500_lam0p0001,500,0.0001,1.285942171,0.9144975288,0.9085693133,0.9141217842,3744.937442,3369.329632,4944.886174,0,0.92,0,False,False,0.92,0,0.9149917628,0.9087543957,3805.195262,4173.764723
59,0,raps_k500_lam0p0005,500,0.0005,2.596597538,0.9149917628,0.9087543957,0.9130267136,3805.195262,3694.264853,4173.764723,0,0.92,0,False,False,0.92,0,0.9149917628,0.9087543957,3805.195262,4173.764723
59,0,raps_k500_lam0p001,500,0.001,4.317972007,0.9149917628,0.9087543957,0.9125177371,3876.06774,3818.256709,4069.932001,0,0.92,0,False,False,0.92,0,0.9149917628,0.9087543957,3805.195262,4173.764723
59,0,raps_k500_lam0p002,500,0.002,7.681989606,0.9141680395,0.9078289839,0.9116848664,3870.998519,3841,3972.338923,0,0.92,0,False,False,0.92,0,0.9149917628,0.9087543957,3805.195262,4173.764723
59,0,raps_k1000_lam0p0001,1000,0.0001,1.235942171,0.9144975288,0.9085693133,0.9141217842,3744.937442,3369.329632,4944.886174,0,0.92,0,False,False,0.92,0,0.9149917628,0.9087543957,3805.195262,4173.764723
59,0,raps_k1000_lam0p0005,1000,0.0005,2.346597538,0.9149917628,0.9087543957,0.9130267136,3805.195262,3694.264853,4173.764723,0,0.92,0,False,False,0.92,0,0.9149917628,0.9087543957,3805.195262,4173.764723
59,0,raps_k1000_lam0p001,1000,0.001,3.817972007,0.9149917628,0.9087543957,0.9125177371,3876.06774,3818.256709,4069.932001,0,0.92,0,False,False,0.92,0,0.9149917628,0.9087543957,3805.195262,4173.764723
59,0,raps_k1000_lam0p002,1000,0.002,6.681989606,0.9141680395,0.9078289839,0.9116848664,3870.998519,3841,3972.338923,0,0.92,0,False,False,0.92,0,0.9149917628,0.9087543957,3805.195262,4173.764723
59,0,aps,0,0,0.9999914398,0.8975288303,0.9078289839,0.9176260102,4941.975754,6873.3933,7126.467666,0,0.92,0.01,False,True,0.92,0.01,0.9144975288,0.9085693133,3744.937442,4944.886174
59,0,raps_k50_lam0p0001,50,0.0001,1.330942171,0.9144975288,0.9085693133,0.9141217842,3744.937442,3369.329632,4944.886174,0,0.92,0.01,True,True,0.92,0.01,0.9144975288,0.9085693133,3744.937442,4944.886174
59,0,raps_k50_lam0p0005,50,0.0005,2.821597538,0.9149917628,0.9087543957,0.9130267136,3805.195262,3694.264853,4173.764723,0,0.92,0.01,False,True,0.92,0.01,0.9144975288,0.9085693133,3744.937442,4944.886174
59,0,raps_k50_lam0p001,50,0.001,4.767972007,0.9149917628,0.9087543957,0.9125177371,3876.06774,3818.256709,4069.932001,0,0.92,0.01,False,True,0.92,0.01,0.9144975288,0.9085693133,3744.937442,4944.886174
59,0,raps_k50_lam0p002,50,0.002,8.581989606,0.9141680395,0.9078289839,0.9116848664,3870.998519,3841,3972.338923,0,0.92,0.01,False,True,0.92,0.01,0.9144975288,0.9085693133,3744.937442,4944.886174
59,0,raps_k100_lam0p0001,100,0.0001,1.325942171,0.9144975288,0.9085693133,0.9141217842,3744.937442,3369.329632,4944.886174,0,0.92,0.01,False,True,0.92,0.01,0.9144975288,0.9085693133,3744.937442,4944.886174
59,0,raps_k100_lam0p0005,100,0.0005,2.796597538,0.9149917628,0.9087543957,0.9130267136,3805.195262,3694.264853,4173.764723,0,0.92,0.01,False,True,0.92,0.01,0.9144975288,0.9085693133,3744.937442,4944.886174
59,0,raps_k100_lam0p001,100,0.001,4.717972007,0.9149917628,0.9087543957,0.9125177371,3876.06774,3818.256709,4069.932001,0,0.92,0.01,False,True,0.92,0.01,0.9144975288,0.9085693133,3744.937442,4944.886174
59,0,raps_k100_lam0p002,100,0.002,8.481989606,0.9141680395,0.9078289839,0.9116848664,3870.998519,3841,3972.338923,0,0.92,0.01,False,True,0.92,0.01,0.9144975288,0.9085693133,3744.937442,4944.886174
59,0,raps_k250_lam0p0001,250,0.0001,1.310942171,0.9144975288,0.9085693133,0.9141217842,3744.937442,3369.329632,4944.886174,0,0.92,0.01,False,True,0.92,0.01,0.9144975288,0.9085693133,3744.937442,4944.886174
59,0,raps_k250_lam0p0005,250,0.0005,2.721597538,0.9149917628,0.9087543957,0.9130267136,3805.195262,3694.264853,4173.764723,0,0.92,0.01,False,True,0.92,0.01,0.9144975288,0.9085693133,3744.937442,4944.886174
59,0,raps_k250_lam0p001,250,0.001,4.567972007,0.9149917628,0.9087543957,0.9125177371,3876.06774,3818.256709,4069.932001,0,0.92,0.01,False,True,0.92,0.01,0.9144975288,0.9085693133,3744.937442,4944.886174
59,0,raps_k250_lam0p002,250,0.002,8.181989606,0.9141680395,0.9078289839,0.9116848664,3870.998519,3841,3972.338923,0,0.92,0.01,False,True,0.92,0.01,0.9144975288,0.9085693133,3744.937442,4944.886174
59,0,raps_k500_lam0p0001,500,0.0001,1.285942171,0.9144975288,0.9085693133,0.9141217842,3744.937442,3369.329632,4944.886174,0,0.92,0.01,False,True,0.92,0.01,0.9144975288,0.9085693133,3744.937442,4944.886174
59,0,raps_k500_lam0p0005,500,0.0005,2.596597538,0.9149917628,0.9087543957,0.9130267136,3805.195262,3694.264853,4173.764723,0,0.92,0.01,False,True,0.92,0.01,0.9144975288,0.9085693133,3744.937442,4944.886174
59,0,raps_k500_lam0p001,500,0.001,4.317972007,0.9149917628,0.9087543957,0.9125177371,3876.06774,3818.256709,4069.932001,0,0.92,0.01,False,True,0.92,0.01,0.9144975288,0.9085693133,3744.937442,4944.886174
59,0,raps_k500_lam0p002,500,0.002,7.681989606,0.9141680395,0.9078289839,0.9116848664,3870.998519,3841,3972.338923,0,0.92,0.01,False,True,0.92,0.01,0.9144975288,0.9085693133,3744.937442,4944.886174
59,0,raps_k1000_lam0p0001,1000,0.0001,1.235942171,0.9144975288,0.9085693133,0.9141217842,3744.937442,3369.329632,4944.886174,0,0.92,0.01,False,True,0.92,0.01,0.9144975288,0.9085693133,3744.937442,4944.886174
59,0,raps_k1000_lam0p0005,1000,0.0005,2.346597538,0.9149917628,0.9087543957,0.9130267136,3805.195262,3694.264853,4173.764723,0,0.92,0.01,False,True,0.92,0.01,0.9144975288,0.9085693133,3744.937442,4944.886174
59,0,raps_k1000_lam0p001,1000,0.001,3.817972007,0.9149917628,0.9087543957,0.9125177371,3876.06774,3818.256709,4069.932001,0,0.92,0.01,False,True,0.92,0.01,0.9144975288,0.9085693133,3744.937442,4944.886174
59,0,raps_k1000_lam0p002,1000,0.002,6.681989606,0.9141680395,0.9078289839,0.9116848664,3870.998519,3841,3972.338923,0,0.92,0.01,False,True,0.92,0.01,0.9144975288,0.9085693133,3744.937442,4944.886174
59,0,aps,0,0,0.9999914398,0.8975288303,0.9078289839,0.9176260102,4941.975754,6873.3933,7126.467666,0,0.92,0.02,False,True,0.92,0.02,0.9144975288,0.9085693133,3744.937442,4944.886174
59,0,raps_k50_lam0p0001,50,0.0001,1.330942171,0.9144975288,0.9085693133,0.9141217842,3744.937442,3369.329632,4944.886174,0,0.92,0.02,True,True,0.92,0.02,0.9144975288,0.9085693133,3744.937442,4944.886174
59,0,raps_k50_lam0p0005,50,0.0005,2.821597538,0.9149917628,0.9087543957,0.9130267136,3805.195262,3694.264853,4173.764723,0,0.92,0.02,False,True,0.92,0.02,0.9144975288,0.9085693133,3744.937442,4944.886174
59,0,raps_k50_lam0p001,50,0.001,4.767972007,0.9149917628,0.9087543957,0.9125177371,3876.06774,3818.256709,4069.932001,0,0.92,0.02,False,True,0.92,0.02,0.9144975288,0.9085693133,3744.937442,4944.886174
