seed,deletion_rate,candidate,k_reg,penalty,threshold,observed_label_coverage,full_set_coverage,partial_answer_recall,mean_size,median_size,p90_size,full_vocabulary_set_rate,target_coverage,selection_tolerance,selected,selection_feasible,selection_target_coverage,selection_coverage_tolerance,selection_observed_label_coverage,selection_full_set_coverage,selection_mean_size,selection_p90_size
29,0.1,raps_k100_lam0p0005,100,0.0005,2.194926549,0.8825370675,0.8726633352,0.8789252884,2659.10124,2493.025356,3204.565093,0,0.88,0.03,False,True,0.88,0.03,0.8799011532,0.8704423468,2306.935591,4160.608514
29,0.1,raps_k100_lam0p001,100,0.001,3.507624179,0.8825370675,0.8730334999,0.8786476649,2697.242643,2609.057005,2990.081436,0,0.88,0.03,False,True,0.88,0.03,0.8799011532,0.8704423468,2306.935591,4160.608514
29,0.1,raps_k100_lam0p002,100,0.002,6.181056172,0.8828665568,0.873588747,0.8791103708,2736.339071,2690.851564,2887.708125,0,0.88,0.03,False,True,0.88,0.03,0.8799011532,0.8704423468,2306.935591,4160.608514
29,0.1,raps_k250_lam0p0001,250,0.0001,1.1431,0.8799011532,0.8704423468,0.8773675119,2306.935591,1704.724042,4160.608514,0,0.88,0.03,False,True,0.88,0.03,0.8799011532,0.8704423468,2306.935591,4160.608514
29,0.1,raps_k250_lam0p0005,250,0.0005,2.119926549,0.8825370675,0.8726633352,0.8789252884,2659.10124,2493.025356,3204.565093,0,0.88,0.03,False,True,0.88,0.03,0.8799011532,0.8704423468,2306.935591,4160.608514
29,0.1,raps_k250_lam0p001,250,0.001,3.357624179,0.8825370675,0.8730334999,0.8786476649,2697.242643,2609.057005,2990.081436,0,0.88,0.03,False,True,0.88,0.03,0.8799011532,0.8704423468,2306.935591,4160.608514
29,0.1,raps_k250_lam0p002,250,0.002,5.881056172,0.8828665568,0.873588747,0.8791103708,2736.339071,2690.851564,2887.708125,0,0.88,0.03,False,True,0.88,0.03,0.8799011532,0.8704423468,2306.935591,4160.608514
29,0.1,raps_k500_lam0p0001,500,0.0001,1.1181,0.8799011532,0.8704423468,0.8773675119,2306.935591,1704.724042,4160.608514,0,0.88,0.03,False,True,0.88,0.03,0.8799011532,0.8704423468,2306.935591,4160.608514
29,0.1,raps_k500_lam0p0005,500,0.0005,1.994926549,0.8825370675,0.8726633352,0.8789252884,2659.10124,2493.025356,3204.565093,0,0.88,0.03,False,True,0.88,0.03,0.8799011532,0.8704423468,2306.935591,4160.608514
29,0.1,raps_k500_lam0p001,500,0.001,3.107624179,0.8825370675,0.8730334999,0.8786476649,2697.242643,2609.057005,2990.081436,0,0.88,0.03,False,True,0.88,0.03,0.8799011532,0.8704423468,2306.935591,4160.608514
29,0.1,raps_k500_lam0p002,500,0.002,5.381056172,0.8828665568,0.873588747,0.8791103708,2736.339071,2690.851564,2887.708125,0,0.88,0.03,False,True,0.88,0.03,0.8799011532,0.8704423468,2306.935591,4160.608514
29,0.1,raps_k1000_lam0p0001,1000,0.0001,1.0681,0.8799011532,0.8704423468,0.8773675119,2306.935591,1704.724042,4160.608514,0,0.88,0.03,False,True,0.88,0.03,0.8799011532,0.8704423468,2306.935591,4160.608514
29,0.1,raps_k1000_lam0p0005,1000,0.0005,1.744926549,0.8825370675,0.8726633352,0.8789252884,2659.10124,2493.025356,3204.565093,0,0.88,0.03,False,True,0.88,0.03,0.8799011532,0.8704423468,2306.935591,4160.608514
29,0.1,raps_k1000_lam0p001,1000,0.001,2.607624179,0.8825370675,0.8730334999,0.8786476649,2697.242643,2609.057005,2990.081436,0,0.88,0.03,False,True,0.88,0.03,0.8799011532,0.8704423468,2306.935591,4160.608514
29,0.1,raps_k1000_lam0p002,1000,0.002,4.381056172,0.8828665568,0.873588747,0.8791103708,2736.339071,2690.851564,2887.708125,0,0.88,0.03,False,True,0.88,0.03,0.8799011532,0.8704423468,2306.935591,4160.608514
29,0.1,aps,0,0,0.9999818684,0.871169687,0.8867295947,0.8951014868,4753.525819,6750.30409,7125.786785,0,0.9,0,False,False,0.9,0,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k50_lam0p0001,50,0.0001,1.2649,0.8998352554,0.8920969832,0.8972484422,3187.429206,2715.166944,4649.034129,0,0.9,0,True,False,0.9,0,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k50_lam0p0005,50,0.0005,2.534392273,0.8996705107,0.8911715713,0.895844901,3260.210254,3121.253933,3715.907348,0,0.9,0,False,False,0.9,0,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k50_lam0p001,50,0.001,4.1149104,0.8995057661,0.890986489,0.8954747363,3240.935221,3166.00111,3489.534629,0,0.9,0,False,False,0.9,0,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k50_lam0p002,50,0.002,7.35298916,0.8996705107,0.8911715713,0.8956598186,3265.477512,3226.744401,3394.122413,0,0.9,0,False,False,0.9,0,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k100_lam0p0001,100,0.0001,1.2599,0.8998352554,0.8920969832,0.8972484422,3187.429206,2715.166944,4649.034129,0,0.9,0,False,False,0.9,0,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k100_lam0p0005,100,0.0005,2.509392273,0.8996705107,0.8911715713,0.895844901,3260.210254,3121.253933,3715.907348,0,0.9,0,False,False,0.9,0,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k100_lam0p001,100,0.001,4.0649104,0.8995057661,0.890986489,0.8954747363,3240.935221,3166.00111,3489.534629,0,0.9,0,False,False,0.9,0,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k100_lam0p002,100,0.002,7.25298916,0.8996705107,0.8911715713,0.8956598186,3265.477512,3226.744401,3394.122413,0,0.9,0,False,False,0.9,0,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k250_lam0p0001,250,0.0001,1.2449,0.8998352554,0.8920969832,0.8972484422,3187.429206,2715.166944,4649.034129,0,0.9,0,False,False,0.9,0,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k250_lam0p0005,250,0.0005,2.434392273,0.8996705107,0.8911715713,0.895844901,3260.210254,3121.253933,3715.907348,0,0.9,0,False,False,0.9,0,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k250_lam0p001,250,0.001,3.9149104,0.8995057661,0.890986489,0.8954747363,3240.935221,3166.00111,3489.534629,0,0.9,0,False,False,0.9,0,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k250_lam0p002,250,0.002,6.95298916,0.8996705107,0.8911715713,0.8956598186,3265.477512,3226.744401,3394.122413,0,0.9,0,False,False,0.9,0,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k500_lam0p0001,500,0.0001,1.2199,0.8998352554,0.8920969832,0.8972484422,3187.429206,2715.166944,4649.034129,0,0.9,0,False,False,0.9,0,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k500_lam0p0005,500,0.0005,2.309392273,0.8996705107,0.8911715713,0.895844901,3260.210254,3121.253933,3715.907348,0,0.9,0,False,False,0.9,0,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k500_lam0p001,500,0.001,3.6649104,0.8995057661,0.890986489,0.8954747363,3240.935221,3166.00111,3489.534629,0,0.9,0,False,False,0.9,0,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k500_lam0p002,500,0.002,6.45298916,0.8996705107,0.8911715713,0.8956598186,3265.477512,3226.744401,3394.122413,0,0.9,0,False,False,0.9,0,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k1000_lam0p0001,1000,0.0001,1.1699,0.8998352554,0.8920969832,0.8972484422,3187.429206,2715.166944,4649.034129,0,0.9,0,False,False,0.9,0,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k1000_lam0p0005,1000,0.0005,2.059392273,0.8996705107,0.8911715713,0.895844901,3260.210254,3121.253933,3715.907348,0,0.9,0,False,False,0.9,0,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k1000_lam0p001,1000,0.001,3.1649104,0.8995057661,0.890986489,0.8954747363,3240.935221,3166.00111,3489.534629,0,0.9,0,False,False,0.9,0,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k1000_lam0p002,1000,0.002,5.45298916,0.8996705107,0.8911715713,0.8956598186,3265.477512,3226.744401,3394.122413,0,0.9,0,False,False,0.9,0,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,aps,0,0,0.9999818684,0.871169687,0.8867295947,0.8951014868,4753.525819,6750.30409,7125.786785,0,0.9,0.01,False,True,0.9,0.01,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k50_lam0p0001,50,0.0001,1.2649,0.8998352554,0.8920969832,0.8972484422,3187.429206,2715.166944,4649.034129,0,0.9,0.01,True,True,0.9,0.01,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k50_lam0p0005,50,0.0005,2.534392273,0.8996705107,0.8911715713,0.895844901,3260.210254,3121.253933,3715.907348,0,0.9,0.01,False,True,0.9,0.01,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k50_lam0p001,50,0.001,4.1149104,0.8995057661,0.890986489,0.8954747363,3240.935221,3166.00111,3489.534629,0,0.9,0.01,False,True,0.9,0.01,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k50_lam0p002,50,0.002,7.35298916,0.8996705107,0.8911715713,0.8956598186,3265.477512,3226.744401,3394.122413,0,0.9,0.01,False,True,0.9,0.01,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k100_lam0p0001,100,0.0001,1.2599,0.8998352554,0.8920969832,0.8972484422,3187.429206,2715.166944,4649.034129,0,0.9,0.01,False,True,0.9,0.01,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k100_lam0p0005,100,0.0005,2.509392273,0.8996705107,0.8911715713,0.895844901,3260.210254,3121.253933,3715.907348,0,0.9,0.01,False,True,0.9,0.01,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k100_lam0p001,100,0.001,4.0649104,0.8995057661,0.890986489,0.8954747363,3240.935221,3166.00111,3489.534629,0,0.9,0.01,False,True,0.9,0.01,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k100_lam0p002,100,0.002,7.25298916,0.8996705107,0.8911715713,0.8956598186,3265.477512,3226.744401,3394.122413,0,0.9,0.01,False,True,0.9,0.01,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k250_lam0p0001,250,0.0001,1.2449,0.8998352554,0.8920969832,0.8972484422,3187.429206,2715.166944,4649.034129,0,0.9,0.01,False,True,0.9,0.01,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k250_lam0p0005,250,0.0005,2.434392273,0.8996705107,0.8911715713,0.895844901,3260.210254,3121.253933,3715.907348,0,0.9,0.01,False,True,0.9,0.01,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k250_lam0p001,250,0.001,3.9149104,0.8995057661,0.890986489,0.8954747363,3240.935221,3166.00111,3489.534629,0,0.9,0.01,False,True,0.9,0.01,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k250_lam0p002,250,0.002,6.95298916,0.8996705107,0.8911715713,0.8956598186,3265.477512,3226.744401,3394.122413,0,0.9,0.01,False,True,0.9,0.01,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k500_lam0p0001,500,0.0001,1.2199,0.8998352554,0.8920969832,0.8972484422,3187.429206,2715.166944,4649.034129,0,0.9,0.01,False,True,0.9,0.01,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k500_lam0p0005,500,0.0005,2.309392273,0.8996705107,0.8911715713,0.895844901,3260.210254,3121.253933,3715.907348,0,0.9,0.01,False,True,0.9,0.01,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k500_lam0p001,500,0.001,3.6649104,0.8995057661,0.890986489,0.8954747363,3240.935221,3166.00111,3489.534629,0,0.9,0.01,False,True,0.9,0.01,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k500_lam0p002,500,0.002,6.45298916,0.8996705107,0.8911715713,0.8956598186,3265.477512,3226.744401,3394.122413,0,0.9,0.01,False,True,0.9,0.01,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k1000_lam0p0001,1000,0.0001,1.1699,0.8998352554,0.8920969832,0.8972484422,3187.429206,2715.166944,4649.034129,0,0.9,0.01,False,True,0.9,0.01,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k1000_lam0p0005,1000,0.0005,2.059392273,0.8996705107,0.8911715713,0.895844901,3260.210254,3121.253933,3715.907348,0,0.9,0.01,False,True,0.9,0.01,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k1000_lam0p001,1000,0.001,3.1649104,0.8995057661,0.890986489,0.8954747363,3240.935221,3166.00111,3489.534629,0,0.9,0.01,False,True,0.9,0.01,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k1000_lam0p002,1000,0.002,5.45298916,0.8996705107,0.8911715713,0.8956598186,3265.477512,3226.744401,3394.122413,0,0.9,0.01,False,True,0.9,0.01,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,aps,0,0,0.9999818684,0.871169687,0.8867295947,0.8951014868,4753.525819,6750.30409,7125.786785,0,0.9,0.02,False,True,0.9,0.02,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k50_lam0p0001,50,0.0001,1.2649,0.8998352554,0.8920969832,0.8972484422,3187.429206,2715.166944,4649.034129,0,0.9,0.02,True,True,0.9,0.02,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k50_lam0p0005,50,0.0005,2.534392273,0.8996705107,0.8911715713,0.895844901,3260.210254,3121.253933,3715.907348,0,0.9,0.02,False,True,0.9,0.02,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k50_lam0p001,50,0.001,4.1149104,0.8995057661,0.890986489,0.8954747363,3240.935221,3166.00111,3489.534629,0,0.9,0.02,False,True,0.9,0.02,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k50_lam0p002,50,0.002,7.35298916,0.8996705107,0.8911715713,0.8956598186,3265.477512,3226.744401,3394.122413,0,0.9,0.02,False,True,0.9,0.02,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k100_lam0p0001,100,0.0001,1.2599,0.8998352554,0.8920969832,0.8972484422,3187.429206,2715.166944,4649.034129,0,0.9,0.02,False,True,0.9,0.02,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k100_lam0p0005,100,0.0005,2.509392273,0.8996705107,0.8911715713,0.895844901,3260.210254,3121.253933,3715.907348,0,0.9,0.02,False,True,0.9,0.02,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k100_lam0p001,100,0.001,4.0649104,0.8995057661,0.890986489,0.8954747363,3240.935221,3166.00111,3489.534629,0,0.9,0.02,False,True,0.9,0.02,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k100_lam0p002,100,0.002,7.25298916,0.8996705107,0.8911715713,0.8956598186,3265.477512,3226.744401,3394.122413,0,0.9,0.02,False,True,0.9,0.02,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k250_lam0p0001,250,0.0001,1.2449,0.8998352554,0.8920969832,0.8972484422,3187.429206,2715.166944,4649.034129,0,0.9,0.02,False,True,0.9,0.02,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k250_lam0p0005,250,0.0005,2.434392273,0.8996705107,0.8911715713,0.895844901,3260.210254,3121.253933,3715.907348,0,0.9,0.02,False,True,0.9,0.02,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k250_lam0p001,250,0.001,3.9149104,0.8995057661,0.890986489,0.8954747363,3240.935221,3166.00111,3489.534629,0,0.9,0.02,False,True,0.9,0.02,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k250_lam0p002,250,0.002,6.95298916,0.8996705107,0.8911715713,0.8956598186,3265.477512,3226.744401,3394.122413,0,0.9,0.02,False,True,0.9,0.02,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k500_lam0p0001,500,0.0001,1.2199,0.8998352554,0.8920969832,0.8972484422,3187.429206,2715.166944,4649.034129,0,0.9,0.02,False,True,0.9,0.02,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k500_lam0p0005,500,0.0005,2.309392273,0.8996705107,0.8911715713,0.895844901,3260.210254,3121.253933,3715.907348,0,0.9,0.02,False,True,0.9,0.02,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k500_lam0p001,500,0.001,3.6649104,0.8995057661,0.890986489,0.8954747363,3240.935221,3166.00111,3489.534629,0,0.9,0.02,False,True,0.9,0.02,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k500_lam0p002,500,0.002,6.45298916,0.8996705107,0.8911715713,0.8956598186,3265.477512,3226.744401,3394.122413,0,0.9,0.02,False,True,0.9,0.02,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k1000_lam0p0001,1000,0.0001,1.1699,0.8998352554,0.8920969832,0.8972484422,3187.429206,2715.166944,4649.034129,0,0.9,0.02,False,True,0.9,0.02,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k1000_lam0p0005,1000,0.0005,2.059392273,0.8996705107,0.8911715713,0.895844901,3260.210254,3121.253933,3715.907348,0,0.9,0.02,False,True,0.9,0.02,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k1000_lam0p001,1000,0.001,3.1649104,0.8995057661,0.890986489,0.8954747363,3240.935221,3166.00111,3489.534629,0,0.9,0.02,False,True,0.9,0.02,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k1000_lam0p002,1000,0.002,5.45298916,0.8996705107,0.8911715713,0.8956598186,3265.477512,3226.744401,3394.122413,0,0.9,0.02,False,True,0.9,0.02,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,aps,0,0,0.9999818684,0.871169687,0.8867295947,0.8951014868,4753.525819,6750.30409,7125.786785,0,0.9,0.03,False,True,0.9,0.03,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k50_lam0p0001,50,0.0001,1.2649,0.8998352554,0.8920969832,0.8972484422,3187.429206,2715.166944,4649.034129,0,0.9,0.03,True,True,0.9,0.03,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k50_lam0p0005,50,0.0005,2.534392273,0.8996705107,0.8911715713,0.895844901,3260.210254,3121.253933,3715.907348,0,0.9,0.03,False,True,0.9,0.03,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k50_lam0p001,50,0.001,4.1149104,0.8995057661,0.890986489,0.8954747363,3240.935221,3166.00111,3489.534629,0,0.9,0.03,False,True,0.9,0.03,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k50_lam0p002,50,0.002,7.35298916,0.8996705107,0.8911715713,0.8956598186,3265.477512,3226.744401,3394.122413,0,0.9,0.03,False,True,0.9,0.03,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k100_lam0p0001,100,0.0001,1.2599,0.8998352554,0.8920969832,0.8972484422,3187.429206,2715.166944,4649.034129,0,0.9,0.03,False,True,0.9,0.03,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k100_lam0p0005,100,0.0005,2.509392273,0.8996705107,0.8911715713,0.895844901,3260.210254,3121.253933,3715.907348,0,0.9,0.03,False,True,0.9,0.03,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k100_lam0p001,100,0.001,4.0649104,0.8995057661,0.890986489,0.8954747363,3240.935221,3166.00111,3489.534629,0,0.9,0.03,False,True,0.9,0.03,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k100_lam0p002,100,0.002,7.25298916,0.8996705107,0.8911715713,0.8956598186,3265.477512,3226.744401,3394.122413,0,0.9,0.03,False,True,0.9,0.03,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k250_lam0p0001,250,0.0001,1.2449,0.8998352554,0.8920969832,0.8972484422,3187.429206,2715.166944,4649.034129,0,0.9,0.03,False,True,0.9,0.03,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k250_lam0p0005,250,0.0005,2.434392273,0.8996705107,0.8911715713,0.895844901,3260.210254,3121.253933,3715.907348,0,0.9,0.03,False,True,0.9,0.03,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k250_lam0p001,250,0.001,3.9149104,0.8995057661,0.890986489,0.8954747363,3240.935221,3166.00111,3489.534629,0,0.9,0.03,False,True,0.9,0.03,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k250_lam0p002,250,0.002,6.95298916,0.8996705107,0.8911715713,0.8956598186,3265.477512,3226.744401,3394.122413,0,0.9,0.03,False,True,0.9,0.03,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k500_lam0p0001,500,0.0001,1.2199,0.8998352554,0.8920969832,0.8972484422,3187.429206,2715.166944,4649.034129,0,0.9,0.03,False,True,0.9,0.03,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k500_lam0p0005,500,0.0005,2.309392273,0.8996705107,0.8911715713,0.895844901,3260.210254,3121.253933,3715.907348,0,0.9,0.03,False,True,0.9,0.03,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k500_lam0p001,500,0.001,3.6649104,0.8995057661,0.890986489,0.8954747363,3240.935221,3166.00111,3489.534629,0,0.9,0.03,False,True,0.9,0.03,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k500_lam0p002,500,0.002,6.45298916,0.8996705107,0.8911715713,0.8956598186,3265.477512,3226.744401,3394.122413,0,0.9,0.03,False,True,0.9,0.03,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k1000_lam0p0001,1000,0.0001,1.1699,0.8998352554,0.8920969832,0.8972484422,3187.429206,2715.166944,4649.034129,0,0.9,0.03,False,True,0.9,0.03,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k1000_lam0p0005,1000,0.0005,2.059392273,0.8996705107,0.8911715713,0.895844901,3260.210254,3121.253933,3715.907348,0,0.9,0.03,False,True,0.9,0.03,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k1000_lam0p001,1000,0.001,3.1649104,0.8995057661,0.890986489,0.8954747363,3240.935221,3166.00111,3489.534629,0,0.9,0.03,False,True,0.9,0.03,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k1000_lam0p002,1000,0.002,5.45298916,0.8996705107,0.8911715713,0.8956598186,3265.477512,3226.744401,3394.122413,0,0.9,0.03,False,True,0.9,0.03,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,aps,0,0,0.9999928672,0.8939044481,0.9056079956,0.9153001419,5007.603739,6916.270035,7126.889321,0,0.92,0,False,True,0.92,0,0.9207578254,0.9144919489,3789.174533,4988.367574
29,0.1,raps_k50_lam0p0001,50,0.0001,1.334199991,0.9207578254,0.9144919489,0.9185483373,3789.174533,3403.67333,4988.367574,0,0.92,0,True,True,0.92,0,0.9207578254,0.9144919489,3789.174533,4988.367574
29,0.1,raps_k50_lam0p0005,50,0.0005,2.870757511,0.9161449753,0.9091245604,0.91274909,3903.736073,3793.057005,4265.363872,0,0.92,0,False,True,0.92,0,0.9207578254,0.9144919489,3789.174533,4988.367574
29,0.1,raps_k50_lam0p001,50,0.001,4.879757819,0.9168039539,0.9098648899,0.9133968783,3987.616509,3930.256709,4176.312271,0,0.92,0,False,True,0.92,0,0.9207578254,0.9144919489,3789.174533,4988.367574
29,0.1,raps_k50_lam0p002,50,0.002,8.891987965,0.9168039539,0.9098648899,0.9133968783,4025.309088,3996,4121.991449,0,0.92,0,False,True,0.92,0,0.9207578254,0.9144919489,3789.174533,4988.367574
29,0.1,raps_k100_lam0p0001,100,0.0001,1.329199991,0.9207578254,0.9144919489,0.9185483373,3789.174533,3403.67333,4988.367574,0,0.92,0,False,True,0.92,0,0.9207578254,0.9144919489,3789.174533,4988.367574
29,0.1,raps_k100_lam0p0005,100,0.0005,2.845757511,0.9161449753,0.9091245604,0.91274909,3903.736073,3793.057005,4265.363872,0,0.92,0,False,True,0.92,0,0.9207578254,0.9144919489,3789.174533,4988.367574
29,0.1,raps_k100_lam0p001,100,0.001,4.829757819,0.9168039539,0.9098648899,0.9133968783,3987.616509,3930.256709,4176.312271,0,0.92,0,False,True,0.92,0,0.9207578254,0.9144919489,3789.174533,4988.367574
29,0.1,raps_k100_lam0p002,100,0.002,8.791987965,0.9168039539,0.9098648899,0.9133968783,4025.309088,3996,4121.991449,0,0.92,0,False,True,0.92,0,0.9207578254,0.9144919489,3789.174533,4988.367574
29,0.1,raps_k250_lam0p0001,250,0.0001,1.314199991,0.9207578254,0.9144919489,0.9185483373,3789.174533,3403.67333,4988.367574,0,0.92,0,False,True,0.92,0,0.9207578254,0.9144919489,3789.174533,4988.367574
29,0.1,raps_k250_lam0p0005,250,0.0005,2.770757511,0.9161449753,0.9091245604,0.91274909,3903.736073,3793.057005,4265.363872,0,0.92,0,False,True,0.92,0,0.9207578254,0.9144919489,3789.174533,4988.367574
29,0.1,raps_k250_lam0p001,250,0.001,4.679757819,0.9168039539,0.9098648899,0.9133968783,3987.616509,3930.256709,4176.312271,0,0.92,0,False,True,0.92,0,0.9207578254,0.9144919489,3789.174533,4988.367574
29,0.1,raps_k250_lam0p002,250,0.002,8.491987965,0.9168039539,0.9098648899,0.9133968783,4025.309088,3996,4121.991449,0,0.92,0,False,True,0.92,0,0.9207578254,0.9144919489,3789.174533,4988.367574
29,0.1,raps_k500_lam0p0001,500,0.0001,1.289199991,0.9207578254,0.9144919489,0.9185483373,3789.174533,3403.67333,4988.367574,0,0.92,0,False,True,0.92,0,0.9207578254,0.9144919489,3789.174533,4988.367574
29,0.1,raps_k500_lam0p0005,500,0.0005,2.645757511,0.9161449753,0.9091245604,0.91274909,3903.736073,3793.057005,4265.363872,0,0.92,0,False,True,0.92,0,0.9207578254,0.9144919489,3789.174533,4988.367574
29,0.1,raps_k500_lam0p001,500,0.001,4.429757819,0.9168039539,0.9098648899,0.9133968783,3987.616509,3930.256709,4176.312271,0,0.92,0,False,True,0.92,0,0.9207578254,0.9144919489,3789.174533,4988.367574
29,0.1,raps_k500_lam0p002,500,0.002,7.991987965,0.9168039539,0.9098648899,0.9133968783,4025.309088,3996,4121.991449,0,0.92,0,False,True,0.92,0,0.9207578254,0.9144919489,3789.174533,4988.367574
29,0.1,raps_k1000_lam0p0001,1000,0.0001,1.239199991,0.9207578254,0.9144919489,0.9185483373,3789.174533,3403.67333,4988.367574,0,0.92,0,False,True,0.92,0,0.9207578254,0.9144919489,3789.174533,4988.367574
29,0.1,raps_k1000_lam0p0005,1000,0.0005,2.395757511,0.9161449753,0.9091245604,0.91274909,3903.736073,3793.057005,4265.363872,0,0.92,0,False,True,0.92,0,0.9207578254,0.9144919489,3789.174533,4988.367574
29,0.1,raps_k1000_lam0p001,1000,0.001,3.929757819,0.9168039539,0.9098648899,0.9133968783,3987.616509,3930.256709,4176.312271,0,0.92,0,False,True,0.92,0,0.9207578254,0.9144919489,3789.174533,4988.367574
