seed,deletion_rate,method,query_count,label_count,cap_size,cap_label,cap_rank,answered_count,answer_rate,abstention_rate,answered_label_count,label_answer_rate,conditional_full_set_coverage,unconditional_full_set_recall,conditional_partial_answer_recall,unconditional_partial_answer_recall,conditional_label_recall,unconditional_label_recall,candidate_load,mean_answered_set_size,top1_accuracy_on_answered,full_vocabulary_answered_rate,median_answered_set_size,p90_answered_set_size,candidate_load_saved_vs_uncapped,candidate_load_reduction_vs_uncapped,unconditional_full_set_recall_loss_vs_uncapped,conditional_full_set_coverage_delta_vs_uncapped
59,0,static,33964,38596,1,1,1,1359,0.04001295489,0.9599870451,1887,0.0488910768,0.5033112583,0.02013897067,0.576375603,0.023062491,0.4870164282,0.02381075759,0.04001295489,1,0.6762325239,0,1,1,2614.719085,0.9999846973,0.7993758097,-0.3162035221
59,0,static,33964,38596,10,10,10,4933,0.145242021,0.854757979,6185,0.1602497668,0.5947699169,0.08638558474,0.6429872997,0.09338877486,0.5957962813,0.09547621515,0.5536450359,3.811879181,0.5586863977,0,3,8,2614.205453,0.9997882616,0.7331291956,-0.2247448635
59,0,static,33964,38596,50,50,50,9465,0.2786774232,0.7213225768,11535,0.2988651674,0.6447966191,0.1796902603,0.685516984,0.1910381066,0.6533159948,0.1952533941,4.199505359,15.06941363,0.4412044374,0,10,39,2610.559593,0.9983939227,0.6398245201,-0.1747181612
59,0,static,33964,38596,100,100,100,12075,0.3555234955,0.6444765045,14609,0.3785107265,0.6664182195,0.2369273348,0.7043436196,0.2504107056,0.6765692381,0.2560887139,9.799110823,27.56248447,0.3990890269,0,17,74,2604.959987,0.9962523848,0.5825874455,-0.1530965609
59,0,static,33964,38596,250,250,250,15993,0.4708809328,0.5291190672,19332,0.5008809203,0.6859250922,0.3229890472,0.7225965924,0.3402569574,0.6986861163,0.3499585449,28.61847839,60.7764647,0.3542174701,0,33,170,2586.140619,0.9890550229,0.4965257331,-0.1335896881
59,0,static,33964,38596,500,500,500,18229,0.5367153457,0.4632846543,21965,0.5691004249,0.6984475287,0.3748675068,0.7338573545,0.3938725037,0.7113589802,0.4048346979,52.16187728,97.18722914,0.3339184815,0,46,281,2562.597221,0.9800509816,0.4446472736,-0.1210672517
59,0,static,33964,38596,1000,1000,1000,19975,0.5881227182,0.4118772818,23883,0.6187946938,0.7093867334,0.4172064539,0.7428294892,0.4368748984,0.7211405602,0.4462379521,88.75232599,150.9078348,0.32,0,58,462,2526.006772,0.9660571691,0.4023083265,-0.1101280469
59,0,static,33964,38596,2000,2000,2000,21408,0.6303144506,0.3696855494,25408,0.6583065603,0.7199177877,0.4537745849,0.7515579401,0.4737178301,0.7302030856,0.4806974816,149.3835826,236.9985052,0.3109585202,0,71,739,2465.375515,0.9428690839,0.3657401955,-0.09959699261
59,0,static,33964,38596,3000,3000,3000,21683,0.638411259,0.361588741,25706,0.6660275676,0.7212562837,0.4604581321,0.7527257474,0.4805485921,0.7314634716,0.4871748368,167.8597633,262.9335885,0.3096896186,0,73,814,2446.899335,0.9358029719,0.3590566482,-0.09825849663
59,0,static,33964,38596,4000,4000,4000,21947,0.646184195,0.353815805,26002,0.6736967561,0.7240169499,0.46784831,0.7551420413,0.4879608521,0.73402046,0.4945072028,196.7823283,304.5297763,0.3085615346,0,75,910.4,2417.97677,0.9247416986,0.3516664704,-0.09549783043
59,0,static,33964,38596,5000,5000,5000,22527,0.6632611,0.3367389,26636,0.6901233288,0.7301904381,0.4843069132,0.7605363511,0.5044341768,0.7395629974,0.5103896777,273.5530856,412.4364984,0.3055444578,0,81,1146,2341.206012,0.8953811516,0.3352078672,-0.08932434221
59,0,static,33964,38596,inf,inf,1000000000000,33964,1,0,38596,1,0.8195147804,0.8195147804,0.8397009298,0.8397009298,0.8188931495,0.8188931495,2614.759098,2614.759098,0.2585090095,0.1964727358,336,7128,0,0,0,0
59,0,top1,33964,38596,1,1,1,33964,1,0,38596,1,0.2232952538,0.2232952538,0.2391420164,0.2391420164,0.2274847134,0.2274847134,1,1,0.2585090095,0,1,1,0,0,0,0
59,0,top1,33964,38596,10,10,10,33964,1,0,38596,1,0.2232952538,0.2232952538,0.2391420164,0.2391420164,0.2274847134,0.2274847134,1,1,0.2585090095,0,1,1,0,0,0,0
59,0,top1,33964,38596,50,50,50,33964,1,0,38596,1,0.2232952538,0.2232952538,0.2391420164,0.2391420164,0.2274847134,0.2274847134,1,1,0.2585090095,0,1,1,0,0,0,0
59,0,top1,33964,38596,100,100,100,33964,1,0,38596,1,0.2232952538,0.2232952538,0.2391420164,0.2391420164,0.2274847134,0.2274847134,1,1,0.2585090095,0,1,1,0,0,0,0
59,0,top1,33964,38596,250,250,250,33964,1,0,38596,1,0.2232952538,0.2232952538,0.2391420164,0.2391420164,0.2274847134,0.2274847134,1,1,0.2585090095,0,1,1,0,0,0,0
59,0,top1,33964,38596,500,500,500,33964,1,0,38596,1,0.2232952538,0.2232952538,0.2391420164,0.2391420164,0.2274847134,0.2274847134,1,1,0.2585090095,0,1,1,0,0,0,0
59,0,top1,33964,38596,1000,1000,1000,33964,1,0,38596,1,0.2232952538,0.2232952538,0.2391420164,0.2391420164,0.2274847134,0.2274847134,1,1,0.2585090095,0,1,1,0,0,0,0
59,0,top1,33964,38596,2000,2000,2000,33964,1,0,38596,1,0.2232952538,0.2232952538,0.2391420164,0.2391420164,0.2274847134,0.2274847134,1,1,0.2585090095,0,1,1,0,0,0,0
59,0,top1,33964,38596,3000,3000,3000,33964,1,0,38596,1,0.2232952538,0.2232952538,0.2391420164,0.2391420164,0.2274847134,0.2274847134,1,1,0.2585090095,0,1,1,0,0,0,0
59,0,top1,33964,38596,4000,4000,4000,33964,1,0,38596,1,0.2232952538,0.2232952538,0.2391420164,0.2391420164,0.2274847134,0.2274847134,1,1,0.2585090095,0,1,1,0,0,0,0
59,0,top1,33964,38596,5000,5000,5000,33964,1,0,38596,1,0.2232952538,0.2232952538,0.2391420164,0.2391420164,0.2274847134,0.2274847134,1,1,0.2585090095,0,1,1,0,0,0,0
59,0,top1,33964,38596,inf,inf,1000000000000,33964,1,0,38596,1,0.2232952538,0.2232952538,0.2391420164,0.2391420164,0.2274847134,0.2274847134,1,1,0.2585090095,0,1,1,0,0,0,0
59,0,weighted,33964,38596,1,1,1,582,0.01713579084,0.9828642092,871,0.0225671054,0.4518900344,0.00774349311,0.5326651394,0.009127638415,0.4351320321,0.009819670432,0.01713579084,1,0.6512027491,0,1,1,3722.679219,0.9999953969,0.8903250501,-0.4461785088
59,0,weighted,33964,38596,10,10,10,2481,0.07304793311,0.9269520669,3229,0.08366151933,0.648528819,0.04737368979,0.7079112365,0.05171145265,0.6475689068,0.05417659861,0.2929278059,4.010076582,0.658605401,0,3,9,3722.403427,0.999921313,0.8506948534,-0.2495397241
59,0,weighted,33964,38596,50,50,50,5586,0.1644682605,0.8355317395,7046,0.182557778,0.6985320444,0.1148863503,0.7436747339,0.1223108899,0.7082032359,0.1292880091,2.774084325,16.8669889,0.5084138919,0,13,39,3719.922271,0.9992548185,0.7831821929,-0.1995364988
59,0,weighted,33964,38596,100,100,100,7333,0.215905076,0.784094924,9197,0.2382889419,0.7235783445,0.1562242374,0.7658773992,0.1653568181,0.7368707187,0.1755881438,6.640266164,30.75548889,0.4672030547,0,22,80,3716.056089,0.9982162751,0.7418443057,-0.1744901987
59,0,weighted,33964,38596,250,250,250,10087,0.2969909316,0.7030090684,12505,0.3239973054,0.7540398533,0.2239429985,0.7915051355,0.2350698475,0.7680127949,0.2488340761,19.77196443,66.57430356,0.4167740656,0,39,176,3702.924391,0.9946888055,0.6741255447,-0.1440286899
59,0,weighted,33964,38596,500,500,500,12138,0.3573784007,0.6426215993,15046,0.3898331433,0.7627286209,0.2725827347,0.8005206331,0.2860887835,0.7790110328,0.3036843196,41.8094453,116.9892898,0.380952381,0,64,338,3680.88691,0.9887690423,0.6254858085,-0.1353399223
59,0,weighted,33964,38596,1000,1000,1000,14211,0.4184136144,0.5815863856,17609,0.4562389885,0.775455633,0.3244611942,0.8112983403,0.3394582709,0.7926060537,0.3616177842,85.40339772,204.1123777,0.3543733727,0,93,613,3637.292957,0.9770587258,0.573607349,-0.1226129102
59,0,weighted,33964,38596,2000,2000,2000,15920,0.4687315982,0.5312684018,19520,0.5057518914,0.7888190955,0.3697444353,0.8219447685,0.3852714849,0.8038422131,0.4065447197,157.4974974,336.0078518,0.3369974874,0,122,1047,3565.198858,0.9576926286,0.5283241079,-0.1092494477
59,0,weighted,33964,38596,3000,3000,3000,16203,0.4770639501,0.5229360499,19830,0.5137838118,0.7904709005,0.3771051702,0.8232597285,0.392747538,0.8050428643,0.4136179915,176.3662996,369.6911066,0.3345676727,0,127,1158,3546.330055,0.9526240438,0.520963373,-0.1075976427
59,0,weighted,33964,38596,4000,4000,4000,16536,0.4868684489,0.5131315511,20205,0.5234998445,0.7940251572,0.3865857967,0.826294794,0.4022968647,0.8081168028,0.4230490206,213.0516724,437.5959724,0.3318819545,0,135,1308.5,3509.644683,0.9427695272,0.5114827464,-0.1040433859
59,0,weighted,33964,38596,5000,5000,5000,17379,0.511688847,0.488311153,21120,0.5472069645,0.8028655274,0.410817336,0.8336561778,0.4265725684,0.8154829545,0.4462379521,323.8681251,632.9395823,0.3264284481,0,154,1768,3398.82823,0.9130017347,0.4872512072,-0.0952030158
59,0,weighted,33964,38596,inf,inf,1000000000000,33964,1,0,38596,1,0.8980685432,0.8980685432,0.9139071973,0.9139071973,0.8980464297,0.8980464297,3722.696355,3722.696355,0.2585090095,0.294841597,4488,7128,0,0,0,0
71,0,adaptive,33964,38596,1,1,1,435,0.01280767872,0.9871923213,548,0.01419836252,0.5402298851,0.006919090802,0.6060153257,0.00776164959,0.545620438,0.007746916779,0.01280767872,1,0.6873563218,0,1,1,3716.012101,0.9999965534,0.8898245201,-0.3565137258
71,0,adaptive,33964,38596,10,10,10,2519,0.07416676481,0.9258332352,3216,0.08332469686,0.6677252878,0.04952302438,0.7234188793,0.05365363788,0.6828358209,0.05689708778,0.304116123,4.100436681,0.6387455339,0,3,9,3715.720793,0.9999181609,0.8472205865,-0.2290183231
71,0,adaptive,33964,38596,50,50,50,5518,0.1624661406,0.8375338594,6891,0.1785418178,0.7069590431,0.1148569073,0.7536709755,0.1224460147,0.7251487447,0.1294693751,2.693086798,16.57629576,0.5137731062,0,12,40,3713.331822,0.9992752775,0.7818867036,-0.1897845678
71,0,adaptive,33964,38596,100,100,100,7318,0.2154634319,0.7845365681,9168,0.2375375687,0.7294342717,0.1571664115,0.7736545588,0.1666942663,0.75,0.1781531765,6.540778471,30.35679147,0.4775895053,0,21,76,3709.48413,0.9982398454,0.7395771994,-0.1673093392
71,0,adaptive,33964,38596,250,250,250,10181,0.2997585679,0.7002414321,12627,0.3271582547,0.7547392201,0.2262395478,0.7945600596,0.2381761856,0.775085135,0.2535755001,20.19258627,67.36283273,0.4146940379,0,42,177,3695.832322,0.9945660789,0.6705040631,-0.1420043908
71,0,adaptive,33964,38596,500,500,500,12261,0.3609998822,0.6390001178,15179,0.3932790963,0.7633145747,0.2755564716,0.8009340571,0.2891371003,0.7834508202,0.3081148306,42.19176187,116.8747247,0.3823505424,0,64,330,3673.833147,0.9886459959,0.6211871393,-0.1334290362
71,0,adaptive,33964,38596,1000,1000,1000,14214,0.4185019432,0.5814980568,17643,0.4571199088,0.7755733784,0.324578966,0.8123926063,0.3399878844,0.7960664286,0.3638978132,83.24066659,198.9015056,0.3595047137,0,92.5,597,3632.784242,0.9775995402,0.5721646449,-0.1211702325
71,0,adaptive,33964,38596,2000,2000,2000,15926,0.4689082558,0.5310917442,19542,0.5063218986,0.7880195906,0.3695088918,0.8217389911,0.3853201971,0.8061610889,0.4081770132,156.382346,333.5030767,0.3407635313,0,123,1043,3559.642563,0.9579167659,0.5272347191,-0.1087240203
71,0,adaptive,33964,38596,3000,3000,3000,16220,0.47756448,0.52243552,19856,0.5144574567,0.7898890259,0.3772229419,0.8231616424,0.3931127617,0.8076148268,0.4154834698,175.8203392,368.1604192,0.3384710234,0,128,1168,3540.20457,0.9526859094,0.5195206689,-0.106854585
71,0,adaptive,33964,38596,4000,4000,4000,16583,0.4882522671,0.5117477329,20249,0.5246398591,0.7931616716,0.3872629843,0.8258366101,0.4032165972,0.8102622352,0.4250958649,215.9294842,442.2498342,0.3348006995,0,135,1347.8,3500.095425,0.9418923475,0.5094806265,-0.1035819393
71,0,adaptive,33964,38596,5000,5000,5000,17450,0.5137792957,0.4862207043,21158,0.5481915224,0.8013180516,0.4117006242,0.832570115,0.4277572873,0.8166650912,0.4476888797,330.8619715,643.9768481,0.3266475645,0,153,1835.1,3385.162937,0.9109634678,0.4850429867,-0.09542555931
71,0,adaptive,33964,38596,inf,inf,1000000000000,33964,1,0,38596,1,0.8967436109,0.8967436109,0.9129278601,0.9129278601,0.8984091616,0.8984091616,3716.024909,3716.024909,0.2574196208,0.2904840419,4458,7128,0,0,0,0
71,0,rolling,33964,38596,1,1,1,429,0.01263102108,0.9873689789,539,0.01396517774,0.5407925408,0.006830761983,0.604001554,0.007629156362,0.5435992579,0.007591460255,0.01263102108,1,0.682983683,0,1,1,3728.086032,0.9999966119,0.8905017077,-0.3565399289
71,0,rolling,33964,38596,10,10,10,2501,0.0736367919,0.9263632081,3196,0.08280650845,0.6661335466,0.04905193735,0.7220280515,0.05316782937,0.6814768461,0.05643071821,0.3017312448,4.097560976,0.6385445822,0,3,9,3727.796932,0.9999190656,0.8482805323,-0.2311989231
71,0,rolling,33964,38596,50,50,50,5492,0.1617006242,0.8382993758,6864,0.1778422634,0.707210488,0.1143563773,0.7538704375,0.1219013203,0.7253787879,0.1290030055,2.688317042,16.62527312,0.5145666424,0,13,40,3725.410346,0.999278904,0.7829760923,-0.1901219817
71,0,rolling,33964,38596,100,100,100,7290,0.2146390296,0.7853609704,9135,0.2366825578,0.7300411523,0.1566953245,0.7741226422,0.1661569327,0.75030104,0.1775831692,6.543722765,30.48710562,0.4772290809,0,21,77,3721.554941,0.998244756,0.7406371452,-0.1672913174
71,0,rolling,33964,38596,250,250,250,10128,0.2981980921,0.7018019079,12565,0.3255518707,0.7553317536,0.2252384878,0.7950565396,0.2370843432,0.775407879,0.2524354855,20.08985985,67.37085308,0.4154818325,0,42,177,3708.008803,0.9946112317,0.6720939819,-0.1420007161
71,0,rolling,33964,38596,500,500,500,12203,0.3592921917,0.6407078083,15099,0.3912063426,0.7639924609,0.2744965257,0.8015134918,0.2879775392,0.7838267435,0.3066379936,42.01902014,116.9494387,0.3827747275,0,64,331,3686.079643,0.9887291019,0.6228359439,-0.1333400088
71,0,rolling,33964,38596,1000,1000,1000,14171,0.4172358968,0.5827641032,17594,0.4558503472,0.7761625856,0.3238428925,0.812981806,0.3392051929,0.796578379,0.3631205306,83.50138382,200.1299132,0.3592548162,0,93,598,3644.597279,0.9776021529,0.5734895772,-0.1211698841
71,0,rolling,33964,38596,2000,2000,2000,15870,0.4672594512,0.5327405488,19479,0.5046896051,0.788531821,0.3684489459,0.8222704373,0.3842136332,0.8066122491,0.4070888175,156.3224591,334.5517328,0.340831758,0,124,1047,3571.776204,0.9580691196,0.5288835237,-0.1088006486
71,0,rolling,33964,38596,3000,3000,3000,16155,0.475650689,0.524349311,19789,0.5127215255,0.7903435469,0.3759274526,0.8236520276,0.3917706544,0.8080751933,0.4143175459,175.116859,368.162736,0.3385948623,0,129,1160,3552.981804,0.9530278367,0.5214050171,-0.1069889228
71,0,rolling,33964,38596,4000,4000,4000,16525,0.4865445766,0.5134554234,20187,0.523033475,0.7935854766,0.3861147097,0.8263095415,0.402036426,0.8106702333,0.4240076692,215.8600577,443.6593646,0.3353101362,0,136,1357,3512.238606,0.9420991564,0.51121776,-0.1037469931
71,0,rolling,33964,38596,5000,5000,5000,17372,0.5114827464,0.4885172536,21078,0.5461187688,0.8016923785,0.4100518196,0.8329936204,0.4260618647,0.8170604422,0.4462120427,327.7752326,640.8334101,0.3269629289,0,154,1835.9,3400.323431,0.9120797859,0.4872806501,-0.09564009113
71,0,rolling,33964,38596,inf,inf,1000000000000,33964,1,0,38596,1,0.8973324697,0.8973324697,0.9134701009,0.9134701009,0.8989532594,0.8989532594,3728.098663,3728.098663,0.2574196208,0.2917206454,4527.5,7128,0,0,0,0
71,0,static,33964,38596,1,1,1,1258,0.037039218,0.962960782,1656,0.04290600062,0.5254372019,0.01946178306,0.5904036389,0.02186808909,0.5126811594,0.02199709814,0.037039218,1,0.6748807631,0,1,1,2643.431251,0.9999859884,0.7979625486,-0.2919871297
71,0,static,33964,38596,10,10,10,4861,0.1431221293,0.8568778707,5985,0.1550678827,0.6083110471,0.08706277235,0.6534515075,0.09352337115,0.6115288221,0.09482847964,0.5478447768,3.827813207,0.5564698622,0,3,8,2642.920445,0.9997927553,0.7303615593,-0.2091132845
71,0,static,33964,38596,50,50,50,9299,0.2737898952,0.7262101048,11298,0.2927246347,0.6497472847,0.177894241,0.6902931617,0.1889952924,0.6600283236,0.1932065499,4.090507596,14.94031616,0.4475750081,0,9,39,2639.377782,0.9984525982,0.6395300907,-0.167677047
71,0,static,33964,38596,100,100,100,12049,0.354757979,0.645242021,14636,0.3792102809,0.6633745539,0.2353374161,0.7019924923,0.2490374379,0.6766876196,0.2566069023,10.05111294,28.33230974,0.4008631422,0,17,76,2633.417177,0.9961977554,0.5820869156,-0.1540497777
71,0,static,33964,38596,250,250,250,15774,0.464432929,0.535567071,19055,0.4937040108,0.6788385952,0.3152749971,0.715431386,0.3322698941,0.6924166885,0.3418488963,27.92121069,60.11892988,0.357360213,0,33,168,2615.547079,0.9894376601,0.5021493346,-0.1385857365
71,0,static,33964,38596,500,500,500,18103,0.5330055353,0.4669944647,21833,0.5656803814,0.6928685853,0.3693027912,0.7278717068,0.3879596487,0.7070947648,0.3999896362,52.25535862,98.0390543,0.3344197094,0,47,288.8,2591.212931,0.9802322733,0.4481215405,-0.1245557463
71,0,static,33964,38596,1000,1000,1000,19917,0.5864150277,0.4135849723,23790,0.6163851176,0.7052768991,0.4135849723,0.7379539175,0.4327472669,0.7176544767,0.442351539,90.1209516,153.6811769,0.3219360345,0,60,474,2553.347338,0.9659080641,0.4038393593,-0.1121474325
71,0,static,33964,38596,2000,2000,2000,21274,0.6263690967,0.3736309033,25269,0.6547051508,0.7145811789,0.4475915675,0.7459486466,0.46723918,0.7259092168,0.4752565033,147.0006772,234.6869888,0.3123061013,0,72,729,2496.467613,0.9443909814,0.3698327641,-0.1028431527
71,0,static,33964,38596,3000,3000,3000,21533,0.633994818,0.366005182,25549,0.6619597886,0.7164352389,0.4542162289,0.747541518,0.4739374487,0.7275822928,0.4816302207,164.3004652,259.1511169,0.310825245,0,75,802,2479.167825,0.9378466291,0.3632081027,-0.1009890927
71,0,static,33964,38596,4000,4000,4000,21811,0.6421799552,0.3578200448,25868,0.6702248938,0.7194993352,0.4620480509,0.7502549864,0.4817987136,0.7304778104,0.4895844129,194.8067954,303.3523451,0.3091559305,0,77,883,2448.661495,0.9263063619,0.3553762808,-0.09792499645
71,0,static,33964,38596,5000,5000,5000,22398,0.6594629608,0.3405370392,26500,0.6865996476,0.7256451469,0.478536097,0.7557807918,0.4984094387,0.7358867925,0.5052596124,272.5706042,413.3220823,0.3055183499,0,83,1123,2370.897686,0.8968890207,0.3388882346,-0.09177918476
71,0,static,33964,38596,inf,inf,1000000000000,33964,1,0,38596,1,0.8174243316,0.8174243316,0.8373123947,0.8373123947,0.8171831278,0.8171831278,2643.46829,2643.46829,0.2574196208,0.1977387822,349,7128,0,0,0,0
71,0,top1,33964,38596,1,1,1,33964,1,0,38596,1,0.2225886232,0.2225886232,0.2382952515,0.2382952515,0.2265260649,0.2265260649,1,1,0.2574196208,0,1,1,0,0,0,0
71,0,top1,33964,38596,10,10,10,33964,1,0,38596,1,0.2225886232,0.2225886232,0.2382952515,0.2382952515,0.2265260649,0.2265260649,1,1,0.2574196208,0,1,1,0,0,0,0
71,0,top1,33964,38596,50,50,50,33964,1,0,38596,1,0.2225886232,0.2225886232,0.2382952515,0.2382952515,0.2265260649,0.2265260649,1,1,0.2574196208,0,1,1,0,0,0,0
71,0,top1,33964,38596,100,100,100,33964,1,0,38596,1,0.2225886232,0.2225886232,0.2382952515,0.2382952515,0.2265260649,0.2265260649,1,1,0.2574196208,0,1,1,0,0,0,0
71,0,top1,33964,38596,250,250,250,33964,1,0,38596,1,0.2225886232,0.2225886232,0.2382952515,0.2382952515,0.2265260649,0.2265260649,1,1,0.2574196208,0,1,1,0,0,0,0
71,0,top1,33964,38596,500,500,500,33964,1,0,38596,1,0.2225886232,0.2225886232,0.2382952515,0.2382952515,0.2265260649,0.2265260649,1,1,0.2574196208,0,1,1,0,0,0,0
71,0,top1,33964,38596,1000,1000,1000,33964,1,0,38596,1,0.2225886232,0.2225886232,0.2382952515,0.2382952515,0.2265260649,0.2265260649,1,1,0.2574196208,0,1,1,0,0,0,0
71,0,top1,33964,38596,2000,2000,2000,33964,1,0,38596,1,0.2225886232,0.2225886232,0.2382952515,0.2382952515,0.2265260649,0.2265260649,1,1,0.2574196208,0,1,1,0,0,0,0
71,0,top1,33964,38596,3000,3000,3000,33964,1,0,38596,1,0.2225886232,0.2225886232,0.2382952515,0.2382952515,0.2265260649,0.2265260649,1,1,0.2574196208,0,1,1,0,0,0,0
71,0,top1,33964,38596,4000,4000,4000,33964,1,0,38596,1,0.2225886232,0.2225886232,0.2382952515,0.2382952515,0.2265260649,0.2265260649,1,1,0.2574196208,0,1,1,0,0,0,0
71,0,top1,33964,38596,5000,5000,5000,33964,1,0,38596,1,0.2225886232,0.2225886232,0.2382952515,0.2382952515,0.2265260649,0.2265260649,1,1,0.2574196208,0,1,1,0,0,0,0
71,0,top1,33964,38596,inf,inf,1000000000000,33964,1,0,38596,1,0.2225886232,0.2225886232,0.2382952515,0.2382952515,0.2265260649,0.2265260649,1,1,0.2574196208,0,1,1,0,0,0,0
71,0,weighted,33964,38596,1,1,1,436,0.01283712166,0.9871628783,549,0.01422427195,0.5412844037,0.006948533742,0.6069189602,0.007791092529,0.5464480874,0.0077728262,0.01283712166,1,0.6880733945,0,1,1,3713.411848,0.9999965431,0.8896478624,-0.3553119925
71,0,weighted,33964,38596,10,10,10,2522,0.07425509363,0.9257449064,3220,0.08342833454,0.6673275178,0.04955246732,0.7231531153,0.05369780229,0.6826086957,0.05694890662,0.3041455659,4.095955591,0.6383822363,0,3,9,3713.120539,0.9999180957,0.8470439289,-0.2292688783
71,0,weighted,33964,38596,50,50,50,5528,0.16276057,0.83723943,6902,0.1788268214,0.7069464544,0.1150630079,0.7535738861,0.1226521153,0.7251521298,0.1296766504,2.700035332,16.58900145,0.513748191,0,12,40,3710.72465,0.9992728989,0.7815333883,-0.1896499418
71,0,weighted,33964,38596,100,100,100,7327,0.2157284183,0.7842715817,9180,0.2378484817,0.7292206906,0.1573136262,0.773434429,0.1668517861,0.7496732026,0.178308633,6.547520904,30.35075747,0.4771393476,0,21,76,3706.877164,0.9982367972,0.73928277,-0.1673757056
71,0,weighted,33964,38596,250,250,250,10188,0.2999646685,0.7000353315,12635,0.3273655301,0.7545151158,0.2263278766,0.7942840564,0.2382571536,0.7748318164,0.2536532283,20.18528442,67.29220652,0.4146054181,0,42,177,3693.239401,0.9945642403,0.6702685196,-0.1420812804
71,0,weighted,33964,38596,500,500,500,12275,0.3614120834,0.6385879166,15197,0.3937454659,0.7627698574,0.2756742433,0.8004564134,0.28929462,0.7829176811,0.3082702871,42.25671299,116.9211405,0.3823217923,0,64,330,3671.167972,0.9886205547,0.6209221529,-0.1338265388
71,0,weighted,33964,38596,1000,1000,1000,14223,0.4187669297,0.5812330703,17652,0.4573530936,0.7754341559,0.3247261807,0.8122125083,0.3401277384,0.7958871516,0.3640014509,83.18922977,198.6528159,0.359277227,0,92,596,3630.235455,0.9775977065,0.5718702155,-0.1211622402
71,0,weighted,33964,38596,2000,2000,2000,15943,0.4694087858,0.5305912142,19559,0.5067623588,0.7879320078,0.369862207,0.8215997725,0.3856661516,0.8060228028,0.4084620168,156.6515134,333.7208806,0.3407765163,0,123,1044.8,3556.773172,0.9578148134,0.5267341891,-0.1086643884
71,0,weighted,33964,38596,3000,3000,3000,16234,0.4779766812,0.5220233188,19870,0.5148201886,0.7897006283,0.3774584855,0.8229291511,0.3933409445,0.8073980876,0.4156648357,175.9580144,368.1309597,0.3386719231,0,128,1168,3537.466671,0.952615704,0.5191379107,-0.1068957679
71,0,weighted,33964,38596,4000,4000,4000,16594,0.4885761394,0.5114238606,20260,0.5249248627,0.7930577317,0.3874690849,0.8256959447,0.403415337,0.81011846,0.4252513214,215.7141679,441.5159696,0.3349403399,0,135,1343.7,3497.710517,0.9419096424,0.5091273113,-0.1035386645
71,0,weighted,33964,38596,5000,5000,5000,17463,0.5141620539,0.4858379461,21172,0.5485542543,0.8011796369,0.4119361677,0.8323941193,0.4279854701,0.8165029284,0.447896155,330.8365917,643.4480902,0.3264616618,0,153,1829,3382.588093,0.910907957,0.4846602285,-0.09541675924
71,0,weighted,33964,38596,inf,inf,1000000000000,33964,1,0,38596,1,0.8965963962,0.8965963962,0.9127732846,0.9127732846,0.898253705,0.898253705,3713.424685,3713.424685,0.2574196208,0.2903073843,4444,7128,0,0,0,0
17,0.1,adaptive,33964,38596,1,1,1,453,0.01333765163,0.9866623484,692,0.0179293191,0.4768211921,0.00635967495,0.5764164827,0.007688042241,0.4710982659,0.008446471137,0.01333765163,1,0.7196467991,0,1,1,3892.673007,0.9999965737,0.8910316806,-0.4205701635
17,0.1,adaptive,33964,38596,10,10,10,2456,0.07231185962,0.9276881404,3099,0.08029329464,0.6506514658,0.04704981745,0.7018099504,0.05074918261,0.6508551146,0.05225930148,0.2944588388,4.072068404,0.6421009772,0,3,8,3892.391886,0.9999243559,0.8503415381,-0.2467398898
17,0.1,adaptive,33964,38596,50,50,50,5557,0.1636144153,0.8363855847,6998,0.1813141258,0.6974986504,0.1141208338,0.7433674388,0.1216256288,0.7136324664,0.1293916468,2.831763043,17.30754004,0.5191650171,0,14,41,3889.854581,0.9992725427,0.7832705217,-0.1998927052
17,0.1,adaptive,33964,38596,100,100,100,7548,0.222235308,0.777764692,9536,0.2470722355,0.722972973,0.1606701213,0.7676381213,0.1705962943,0.7422399329,0.1833868795,7.033771052,31.65010599,0.4664811871,0,24,76,3885.652573,0.9981930805,0.7367212342,-0.1744183826
17,0.1,adaptive,33964,38596,250,250,250,9966,0.2934283359,0.7065716641,12448,0.3225204684,0.7404174192,0.2172594512,0.7811826082,0.2292211127,0.7598811054,0.2450772101,18.90272053,64.42022878,0.4177202488,0,40,177,3873.783624,0.9951440422,0.6801319044,-0.1569739363
17,0.1,adaptive,33964,38596,500,500,500,11883,0.3498704511,0.6501295489,14911,0.3863353715,0.7494740385,0.2622188199,0.7908387866,0.276691123,0.7692978338,0.2972069645,39.06877871,111.6664142,0.3850037869,0,57,320,3853.617566,0.9899635431,0.6351725356,-0.147917317
17,0.1,adaptive,33964,38596,1000,1000,1000,13547,0.3988635025,0.6011364975,16901,0.4378951187,0.7627519008,0.3042338947,0.8017226915,0.3197779208,0.7816697237,0.3422893564,74.50585914,186.7953791,0.362441869,0,75,567.4,3818.180485,0.9808600405,0.5931574608,-0.1346394548
17,0.1,adaptive,33964,38596,2000,2000,2000,15035,0.4426745966,0.5573254034,18550,0.4806197533,0.7745261058,0.3428630314,0.8107208049,0.3588855053,0.7913207547,0.3803243859,137.6519256,310.9551048,0.3452610575,0,100,995.6,3755.034419,0.9646383208,0.5545283241,-0.1228652498
