seed,deletion_rate,method,query_count,label_count,cap_size,cap_label,cap_rank,answered_count,answer_rate,abstention_rate,answered_label_count,label_answer_rate,conditional_full_set_coverage,unconditional_full_set_recall,conditional_partial_answer_recall,unconditional_partial_answer_recall,conditional_label_recall,unconditional_label_recall,candidate_load,mean_answered_set_size,top1_accuracy_on_answered,full_vocabulary_answered_rate,median_answered_set_size,p90_answered_set_size,candidate_load_saved_vs_uncapped,candidate_load_reduction_vs_uncapped,unconditional_full_set_recall_loss_vs_uncapped,conditional_full_set_coverage_delta_vs_uncapped
17,0.2,weighted,33964,38596,1000,1000,1000,13137,0.3867918973,0.6132081027,16452,0.4262617888,0.7566415468,0.2926628195,0.7959355075,0.3078614051,0.7746778507,0.3302155664,69.89082558,180.6936135,0.3750475755,0,71,556,3910.891974,0.9824429442,0.6064362266,-0.1424574993
17,0.2,weighted,33964,38596,2000,2000,2000,14585,0.4294252738,0.5705747262,18059,0.4678982278,0.7713404182,0.3312330703,0.8073617709,0.3467015495,0.7866991528,0.3680951394,131.712578,306.7182722,0.3575591361,0,93,995,3849.070221,0.9669128951,0.5678659757,-0.1277586278
17,0.2,weighted,33964,38596,3000,3000,3000,14890,0.4384053704,0.5615946296,18384,0.4763187895,0.7744123573,0.3395065363,0.8097630241,0.3550044585,0.7891644909,0.375893875,151.732452,346.1008059,0.3532572196,0,98,1136.1,3829.050347,0.9618837652,0.5595925097,-0.1246866888
17,0.2,weighted,33964,38596,4000,4000,4000,15195,0.447385467,0.552614533,18722,0.4850761737,0.778413952,0.3482510894,0.8130879519,0.363763733,0.7925435317,0.3844439838,185.2897774,414.1613689,0.3501809806,0,105,1305.2,3795.493022,0.9534539344,0.5508479567,-0.1206850941
17,0.2,weighted,33964,38596,5000,5000,5000,16020,0.4716758921,0.5283241079,19636,0.5087573842,0.7882022472,0.3717759981,0.8212882706,0.3873818777,0.8008759421,0.4074515494,294.4954658,624.3598002,0.3421972534,0,128,1834.3,3686.287334,0.9260207149,0.5273230479,-0.1108967989
17,0.2,weighted,33964,38596,inf,inf,1000000000000,33964,1,0,38596,1,0.899099046,0.899099046,0.914807976,0.914807976,0.8978132449,0.8978132449,3980.782799,3980.782799,0.2578907078,0.3355317395,6019,7128,0,0,0,0
29,0.2,adaptive,33964,38596,1,1,1,318,0.009362854787,0.9906371452,416,0.010778319,0.4748427673,0.004445883877,0.5462264151,0.005114238606,0.4879807692,0.005259612395,0.009362854787,1,0.6383647799,0,1,1,4087.916323,0.9999977096,0.8974796844,-0.427082801
29,0.2,adaptive,33964,38596,10,10,10,2893,0.08517842421,0.9148215758,3899,0.1010208312,0.6156239198,0.0524378754,0.6744126813,0.05744540946,0.6122082585,0.06184578713,0.3740136615,4.390943657,0.6149325959,0,4,9,4087.551672,0.9999085077,0.8494876929,-0.2863016484
29,0.2,adaptive,33964,38596,50,50,50,5629,0.1657343069,0.8342656931,7190,0.1862887346,0.6750755019,0.1118831704,0.7235552591,0.1199179294,0.6816411683,0.1269820707,2.594040749,15.65180316,0.5118138213,0,10,40,4085.331645,0.9993654384,0.7900423978,-0.2268500664
29,0.2,adaptive,33964,38596,100,100,100,7263,0.2138440702,0.7861559298,9212,0.2386775832,0.7002615999,0.1497467907,0.7461854516,0.1595673341,0.7105948762,0.1696030677,6.112265929,28.58281702,0.4678507504,0,18,75,4081.81342,0.9985048001,0.7521787775,-0.2016639684
29,0.2,adaptive,33964,38596,250,250,250,9619,0.2832116358,0.7167883642,12087,0.3131671676,0.7297016322,0.2066599929,0.7702285339,0.2181376831,0.7401340283,0.2317856773,17.51713579,61.85175174,0.4157396819,0,35,174,4070.40855,0.9957149085,0.6952655753,-0.1722239361
29,0.2,adaptive,33964,38596,500,500,500,11193,0.3295548228,0.6704451772,14149,0.366592393,0.7397480568,0.2437875397,0.7805046534,0.2572190727,0.7529154004,0.2760130583,33.93301731,102.9662289,0.3900652193,0,50,298,4053.992669,0.9916992089,0.6581380285,-0.1621775114
29,0.2,adaptive,33964,38596,1000,1000,1000,12662,0.372806501,0.627193499,15882,0.411493419,0.7542252409,0.281180073,0.7923081071,0.2953776131,0.7668429669,0.3155508343,65.102167,174.6272311,0.3713473385,0,68,554,4022.823519,0.9840745229,0.6207454952,-0.1477003274
29,0.2,adaptive,33964,38596,2000,2000,2000,14056,0.4138499588,0.5861500412,17469,0.4526116696,0.7692800228,0.3183665057,0.8047231492,0.3330346421,0.7802965253,0.3531713131,124.1286951,299.9364684,0.3565737052,0,91,994,3963.796991,0.9696352858,0.5835590625,-0.1326455455
29,0.2,adaptive,33964,38596,3000,3000,3000,14571,0.4290130727,0.5709869273,18028,0.4670950358,0.7746894517,0.332351902,0.8090056907,0.3470740172,0.7848347016,0.366592393,159.5754328,371.9593714,0.3508338481,0,101,1245,3928.350253,0.9609642041,0.5695736662,-0.1272361166
29,0.2,adaptive,33964,38596,4000,4000,4000,14684,0.4323401248,0.5676598752,18150,0.4702559851,0.7761509126,0.3355611824,0.8102030726,0.3502832976,0.7860606061,0.3696497046,171.6254564,396.9686053,0.3502451648,0,103,1318.7,3916.30023,0.9580164931,0.5663643858,-0.1257746557
29,0.2,adaptive,33964,38596,5000,5000,5000,15385,0.4529796255,0.5470203745,18935,0.4905948803,0.7852453689,0.3557001531,0.8177784803,0.3704369897,0.7940322155,0.3895481397,265.7999941,586.7813455,0.343841404,0,119,1799.6,3822.125692,0.93497925,0.5462254151,-0.1166801994
29,0.2,adaptive,33964,38596,inf,inf,1000000000000,33964,1,0,38596,1,0.9019255682,0.9019255682,0.9167065693,0.9167065693,0.898253705,0.898253705,4087.925686,4087.925686,0.2572724061,0.3700683076,6488.5,7128,0,0,0,0
29,0.2,rolling,33964,38596,1,1,1,312,0.00918619715,0.9908138029,410,0.01062286247,0.4711538462,0.004328112119,0.5439102564,0.004996466847,0.4853658537,0.005155974712,0.00918619715,1,0.6378205128,0,1,1,4108.178071,0.9999977639,0.8989518314,-0.4321260973
29,0.2,rolling,33964,38596,10,10,10,2855,0.08405959251,0.9159404075,3857,0.09993263551,0.6147110333,0.05167235897,0.6741947065,0.0566725323,0.6118745139,0.06114623277,0.3700977506,4.402802102,0.6161120841,0,4,9,4107.817159,0.9999099122,0.8516075845,-0.2885689102
29,0.2,rolling,33964,38596,50,50,50,5553,0.1634966435,0.8365033565,7104,0.1840605244,0.6763911399,0.1105876811,0.7248891087,0.1185169362,0.6825731982,0.1256347808,2.550023554,15.59679453,0.5116153431,0,10,39,4105.637234,0.9993792825,0.7926922624,-0.2268888035
29,0.2,rolling,33964,38596,100,100,100,7191,0.2117241785,0.7882758215,9123,0.2363716447,0.7031010986,0.1488635025,0.7486156216,0.1585000275,0.7125945413,0.1684371437,6.067453775,28.65734946,0.4693366708,0,18,75,4102.119803,0.9985230825,0.7544164409,-0.2001788449
29,0.2,rolling,33964,38596,250,250,250,9548,0.2811211871,0.7188788129,12000,0.310913048,0.7315668203,0.205658933,0.7719360007,0.2170075649,0.74175,0.2306197533,17.52308326,62.33284457,0.4158986175,0,35,175.3,4090.664174,0.9957345948,0.6976210105,-0.1717131232
29,0.2,rolling,33964,38596,500,500,500,11112,0.3271699446,0.6728300554,14064,0.3643900922,0.7412706983,0.2425214933,0.7819224189,0.2558215145,0.7544795222,0.2749248627,33.88779296,103.5785637,0.3904787617,0,51,301,4074.299464,0.9917511567,0.6607584501,-0.1620092451
29,0.2,rolling,33964,38596,1000,1000,1000,12568,0.3700388647,0.6299611353,15782,0.4089024769,0.7558879694,0.279707926,0.7937477657,0.293717522,0.7685337727,0.3142553633,64.78948298,175.0883195,0.3719764481,0,69,555,4043.397774,0.9842291797,0.6235720174,-0.147391974
29,0.2,rolling,33964,38596,2000,2000,2000,13969,0.411288423,0.588711577,17369,0.4500207275,0.7712792612,0.3172182311,0.8064646898,0.3316895905,0.7821405953,0.3519794797,124.2047462,301.9894051,0.3571479705,0,92,1002.2,3983.982511,0.9697665324,0.5860617124,-0.1320006822
29,0.2,rolling,33964,38596,3000,3000,3000,14477,0.4262454363,0.5737545637,17928,0.4645040937,0.7766111763,0.3310269697,0.810743841,0.3455758622,0.786702365,0.3654264691,159.0605936,373.1666782,0.3515231056,0,103,1252.4,3949.126664,0.9612820488,0.5722529737,-0.1266687671
29,0.2,rolling,33964,38596,4000,4000,4000,14591,0.4296019315,0.5703980685,18051,0.4676909524,0.7780138442,0.3342362501,0.8119140967,0.3487998641,0.7878787879,0.3684837807,171.3392121,398.8324995,0.3504900281,0,105,1323,3936.848045,0.9582932322,0.5690436933,-0.1252660993
29,0.2,rolling,33964,38596,5000,5000,5000,15266,0.4494759157,0.5505240843,18807,0.4872784745,0.7866500721,0.3535802615,0.8190841468,0.3681585969,0.7954485032,0.3876049332,261.9453539,582.77951,0.3445565309,0,120,1788.5,3846.241903,0.9362382147,0.549699682,-0.1166298714
29,0.2,rolling,33964,38596,inf,inf,1000000000000,33964,1,0,38596,1,0.9032799435,0.9032799435,0.9179024433,0.9179024433,0.8996009949,0.8996009949,4108.187257,4108.187257,0.2572724061,0.3727770581,6546,7128,0,0,0,0
29,0.2,static,33964,38596,1,1,1,1179,0.03471322577,0.9652867742,1435,0.03718001865,0.5351993215,0.01857849488,0.5929836962,0.02058437692,0.5442508711,0.02023525754,0.03471322577,1,0.6624257846,0,1,1,3029.152485,0.9999885404,0.8125073607,-0.2958865342
29,0.2,static,33964,38596,10,10,10,5232,0.1540454599,0.8459545401,6623,0.1715980931,0.5758792049,0.08871157696,0.6250160035,0.0962808777,0.5791937189,0.09938853767,0.5898304087,3.828937309,0.5451070336,0,3,8,3028.597368,0.9998052843,0.7423742786,-0.2552066507
29,0.2,static,33964,38596,50,50,50,9403,0.2768519609,0.7231480391,11614,0.3009120116,0.6235244071,0.1726239548,0.6661810483,0.1844335295,0.6334596177,0.1906156078,3.878547874,14.00946506,0.4402850154,0,8,37,3025.30865,0.9987196077,0.6584619008,-0.2075614485
29,0.2,static,33964,38596,100,100,100,11520,0.339182664,0.660817336,14158,0.3668255778,0.6428819444,0.2180544106,0.6826910067,0.2315569543,0.6514338183,0.2389625868,8.449829231,24.91232639,0.4030381944,0,13,71,3020.737369,0.9972105292,0.6130314451,-0.1882039112
29,0.2,static,33964,38596,250,250,250,14279,0.4204157343,0.5795842657,17577,0.455409887,0.6624413474,0.2785007655,0.7020636088,0.2951585876,0.6726972748,0.3063529899,21.62869509,51.44596961,0.3705441558,0,23,153,3007.558503,0.9928599015,0.5525850901,-0.1686445082
29,0.2,static,33964,38596,500,500,500,16063,0.4729419385,0.5270580615,19580,0.5073064566,0.6775820208,0.3204569544,0.7153437259,0.3383160485,0.6870275792,0.3485335268,40.48442468,85.60125755,0.352051298,0,32,267,2988.702774,0.9866352186,0.5106289012,-0.1535038348
29,0.2,static,33964,38596,1000,1000,1000,17768,0.5231421505,0.4768578495,21490,0.5567934501,0.6936064836,0.3628547874,0.7287858099,0.3812585758,0.7019543974,0.3908436107,76.70297963,146.6197659,0.3372354795,0,43,486,2952.484219,0.9746786928,0.4682310682,-0.137479372
29,0.2,static,33964,38596,2000,2000,2000,19267,0.5672771169,0.4327228831,23104,0.5986112551,0.7099704157,0.4027499706,0.7427414545,0.4213402309,0.71654259,0.4289304591,139.403751,245.7418903,0.3244926558,0,54,847,2889.783447,0.9539798164,0.4283358851,-0.1211154399
29,0.2,static,33964,38596,3000,3000,3000,19825,0.5837062772,0.4162937228,23696,0.6139496321,0.7143001261,0.4169414674,0.7463127164,0.4356274174,0.720416948,0.4422997202,177.8541986,304.6981084,0.3196973518,0,60,1026,2851.333,0.9412864947,0.4141443882,-0.1167857295
29,0.2,static,33964,38596,4000,4000,4000,19915,0.5863561418,0.4136438582,23798,0.616592393,0.7154406226,0.4195030032,0.7473085415,0.4381889531,0.7214892008,0.4448647528,187.3195442,319.463771,0.3194576952,0,61,1065.6,2841.867654,0.9381617801,0.4115828524,-0.115645233
29,0.2,static,33964,38596,5000,5000,5000,20514,0.6039924626,0.3960075374,24460,0.6337444295,0.7229696792,0.436668237,0.7539720648,0.4553934441,0.7282910875,0.4615504197,267.3284949,442.6023691,0.3156381008,0,68,1351,2761.858703,0.9117491005,0.3944176187,-0.1081161764
29,0.2,static,33964,38596,inf,inf,1000000000000,33964,1,0,38596,1,0.8310858556,0.8310858556,0.8499386489,0.8499386489,0.8264068815,0.8264068815,3029.187198,3029.187198,0.2572724061,0.2525320928,724.5,7128,0,0,0,0
29,0.2,top1,33964,38596,1,1,1,33964,1,0,38596,1,0.221734778,0.221734778,0.2377535014,0.2377535014,0.2263965178,0.2263965178,1,1,0.2572724061,0,1,1,0,0,0,0
29,0.2,top1,33964,38596,10,10,10,33964,1,0,38596,1,0.221734778,0.221734778,0.2377535014,0.2377535014,0.2263965178,0.2263965178,1,1,0.2572724061,0,1,1,0,0,0,0
29,0.2,top1,33964,38596,50,50,50,33964,1,0,38596,1,0.221734778,0.221734778,0.2377535014,0.2377535014,0.2263965178,0.2263965178,1,1,0.2572724061,0,1,1,0,0,0,0
29,0.2,top1,33964,38596,100,100,100,33964,1,0,38596,1,0.221734778,0.221734778,0.2377535014,0.2377535014,0.2263965178,0.2263965178,1,1,0.2572724061,0,1,1,0,0,0,0
29,0.2,top1,33964,38596,250,250,250,33964,1,0,38596,1,0.221734778,0.221734778,0.2377535014,0.2377535014,0.2263965178,0.2263965178,1,1,0.2572724061,0,1,1,0,0,0,0
29,0.2,top1,33964,38596,500,500,500,33964,1,0,38596,1,0.221734778,0.221734778,0.2377535014,0.2377535014,0.2263965178,0.2263965178,1,1,0.2572724061,0,1,1,0,0,0,0
29,0.2,top1,33964,38596,1000,1000,1000,33964,1,0,38596,1,0.221734778,0.221734778,0.2377535014,0.2377535014,0.2263965178,0.2263965178,1,1,0.2572724061,0,1,1,0,0,0,0
29,0.2,top1,33964,38596,2000,2000,2000,33964,1,0,38596,1,0.221734778,0.221734778,0.2377535014,0.2377535014,0.2263965178,0.2263965178,1,1,0.2572724061,0,1,1,0,0,0,0
29,0.2,top1,33964,38596,3000,3000,3000,33964,1,0,38596,1,0.221734778,0.221734778,0.2377535014,0.2377535014,0.2263965178,0.2263965178,1,1,0.2572724061,0,1,1,0,0,0,0
29,0.2,top1,33964,38596,4000,4000,4000,33964,1,0,38596,1,0.221734778,0.221734778,0.2377535014,0.2377535014,0.2263965178,0.2263965178,1,1,0.2572724061,0,1,1,0,0,0,0
29,0.2,top1,33964,38596,5000,5000,5000,33964,1,0,38596,1,0.221734778,0.221734778,0.2377535014,0.2377535014,0.2263965178,0.2263965178,1,1,0.2572724061,0,1,1,0,0,0,0
29,0.2,top1,33964,38596,inf,inf,1000000000000,33964,1,0,38596,1,0.221734778,0.221734778,0.2377535014,0.2377535014,0.2263965178,0.2263965178,1,1,0.2572724061,0,1,1,0,0,0,0
29,0.2,weighted,33964,38596,1,1,1,318,0.009362854787,0.9906371452,416,0.010778319,0.4748427673,0.004445883877,0.5462264151,0.005114238606,0.4879807692,0.005259612395,0.009362854787,1,0.6383647799,0,1,1,4087.265516,0.9999977093,0.8974502414,-0.427053358
29,0.2,weighted,33964,38596,10,10,10,2894,0.08520786715,0.9147921328,3901,0.10107265,0.6154111956,0.0524378754,0.6743524143,0.05746013093,0.6121507306,0.06187169655,0.3739253327,4.388389772,0.6147201106,0,4,9,4086.900954,0.9999085148,0.8494582499,-0.2864849297
29,0.2,weighted,33964,38596,50,50,50,5631,0.1657931928,0.8342068072,7200,0.1865478288,0.6748357308,0.1118831704,0.7233693045,0.1199297066,0.6809722222,0.1270338895,2.595100695,15.65263719,0.5116320369,0,10,40,4084.679779,0.999365078,0.7900129549,-0.2270603945
29,0.2,weighted,33964,38596,100,100,100,7264,0.2138735131,0.7861264869,9213,0.2387034926,0.7003028634,0.1497762337,0.746220393,0.159596777,0.7106262889,0.1696289771,6.109498292,28.56594163,0.4679240088,0,18,75,4081.165381,0.9985052392,0.7521198916,-0.2015932619
29,0.2,weighted,33964,38596,250,250,250,9620,0.2832410788,0.7167589212,12088,0.313193077,0.7296257796,0.2066599929,0.7701484686,0.2181376831,0.7400727995,0.2317856773,17.50794959,61.81288981,0.4155925156,0,35,174,4069.76693,0.9957164737,0.6952361324,-0.1722703457
29,0.2,weighted,33964,38596,500,500,500,11194,0.3295842657,0.6704157343,14150,0.3666183024,0.7397713061,0.2438169827,0.7804795949,0.2572337942,0.7529328622,0.2760389678,33.91508656,102.9026264,0.3902983741,0,50,298,4053.359793,0.9917022741,0.6580791426,-0.1621248193
29,0.2,weighted,33964,38596,1000,1000,1000,12661,0.3727770581,0.6272229419,15882,0.411493419,0.7542058289,0.2811506301,0.792291703,0.2953481702,0.7668429669,0.3155508343,65.015222,174.4077877,0.3714556512,0,68,553,4022.259657,0.9840932592,0.6207454952,-0.1476902964
29,0.2,weighted,33964,38596,2000,2000,2000,14060,0.4139677305,0.5860322695,17473,0.4527153073,0.7692745377,0.3184548345,0.8047075808,0.333122971,0.7802895897,0.3532490414,124.2384878,300.1163585,0.3565433855,0,91,996.1,3963.036391,0.9696035888,0.5834412908,-0.1326215876
29,0.2,weighted,33964,38596,3000,3000,3000,14577,0.4291897303,0.5708102697,18034,0.4672504923,0.7746449887,0.3324696738,0.8089471029,0.3471917889,0.7847953865,0.3666960307,159.8698916,372.492351,0.3508266447,0,101,1249,3927.404988,0.9608859457,0.5694264515,-0.1272511366
29,0.2,weighted,33964,38596,4000,4000,4000,14688,0.4324578966,0.5675421034,18154,0.4703596228,0.7761437908,0.3356495112,0.8101866775,0.3503716264,0.7860526606,0.3697274329,171.7185255,397.0757081,0.3501497821,0,103,1318.3,3915.556354,0.9579870377,0.5662466141,-0.1257523345
29,0.2,weighted,33964,38596,5000,5000,5000,15387,0.4530385114,0.5469614886,18937,0.4906466991,0.7852082927,0.355729596,0.8177371755,0.3704664327,0.7940011617,0.3895740491,265.6473325,586.3681029,0.3437967115,0,119,1800.4,3821.627547,0.9350062474,0.5461665293,-0.1166878326
29,0.2,weighted,33964,38596,inf,inf,1000000000000,33964,1,0,38596,1,0.9018961253,0.9018961253,0.9166771263,0.9166771263,0.8982277956,0.8982277956,4087.274879,4087.274879,0.2572724061,0.3700388647,6486,7128,0,0,0,0
43,0.2,adaptive,33964,38596,1,1,1,409,0.01204216229,0.9879578377,496,0.01285107265,0.5427872861,0.006536332587,0.6045232274,0.007279766812,0.5544354839,0.007125090683,0.01204216229,1,0.6723716381,0,1,1,3846.028648,0.9999968689,0.89082558,-0.3545746265
43,0.2,adaptive,33964,38596,10,10,10,2515,0.07404899305,0.9259510069,3280,0.08498289978,0.6656063618,0.04928748086,0.7238942071,0.05360363711,0.6820121951,0.05795937403,0.3135673066,4.234592445,0.6588469185,0,4,8,3845.727123,0.9999184701,0.8480744318,-0.2317555508
43,0.2,adaptive,33964,38596,50,50,50,5507,0.1621422683,0.8378577317,7113,0.1842937092,0.7052841838,0.1143563773,0.7544069241,0.1223212499,0.7257134824,0.1337444295,2.779914027,17.14490648,0.524241874,0,12,42,3843.260776,0.9992772011,0.7830055353,-0.1920777288
43,0.2,adaptive,33964,38596,100,100,100,7509,0.2210870333,0.7789129667,9509,0.2463726811,0.7297909176,0.1613473089,0.7749735083,0.1713365939,0.7500262909,0.1847859882,7.066334943,31.9617792,0.4693035025,0,23,77,3838.974355,0.9981626989,0.7360146037,-0.167570995
43,0.2,adaptive,33964,38596,250,250,250,9845,0.2898657402,0.7101342598,12289,0.3184008706,0.7510411376,0.2177010953,0.791700392,0.2294868201,0.7700382456,0.2451808478,18.38555529,63.42783139,0.4223463687,0,41,172,3827.655135,0.995219615,0.6796608173,-0.146320775
43,0.2,adaptive,33964,38596,500,500,500,11811,0.3477505594,0.6522494406,14798,0.383407607,0.7580221827,0.2636026381,0.7984106727,0.2776477581,0.7781456954,0.298346979,39.3963903,113.2892219,0.3837101008,0,58,332,3806.6443,0.9897566372,0.6337592745,-0.1393397299
43,0.2,adaptive,33964,38596,1000,1000,1000,13659,0.4021611118,0.5978388882,17058,0.4419628977,0.7657222344,0.3079437051,0.8043822407,0.3234912562,0.7854379177,0.3471344181,78.29808032,194.6933158,0.3608609708,0,79,600,3767.74261,0.9796419002,0.5894182075,-0.1316396782
43,0.2,adaptive,33964,38596,2000,2000,2000,15302,0.4505358615,0.5494641385,18867,0.4888330397,0.7787217357,0.3508420681,0.8141674526,0.3668116347,0.7957809933,0.3890040419,148.2525321,329.0582277,0.3417200366,0,105,1049,3697.788158,0.9614532076,0.5465198445,-0.1186401769
43,0.2,adaptive,33964,38596,3000,3000,3000,15586,0.4588976563,0.5411023437,19177,0.4968649601,0.7817271911,0.3587327759,0.8166553548,0.3747612283,0.7982479011,0.3966214115,167.0875339,364.1063134,0.3399204414,0,111,1180,3678.953156,0.956555963,0.5386291367,-0.1156347215
43,0.2,adaptive,33964,38596,4000,4000,4000,15879,0.4675244376,0.5324755624,19496,0.5051300653,0.7848731028,0.366947356,0.8192407389,0.3830150657,0.8007796471,0.4044978754,199.5627135,426.8498016,0.3380565527,0,119,1314,3646.477977,0.9481121679,0.5304145566,-0.1124888098
43,0.2,adaptive,33964,38596,5000,5000,5000,16714,0.4921092922,0.5078907078,20388,0.5282412685,0.7943041761,0.3908844659,0.8269847848,0.4069668971,0.8084167157,0.4270390714,309.9165882,629.7718679,0.3302620558,0,141,1789,3536.124102,0.9194193164,0.5064774467,-0.1030577365
43,0.2,adaptive,33964,38596,inf,inf,1000000000000,33964,1,0,38596,1,0.8973619126,0.8973619126,0.9135473941,0.9135473941,0.8975023318,0.8975023318,3846.04069,3846.04069,0.2575373925,0.3047933106,5297.5,7128,0,0,0,0
43,0.2,rolling,33964,38596,1,1,1,402,0.01183606171,0.9881639383,487,0.01261788786,0.5422885572,0.006418560829,0.6026119403,0.007132552114,0.5523613963,0.006969634159,0.01183606171,1,0.6691542289,0,1,1,3861.145095,0.9999969346,0.8918855259,-0.3560155295
43,0.2,rolling,33964,38596,10,10,10,2492,0.07337180544,0.9266281946,3248,0.08415379832,0.6673354735,0.04896360853,0.7253587203,0.0532208789,0.6838054187,0.0575448233,0.3109763279,4.238362761,0.6593097913,0,4,8,3860.845955,0.9999194603,0.8493404782,-0.2309686132
43,0.2,rolling,33964,38596,50,50,50,5456,0.1606406784,0.8393593216,7055,0.1827909628,0.7058284457,0.1133847603,0.7551965294,0.1213152828,0.7262934089,0.1327598715,2.751972677,17.13123167,0.526026393,0,12,42,3858.404958,0.9992872673,0.7849193263,-0.1924756409
43,0.2,rolling,33964,38596,100,100,100,7462,0.2197032152,0.7802967848,9455,0.2449735724,0.7307692308,0.1605523495,0.775856706,0.1704582128,0.7508196721,0.1839309773,7.051054057,32.09354061,0.4701152506,0,23,78,3854.105877,0.9981738494,0.7377517371,-0.1675348559
43,0.2,rolling,33964,38596,250,250,250,9800,0.2885408079,0.7114591921,12233,0.316949943,0.7518367347,0.2169355788,0.7924360911,0.2286501499,0.7706204529,0.2442481086,18.39215051,63.74193878,0.422755102,0,41,173,3842.76478,0.9952366219,0.6813685078,-0.146467352
43,0.2,rolling,33964,38596,500,500,500,11721,0.3451006949,0.6548993051,14689,0.3805834802,0.7586383414,0.2618066188,0.7988961512,0.2756996169,0.7786098441,0.2963260441,38.89061948,112.6935415,0.3849500896,0,59,329,3822.266311,0.9899277289,0.6364974679,-0.1396657452
43,0.2,rolling,33964,38596,1000,1000,1000,13591,0.4001589919,0.5998410081,16975,0.4398124158,0.7665366787,0.3067365446,0.8050492011,0.3221476767,0.7860382916,0.3457093999,78.19832764,195.4181444,0.3609741741,0,79,602,3782.958603,0.9797474361,0.5915675421,-0.131767408
43,0.2,rolling,33964,38596,2000,2000,2000,15222,0.4481804263,0.5518195737,18779,0.4865530107,0.7794639338,0.3493404782,0.8147477572,0.3651539972,0.7964215347,0.3875012955,147.6385585,329.4176849,0.3426619367,0,106,1048,3713.518372,0.9617631293,0.5489636085,-0.1188401529
43,0.2,rolling,33964,38596,3000,3000,3000,15517,0.4568660935,0.5431339065,19103,0.494947663,0.7825610621,0.3575256154,0.8173029812,0.3733980202,0.7989844527,0.3954554876,167.0360676,365.6127473,0.3402719598,0,112,1182,3694.120863,0.9567393736,0.5407784713,-0.1157430246
43,0.2,rolling,33964,38596,4000,4000,4000,15784,0.4647273584,0.5352726416,19393,0.502461395,0.7854156107,0.365004122,0.819654314,0.3809157841,0.8012684989,0.4026064877,196.5663938,422.9714268,0.3383806386,0,119,1307.7,3664.590537,0.9490913223,0.5332999647,-0.1128884759
43,0.2,rolling,33964,38596,5000,5000,5000,16637,0.4898421858,0.5101578142,20308,0.5261685149,0.7952755906,0.3895595336,0.8277888858,0.4054859172,0.8092869805,0.4258213286,309.1057885,631.0313758,0.3306485544,0,141,1801.4,3552.051142,0.9199447746,0.5087445531,-0.1030284961
43,0.2,rolling,33964,38596,inf,inf,1000000000000,33964,1,0,38596,1,0.8983040867,0.8983040867,0.9143335206,0.9143335206,0.8983573427,0.8983573427,3861.156931,3861.156931,0.2575373925,0.3068248734,5370.5,7128,0,0,0,0
43,0.2,static,33964,38596,1,1,1,1196,0.03521375574,0.9647862443,1451,0.03759456939,0.5652173913,0.01990342716,0.6226449275,0.02192566639,0.5678842178,0.02134936263,0.03521375574,1,0.6889632107,0,1,1,2623.949564,0.99998658,0.7903957131,-0.245081749
43,0.2,static,33964,38596,10,10,10,5080,0.1495701331,0.8504298669,6461,0.1674007669,0.5982283465,0.08947709339,0.6494022622,0.09713118278,0.6028478564,0.1009171935,0.5718407726,3.823228346,0.5657480315,0,3,8,2623.412937,0.9997820716,0.7208220469,-0.2120707938
43,0.2,static,33964,38596,50,50,50,9816,0.2890118949,0.7109881051,12015,0.3113016893,0.6410961695,0.1852844188,0.6846433099,0.1978700604,0.6527673741,0.2032075863,4.36668237,15.1090057,0.4367359413,0,10,38,2619.618096,0.9983358583,0.6250147215,-0.1692029707
43,0.2,static,33964,38596,100,100,100,12407,0.3652985514,0.6347014486,15092,0.3910249767,0.6538244539,0.2388411259,0.6944324185,0.2536751565,0.6677710045,0.2611151415,9.924066659,27.1670025,0.3950995406,0,17,73,2614.060711,0.9962179405,0.5714580144,-0.1564746863
43,0.2,static,33964,38596,250,250,250,16250,0.4784477682,0.5215522318,19754,0.5118146958,0.6715076923,0.3212813567,0.7108428816,0.3401011902,0.6855826668,0.3508912841,28.30479331,59.15963077,0.3532923077,0,32,168,2595.679985,0.9892130497,0.4890177835,-0.138791448
43,0.2,static,33964,38596,500,500,500,18472,0.54386998,0.45613002,22252,0.5765364286,0.682113469,0.3709810387,0.718976297,0.3910296243,0.695488046,0.4009741942,51.69108468,95.04309225,0.33315288,0,42,281,2572.293693,0.9803005394,0.4393181015,-0.1281856712
43,0.2,static,33964,38596,1000,1000,1000,20031,0.5897715228,0.4102284772,23930,0.6200124365,0.6936748041,0.4091096455,0.7284923448,0.4296440395,0.7054325115,0.4373769303,84.3006713,142.9378463,0.3220008986,0,54,428,2539.684107,0.9678730334,0.4011894948,-0.1166243362
43,0.2,static,33964,38596,2000,2000,2000,21366,0.6290778471,0.3709221529,25394,0.6579438284,0.7041093326,0.4429395831,0.7372677849,0.4637988309,0.7148539025,0.4703337133,140.7805029,223.788683,0.3130206871,0,65,683,2483.204275,0.9463485825,0.3673595572,-0.1061898077
43,0.2,static,33964,38596,3000,3000,3000,21617,0.636468025,0.363531975,25661,0.6648616437,0.7061571911,0.4494464727,0.7390771226,0.4703989565,0.7166517283,0.476474246,157.480126,247.4281815,0.3118841652,0,67,750.8,2466.504652,0.9399843599,0.3608526675,-0.1041419492
