seed,deletion_rate,timestamp,window_label,half_life,score_count,span_blocks,unique_timestamp_count,effective_sample_size
17,0,292,count_250,7,250,1,1,250
17,0,292,count_250,14,250,1,1,250
17,0,292,count_250,30,250,1,1,250
17,0,292,count_250,inf,250,1,1,250
17,0,292,count_500,7,500,2,2,499.0935144
17,0,292,count_500,14,500,2,2,499.7675235
17,0,292,count_500,30,500,2,2,499.9487075
17,0,292,count_500,inf,500,2,2,500
17,0,292,count_1000,7,1000,3,3,994.4373427
17,0,292,count_1000,14,1000,3,3,998.5896092
17,0,292,count_1000,30,1000,3,3,999.6909692
17,0,292,count_1000,inf,1000,3,3,1000
17,0,292,count_2000,7,2000,4,4,1976.878238
17,0,292,count_2000,14,2000,4,4,1994.258268
17,0,292,count_2000,30,2000,4,4,1998.757758
17,0,292,count_2000,inf,2000,4,4,2000
17,0,292,all_history,7,11270,22,22,8336.239596
17,0,292,all_history,14,11270,22,22,10293.83353
17,0,292,all_history,30,11270,22,22,11036.59579
17,0,292,all_history,inf,11270,22,22,11270
17,0,293,count_250,7,250,1,1,250
17,0,293,count_250,14,250,1,1,250
17,0,293,count_250,30,250,1,1,250
17,0,293,count_250,inf,250,1,1,250
17,0,293,count_500,7,500,1,1,500
17,0,293,count_500,14,500,1,1,500
17,0,293,count_500,30,500,1,1,500
17,0,293,count_500,inf,500,1,1,500
17,0,293,count_1000,7,1000,2,2,998.1588569
17,0,293,count_1000,14,1000,2,2,999.5280826
17,0,293,count_1000,30,1000,2,2,999.8959103
17,0,293,count_1000,inf,1000,2,2,1000
17,0,293,count_2000,7,2000,4,4,1972.636885
17,0,293,count_2000,14,2000,4,4,1992.979956
17,0,293,count_2000,30,2000,4,4,1998.455955
17,0,293,count_2000,inf,2000,4,4,2000
17,0,293,all_history,7,12000,23,23,8612.008984
17,0,293,all_history,14,12000,23,23,10845.45495
17,0,293,all_history,30,12000,23,23,11721.14985
17,0,293,all_history,inf,12000,23,23,12000
17,0,294,count_250,7,250,1,1,250
17,0,294,count_250,14,250,1,1,250
17,0,294,count_250,30,250,1,1,250
17,0,294,count_250,inf,250,1,1,250
17,0,294,count_500,7,500,1,1,500
17,0,294,count_500,14,500,1,1,500
17,0,294,count_500,30,500,1,1,500
17,0,294,count_500,inf,500,1,1,500
17,0,294,count_1000,7,1000,2,2,997.8689296
17,0,294,count_1000,14,1000,2,2,999.4574161
17,0,294,count_1000,30,1000,2,2,999.8807646
17,0,294,count_1000,inf,1000,2,2,1000
17,0,294,count_2000,7,2000,4,4,1981.757791
17,0,294,count_2000,14,2000,4,4,1995.281036
17,0,294,count_2000,30,2000,4,4,1998.955451
17,0,294,count_2000,inf,2000,4,4,2000
17,0,294,all_history,7,12658,24,24,8882.901933
17,0,294,all_history,14,12658,24,24,11340.67447
17,0,294,all_history,30,12658,24,24,12336.36088
17,0,294,all_history,inf,12658,24,24,12658
17,0,295,count_250,7,250,1,1,250
17,0,295,count_250,14,250,1,1,250
17,0,295,count_250,30,250,1,1,250
17,0,295,count_250,inf,250,1,1,250
17,0,295,count_500,7,500,1,1,500
17,0,295,count_500,14,500,1,1,500
17,0,295,count_500,30,500,1,1,500
17,0,295,count_500,inf,500,1,1,500
17,0,295,count_1000,7,1000,2,2,997.7471314
17,0,295,count_1000,14,1000,2,2,999.4285709
17,0,295,count_1000,30,1000,2,2,999.8746852
17,0,295,count_1000,inf,1000,2,2,1000
17,0,295,count_2000,7,2000,3,3,1986.911496
17,0,295,count_2000,14,2000,3,3,1996.718587
17,0,295,count_2000,30,2000,3,3,1999.285624
17,0,295,count_2000,inf,2000,3,3,2000
17,0,295,all_history,7,13276,25,25,9134.835815
17,0,295,all_history,14,13276,25,25,11799.23607
17,0,295,all_history,30,13276,25,25,12911.65745
17,0,295,all_history,inf,13276,25,25,13276
17,0,296,count_250,7,250,1,1,250
17,0,296,count_250,14,250,1,1,250
17,0,296,count_250,30,250,1,1,250
17,0,296,count_250,inf,250,1,1,250
17,0,296,count_500,7,500,1,1,500
17,0,296,count_500,14,500,1,1,500
17,0,296,count_500,30,500,1,1,500
17,0,296,count_500,inf,500,1,1,500
17,0,296,count_1000,7,1000,2,2,997.8966966
17,0,296,count_1000,14,1000,2,2,999.4640834
17,0,296,count_1000,30,1000,2,2,999.8821812
17,0,296,count_1000,inf,1000,2,2,1000
17,0,296,count_2000,7,2000,4,4,1985.132998
17,0,296,count_2000,14,2000,4,4,1996.233422
17,0,296,count_2000,30,2000,4,4,1999.175393
17,0,296,count_2000,inf,2000,4,4,2000
17,0,296,all_history,7,13942,26,26,9401.479775
17,0,296,all_history,14,13942,26,26,12285.96707
17,0,296,all_history,30,13942,26,26,13528.80489
17,0,296,all_history,inf,13942,26,26,13942
17,0,297,count_250,7,250,1,1,250
17,0,297,count_250,14,250,1,1,250
17,0,297,count_250,30,250,1,1,250
17,0,297,count_250,inf,250,1,1,250
17,0,297,count_500,7,500,1,1,500
17,0,297,count_500,14,500,1,1,500
17,0,297,count_500,30,500,1,1,500
17,0,297,count_500,inf,500,1,1,500
17,0,297,count_1000,7,1000,2,2,997.5688624
17,0,297,count_1000,14,1000,2,2,999.3893961
17,0,297,count_1000,30,1000,2,2,999.8668056
17,0,297,count_1000,inf,1000,2,2,1000
17,0,297,count_2000,7,2000,4,4,1982.732541
17,0,297,count_2000,14,2000,4,4,1995.615806
17,0,297,count_2000,30,2000,4,4,1999.039125
17,0,297,count_2000,inf,2000,4,4,2000
17,0,297,all_history,7,14458,27,27,9591.539726
17,0,297,all_history,14,14458,27,27,12654.03475
17,0,297,all_history,30,14458,27,27,14004.14111
17,0,297,all_history,inf,14458,27,27,14458
17,0,298,count_250,7,250,1,1,250
17,0,298,count_250,14,250,1,1,250
17,0,298,count_250,30,250,1,1,250
17,0,298,count_250,inf,250,1,1,250
17,0,298,count_500,7,500,2,2,498.833142
17,0,298,count_500,14,500,2,2,499.7049924
17,0,298,count_500,30,500,2,2,499.9354188
17,0,298,count_500,inf,500,2,2,500
17,0,298,count_1000,7,1000,3,3,995.4159374
17,0,298,count_1000,14,1000,3,3,998.844699
17,0,298,count_1000,30,1000,3,3,999.7475595
17,0,298,count_1000,inf,1000,3,3,1000
17,0,298,count_2000,7,2000,4,4,1979.675067
17,0,298,count_2000,14,2000,4,4,1994.937879
17,0,298,count_2000,30,2000,4,4,1998.902446
17,0,298,count_2000,inf,2000,4,4,2000
17,0,298,all_history,7,14750,28,28,9666.808137
17,0,298,all_history,14,14750,28,28,12851.08086
17,0,298,all_history,30,14750,28,28,14270.42534
17,0,298,all_history,inf,14750,28,28,14750
17,0,299,count_250,7,250,1,1,250
17,0,299,count_250,14,250,1,1,250
17,0,299,count_250,30,250,1,1,250
17,0,299,count_250,inf,250,1,1,250
17,0,299,count_500,7,500,2,2,498.7803831
17,0,299,count_500,14,500,2,2,499.694042
17,0,299,count_500,30,500,2,2,499.9333019
17,0,299,count_500,inf,500,2,2,500
17,0,299,count_1000,7,1000,3,3,993.3189917
17,0,299,count_1000,14,1000,3,3,998.344339
17,0,299,count_1000,30,1000,3,3,999.6418096
17,0,299,count_1000,inf,1000,3,3,1000
17,0,299,count_2000,7,2000,5,5,1969.991132
17,0,299,count_2000,14,2000,5,5,1992.573607
17,0,299,count_2000,30,2000,5,5,1998.396837
17,0,299,count_2000,inf,2000,5,5,2000
17,0,299,all_history,7,15002,29,29,9687.727949
17,0,299,all_history,14,15002,29,29,13007.0444
17,0,299,all_history,30,15002,29,29,14497.10365
17,0,299,all_history,inf,15002,29,29,15002
17,0,300,count_250,7,250,1,1,250
17,0,300,count_250,14,250,1,1,250
17,0,300,count_250,30,250,1,1,250
17,0,300,count_250,inf,250,1,1,250
17,0,300,count_500,7,500,1,1,500
17,0,300,count_500,14,500,1,1,500
17,0,300,count_500,30,500,1,1,500
17,0,300,count_500,inf,500,1,1,500
17,0,300,count_1000,7,1000,3,3,997.12752
17,0,300,count_1000,14,1000,3,3,999.2517485
17,0,300,count_1000,30,1000,3,3,999.8335179
17,0,300,count_1000,inf,1000,3,3,1000
17,0,300,count_2000,7,2000,5,5,1959.790525
17,0,300,count_2000,14,2000,5,5,1989.626002
17,0,300,count_2000,30,2000,5,5,1997.715324
17,0,300,count_2000,inf,2000,5,5,2000
17,0,300,all_history,7,15704,30,30,9735.882538
17,0,300,all_history,14,15704,30,30,13424.91923
17,0,300,all_history,30,15704,30,30,15123.19919
17,0,300,all_history,inf,15704,30,30,15704
17,0,301,count_250,7,250,1,1,250
17,0,301,count_250,14,250,1,1,250
17,0,301,count_250,30,250,1,1,250
17,0,301,count_250,inf,250,1,1,250
17,0,301,count_500,7,500,1,1,500
17,0,301,count_500,14,500,1,1,500
17,0,301,count_500,30,500,1,1,500
17,0,301,count_500,inf,500,1,1,500
17,0,301,count_1000,7,1000,2,2,997.8896493
17,0,301,count_1000,14,1000,2,2,999.4623886
17,0,301,count_1000,30,1000,2,2,999.8818208
17,0,301,count_1000,inf,1000,2,2,1000
17,0,301,count_2000,7,2000,5,5,1975.210915
17,0,301,count_2000,14,2000,5,5,1993.462278
17,0,301,count_2000,30,2000,5,5,1998.538611
17,0,301,count_2000,inf,2000,5,5,2000
17,0,301,all_history,7,16368,31,31,9849.397704
17,0,301,all_history,14,16368,31,31,13824.49446
17,0,301,all_history,30,16368,31,31,15713.52763
17,0,301,all_history,inf,16368,31,31,16368
17,0,302,count_250,7,250,1,1,250
17,0,302,count_250,14,250,1,1,250
17,0,302,count_250,30,250,1,1,250
17,0,302,count_250,inf,250,1,1,250
17,0,302,count_500,7,500,1,1,500
17,0,302,count_500,14,500,1,1,500
17,0,302,count_500,30,500,1,1,500
17,0,302,count_500,inf,500,1,1,500
17,0,302,count_1000,7,1000,2,2,997.741794
17,0,302,count_1000,14,1000,2,2,999.4273261
17,0,302,count_1000,30,1000,2,2,999.8744252
17,0,302,count_1000,inf,1000,2,2,1000
17,0,302,count_2000,7,2000,4,4,1986.538998
17,0,302,count_2000,14,2000,4,4,1996.615495
17,0,302,count_2000,30,2000,4,4,1999.262001
17,0,302,count_2000,inf,2000,4,4,2000
17,0,302,all_history,7,16984,32,32,9979.539514
17,0,302,all_history,14,16984,32,32,14192.98853
17,0,302,all_history,30,16984,32,32,16258.52391
17,0,302,all_history,inf,16984,32,32,16984
17,0,303,count_250,7,250,1,1,250
17,0,303,count_250,14,250,1,1,250
17,0,303,count_250,30,250,1,1,250
17,0,303,count_250,inf,250,1,1,250
17,0,303,count_500,7,500,1,1,500
17,0,303,count_500,14,500,1,1,500
17,0,303,count_500,30,500,1,1,500
17,0,303,count_500,inf,500,1,1,500
17,0,303,count_1000,7,1000,2,2,997.6391555
17,0,303,count_1000,14,1000,2,2,999.4039299
17,0,303,count_1000,30,1000,2,2,999.8696074
17,0,303,count_1000,inf,1000,2,2,1000
17,0,303,count_2000,7,2000,4,4,1983.171102
17,0,303,count_2000,14,2000,4,4,1995.733913
17,0,303,count_2000,30,2000,4,4,1999.06583
17,0,303,count_2000,inf,2000,4,4,2000
17,0,303,all_history,7,17554,33,33,10100.81964
17,0,303,all_history,14,17554,33,33,14527.03896
17,0,303,all_history,30,17554,33,33,16759.5254
17,0,303,all_history,inf,17554,33,33,17554
17,0,304,count_250,7,250,1,1,250
17,0,304,count_250,14,250,1,1,250
17,0,304,count_250,30,250,1,1,250
17,0,304,count_250,inf,250,1,1,250
17,0,304,count_500,7,500,1,1,500
17,0,304,count_500,14,500,1,1,500
17,0,304,count_500,30,500,1,1,500
17,0,304,count_500,inf,500,1,1,500
17,0,304,count_1000,7,1000,2,2,997.5958421
17,0,304,count_1000,14,1000,2,2,999.3946378
17,0,304,count_1000,30,1000,2,2,999.8677686
17,0,304,count_1000,inf,1000,2,2,1000
17,0,304,count_2000,7,2000,4,4,1980.354152
17,0,304,count_2000,14,2000,4,4,1995.01166
17,0,304,count_2000,30,2000,4,4,1998.907164
17,0,304,count_2000,inf,2000,4,4,2000
17,0,304,all_history,7,18096,34,34,10205.16737
17,0,304,all_history,14,18096,34,34,14834.86214
17,0,304,all_history,30,18096,34,34,17232.15404
17,0,304,all_history,inf,18096,34,34,18096
17,0,305,count_250,7,250,1,1,250
17,0,305,count_250,14,250,1,1,250
17,0,305,count_250,30,250,1,1,250
17,0,305,count_250,inf,250,1,1,250
17,0,305,count_500,7,500,2,2,498.931082
17,0,305,count_500,14,500,2,2,499.727898
17,0,305,count_500,30,500,2,2,499.9402105
17,0,305,count_500,inf,500,2,2,500
17,0,305,count_1000,7,1000,3,3,995.9653703
17,0,305,count_1000,14,1000,3,3,998.981456
17,0,305,count_1000,30,1000,3,3,999.7771982
17,0,305,count_1000,inf,1000,3,3,1000
17,0,305,count_2000,7,2000,4,4,1978.198974
17,0,305,count_2000,14,2000,4,4,1994.547563
17,0,305,count_2000,30,2000,4,4,1998.815551
17,0,305,count_2000,inf,2000,4,4,2000
17,0,305,all_history,7,18424,35,35,10239.70635
17,0,305,all_history,14,18424,35,35,15008.71637
17,0,305,all_history,30,18424,35,35,17514.71212
17,0,305,all_history,inf,18424,35,35,18424
17,0,306,count_250,7,250,1,1,250
17,0,306,count_250,14,250,1,1,250
17,0,306,count_250,30,250,1,1,250
17,0,306,count_250,inf,250,1,1,250
17,0,306,count_500,7,500,2,2,498.931082
17,0,306,count_500,14,500,2,2,499.727898
17,0,306,count_500,30,500,2,2,499.9402105
17,0,306,count_500,inf,500,2,2,500
17,0,306,count_1000,7,1000,3,3,993.4573212
17,0,306,count_1000,14,1000,3,3,998.3551334
17,0,306,count_1000,30,1000,3,3,999.6413757
17,0,306,count_1000,inf,1000,3,3,1000
17,0,306,count_2000,7,2000,5,5,1969.033774
17,0,306,count_2000,14,2000,5,5,1992.251065
17,0,306,count_2000,30,2000,5,5,1998.317622
17,0,306,count_2000,inf,2000,5,5,2000
17,0,306,all_history,7,18752,36,36,10227.68404
17,0,306,all_history,14,18752,36,36,15164.26559
17,0,306,all_history,30,18752,36,36,17792.6958
17,0,306,all_history,inf,18752,36,36,18752
17,0,307,count_250,7,250,1,1,250
17,0,307,count_250,14,250,1,1,250
17,0,307,count_250,30,250,1,1,250
17,0,307,count_250,inf,250,1,1,250
17,0,307,count_500,7,500,1,1,500
17,0,307,count_500,14,500,1,1,500
17,0,307,count_500,30,500,1,1,500
17,0,307,count_500,inf,500,1,1,500
17,0,307,count_1000,7,1000,3,3,996.0480717
17,0,307,count_1000,14,1000,3,3,998.9785257
17,0,307,count_1000,30,1000,3,3,999.7737453
17,0,307,count_1000,inf,1000,3,3,1000
17,0,307,count_2000,7,2000,5,5,1962.596482
17,0,307,count_2000,14,2000,5,5,1990.428151
17,0,307,count_2000,30,2000,5,5,1997.899921
17,0,307,count_2000,inf,2000,5,5,2000
17,0,307,all_history,7,19334,37,37,10193.51472
17,0,307,all_history,14,19334,37,37,15424.06023
17,0,307,all_history,30,19334,37,37,18280.22751
17,0,307,all_history,inf,19334,37,37,19334
17,0,308,count_250,7,250,1,1,250
17,0,308,count_250,14,250,1,1,250
17,0,308,count_250,30,250,1,1,250
17,0,308,count_250,inf,250,1,1,250
17,0,308,count_500,7,500,1,1,500
17,0,308,count_500,14,500,1,1,500
17,0,308,count_500,30,500,1,1,500
17,0,308,count_500,inf,500,1,1,500
17,0,308,count_1000,7,1000,2,2,997.674699
17,0,308,count_1000,14,1000,2,2,999.4118866
17,0,308,count_1000,30,1000,2,2,999.8712272
17,0,308,count_1000,inf,1000,2,2,1000
17,0,308,count_2000,7,2000,5,5,1969.56954
17,0,308,count_2000,14,2000,5,5,1992.035409
17,0,308,count_2000,30,2000,5,5,1998.228622
17,0,308,count_2000,inf,2000,5,5,2000
17,0,308,all_history,7,19922,38,38,10201.1507
17,0,308,all_history,14,19922,38,38,15686.13629
17,0,308,all_history,30,19922,38,38,18769.54793
17,0,308,all_history,inf,19922,38,38,19922
17,0,309,count_250,7,250,1,1,250
17,0,309,count_250,14,250,1,1,250
17,0,309,count_250,30,250,1,1,250
17,0,309,count_250,inf,250,1,1,250
17,0,309,count_500,7,500,1,1,500
17,0,309,count_500,14,500,1,1,500
17,0,309,count_500,30,500,1,1,500
17,0,309,count_500,inf,500,1,1,500
17,0,309,count_1000,7,1000,2,2,997.625285
17,0,309,count_1000,14,1000,2,2,999.4008908
17,0,309,count_1000,30,1000,2,2,999.8689974
17,0,309,count_1000,inf,1000,2,2,1000
17,0,309,count_2000,7,2000,4,4,1980.400846
17,0,309,count_2000,14,2000,4,4,1995.009936
17,0,309,count_2000,30,2000,4,4,1998.905176
17,0,309,count_2000,inf,2000,4,4,2000
17,0,309,all_history,7,20484,39,39,10231.93181
17,0,309,all_history,14,20484,39,39,15934.03217
17,0,309,all_history,30,20484,39,39,19233.81123
17,0,309,all_history,inf,20484,39,39,20484
17,0,310,count_250,7,250,1,1,250
17,0,310,count_250,14,250,1,1,250
17,0,310,count_250,30,250,1,1,250
17,0,310,count_250,inf,250,1,1,250
17,0,310,count_500,7,500,1,1,500
17,0,310,count_500,14,500,1,1,500
17,0,310,count_500,30,500,1,1,500
17,0,310,count_500,inf,500,1,1,500
17,0,310,count_1000,7,1000,2,2,997.7692019
17,0,310,count_1000,14,1000,2,2,999.4337388
17,0,310,count_1000,30,1000,2,2,999.875767
17,0,310,count_1000,inf,1000,2,2,1000
17,0,310,count_2000,7,2000,4,4,1980.82576
17,0,310,count_2000,14,2000,4,4,1995.107167
17,0,310,count_2000,30,2000,4,4,1998.925191
17,0,310,count_2000,inf,2000,4,4,2000
17,0,310,all_history,7,21110,40,40,10291.49917
17,0,310,all_history,14,21110,40,40,16209.01908
17,0,310,all_history,30,21110,40,40,19747.46237
17,0,310,all_history,inf,21110,40,40,21110
17,0,311,count_250,7,250,1,1,250
17,0,311,count_250,14,250,1,1,250
17,0,311,count_250,30,250,1,1,250
17,0,311,count_250,inf,250,1,1,250
17,0,311,count_500,7,500,1,1,500
17,0,311,count_500,14,500,1,1,500
17,0,311,count_500,30,500,1,1,500
17,0,311,count_500,inf,500,1,1,500
17,0,311,count_1000,7,1000,2,2,997.7525409
17,0,311,count_1000,14,1000,2,2,999.4298346
17,0,311,count_1000,30,1000,2,2,999.8749494
17,0,311,count_1000,inf,1000,2,2,1000
17,0,311,count_2000,7,2000,4,4,1982.102665
17,0,311,count_2000,14,2000,4,4,1995.427363
17,0,311,count_2000,30,2000,4,4,1998.994616
17,0,311,count_2000,inf,2000,4,4,2000
17,0,311,all_history,7,21730,41,41,10376.19642
17,0,311,all_history,14,21730,41,41,16482.6027
17,0,311,all_history,30,21730,41,41,20253.23877
17,0,311,all_history,inf,21730,41,41,21730
17,0,312,count_250,7,250,1,1,250
17,0,312,count_250,14,250,1,1,250
17,0,312,count_250,30,250,1,1,250
17,0,312,count_250,inf,250,1,1,250
17,0,312,count_500,7,500,2,2,499.506274
17,0,312,count_500,14,500,2,2,499.8717716
17,0,312,count_500,30,500,2,2,499.9715077
17,0,312,count_500,inf,500,2,2,500
17,0,312,count_1000,7,1000,2,2,997.5664383
17,0,312,count_1000,14,1000,2,2,999.3934952
17,0,312,count_1000,30,1000,2,2,999.8682447
17,0,312,count_1000,inf,1000,2,2,1000
17,0,312,count_2000,7,2000,4,4,1980.803517
17,0,312,count_2000,14,2000,4,4,1995.146318
17,0,312,count_2000,30,2000,4,4,1998.938917
17,0,312,count_2000,inf,2000,4,4,2000
17,0,312,all_history,7,22168,42,42,10424.39029
17,0,312,all_history,14,22168,42,42,16667.47787
17,0,312,all_history,30,22168,42,42,20606.79599
17,0,312,all_history,inf,22168,42,42,22168
17,0,313,count_250,7,250,1,1,250
17,0,313,count_250,14,250,1,1,250
17,0,313,count_250,30,250,1,1,250
17,0,313,count_250,inf,250,1,1,250
17,0,313,count_500,7,500,2,2,499.6681509
17,0,313,count_500,14,500,2,2,499.9134799
17,0,313,count_500,30,500,2,2,499.980733
17,0,313,count_500,inf,500,2,2,500
17,0,313,count_1000,7,1000,3,3,995.910741
17,0,313,count_1000,14,1000,3,3,998.9562014
17,0,313,count_1000,30,1000,3,3,999.7703477
17,0,313,count_1000,inf,1000,3,3,1000
17,0,313,count_2000,7,2000,4,4,1976.707844
17,0,313,count_2000,14,2000,4,4,1994.154409
17,0,313,count_2000,30,2000,4,4,1998.728184
17,0,313,count_2000,inf,2000,4,4,2000
17,0,313,all_history,7,22628,43,43,10444.51622
17,0,313,all_history,14,22628,43,43,16845.74066
17,0,313,all_history,30,22628,43,43,20972.74235
17,0,313,all_history,inf,22628,43,43,22628
17,0,314,count_250,7,250,1,1,250
17,0,314,count_250,14,250,1,1,250
17,0,314,count_250,30,250,1,1,250
17,0,314,count_250,inf,250,1,1,250
17,0,314,count_500,7,500,1,1,500
17,0,314,count_500,14,500,1,1,500
17,0,314,count_500,30,500,1,1,500
17,0,314,count_500,inf,500,1,1,500
17,0,314,count_1000,7,1000,2,2,998.4903657
17,0,314,count_1000,14,1000,2,2,999.6107877
17,0,314,count_1000,30,1000,2,2,999.9138728
17,0,314,count_1000,inf,1000,2,2,1000
17,0,314,count_2000,7,2000,4,4,1977.598143
17,0,314,count_2000,14,2000,4,4,1994.203363
17,0,314,count_2000,30,2000,4,4,1998.717913
17,0,314,count_2000,inf,2000,4,4,2000
17,0,314,all_history,7,23422,44,44,10525.23173
17,0,314,all_history,14,23422,44,44,17158.76506
17,0,314,all_history,30,23422,44,44,21600.92359
17,0,314,all_history,inf,23422,44,44,23422
17,0,315,count_250,7,250,1,1,250
17,0,315,count_250,14,250,1,1,250
17,0,315,count_250,30,250,1,1,250
17,0,315,count_250,inf,250,1,1,250
17,0,315,count_500,7,500,1,1,500
17,0,315,count_500,14,500,1,1,500
17,0,315,count_500,30,500,1,1,500
17,0,315,count_500,inf,500,1,1,500
17,0,315,count_1000,7,1000,2,2,997.9404524
17,0,315,count_1000,14,1000,2,2,999.4746423
17,0,315,count_1000,30,1000,2,2,999.8844313
17,0,315,count_1000,inf,1000,2,2,1000
17,0,315,count_2000,7,2000,4,4,1986.771382
17,0,315,count_2000,14,2000,4,4,1996.617645
17,0,315,count_2000,30,2000,4,4,1999.255491
17,0,315,count_2000,inf,2000,4,4,2000
17,0,315,all_history,7,24100,45,45,10654.13736
17,0,315,all_history,14,24100,45,45,17442.60926
17,0,315,all_history,30,24100,45,45,22136.97262
17,0,315,all_history,inf,24100,45,45,24100
17,0,316,count_250,7,250,1,1,250
17,0,316,count_250,14,250,1,1,250
17,0,316,count_250,30,250,1,1,250
17,0,316,count_250,inf,250,1,1,250
17,0,316,count_500,7,500,1,1,500
17,0,316,count_500,14,500,1,1,500
17,0,316,count_500,30,500,1,1,500
17,0,316,count_500,inf,500,1,1,500
17,0,316,count_1000,7,1000,2,2,998.3794704
17,0,316,count_1000,14,1000,2,2,999.5829539
17,0,316,count_1000,30,1000,2,2,999.907807
17,0,316,count_1000,inf,1000,2,2,1000
17,0,316,count_2000,7,2000,3,3,1987.601538
17,0,316,count_2000,14,2000,3,3,1996.85487
17,0,316,count_2000,30,2000,3,3,1999.310887
17,0,316,count_2000,inf,2000,3,3,2000
17,0,316,all_history,7,24874,46,46,10839.92624
17,0,316,all_history,14,24874,46,46,17778.80691
17,0,316,all_history,30,24874,46,46,22747.70518
17,0,316,all_history,inf,24874,46,46,24874
17,0,317,count_250,7,250,1,1,250
17,0,317,count_250,14,250,1,1,250
17,0,317,count_250,30,250,1,1,250
17,0,317,count_250,inf,250,1,1,250
17,0,317,count_500,7,500,1,1,500
17,0,317,count_500,14,500,1,1,500
17,0,317,count_500,30,500,1,1,500
17,0,317,count_500,inf,500,1,1,500
17,0,317,count_1000,7,1000,2,2,998.2955064
17,0,317,count_1000,14,1000,2,2,999.5619848
17,0,317,count_1000,30,1000,2,2,999.9032502
17,0,317,count_1000,inf,1000,2,2,1000
17,0,317,count_2000,7,2000,3,3,1988.695609
17,0,317,count_2000,14,2000,3,3,1997.13097
17,0,317,count_2000,30,2000,3,3,1999.371061
17,0,317,count_2000,inf,2000,3,3,2000
17,0,317,all_history,7,25632,47,47,11055.10728
17,0,317,all_history,14,25632,47,47,18121.14966
17,0,317,all_history,30,25632,47,47,23345.29371
17,0,317,all_history,inf,25632,47,47,25632
17,0,318,count_250,7,250,1,1,250
17,0,318,count_250,14,250,1,1,250
17,0,318,count_250,30,250,1,1,250
17,0,318,count_250,inf,250,1,1,250
17,0,318,count_500,7,500,1,1,500
17,0,318,count_500,14,500,1,1,500
17,0,318,count_500,30,500,1,1,500
17,0,318,count_500,inf,500,1,1,500
17,0,318,count_1000,7,1000,2,2,997.7806687
17,0,318,count_1000,14,1000,2,2,999.4364358
17,0,318,count_1000,30,1000,2,2,999.8763331
17,0,318,count_1000,inf,1000,2,2,1000
17,0,318,count_2000,7,2000,3,3,1987.93481
17,0,318,count_2000,14,2000,3,3,1996.963831
17,0,318,count_2000,30,2000,3,3,1999.337541
17,0,318,count_2000,inf,2000,3,3,2000
17,0,318,all_history,7,26262,48,48,11231.82045
17,0,318,all_history,14,26262,48,48,18405.35715
17,0,318,all_history,30,26262,48,48,23839.39921
17,0,318,all_history,inf,26262,48,48,26262
17,0,319,count_250,7,250,1,1,250
17,0,319,count_250,14,250,1,1,250
17,0,319,count_250,30,250,1,1,250
17,0,319,count_250,inf,250,1,1,250
17,0,319,count_500,7,500,2,2,498.9816365
17,0,319,count_500,14,500,2,2,499.7400861
17,0,319,count_500,30,500,2,2,499.9428062
17,0,319,count_500,inf,500,2,2,500
17,0,319,count_1000,7,1000,3,3,997.3192873
17,0,319,count_1000,14,1000,3,3,999.3318153
17,0,319,count_1000,30,1000,3,3,999.8547969
17,0,319,count_1000,inf,1000,3,3,1000
17,0,319,count_2000,7,2000,4,4,1983.140353
17,0,319,count_2000,14,2000,4,4,1995.771628
17,0,319,count_2000,30,2000,4,4,1999.079212
17,0,319,count_2000,inf,2000,4,4,2000
17,0,319,all_history,7,26604,49,49,11294.78534
17,0,319,all_history,14,26604,49,49,18546.12381
17,0,319,all_history,30,26604,49,49,24103.33873
17,0,319,all_history,inf,26604,49,49,26604
17,0,320,count_250,7,250,1,1,250
17,0,320,count_250,14,250,1,1,250
17,0,320,count_250,30,250,1,1,250
17,0,320,count_250,inf,250,1,1,250
17,0,320,count_500,7,500,2,2,498.9179044
17,0,320,count_500,14,500,2,2,499.7247509
17,0,320,count_500,30,500,2,2,499.9395439
17,0,320,count_500,inf,500,2,2,500
17,0,320,count_1000,7,1000,3,3,993.5961206
17,0,320,count_1000,14,1000,3,3,998.3896566
17,0,320,count_1000,30,1000,3,3,999.6488369
17,0,320,count_1000,inf,1000,3,3,1000
17,0,320,count_2000,7,2000,4,4,1976.545342
17,0,320,count_2000,14,2000,4,4,1994.22763
17,0,320,count_2000,30,2000,4,4,1998.757179
17,0,320,count_2000,inf,2000,4,4,2000
17,0,320,all_history,7,26928,50,50,11301.15234
17,0,320,all_history,14,26928,50,50,18657.36969
17,0,320,all_history,30,26928,50,50,24347.23524
17,0,320,all_history,inf,26928,50,50,26928
17,0,321,count_250,7,250,1,1,250
17,0,321,count_250,14,250,1,1,250
17,0,321,count_250,30,250,1,1,250
17,0,321,count_250,inf,250,1,1,250
17,0,321,count_500,7,500,1,1,500
17,0,321,count_500,14,500,1,1,500
17,0,321,count_500,30,500,1,1,500
17,0,321,count_500,inf,500,1,1,500
17,0,321,count_1000,7,1000,2,2,998.1870288
17,0,321,count_1000,14,1000,2,2,999.535047
17,0,321,count_1000,30,1000,2,2,999.897415
17,0,321,count_1000,inf,1000,2,2,1000
17,0,321,count_2000,7,2000,4,4,1970.24638
17,0,321,count_2000,14,2000,4,4,1992.382173
17,0,321,count_2000,30,2000,4,4,1998.327142
17,0,321,count_2000,inf,2000,4,4,2000
17,0,321,all_history,7,27664,51,51,11303.89222
