seed,deletion_rate,candidate,k_reg,penalty,threshold,observed_label_coverage,full_set_coverage,partial_answer_recall,mean_size,median_size,p90_size,full_vocabulary_set_rate,selected,selection_feasible,selection_target_coverage,selection_coverage_tolerance,selection_observed_label_coverage,selection_full_set_coverage,selection_mean_size,selection_p90_size
29,0.1,raps_k500_lam0p001,500,0.001,3.6649104,0.8995057661,0.890986489,0.8954747363,3240.935221,3166.00111,3489.534629,0,False,True,0.9,0.02,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k500_lam0p002,500,0.002,6.45298916,0.8996705107,0.8911715713,0.8956598186,3265.477512,3226.744401,3394.122413,0,False,True,0.9,0.02,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k1000_lam0p0001,1000,0.0001,1.1699,0.8998352554,0.8920969832,0.8972484422,3187.429206,2715.166944,4649.034129,0,False,True,0.9,0.02,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k1000_lam0p0005,1000,0.0005,2.059392273,0.8996705107,0.8911715713,0.895844901,3260.210254,3121.253933,3715.907348,0,False,True,0.9,0.02,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k1000_lam0p001,1000,0.001,3.1649104,0.8995057661,0.890986489,0.8954747363,3240.935221,3166.00111,3489.534629,0,False,True,0.9,0.02,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.1,raps_k1000_lam0p002,1000,0.002,5.45298916,0.8996705107,0.8911715713,0.8956598186,3265.477512,3226.744401,3394.122413,0,False,True,0.9,0.02,0.8998352554,0.8920969832,3187.429206,4649.034129
29,0.2,aps,0,0,0.9999881337,0.8780889621,0.8900610772,0.9000493553,4928.002776,6910.075329,7126.52767,0,False,True,0.9,0.02,0.9006589786,0.8932074773,3449.679067,4799.165575
29,0.2,raps_k50_lam0p0001,50,0.0001,1.291961446,0.9006589786,0.8932074773,0.8979579246,3449.679067,2990.778086,4799.165575,0,True,True,0.9,0.02,0.9006589786,0.8932074773,3449.679067,4799.165575
29,0.2,raps_k50_lam0p0005,50,0.0005,2.65041048,0.8988467875,0.890986489,0.8952896539,3489.33722,3354.009994,3917.290616,0,False,True,0.9,0.02,0.9006589786,0.8932074773,3449.679067,4799.165575
29,0.2,raps_k50_lam0p001,50,0.001,4.383407936,0.8996705107,0.8911715713,0.8953821951,3506.939293,3434.675736,3737.322339,0,False,True,0.9,0.02,0.9006589786,0.8932074773,3449.679067,4799.165575
29,0.2,raps_k50_lam0p002,50,0.002,7.859999549,0.8988467875,0.8902461595,0.8944567833,3517.780122,3480.256709,3637.439349,0,False,True,0.9,0.02,0.9006589786,0.8932074773,3449.679067,4799.165575
29,0.2,raps_k100_lam0p0001,100,0.0001,1.286961446,0.9006589786,0.8932074773,0.8979579246,3449.679067,2990.778086,4799.165575,0,False,True,0.9,0.02,0.9006589786,0.8932074773,3449.679067,4799.165575
29,0.2,raps_k100_lam0p0005,100,0.0005,2.62541048,0.8988467875,0.890986489,0.8952896539,3489.33722,3354.009994,3917.290616,0,False,True,0.9,0.02,0.9006589786,0.8932074773,3449.679067,4799.165575
29,0.2,raps_k100_lam0p001,100,0.001,4.333407936,0.8996705107,0.8911715713,0.8953821951,3506.939293,3434.675736,3737.322339,0,False,True,0.9,0.02,0.9006589786,0.8932074773,3449.679067,4799.165575
29,0.2,raps_k100_lam0p002,100,0.002,7.759999549,0.8988467875,0.8902461595,0.8944567833,3517.780122,3480.256709,3637.439349,0,False,True,0.9,0.02,0.9006589786,0.8932074773,3449.679067,4799.165575
29,0.2,raps_k250_lam0p0001,250,0.0001,1.271961446,0.9006589786,0.8932074773,0.8979579246,3449.679067,2990.778086,4799.165575,0,False,True,0.9,0.02,0.9006589786,0.8932074773,3449.679067,4799.165575
29,0.2,raps_k250_lam0p0005,250,0.0005,2.55041048,0.8988467875,0.890986489,0.8952896539,3489.33722,3354.009994,3917.290616,0,False,True,0.9,0.02,0.9006589786,0.8932074773,3449.679067,4799.165575
29,0.2,raps_k250_lam0p001,250,0.001,4.183407936,0.8996705107,0.8911715713,0.8953821951,3506.939293,3434.675736,3737.322339,0,False,True,0.9,0.02,0.9006589786,0.8932074773,3449.679067,4799.165575
29,0.2,raps_k250_lam0p002,250,0.002,7.459999549,0.8988467875,0.8902461595,0.8944567833,3517.780122,3480.256709,3637.439349,0,False,True,0.9,0.02,0.9006589786,0.8932074773,3449.679067,4799.165575
29,0.2,raps_k500_lam0p0001,500,0.0001,1.246961446,0.9006589786,0.8932074773,0.8979579246,3449.679067,2990.778086,4799.165575,0,False,True,0.9,0.02,0.9006589786,0.8932074773,3449.679067,4799.165575
29,0.2,raps_k500_lam0p0005,500,0.0005,2.42541048,0.8988467875,0.890986489,0.8952896539,3489.33722,3354.009994,3917.290616,0,False,True,0.9,0.02,0.9006589786,0.8932074773,3449.679067,4799.165575
29,0.2,raps_k500_lam0p001,500,0.001,3.933407936,0.8996705107,0.8911715713,0.8953821951,3506.939293,3434.675736,3737.322339,0,False,True,0.9,0.02,0.9006589786,0.8932074773,3449.679067,4799.165575
29,0.2,raps_k500_lam0p002,500,0.002,6.959999549,0.8988467875,0.8902461595,0.8944567833,3517.780122,3480.256709,3637.439349,0,False,True,0.9,0.02,0.9006589786,0.8932074773,3449.679067,4799.165575
29,0.2,raps_k1000_lam0p0001,1000,0.0001,1.196961446,0.9006589786,0.8932074773,0.8979579246,3449.679067,2990.778086,4799.165575,0,False,True,0.9,0.02,0.9006589786,0.8932074773,3449.679067,4799.165575
29,0.2,raps_k1000_lam0p0005,1000,0.0005,2.17541048,0.8988467875,0.890986489,0.8952896539,3489.33722,3354.009994,3917.290616,0,False,True,0.9,0.02,0.9006589786,0.8932074773,3449.679067,4799.165575
29,0.2,raps_k1000_lam0p001,1000,0.001,3.433407936,0.8996705107,0.8911715713,0.8953821951,3506.939293,3434.675736,3737.322339,0,False,True,0.9,0.02,0.9006589786,0.8932074773,3449.679067,4799.165575
29,0.2,raps_k1000_lam0p002,1000,0.002,5.959999549,0.8988467875,0.8902461595,0.8944567833,3517.780122,3480.256709,3637.439349,0,False,True,0.9,0.02,0.9006589786,0.8932074773,3449.679067,4799.165575
29,0.3,aps,0,0,0.9999305165,0.8807248764,0.8908014066,0.9020605836,5041.070701,6933.638904,7123.445678,0,False,True,0.9,0.02,0.9042833608,0.8961687951,3964.307422,5036.699278
29,0.3,raps_k50_lam0p0001,50,0.0001,1.341419039,0.9042833608,0.8961687951,0.9006416189,3964.307422,3535.89876,5036.699278,0,True,True,0.9,0.02,0.9042833608,0.8961687951,3964.307422,5036.699278
29,0.3,raps_k50_lam0p0005,50,0.0005,3.010031441,0.9057660626,0.8978345364,0.9020914307,4196.170646,4080.915047,4498.519082,0,False,True,0.9,0.02,0.9042833608,0.8961687951,3964.307422,5036.699278
29,0.3,raps_k50_lam0p001,50,0.001,5.083860265,0.9059308072,0.8980196187,0.902276513,4200.131594,4138.962428,4363.026023,0,False,True,0.9,0.02,0.9042833608,0.8961687951,3964.307422,5036.699278
29,0.3,raps_k50_lam0p002,50,0.002,9.284,0.9067545305,0.8989450305,0.9030785366,4225.75347,4194.232093,4309.32804,0,False,True,0.9,0.02,0.9042833608,0.8961687951,3964.307422,5036.699278
29,0.3,raps_k100_lam0p0001,100,0.0001,1.336419039,0.9042833608,0.8961687951,0.9006416189,3964.307422,3535.89876,5036.699278,0,False,True,0.9,0.02,0.9042833608,0.8961687951,3964.307422,5036.699278
29,0.3,raps_k100_lam0p0005,100,0.0005,2.985031441,0.9057660626,0.8978345364,0.9020914307,4196.170646,4080.915047,4498.519082,0,False,True,0.9,0.02,0.9042833608,0.8961687951,3964.307422,5036.699278
29,0.3,raps_k100_lam0p001,100,0.001,5.033860265,0.9059308072,0.8980196187,0.902276513,4200.131594,4138.962428,4363.026023,0,False,True,0.9,0.02,0.9042833608,0.8961687951,3964.307422,5036.699278
29,0.3,raps_k100_lam0p002,100,0.002,9.184,0.9067545305,0.8989450305,0.9030785366,4225.75347,4194.232093,4309.32804,0,False,True,0.9,0.02,0.9042833608,0.8961687951,3964.307422,5036.699278
29,0.3,raps_k250_lam0p0001,250,0.0001,1.321419039,0.9042833608,0.8961687951,0.9006416189,3964.307422,3535.89876,5036.699278,0,False,True,0.9,0.02,0.9042833608,0.8961687951,3964.307422,5036.699278
29,0.3,raps_k250_lam0p0005,250,0.0005,2.910031441,0.9057660626,0.8978345364,0.9020914307,4196.170646,4080.915047,4498.519082,0,False,True,0.9,0.02,0.9042833608,0.8961687951,3964.307422,5036.699278
29,0.3,raps_k250_lam0p001,250,0.001,4.883860265,0.9059308072,0.8980196187,0.902276513,4200.131594,4138.962428,4363.026023,0,False,True,0.9,0.02,0.9042833608,0.8961687951,3964.307422,5036.699278
29,0.3,raps_k250_lam0p002,250,0.002,8.884,0.9067545305,0.8989450305,0.9030785366,4225.75347,4194.232093,4309.32804,0,False,True,0.9,0.02,0.9042833608,0.8961687951,3964.307422,5036.699278
29,0.3,raps_k500_lam0p0001,500,0.0001,1.296419039,0.9042833608,0.8961687951,0.9006416189,3964.307422,3535.89876,5036.699278,0,False,True,0.9,0.02,0.9042833608,0.8961687951,3964.307422,5036.699278
29,0.3,raps_k500_lam0p0005,500,0.0005,2.785031441,0.9057660626,0.8978345364,0.9020914307,4196.170646,4080.915047,4498.519082,0,False,True,0.9,0.02,0.9042833608,0.8961687951,3964.307422,5036.699278
29,0.3,raps_k500_lam0p001,500,0.001,4.633860265,0.9059308072,0.8980196187,0.902276513,4200.131594,4138.962428,4363.026023,0,False,True,0.9,0.02,0.9042833608,0.8961687951,3964.307422,5036.699278
29,0.3,raps_k500_lam0p002,500,0.002,8.384,0.9067545305,0.8989450305,0.9030785366,4225.75347,4194.232093,4309.32804,0,False,True,0.9,0.02,0.9042833608,0.8961687951,3964.307422,5036.699278
29,0.3,raps_k1000_lam0p0001,1000,0.0001,1.246419039,0.9042833608,0.8961687951,0.9006416189,3964.307422,3535.89876,5036.699278,0,False,True,0.9,0.02,0.9042833608,0.8961687951,3964.307422,5036.699278
29,0.3,raps_k1000_lam0p0005,1000,0.0005,2.535031441,0.9057660626,0.8978345364,0.9020914307,4196.170646,4080.915047,4498.519082,0,False,True,0.9,0.02,0.9042833608,0.8961687951,3964.307422,5036.699278
29,0.3,raps_k1000_lam0p001,1000,0.001,4.133860265,0.9059308072,0.8980196187,0.902276513,4200.131594,4138.962428,4363.026023,0,False,True,0.9,0.02,0.9042833608,0.8961687951,3964.307422,5036.699278
29,0.3,raps_k1000_lam0p002,1000,0.002,7.384,0.9067545305,0.8989450305,0.9030785366,4225.75347,4194.232093,4309.32804,0,False,True,0.9,0.02,0.9042833608,0.8961687951,3964.307422,5036.699278
43,0,aps,0,0,0.9996995386,0.8716639209,0.8732185823,0.8863918194,4312.075884,5839.923376,7109.988488,0,False,True,0.9,0.02,0.9006589786,0.8908014066,3466.333889,4788.0794
43,0,raps_k50_lam0p0001,50,0.0001,1.294991788,0.9006589786,0.8908014066,0.8994077364,3466.333889,3026.708495,4788.0794,0,True,True,0.9,0.02,0.9006589786,0.8908014066,3466.333889,4788.0794
43,0,raps_k50_lam0p0005,50,0.0005,2.709853601,0.9,0.8911715713,0.8990221482,3600.701092,3473.484916,4003.413474,0,False,True,0.9,0.02,0.9006589786,0.8908014066,3466.333889,4788.0794
43,0,raps_k50_lam0p001,50,0.001,4.510522467,0.9,0.8911715713,0.8989913011,3629.786785,3562.384786,3845.763502,0,False,True,0.9,0.02,0.9006589786,0.8908014066,3466.333889,4788.0794
43,0,raps_k50_lam0p002,50,0.002,8.099180142,0.9004942339,0.8915417361,0.899454007,3635.200999,3600.256709,3747.834462,0,False,True,0.9,0.02,0.9006589786,0.8908014066,3466.333889,4788.0794
43,0,raps_k100_lam0p0001,100,0.0001,1.289991788,0.9006589786,0.8908014066,0.8994077364,3466.333889,3026.708495,4788.0794,0,False,True,0.9,0.02,0.9006589786,0.8908014066,3466.333889,4788.0794
43,0,raps_k100_lam0p0005,100,0.0005,2.684853601,0.9,0.8911715713,0.8990221482,3600.701092,3473.484916,4003.413474,0,False,True,0.9,0.02,0.9006589786,0.8908014066,3466.333889,4788.0794
43,0,raps_k100_lam0p001,100,0.001,4.460522467,0.9,0.8911715713,0.8989913011,3629.786785,3562.384786,3845.763502,0,False,True,0.9,0.02,0.9006589786,0.8908014066,3466.333889,4788.0794
43,0,raps_k100_lam0p002,100,0.002,7.999180142,0.9004942339,0.8915417361,0.899454007,3635.200999,3600.256709,3747.834462,0,False,True,0.9,0.02,0.9006589786,0.8908014066,3466.333889,4788.0794
43,0,raps_k250_lam0p0001,250,0.0001,1.274991788,0.9006589786,0.8908014066,0.8994077364,3466.333889,3026.708495,4788.0794,0,False,True,0.9,0.02,0.9006589786,0.8908014066,3466.333889,4788.0794
43,0,raps_k250_lam0p0005,250,0.0005,2.609853601,0.9,0.8911715713,0.8990221482,3600.701092,3473.484916,4003.413474,0,False,True,0.9,0.02,0.9006589786,0.8908014066,3466.333889,4788.0794
43,0,raps_k250_lam0p001,250,0.001,4.310522467,0.9,0.8911715713,0.8989913011,3629.786785,3562.384786,3845.763502,0,False,True,0.9,0.02,0.9006589786,0.8908014066,3466.333889,4788.0794
43,0,raps_k250_lam0p002,250,0.002,7.699180142,0.9004942339,0.8915417361,0.899454007,3635.200999,3600.256709,3747.834462,0,False,True,0.9,0.02,0.9006589786,0.8908014066,3466.333889,4788.0794
43,0,raps_k500_lam0p0001,500,0.0001,1.249991788,0.9006589786,0.8908014066,0.8994077364,3466.333889,3026.708495,4788.0794,0,False,True,0.9,0.02,0.9006589786,0.8908014066,3466.333889,4788.0794
43,0,raps_k500_lam0p0005,500,0.0005,2.484853601,0.9,0.8911715713,0.8990221482,3600.701092,3473.484916,4003.413474,0,False,True,0.9,0.02,0.9006589786,0.8908014066,3466.333889,4788.0794
43,0,raps_k500_lam0p001,500,0.001,4.060522467,0.9,0.8911715713,0.8989913011,3629.786785,3562.384786,3845.763502,0,False,True,0.9,0.02,0.9006589786,0.8908014066,3466.333889,4788.0794
43,0,raps_k500_lam0p002,500,0.002,7.199180142,0.9004942339,0.8915417361,0.899454007,3635.200999,3600.256709,3747.834462,0,False,True,0.9,0.02,0.9006589786,0.8908014066,3466.333889,4788.0794
43,0,raps_k1000_lam0p0001,1000,0.0001,1.199991788,0.9006589786,0.8908014066,0.8994077364,3466.333889,3026.708495,4788.0794,0,False,True,0.9,0.02,0.9006589786,0.8908014066,3466.333889,4788.0794
43,0,raps_k1000_lam0p0005,1000,0.0005,2.234853601,0.9,0.8911715713,0.8990221482,3600.701092,3473.484916,4003.413474,0,False,True,0.9,0.02,0.9006589786,0.8908014066,3466.333889,4788.0794
43,0,raps_k1000_lam0p001,1000,0.001,3.560522467,0.9,0.8911715713,0.8989913011,3629.786785,3562.384786,3845.763502,0,False,True,0.9,0.02,0.9006589786,0.8908014066,3466.333889,4788.0794
43,0,raps_k1000_lam0p002,1000,0.002,6.199180142,0.9004942339,0.8915417361,0.899454007,3635.200999,3600.256709,3747.834462,0,False,True,0.9,0.02,0.9006589786,0.8908014066,3466.333889,4788.0794
43,0.1,aps,0,0,0.9999746858,0.8752883031,0.8880251712,0.8982756493,4666.653526,6628.740515,7124.999149,0,False,True,0.9,0.02,0.8962108731,0.8882102536,3128.912641,4607.969609
43,0.1,raps_k50_lam0p0001,50,0.0001,1.259116603,0.8962108731,0.8882102536,0.8937010303,3128.912641,2655.884509,4607.969609,0,True,True,0.9,0.02,0.8962108731,0.8882102536,3128.912641,4607.969609
43,0.1,raps_k50_lam0p0005,50,0.0005,2.528328519,0.8962108731,0.8878400888,0.8919273243,3246.260596,3108.580233,3701.578604,0,False,True,0.9,0.02,0.8962108731,0.8882102536,3128.912641,4607.969609
43,0.1,raps_k50_lam0p001,50,0.001,4.166984547,0.8975288303,0.8891356654,0.8930995126,3290.537849,3217.58375,3533.408144,0,False,True,0.9,0.02,0.8962108731,0.8882102536,3128.912641,4607.969609
43,0.1,raps_k50_lam0p002,50,0.002,7.472216413,0.8978583196,0.8895058301,0.8935776421,3323.87618,3286.055895,3449.001222,0,False,True,0.9,0.02,0.8962108731,0.8882102536,3128.912641,4607.969609
43,0.1,raps_k100_lam0p0001,100,0.0001,1.254116603,0.8962108731,0.8882102536,0.8937010303,3128.912641,2655.884509,4607.969609,0,False,True,0.9,0.02,0.8962108731,0.8882102536,3128.912641,4607.969609
43,0.1,raps_k100_lam0p0005,100,0.0005,2.503328519,0.8962108731,0.8878400888,0.8919273243,3246.260596,3108.580233,3701.578604,0,False,True,0.9,0.02,0.8962108731,0.8882102536,3128.912641,4607.969609
43,0.1,raps_k100_lam0p001,100,0.001,4.116984547,0.8975288303,0.8891356654,0.8930995126,3290.537849,3217.58375,3533.408144,0,False,True,0.9,0.02,0.8962108731,0.8882102536,3128.912641,4607.969609
43,0.1,raps_k100_lam0p002,100,0.002,7.372216413,0.8978583196,0.8895058301,0.8935776421,3323.87618,3286.055895,3449.001222,0,False,True,0.9,0.02,0.8962108731,0.8882102536,3128.912641,4607.969609
43,0.1,raps_k250_lam0p0001,250,0.0001,1.239116603,0.8962108731,0.8882102536,0.8937010303,3128.912641,2655.884509,4607.969609,0,False,True,0.9,0.02,0.8962108731,0.8882102536,3128.912641,4607.969609
43,0.1,raps_k250_lam0p0005,250,0.0005,2.428328519,0.8962108731,0.8878400888,0.8919273243,3246.260596,3108.580233,3701.578604,0,False,True,0.9,0.02,0.8962108731,0.8882102536,3128.912641,4607.969609
43,0.1,raps_k250_lam0p001,250,0.001,3.966984547,0.8975288303,0.8891356654,0.8930995126,3290.537849,3217.58375,3533.408144,0,False,True,0.9,0.02,0.8962108731,0.8882102536,3128.912641,4607.969609
43,0.1,raps_k250_lam0p002,250,0.002,7.072216413,0.8978583196,0.8895058301,0.8935776421,3323.87618,3286.055895,3449.001222,0,False,True,0.9,0.02,0.8962108731,0.8882102536,3128.912641,4607.969609
43,0.1,raps_k500_lam0p0001,500,0.0001,1.214116603,0.8962108731,0.8882102536,0.8937010303,3128.912641,2655.884509,4607.969609,0,False,True,0.9,0.02,0.8962108731,0.8882102536,3128.912641,4607.969609
43,0.1,raps_k500_lam0p0005,500,0.0005,2.303328519,0.8962108731,0.8878400888,0.8919273243,3246.260596,3108.580233,3701.578604,0,False,True,0.9,0.02,0.8962108731,0.8882102536,3128.912641,4607.969609
43,0.1,raps_k500_lam0p001,500,0.001,3.716984547,0.8975288303,0.8891356654,0.8930995126,3290.537849,3217.58375,3533.408144,0,False,True,0.9,0.02,0.8962108731,0.8882102536,3128.912641,4607.969609
43,0.1,raps_k500_lam0p002,500,0.002,6.572216413,0.8978583196,0.8895058301,0.8935776421,3323.87618,3286.055895,3449.001222,0,False,True,0.9,0.02,0.8962108731,0.8882102536,3128.912641,4607.969609
43,0.1,raps_k1000_lam0p0001,1000,0.0001,1.164116603,0.8962108731,0.8882102536,0.8937010303,3128.912641,2655.884509,4607.969609,0,False,True,0.9,0.02,0.8962108731,0.8882102536,3128.912641,4607.969609
43,0.1,raps_k1000_lam0p0005,1000,0.0005,2.053328519,0.8962108731,0.8878400888,0.8919273243,3246.260596,3108.580233,3701.578604,0,False,True,0.9,0.02,0.8962108731,0.8882102536,3128.912641,4607.969609
43,0.1,raps_k1000_lam0p001,1000,0.001,3.216984547,0.8975288303,0.8891356654,0.8930995126,3290.537849,3217.58375,3533.408144,0,False,True,0.9,0.02,0.8962108731,0.8882102536,3128.912641,4607.969609
43,0.1,raps_k1000_lam0p002,1000,0.002,5.572216413,0.8978583196,0.8895058301,0.8935776421,3323.87618,3286.055895,3449.001222,0,False,True,0.9,0.02,0.8962108731,0.8882102536,3128.912641,4607.969609
43,0.2,aps,0,0,0.9999515161,0.8668863262,0.8808069591,0.8905638843,4709.372016,6646.968906,7123.840274,0,False,True,0.9,0.02,0.8968698517,0.8891356654,3306.249121,4731.387822
43,0.2,raps_k50_lam0p0001,50,0.0001,1.275961102,0.8968698517,0.8891356654,0.8959220186,3306.249121,2833.74218,4731.387822,0,True,True,0.9,0.02,0.8968698517,0.8891356654,3306.249121,4731.387822
43,0.2,raps_k50_lam0p0005,50,0.0005,2.630271229,0.8973640857,0.8893207477,0.8956289716,3450.153433,3313.917268,3886.850676,0,False,True,0.9,0.02,0.8968698517,0.8891356654,3306.249121,4731.387822
43,0.2,raps_k50_lam0p001,50,0.001,4.298999991,0.8962108731,0.8878400888,0.8942408538,3424.377383,3350.537479,3663.138849,0,False,True,0.9,0.02,0.8968698517,0.8891356654,3306.249121,4731.387822
43,0.2,raps_k50_lam0p002,50,0.002,7.719992974,0.8962108731,0.8876550065,0.8941483127,3448.472145,3410.468073,3572.131149,0,False,True,0.9,0.02,0.8968698517,0.8891356654,3306.249121,4731.387822
43,0.2,raps_k100_lam0p0001,100,0.0001,1.270961102,0.8968698517,0.8891356654,0.8959220186,3306.249121,2833.74218,4731.387822,0,False,True,0.9,0.02,0.8968698517,0.8891356654,3306.249121,4731.387822
43,0.2,raps_k100_lam0p0005,100,0.0005,2.605271229,0.8973640857,0.8893207477,0.8956289716,3450.153433,3313.917268,3886.850676,0,False,True,0.9,0.02,0.8968698517,0.8891356654,3306.249121,4731.387822
43,0.2,raps_k100_lam0p001,100,0.001,4.248999991,0.8962108731,0.8878400888,0.8942408538,3424.377383,3350.537479,3663.138849,0,False,True,0.9,0.02,0.8968698517,0.8891356654,3306.249121,4731.387822
43,0.2,raps_k100_lam0p002,100,0.002,7.619992974,0.8962108731,0.8876550065,0.8941483127,3448.472145,3410.468073,3572.131149,0,False,True,0.9,0.02,0.8968698517,0.8891356654,3306.249121,4731.387822
43,0.2,raps_k250_lam0p0001,250,0.0001,1.255961102,0.8968698517,0.8891356654,0.8959220186,3306.249121,2833.74218,4731.387822,0,False,True,0.9,0.02,0.8968698517,0.8891356654,3306.249121,4731.387822
43,0.2,raps_k250_lam0p0005,250,0.0005,2.530271229,0.8973640857,0.8893207477,0.8956289716,3450.153433,3313.917268,3886.850676,0,False,True,0.9,0.02,0.8968698517,0.8891356654,3306.249121,4731.387822
43,0.2,raps_k250_lam0p001,250,0.001,4.098999991,0.8962108731,0.8878400888,0.8942408538,3424.377383,3350.537479,3663.138849,0,False,True,0.9,0.02,0.8968698517,0.8891356654,3306.249121,4731.387822
43,0.2,raps_k250_lam0p002,250,0.002,7.319992974,0.8962108731,0.8876550065,0.8941483127,3448.472145,3410.468073,3572.131149,0,False,True,0.9,0.02,0.8968698517,0.8891356654,3306.249121,4731.387822
43,0.2,raps_k500_lam0p0001,500,0.0001,1.230961102,0.8968698517,0.8891356654,0.8959220186,3306.249121,2833.74218,4731.387822,0,False,True,0.9,0.02,0.8968698517,0.8891356654,3306.249121,4731.387822
43,0.2,raps_k500_lam0p0005,500,0.0005,2.405271229,0.8973640857,0.8893207477,0.8956289716,3450.153433,3313.917268,3886.850676,0,False,True,0.9,0.02,0.8968698517,0.8891356654,3306.249121,4731.387822
43,0.2,raps_k500_lam0p001,500,0.001,3.848999991,0.8962108731,0.8878400888,0.8942408538,3424.377383,3350.537479,3663.138849,0,False,True,0.9,0.02,0.8968698517,0.8891356654,3306.249121,4731.387822
43,0.2,raps_k500_lam0p002,500,0.002,6.819992974,0.8962108731,0.8876550065,0.8941483127,3448.472145,3410.468073,3572.131149,0,False,True,0.9,0.02,0.8968698517,0.8891356654,3306.249121,4731.387822
43,0.2,raps_k1000_lam0p0001,1000,0.0001,1.180961102,0.8968698517,0.8891356654,0.8959220186,3306.249121,2833.74218,4731.387822,0,False,True,0.9,0.02,0.8968698517,0.8891356654,3306.249121,4731.387822
43,0.2,raps_k1000_lam0p0005,1000,0.0005,2.155271229,0.8973640857,0.8893207477,0.8956289716,3450.153433,3313.917268,3886.850676,0,False,True,0.9,0.02,0.8968698517,0.8891356654,3306.249121,4731.387822
43,0.2,raps_k1000_lam0p001,1000,0.001,3.348999991,0.8962108731,0.8878400888,0.8942408538,3424.377383,3350.537479,3663.138849,0,False,True,0.9,0.02,0.8968698517,0.8891356654,3306.249121,4731.387822
43,0.2,raps_k1000_lam0p002,1000,0.002,5.819992974,0.8962108731,0.8876550065,0.8941483127,3448.472145,3410.468073,3572.131149,0,False,True,0.9,0.02,0.8968698517,0.8891356654,3306.249121,4731.387822
43,0.3,aps,0,0,0.9999593449,0.8703459638,0.8830279474,0.8948670492,4807.745327,6787.162132,7124.978271,0,False,True,0.9,0.02,0.8986820428,0.8911715713,3588.486767,4892.364982
43,0.3,raps_k50_lam0p0001,50,0.0001,1.305053121,0.8986820428,0.8911715713,0.8969091246,3588.486767,3132.935962,4892.364982,0,True,True,0.9,0.02,0.8986820428,0.8911715713,3588.486767,4892.364982
43,0.3,raps_k50_lam0p0005,50,0.0005,2.759999983,0.8986820428,0.8908014066,0.8965543834,3705.324079,3574.851379,4106.11501,0,False,True,0.9,0.02,0.8986820428,0.8911715713,3588.486767,4892.364982
43,0.3,raps_k50_lam0p001,50,0.001,4.609426417,0.8988467875,0.8911715713,0.8968320069,3730.761059,3661.425134,3946.182491,0,False,True,0.9,0.02,0.8986820428,0.8911715713,3588.486767,4892.364982
43,0.3,raps_k50_lam0p002,50,0.002,8.304610775,0.8983525535,0.8906163243,0.8962767598,3738.970387,3703.109754,3851.208958,0,False,True,0.9,0.02,0.8986820428,0.8911715713,3588.486767,4892.364982
43,0.3,raps_k100_lam0p0001,100,0.0001,1.300053121,0.8986820428,0.8911715713,0.8969091246,3588.486767,3132.935962,4892.364982,0,False,True,0.9,0.02,0.8986820428,0.8911715713,3588.486767,4892.364982
43,0.3,raps_k100_lam0p0005,100,0.0005,2.734999983,0.8986820428,0.8908014066,0.8965543834,3705.324079,3574.851379,4106.11501,0,False,True,0.9,0.02,0.8986820428,0.8911715713,3588.486767,4892.364982
43,0.3,raps_k100_lam0p001,100,0.001,4.559426417,0.8988467875,0.8911715713,0.8968320069,3730.761059,3661.425134,3946.182491,0,False,True,0.9,0.02,0.8986820428,0.8911715713,3588.486767,4892.364982
43,0.3,raps_k100_lam0p002,100,0.002,8.204610775,0.8983525535,0.8906163243,0.8962767598,3738.970387,3703.109754,3851.208958,0,False,True,0.9,0.02,0.8986820428,0.8911715713,3588.486767,4892.364982
43,0.3,raps_k250_lam0p0001,250,0.0001,1.285053121,0.8986820428,0.8911715713,0.8969091246,3588.486767,3132.935962,4892.364982,0,False,True,0.9,0.02,0.8986820428,0.8911715713,3588.486767,4892.364982
43,0.3,raps_k250_lam0p0005,250,0.0005,2.659999983,0.8986820428,0.8908014066,0.8965543834,3705.324079,3574.851379,4106.11501,0,False,True,0.9,0.02,0.8986820428,0.8911715713,3588.486767,4892.364982
43,0.3,raps_k250_lam0p001,250,0.001,4.409426417,0.8988467875,0.8911715713,0.8968320069,3730.761059,3661.425134,3946.182491,0,False,True,0.9,0.02,0.8986820428,0.8911715713,3588.486767,4892.364982
43,0.3,raps_k250_lam0p002,250,0.002,7.904610775,0.8983525535,0.8906163243,0.8962767598,3738.970387,3703.109754,3851.208958,0,False,True,0.9,0.02,0.8986820428,0.8911715713,3588.486767,4892.364982
43,0.3,raps_k500_lam0p0001,500,0.0001,1.260053121,0.8986820428,0.8911715713,0.8969091246,3588.486767,3132.935962,4892.364982,0,False,True,0.9,0.02,0.8986820428,0.8911715713,3588.486767,4892.364982
43,0.3,raps_k500_lam0p0005,500,0.0005,2.534999983,0.8986820428,0.8908014066,0.8965543834,3705.324079,3574.851379,4106.11501,0,False,True,0.9,0.02,0.8986820428,0.8911715713,3588.486767,4892.364982
43,0.3,raps_k500_lam0p001,500,0.001,4.159426417,0.8988467875,0.8911715713,0.8968320069,3730.761059,3661.425134,3946.182491,0,False,True,0.9,0.02,0.8986820428,0.8911715713,3588.486767,4892.364982
