deletion_rate,method,seed_count,micro_coverage,micro_coverage_sd,macro_time_coverage,positive_undercoverage,mean_size,normalized_mean_size,median_size,mrr,hits_at_1,hits_at_3,hits_at_10,frequency_mrr,method_rank
0.0,static,5,0.8182039589594776,0.008238352450109383,0.8142344519415472,0.08583718430797925,2437.485780909939,0.3419592846394415,424.1476007876464,0.3182909746254591,0.23592600269457975,0.35171002176391336,0.4814954917608042,0.09261339150592003,0
0.0,rolling,5,0.8986423463571354,0.0005614039973059702,0.8986252687004509,0.008627575296178858,3508.986112550523,0.49228200232190283,3088.589900507825,0.3182909746254591,0.23592600269457975,0.35171002176391336,0.4814954917608042,0.09261339150592003,1
0.0,weighted,5,0.8977251528655821,0.0008531638220716995,0.8976993755874794,0.009187037336445918,3491.7658202922585,0.4898661364046378,3008.050502642761,0.3182909746254591,0.23592600269457975,0.35171002176391336,0.4814954917608042,0.09261339150592003,2
0.0,adaptive,5,0.8979272463467718,0.0007539596895581423,0.8979377523724436,0.009063161796488717,3495.6056223442843,0.49040482917287936,3023.6618095139393,0.3182909746254591,0.23592600269457975,0.35171002176391336,0.4814954917608042,0.09261339150592003,3
0.3,static,5,0.8234842988910767,0.005578485396391328,0.8192834315746177,0.08076486754683791,2748.5863457353094,0.3856041450245945,748.2972950564825,0.31051825335082517,0.230966939579231,0.3425847238055757,0.4660897502331848,0.09253943100938297,0
0.3,rolling,5,0.899782360866411,0.0004539697240111861,0.8995402856219776,0.008501638659209498,3802.518862058244,0.53346224215183,4653.754036687739,0.31051825335082517,0.230966939579231,0.3425847238055757,0.4660897502331848,0.09253943100938297,1
0.3,weighted,5,0.8988133485335268,0.0005528489987928937,0.8986046236348619,0.008944914036287357,3786.1204891698626,0.5311616847881401,4564.001896569593,0.31051825335082517,0.230966939579231,0.3425847238055757,0.4660897502331848,0.09253943100938297,2
0.3,adaptive,5,0.8988858949113897,0.0006211780227377479,0.8986767868753167,0.008892117220854982,3787.336195460669,0.5313322384204081,4569.404093688465,0.31051825335082517,0.230966939579231,0.3425847238055757,0.4660897502331848,0.09253943100938297,3
