seed,deletion_rate,method,timestamp,query_count,threshold,pool_score_count,pool_span_blocks,selected_half_life,coverage,mean_size,median_size,p90_size
17,0,static,292,730,14.88379383,11270,22,,0.8835616438,3438.8,1730.5,7128
17,0,expanding,292,730,14.88379383,11270,22,,0.8835616438,3438.8,1730.5,7128
17,0,rolling_count_250,292,730,13.6179738,250,1,,0.8534246575,3056.819178,703,7128
17,0,weighted_count_250,292,730,13.37440872,250,1,7,0.8520547945,2984.121918,610.5,7128
17,0,rolling_count_500,292,730,14.68161321,500,2,,0.8767123288,3382.628767,1451.5,7128
17,0,weighted_count_500,292,730,14.64619446,500,2,7,0.8767123288,3374.436986,1423.5,7128
17,0,rolling_count_1000,292,730,14.94489861,1000,3,,0.8863013699,3455.908219,1845.5,7128
17,0,weighted_count_1000,292,730,14.89706326,1000,3,inf,0.8849315068,3442.776712,1758,7128
17,0,rolling_count_2000,292,730,14.86205244,2000,4,,0.8835616438,3431.29726,1672,7128
17,0,weighted_count_2000,292,730,14.8013392,2000,4,7,0.8808219178,3414.153425,1576.5,7128
17,0,time_window_3,292,730,14.69667792,1412,3,,0.8767123288,3386.083562,1468.5,7128
17,0,time_window_7,292,730,15.01454413,4006,7,,0.8863013699,3476.928767,1957,7128
17,0,time_window_14,292,730,14.99820423,7410,14,,0.8863013699,3472.247945,1942.5,7128
17,0,time_window_30,292,730,14.88379383,11270,22,,0.8835616438,3438.8,1730.5,7128
17,0,static,293,658,14.88379383,12000,23,,0.9164133739,3622.474164,4290,7128
17,0,expanding,293,658,14.91224957,12000,23,,0.9179331307,3630.267477,4338,7128
17,0,rolling_count_250,293,658,19.67882615,250,1,,0.9604863222,4920.244681,7127,7128
17,0,weighted_count_250,293,658,19.57999492,250,1,7,0.9604863222,4896.901216,7126,7128
17,0,rolling_count_500,293,658,17.26328087,500,1,,0.9376899696,4355.699088,6924,7128
17,0,weighted_count_500,293,658,17.10452747,500,1,7,0.9361702128,4320.731003,6886.5,7128
17,0,rolling_count_1000,293,658,15.21575308,1000,2,,0.9209726444,3731.153495,4828.5,7128
17,0,weighted_count_1000,293,658,15.17811394,1000,2,inf,0.9209726444,3718.028875,4770.5,7128
17,0,rolling_count_2000,293,658,15.01837826,2000,4,,0.9194528875,3663.6231,4536.5,7128
17,0,weighted_count_2000,293,658,15.02737683,2000,4,7,0.9209726444,3667.62766,4552,7128
17,0,time_window_3,293,658,15.27222514,1498,3,,0.9209726444,3747.092705,4913.5,7128
17,0,time_window_7,293,658,15.05601788,4144,7,,0.9209726444,3678.589666,4588.5,7128
17,0,time_window_14,293,658,14.99603462,7564,14,,0.9179331307,3654.527356,4502.5,7128
17,0,time_window_30,293,658,14.91224957,12000,23,,0.9179331307,3630.267477,4338,7128
17,0,static,294,618,14.88379383,12658,24,,0.8446601942,3417.985437,1522,7128
17,0,expanding,294,618,14.88831472,12658,24,,0.8446601942,3419.245955,1526,7128
17,0,rolling_count_250,294,618,14.99833488,250,1,,0.8462783172,3453.97411,1644,7128
17,0,weighted_count_250,294,618,14.70889091,250,1,7,0.8414239482,3359.242718,1357.5,7128
17,0,rolling_count_500,294,618,14.1512593,500,1,,0.8365695793,3163.273463,953,7128
17,0,weighted_count_500,294,618,13.93848705,500,1,7,0.8284789644,3105.731392,811.5,7128
17,0,rolling_count_1000,294,618,15.27624702,1000,2,,0.857605178,3544.414239,2904,7128
17,0,weighted_count_1000,294,618,15.17811394,1000,2,inf,0.854368932,3510.805825,2057,7128
17,0,rolling_count_2000,294,618,14.83325934,2000,4,,0.8446601942,3402.770227,1469.5,7128
17,0,weighted_count_2000,294,618,14.761374,2000,4,7,0.8430420712,3379.563107,1398.5,7128
17,0,time_window_3,294,618,14.70889091,1756,3,,0.8414239482,3359.242718,1357.5,7128
17,0,time_window_7,294,618,14.83960152,4122,7,,0.8446601942,3404.713592,1483,7128
17,0,time_window_14,294,618,14.9090271,7582,14,,0.8446601942,3425.527508,1554,7128
17,0,time_window_30,294,618,14.88831472,12658,24,,0.8446601942,3419.245955,1526,7128
17,0,static,295,666,14.88379383,13276,25,,0.8858858859,3323.768769,1422,7128
17,0,expanding,295,666,15.01454413,13276,25,,0.8888888889,3373.399399,1542.5,7128
17,0,rolling_count_250,295,666,18.24593973,250,1,,0.9339339339,4541.747748,6986,7128
17,0,weighted_count_250,295,666,17.87229586,250,1,7,0.9309309309,4421.078078,6874,7128
17,0,rolling_count_500,295,666,16.29386139,500,1,,0.9174174174,3877.336336,4857,7128
17,0,weighted_count_500,295,666,16.24258471,500,1,7,0.9174174174,3859.63964,4760,7128
17,0,rolling_count_1000,295,666,16.07439041,1000,2,,0.9114114114,3790.058559,4484,7128
17,0,weighted_count_1000,295,666,16.03531551,1000,2,inf,0.9084084084,3773.555556,4422,7128
17,0,rolling_count_2000,295,666,15.69780385,2000,3,,0.9054054054,3639.863363,3843.5,7128
17,0,weighted_count_2000,295,666,15.73753548,2000,3,7,0.9069069069,3655.671171,3903.5,7128
17,0,time_window_3,295,666,15.73753548,2006,3,,0.9069069069,3655.671171,3903.5,7128
17,0,time_window_7,295,666,15.28834105,4038,7,,0.8903903904,3489.403904,1903.5,7128
17,0,time_window_14,295,666,15.05831337,7616,14,,0.8888888889,3391.037538,1616.5,7128
17,0,time_window_30,295,666,15.01454413,13276,25,,0.8888888889,3373.399399,1542.5,7128
17,0,static,296,516,14.88379383,13942,26,,0.8410852713,3292.841085,1293.5,7128
17,0,expanding,296,516,15.03621769,13942,26,,0.8468992248,3337.300388,1401,7128
17,0,rolling_count_250,296,516,16.92406654,250,1,,0.8914728682,3929.796512,5995.5,7128
17,0,weighted_count_250,296,516,16.36480618,250,1,7,0.8759689922,3779.484496,5044.5,7128
17,0,rolling_count_500,296,516,15.56494045,500,1,,0.8546511628,3517.610465,2052,7128
17,0,weighted_count_500,296,516,15.46395755,500,1,7,0.8546511628,3488.255814,1883,7128
17,0,rolling_count_1000,296,516,16.17732906,1000,2,,0.8662790698,3723.532946,4641.5,7128
17,0,weighted_count_1000,296,516,16.17708397,1000,2,inf,0.8662790698,3723.418605,4641.5,7128
17,0,rolling_count_2000,296,516,15.62614155,2000,4,,0.8585271318,3538.414729,2149,7128
17,0,weighted_count_2000,296,516,15.62614155,2000,4,7,0.8585271318,3538.414729,2149,7128
17,0,time_window_3,296,516,15.59846044,1942,3,,0.8585271318,3529.463178,2101.5,7128
17,0,time_window_7,296,516,15.31556115,4084,7,,0.8527131783,3435.294574,1712,7128
17,0,time_window_14,296,516,15.18854952,7682,14,,0.8488372093,3392.476744,1611,7128
17,0,time_window_30,296,516,15.03621769,13942,26,,0.8468992248,3337.300388,1401,7128
17,0,static,297,292,14.88379383,14458,27,,0.8287671233,2715.373288,474,7128
17,0,expanding,297,292,15.1292944,14458,27,,0.8321917808,2802.150685,537,7128
17,0,rolling_count_250,297,292,18.40505123,250,1,,0.8938356164,3795.25,5212.5,7128
17,0,weighted_count_250,297,292,18.2221241,250,1,7,0.8938356164,3744.39726,4957,7128
17,0,rolling_count_500,297,292,17.35236239,500,1,,0.8904109589,3480.239726,2347.5,7128
17,0,weighted_count_500,297,292,17.11307061,500,1,7,0.8869863014,3399.044521,1984,7128
17,0,rolling_count_1000,297,292,16.52709749,1000,2,,0.8767123288,3215.25,1230,7128
17,0,weighted_count_1000,297,292,16.43684101,1000,2,inf,0.8732876712,3190.726027,1133,7128
17,0,rolling_count_2000,297,292,16.35953605,2000,4,,0.8732876712,3172.695205,1056,7128
17,0,weighted_count_2000,297,292,16.3646946,2000,4,7,0.8732876712,3173.863014,1063,7128
17,0,time_window_3,297,292,16.46693039,1800,3,,0.8767123288,3197.708904,1160,7128
17,0,time_window_7,297,292,15.79497194,3956,7,,0.8630136986,3008.640411,725,7128
17,0,time_window_14,297,292,15.34785795,7712,14,,0.8424657534,2871.931507,587,7128
17,0,time_window_30,297,292,15.1292944,14458,27,,0.8321917808,2802.150685,537,7128
17,0,static,298,252,14.88379383,14750,28,,0.8611111111,2891.281746,635.5,7128
17,0,expanding,298,252,15.1939106,14750,28,,0.876984127,3001.52381,730.5,7128
17,0,rolling_count_250,298,252,17.49984455,250,1,,0.9404761905,3776.555556,4841,7128
17,0,weighted_count_250,298,252,17.17044258,250,1,7,0.9365079365,3685.531746,4179.5,7128
17,0,rolling_count_500,298,252,18.66044939,500,2,,0.9484126984,4127.357143,6437,7128
17,0,weighted_count_500,298,252,18.62850475,500,2,7,0.9484126984,4116.170635,6416.5,7128
17,0,rolling_count_1000,298,252,17.46262169,1000,3,,0.9404761905,3767.376984,4760,7128
17,0,weighted_count_1000,298,252,17.42664433,1000,3,inf,0.9404761905,3758.876984,4687,7128
17,0,rolling_count_2000,298,252,16.50764251,2000,4,,0.9126984127,3490.972222,1748,7128
17,0,weighted_count_2000,298,252,16.53303602,2000,4,7,0.9126984127,3498.071429,1802.5,7128
17,0,time_window_3,298,252,16.57596827,1474,3,,0.9126984127,3513.107143,1893,7128
17,0,time_window_7,298,252,15.95762777,3848,7,,0.8968253968,3308.103175,1175.5,7128
17,0,time_window_14,298,252,15.50750542,7750,14,,0.880952381,3144.361111,889,7128
17,0,time_window_30,298,252,15.1939106,14750,28,,0.876984127,3001.52381,730.5,7128
17,0,static,299,702,14.88379383,15002,29,,0.8646723647,3159.254986,949.5,7128
17,0,expanding,299,702,15.21575308,15002,29,,0.8732193732,3273.065527,1140.5,7128
17,0,rolling_count_250,299,702,16.30600929,250,1,,0.8888888889,3604.394587,4255.5,7128
17,0,weighted_count_250,299,702,16.05456373,250,1,7,0.8874643875,3537.51567,3456,7128
17,0,rolling_count_500,299,702,16.53303602,500,2,,0.8903133903,3664.081197,4659,7128
17,0,weighted_count_500,299,702,16.47772789,500,2,7,0.8903133903,3650.095442,4585.5,7128
17,0,rolling_count_1000,299,702,16.71952009,1000,3,,0.8945868946,3718.659544,4939.5,7128
17,0,weighted_count_1000,299,702,16.6462335,1000,3,inf,0.8931623932,3697.997151,4828,7128
17,0,rolling_count_2000,299,702,16.62096751,2000,5,,0.8931623932,3689.24359,4795,7128
17,0,weighted_count_2000,299,702,16.61363208,2000,5,7,0.8931623932,3686.826211,4784.5,7128
17,0,time_window_3,299,702,17.11307061,1060,3,,0.9002849003,3827.410256,5571,7128
17,0,time_window_7,299,702,16.17732906,3732,7,,0.8874643875,3567.915954,3928,7128
17,0,time_window_14,299,702,15.57862115,7738,14,,0.8831908832,3395.688034,1490,7128
17,0,time_window_30,299,702,15.21575308,15002,29,,0.8732193732,3273.065527,1140.5,7128
17,0,static,300,664,14.88379383,15704,30,,0.8539156627,3239.135542,1098,7128
17,0,expanding,300,664,15.28975078,15704,30,,0.8674698795,3354.037651,1362.5,7128
17,0,rolling_count_250,300,664,19.4275713,250,1,,0.938253012,4533.286145,7106,7128
17,0,weighted_count_250,300,664,19.20013142,250,1,7,0.9352409639,4479.512048,7089,7128
17,0,rolling_count_500,300,664,17.82108879,500,1,,0.9096385542,4141.798193,6533,7128
17,0,weighted_count_500,300,664,17.7133913,500,1,7,0.9036144578,4112.704819,6419,7128
17,0,rolling_count_1000,300,664,16.71952009,1000,3,,0.8915662651,3812.518072,4717.5,7128
17,0,weighted_count_1000,300,664,16.6799593,1000,3,inf,0.8915662651,3799.204819,4633.5,7128
17,0,rolling_count_2000,300,664,16.92406654,2000,5,,0.8945783133,3883.929217,5032,7128
17,0,weighted_count_2000,300,664,16.89304054,2000,5,7,0.8915662651,3873.243976,4983.5,7128
17,0,time_window_3,300,664,16.84546083,1246,3,,0.8915662651,3855.929217,4922,7128
17,0,time_window_7,300,664,16.34813762,3704,7,,0.8885542169,3686.531627,4008,7128
17,0,time_window_14,300,664,15.67954206,7848,14,,0.8765060241,3470.751506,1731.5,7128
17,0,time_window_30,300,664,15.28975078,15704,30,,0.8674698795,3354.037651,1362.5,7128
17,0,static,301,616,14.88379383,16368,31,,0.8733766234,3525.556818,2039,7128
17,0,expanding,301,616,15.34769273,16368,31,,0.8798701299,3675.217532,4279,7128
17,0,rolling_count_250,301,616,18.33749151,250,1,,0.9253246753,4434.991883,7100.5,7128
17,0,weighted_count_250,301,616,18.27274513,250,1,7,0.9253246753,4422.673701,7094,7128
17,0,rolling_count_500,301,616,17.27294159,500,1,,0.9107142857,4184.980519,6895.5,7128
17,0,weighted_count_500,301,616,17.1122179,500,1,7,0.9107142857,4143.087662,6822,7128
17,0,rolling_count_1000,301,616,17.78324986,1000,2,,0.9172077922,4306.438312,7035.5,7128
17,0,weighted_count_1000,301,616,17.75623968,1000,2,inf,0.9155844156,4299.672078,7029.5,7128
17,0,rolling_count_2000,301,616,17.15871239,2000,5,,0.9107142857,4153.706169,6845.5,7128
17,0,weighted_count_2000,301,616,17.11847615,2000,5,7,0.9107142857,4144.501623,6825.5,7128
17,0,time_window_3,301,616,16.8938815,1618,3,,0.9058441558,4095.49026,6697,7128
17,0,time_window_7,301,616,16.6462335,3710,7,,0.9025974026,4022.782468,6479.5,7128
17,0,time_window_14,301,616,15.78274155,7832,14,,0.8847402597,3807.246753,5138.5,7128
17,0,time_window_30,301,616,15.33892536,16116,30,,0.8798701299,3672.035714,4268.5,7128
17,0,static,302,570,14.88379383,16984,32,,0.8456140351,3074.280702,905,7128
17,0,expanding,302,570,15.38520813,16984,32,,0.850877193,3241.629825,1170,7128
17,0,rolling_count_250,302,570,18.54450679,250,1,,0.9052631579,4043.442105,6503.5,7128
17,0,weighted_count_250,302,570,18.49838686,250,1,7,0.9035087719,4031.922807,6467.5,7128
17,0,rolling_count_500,302,570,16.53321457,500,1,,0.8649122807,3571.759649,3228,7128
17,0,weighted_count_500,302,570,16.45832348,500,1,7,0.8631578947,3544.368421,2192,7128
17,0,rolling_count_1000,302,570,17.00041509,1000,2,,0.8789473684,3682.270175,4176.5,7128
17,0,weighted_count_1000,302,570,16.97619057,1000,2,inf,0.8789473684,3676.422807,4142.5,7128
17,0,rolling_count_2000,302,570,17.04682255,2000,4,,0.8807017544,3693.091228,4251,7128
17,0,weighted_count_2000,302,570,17.00041509,2000,4,7,0.8789473684,3682.270175,4176.5,7128
17,0,time_window_3,302,570,17.04682255,1982,3,,0.8807017544,3693.091228,4251,7128
17,0,time_window_7,302,570,16.6799593,3708,7,,0.8684210526,3602.724561,3786,7128
17,0,time_window_14,302,570,16.05456373,7746,14,,0.8578947368,3446.654386,1710,7128
17,0,time_window_30,302,570,15.39762878,16064,30,,0.850877193,3245.896491,1176,7128
17,0,static,303,542,14.88379383,17554,33,,0.8782287823,3177.479705,1198,7128
17,0,expanding,303,542,15.47465956,17554,33,,0.8837638376,3374.380074,1715,7128
17,0,rolling_count_250,303,542,18.37296677,250,1,,0.9188191882,4212.112546,6804.5,7128
17,0,weighted_count_250,303,542,18.36359312,250,1,7,0.9188191882,4209.701107,6801.5,7128
17,0,rolling_count_500,303,542,17.81524745,500,1,,0.9132841328,4071.202952,6550,7128
17,0,weighted_count_500,303,542,17.34559846,500,1,7,0.9077490775,3952.142066,6121,7128
17,0,rolling_count_1000,303,542,17.99513578,1000,2,,0.9169741697,4114.859779,6645,7128
17,0,weighted_count_1000,303,542,17.95101029,1000,2,inf,0.9151291513,4104.343173,6619,7128
17,0,rolling_count_2000,303,542,17.63028288,2000,4,,0.9132841328,4023.894834,6396,7128
17,0,weighted_count_2000,303,542,17.63028288,2000,4,7,0.9132841328,4023.894834,6396,7128
17,0,time_window_3,303,542,17.39642811,1850,3,,0.9095940959,3963.293358,6182.5,7128
17,0,time_window_7,303,542,17.27294159,3612,7,,0.9022140221,3932.101476,6011,7128
17,0,time_window_14,303,542,16.23947048,7696,14,,0.889298893,3625.223247,4109.5,7128
17,0,time_window_30,303,542,15.52972507,16010,30,,0.8837638376,3397.238007,1753,7128
17,0,static,304,328,14.88379383,18096,34,,0.8567073171,2864.253049,657.5,7128
17,0,expanding,304,328,15.49070406,18096,34,,0.8658536585,3039.628049,949,7128
17,0,rolling_count_250,304,328,17.54321249,250,1,,0.8780487805,3662.887195,4312.5,7128
17,0,weighted_count_250,304,328,17.4746052,250,1,7,0.8780487805,3644.753049,4238,7128
17,0,rolling_count_500,304,328,16.87443352,500,1,,0.875,3468.484756,1995,7128
17,0,weighted_count_500,304,328,16.76163626,500,1,7,0.875,3431.911585,1889,7128
17,0,rolling_count_1000,304,328,16.8095347,1000,2,,0.875,3446.737805,1935,7128
17,0,weighted_count_1000,304,328,16.8071661,1000,2,inf,0.875,3446.012195,1934,7128
17,0,rolling_count_2000,304,328,17.56999969,2000,4,,0.8780487805,3669.39939,4348,7128
17,0,weighted_count_2000,304,328,17.4746052,2000,4,7,0.8780487805,3644.753049,4238,7128
17,0,time_window_3,304,328,17.3005138,1728,3,,0.8780487805,3589.707317,3941.5,7128
17,0,time_window_7,304,328,17.12379074,3638,7,,0.8780487805,3530.972561,2380,7128
17,0,time_window_14,304,328,16.41992378,7594,14,,0.8719512195,3326.189024,1626.5,7128
17,0,time_window_30,304,328,15.57301044,15912,30,,0.8658536585,3058.167683,1006,7128
17,0,static,305,328,14.88379383,18424,35,,0.868902439,2617.993902,626.5,7128
17,0,expanding,305,328,15.53608513,18424,35,,0.8841463415,2875.396341,975.5,7128
17,0,rolling_count_250,305,328,18.01208067,250,1,,0.9329268293,3760.393293,5047,7128
17,0,weighted_count_250,305,328,17.87849236,250,1,7,0.9298780488,3726.301829,4851,7128
17,0,rolling_count_500,305,328,18.44942726,500,2,,0.9329268293,3884.054878,5660,7128
17,0,weighted_count_500,305,328,18.44942726,500,2,7,0.9329268293,3884.054878,5660,7128
17,0,rolling_count_1000,305,328,17.95536423,1000,3,,0.9298780488,3744.676829,4959.5,7128
17,0,weighted_count_1000,305,328,17.89752588,1000,3,inf,0.9298780488,3730.77439,4882,7128
17,0,rolling_count_2000,305,328,17.56999969,2000,4,,0.9268292683,3639.939024,4382,7128
17,0,weighted_count_2000,305,328,17.58172703,2000,4,7,0.9268292683,3643.155488,4397.5,7128
17,0,time_window_3,305,328,17.99513578,1440,3,,0.9329268293,3755.484756,5021,7128
17,0,time_window_7,305,328,17.27294159,3674,7,,0.9237804878,3534.179878,3708,7128
17,0,time_window_14,305,328,16.54185879,7522,14,,0.8993902439,3290.530488,1673.5,7128
17,0,time_window_30,305,328,15.67986631,15622,30,,0.8841463415,2925.969512,1054.5,7128
17,0,static,306,582,14.88379383,18752,36,,0.8573883162,3002.790378,615,7128
17,0,expanding,306,582,15.5467968,18752,36,,0.8642611684,3183.154639,970.5,7128
17,0,rolling_count_250,306,582,16.82056019,250,1,,0.8900343643,3517.938144,1984,7128
17,0,weighted_count_250,306,582,16.6056385,250,1,7,0.8883161512,3462.35567,1726.5,7128
17,0,rolling_count_500,306,582,17.1042738,500,2,,0.8934707904,3585.515464,3379.5,7128
17,0,weighted_count_500,306,582,17.06548309,500,2,7,0.8934707904,3576.848797,2901.5,7128
17,0,rolling_count_1000,306,582,17.18708611,1000,3,,0.8934707904,3601.572165,3610,7128
17,0,weighted_count_1000,306,582,17.1042738,1000,3,inf,0.8934707904,3585.515464,3379.5,7128
17,0,rolling_count_2000,306,582,17.81524745,2000,5,,0.9003436426,3740.487973,4601.5,7128
17,0,weighted_count_2000,306,582,17.67150068,2000,5,7,0.9003436426,3713.175258,4405,7128
17,0,time_window_3,306,582,17.18708611,1198,3,,0.8934707904,3601.572165,3610,7128
17,0,time_window_7,306,582,17.28579974,3750,7,,0.8951890034,3620.286942,3785.5,7128
17,0,time_window_14,306,582,16.6214118,7482,14,,0.8883161512,3466.630584,1740.5,7128
17,0,time_window_30,306,582,15.76508522,15432,30,,0.8711340206,3235.726804,1105,7128
17,0,static,307,588,14.88379383,19334,37,,0.8554421769,3129.464286,979,7128
17,0,expanding,307,588,15.59231281,19334,37,,0.8707482993,3370.731293,1457,7128
17,0,rolling_count_250,307,588,19.61466563,250,1,,0.9234693878,4493.307823,7081.5,7128
17,0,weighted_count_250,307,588,19.57107353,250,1,7,0.9234693878,4484.908163,7077.5,7128
17,0,rolling_count_500,307,588,18.38478661,500,1,,0.9081632653,4195.62585,6712.5,7128
17,0,weighted_count_500,307,588,18.3615284,500,1,7,0.9081632653,4188.862245,6697,7128
17,0,rolling_count_1000,307,588,17.34167004,1000,3,,0.8945578231,3885.569728,5737,7128
17,0,weighted_count_1000,307,588,17.2780714,1000,3,inf,0.8945578231,3865.97449,5657,7128
17,0,rolling_count_2000,307,588,17.4746052,2000,5,,0.8979591837,3924.132653,5912,7128
17,0,weighted_count_2000,307,588,17.36826515,2000,5,7,0.8962585034,3893.603741,5778.5,7128
17,0,time_window_3,307,588,17.54438388,1238,3,,0.8979591837,3949.72619,6034.5,7128
17,0,time_window_7,307,588,17.31212509,3630,7,,0.8945578231,3876.217687,5703.5,7128
17,0,time_window_14,307,588,16.8071661,7334,14,,0.8928571429,3724.807823,4825.5,7128
17,0,time_window_30,307,588,15.82804036,15792,30,,0.8724489796,3445.151361,1754.5,7128
17,0,static,308,562,14.88379383,19922,38,,0.8558718861,3186.637011,760.5,7128
17,0,expanding,308,562,15.64837074,19922,38,,0.8612099644,3361.120996,1176.5,7128
17,0,rolling_count_250,308,562,17.92602921,250,1,,0.8914590747,3937.540925,6147,7128
17,0,weighted_count_250,308,562,17.65591836,250,1,7,0.8896797153,3876.619217,5825,7128
17,0,rolling_count_500,308,562,18.14695358,500,1,,0.8950177936,3981.967972,6414,7128
17,0,weighted_count_500,308,562,18.0620687,500,1,7,0.8932384342,3964.907473,6335.5,7128
17,0,rolling_count_1000,308,562,17.65591836,1000,2,,0.8896797153,3876.619217,5825,7128
17,0,weighted_count_1000,308,562,17.54438388,1000,2,inf,0.8896797153,3840.740214,5698,7128
17,0,rolling_count_2000,308,562,17.58172703,2000,5,,0.8896797153,3854.423488,5741.5,7128
17,0,weighted_count_2000,308,562,17.54438388,2000,5,7,0.8896797153,3840.740214,5698,7128
17,0,time_window_3,308,562,17.2780714,1498,3,,0.8879003559,3773.635231,5198,7128
17,0,time_window_7,308,562,17.36447012,3554,7,,0.8896797153,3795.131673,5391.5,7128
17,0,time_window_14,308,562,17.05978966,7264,14,,0.8861209964,3719.16726,4758.5,7128
17,0,time_window_30,308,562,15.92562723,16062,30,,0.8665480427,3427.97331,1412.5,7128
17,0,static,309,626,14.88379383,20484,39,,0.8498402556,3258.803514,1157,7128
17,0,expanding,309,626,15.73421097,20484,39,,0.8738019169,3509.707668,1974,7128
17,0,rolling_count_250,309,626,20.80698967,250,1,,0.9329073482,4766.599042,7126,7128
17,0,weighted_count_250,309,626,19.97179222,250,1,7,0.9313099042,4546.249201,7111,7128
17,0,rolling_count_500,309,626,18.33642858,500,1,,0.910543131,4145.755591,6807.5,7128
17,0,weighted_count_500,309,626,18.23354006,500,1,7,0.9073482428,4122.151757,6769.5,7128
17,0,rolling_count_1000,309,626,18.1419684,1000,2,,0.9073482428,4099.653355,6722.5,7128
17,0,weighted_count_1000,309,626,18.0620687,1000,2,inf,0.9073482428,4083.416933,6677,7128
17,0,rolling_count_2000,309,626,17.74738312,2000,4,,0.9057507987,4020.001597,6461,7128
17,0,weighted_count_2000,309,626,17.75329113,2000,4,7,0.9057507987,4020.996805,6465,7128
17,0,time_window_3,309,626,18.14695358,1732,3,,0.9073482428,4100.752396,6724,7128
17,0,time_window_7,309,626,17.75329113,3500,7,,0.9057507987,4020.996805,6465,7128
17,0,time_window_14,309,626,17.17044258,7208,14,,0.892971246,3891.928115,5751.5,7128
17,0,time_window_30,309,626,15.9858917,16048,30,,0.8817891374,3575,2996,7128
17,0,static,310,620,14.88379383,21110,40,,0.8725806452,2570.264516,359,7128
17,0,expanding,310,620,15.78223801,21110,40,,0.8935483871,2846.080645,632.5,7128
17,0,rolling_count_250,310,620,20.644454,250,1,,0.9709677419,4180.940323,6744.5,7128
17,0,weighted_count_250,310,620,19.56208158,250,1,7,0.964516129,3937.914516,6005,7128
17,0,rolling_count_500,310,620,17.31367207,500,1,,0.9209677419,3386.132258,1643,7128
17,0,weighted_count_500,310,620,17.302917,500,1,7,0.9209677419,3382.882258,1633.5,7128
17,0,rolling_count_1000,310,620,17.70560127,1000,2,,0.9274193548,3490.183871,1984.5,7128
17,0,weighted_count_1000,310,620,17.68015003,1000,2,inf,0.9274193548,3484.337097,1960,7128
17,0,rolling_count_2000,310,620,18.23041153,2000,4,,0.9451612903,3632.125806,4228,7128
17,0,weighted_count_2000,310,620,18.14695358,2000,4,7,0.9419354839,3607.241935,4096,7128
17,0,time_window_3,310,620,17.92972302,1776,3,,0.935483871,3558.258065,3348,7128
17,0,time_window_7,310,620,17.4746052,3556,7,,0.9274193548,3430.556452,1771.5,7128
17,0,time_window_14,310,620,17.36447012,7168,14,,0.9225806452,3402.030645,1678,7128
17,0,time_window_30,310,620,16.05456373,16034,30,,0.8967741935,2930.393548,741,7128
17,0,static,311,438,14.88379383,21730,41,,0.8561643836,2261.034247,195.5,7128
17,0,expanding,311,438,15.78702259,21730,41,,0.8789954338,2526.075342,300,7128
17,0,rolling_count_250,311,438,17.24795428,250,1,,0.9063926941,2903.413242,594,7128
17,0,weighted_count_250,311,438,16.98544312,250,1,7,0.901826484,2833.079909,535.5,7128
17,0,rolling_count_500,311,438,15.60103416,500,1,,0.8721461187,2468.785388,279,7128
17,0,weighted_count_500,311,438,15.38137168,500,1,7,0.8675799087,2400.328767,247,7128
17,0,rolling_count_1000,311,438,16.87587738,1000,2,,0.901826484,2807.383562,516,7128
17,0,weighted_count_1000,311,438,16.84049511,1000,2,inf,0.899543379,2800.212329,505.5,7128
17,0,rolling_count_2000,311,438,17.11969423,2000,4,,0.901826484,2868.472603,569,7128
17,0,weighted_count_2000,311,438,16.98544312,2000,4,7,0.901826484,2833.079909,535.5,7128
17,0,time_window_3,311,438,17.2082777,1808,3,,0.9063926941,2892.769406,587.5,7128
17,0,time_window_7,311,438,17.31367207,3634,7,,0.9086757991,2923.10274,611,7128
17,0,time_window_14,311,438,17.2462281,7272,14,,0.9063926941,2902.968037,593.5,7128
17,0,time_window_30,311,438,16.08642077,16070,30,,0.8881278539,2618.714612,340,7128
17,0,static,312,460,14.88379383,22168,42,,0.8260869565,2116.504348,176.5,7128
17,0,expanding,312,460,15.80904102,22168,42,,0.8586956522,2367.821739,262,7128
17,0,rolling_count_250,312,460,17.16648504,250,1,,0.8847826087,2844.443478,467,7128
17,0,weighted_count_250,312,460,16.84197995,250,1,7,0.8804347826,2734.402174,408,7128
17,0,rolling_count_500,312,460,16.73169041,500,2,,0.8760869565,2698.084783,392,7128
17,0,weighted_count_500,312,460,16.73169041,500,2,7,0.8760869565,2698.084783,392,7128
17,0,rolling_count_1000,312,460,16.40095425,1000,2,,0.8673913043,2580.363043,345,7128
17,0,weighted_count_1000,312,460,16.19035149,1000,2,inf,0.8608695652,2502.217391,299,7128
17,0,rolling_count_2000,312,460,16.87719202,2000,4,,0.8826086957,2745.834783,412,7128
17,0,weighted_count_2000,312,460,16.86209193,2000,4,7,0.8804347826,2740.793478,410,7128
17,0,time_window_3,312,460,16.80525589,1684,3,,0.8782608696,2723.186957,400,7128
17,0,time_window_7,312,460,17.11969423,3744,7,,0.8847826087,2830.791304,464,7128
17,0,time_window_14,312,460,17.16648504,7418,14,,0.8847826087,2844.443478,467,7128
17,0,time_window_30,312,460,16.17700481,15908,30,,0.8608695652,2497.958696,298,7128
17,0,static,313,794,14.88379383,22628,43,,0.8476070529,2354.982368,190.5,7128
17,0,expanding,313,794,15.86282349,22628,43,,0.8677581864,2591.84005,297.5,7128
17,0,rolling_count_250,313,794,18.08847237,250,1,,0.9118387909,3227.399244,884.5,7128
17,0,weighted_count_250,313,794,17.90778923,250,1,7,0.9105793451,3186.789673,812,7128
17,0,rolling_count_500,313,794,18.17793965,500,2,,0.9130982368,3248.399244,953.5,7128
