seed,deletion_rate,method,prediction_side,base_relation_id,relation_label,label_count,query_count,label_coverage,mean_size,median_size,p90_size,mrr,top1_accuracy,unique_query_count,positive_undercoverage,full_vocabulary_set_rate,normalized_mean_size,query_full_set_coverage,query_partial_answer_recall,multi_answer_query_fraction,max_answer_count
17,0.3,rolling,subject,73,164,6,6,1,7128,7128,7128,0.05777289483,0,5,0,1,1,1,1,0.2,2
17,0.3,rolling,subject,74,165,1,1,1,7128,7128,7128,0.0001532801962,0,1,0,1,1,1,1,0,1
17,0.3,rolling,subject,77,168,1,1,1,7128,7128,7128,0.5,0,1,0,1,1,1,1,0,1
17,0.3,rolling,subject,78,169,1,1,1,7128,7128,7128,0.01666666667,0,1,0,1,1,1,1,0,1
17,0.3,rolling,subject,79,17,347,347,0.9193083573,3826.072046,4987,7128,0.3173968407,0.1930835735,307,0,0.3112391931,0.5367665609,0.9250814332,0.9377850163,0.08794788274,5
17,0.3,rolling,subject,80,170,1,1,1,7128,7128,7128,0.002145922747,0,1,0,1,1,1,1,0,1
17,0.3,rolling,subject,82,172,2,2,1,7128,7128,7128,0.06280193237,0,2,0,1,1,1,1,0,1
17,0.3,rolling,subject,84,174,2,2,1,7128,7128,7128,0.25,0,2,0,1,1,1,1,0,1
17,0.3,rolling,subject,85,175,1,1,1,7128,7128,7128,0.1,0,1,0,1,1,1,1,0,1
17,0.3,rolling,subject,88,178,1,1,1,7128,7128,7128,1,1,1,0,1,1,1,1,0,1
17,0.3,rolling,subject,89,179,1,1,1,7128,7128,7128,0.01086956522,0,1,0,1,1,1,1,0,1
17,0.3,rolling,subject,90,18,170,170,0.9294117647,3350.441176,1145,7128,0.4404566347,0.3470588235,167,0,0.2941176471,0.4700394468,0.9281437126,0.9281437126,0.01796407186,2
17,0.3,rolling,subject,91,180,1,1,1,7128,7128,7128,0.0003170577045,0,1,0,1,1,1,1,0,1
17,0.3,rolling,subject,93,182,3,3,1,7128,7128,7128,0.0004847049161,0,3,0,1,1,1,1,0,1
17,0.3,rolling,subject,97,186,2,2,1,7128,7128,7128,0.01435809414,0,2,0,1,1,1,1,0,1
17,0.3,rolling,subject,98,187,3,3,1,7128,7128,7128,0.001664224225,0,3,0,1,1,1,1,0,1
17,0.3,rolling,subject,100,189,1,1,1,7128,7128,7128,0.0001686909582,0,1,0,1,1,1,1,0,1
17,0.3,rolling,subject,101,19,148,148,0.9391891892,3616.459459,4528.5,7128,0.4627942018,0.3378378378,136,0,0.3918918919,0.5073596324,0.9338235294,0.9387254902,0.08088235294,3
17,0.3,rolling,subject,103,191,2,2,1,7128,7128,7128,0.007247291204,0,2,0,1,1,1,1,0,1
17,0.3,rolling,subject,106,194,1,1,1,7128,7128,7128,0.1666666667,0,1,0,1,1,1,1,0,1
17,0.3,rolling,subject,110,198,1,1,1,7128,7128,7128,0.0001585037248,0,1,0,1,1,1,1,0,1
17,0.3,rolling,subject,111,199,1,1,1,7128,7128,7128,0.0001865323634,0,1,0,1,1,1,1,0,1
17,0.3,rolling,subject,112,2,1296,1296,0.7731481481,2577.25463,80,7128,0.3199632402,0.236882716,1076,0.1268518519,0.2021604938,0.361567709,0.8066914498,0.8389177418,0.1217472119,17
17,0.3,rolling,subject,113,20,213,213,0.9718309859,4462.558685,7069,7128,0.337715892,0.2441314554,207,0,0.4319248826,0.6260604216,0.9710144928,0.9734299517,0.02898550725,2
17,0.3,rolling,subject,115,201,1,1,1,7128,7128,7128,0.0001460493647,0,1,0,1,1,1,1,0,1
17,0.3,rolling,subject,117,203,2,2,1,7128,7128,7128,0.0001480932996,0,2,0,1,1,1,1,0,1
17,0.3,rolling,subject,124,21,196,196,0.9795918367,3723.561224,6093,7128,0.5792072963,0.4744897959,193,0,0.3316326531,0.5223851325,0.9792746114,0.9792746114,0.01554404145,2
17,0.3,rolling,subject,126,211,1,1,1,7128,7128,7128,0.0002014910336,0,1,0,1,1,1,1,0,1
17,0.3,rolling,subject,132,217,1,1,1,7128,7128,7128,0.0005344735436,0,1,0,1,1,1,1,0,1
17,0.3,rolling,subject,135,22,169,169,0.9112426036,3156.491124,688,7128,0.2936828567,0.2366863905,154,0,0.2662721893,0.4428298435,0.9025974026,0.9090909091,0.0974025974,2
17,0.3,rolling,subject,139,223,1,1,1,7128,7128,7128,0.001424501425,0,1,0,1,1,1,1,0,1
17,0.3,rolling,subject,143,227,1,1,1,7128,7128,7128,0.0001407063459,0,1,0,1,1,1,1,0,1
17,0.3,rolling,subject,144,228,1,1,1,7128,7128,7128,0.0004014452027,0,1,0,1,1,1,1,0,1
17,0.3,rolling,subject,146,23,129,129,0.9534883721,3789.689922,5261,7128,0.2709389087,0.1705426357,129,0,0.2558139535,0.531662447,0.9534883721,0.9534883721,0,1
17,0.3,rolling,subject,147,24,120,120,0.9833333333,5748.65,7128,7128,0.5047251738,0.45,118,0,0.65,0.8064884961,0.9830508475,0.9872881356,0.01694915254,2
17,0.3,rolling,subject,148,25,101,101,0.8415841584,3830.188119,6597,7128,0.4017062028,0.3267326733,92,0.05841584158,0.396039604,0.5373440122,0.8260869565,0.8550724638,0.08695652174,3
17,0.3,rolling,subject,149,26,95,95,0.9052631579,3846.221053,5362,7128,0.2340420737,0.1368421053,92,0,0.3578947368,0.5395933014,0.902173913,0.902173913,0.03260869565,2
17,0.3,rolling,subject,150,27,149,149,0.9798657718,3629.684564,1788,7128,0.4160798251,0.2953020134,115,0,0.3758389262,0.5092150061,0.9739130435,0.9804347826,0.2173913043,4
17,0.3,rolling,subject,151,28,132,132,0.9696969697,5767.409091,7128,7128,0.2597782585,0.1893939394,121,0,0.6515151515,0.8091202428,0.9669421488,0.9710743802,0.09090909091,2
17,0.3,rolling,subject,152,29,80,80,0.9375,3634.8875,4791,7128,0.2650067467,0.1875,74,0,0.325,0.5099449355,0.9324324324,0.9459459459,0.08108108108,2
17,0.3,rolling,subject,153,3,1133,1133,0.8667255075,2983.191527,584,7128,0.1980446247,0.1156222418,914,0.0332744925,0.2074139453,0.4185173298,0.8533916849,0.8805616338,0.1870897155,6
17,0.3,rolling,subject,154,30,104,104,0.9423076923,5074.990385,7128,7128,0.3831657172,0.2884615385,98,0,0.6153846154,0.7119795714,0.9489795918,0.9489795918,0.0612244898,2
17,0.3,rolling,subject,155,31,56,56,1,6280.857143,7128,7128,0.6963101562,0.5714285714,54,0,0.7857142857,0.8811527978,1,1,0.03703703704,2
17,0.3,rolling,subject,156,32,60,60,1,4055.35,5982.5,7128,0.3907178257,0.3,58,0,0.3333333333,0.5689323793,1,1,0.03448275862,2
17,0.3,rolling,subject,157,33,56,56,0.9285714286,5614.321429,7128,7128,0.1655771928,0.125,51,0,0.5535714286,0.7876432981,0.9215686275,0.9215686275,0.07843137255,3
17,0.3,rolling,subject,158,34,59,59,1,5920.033898,7128,7128,0.8517349118,0.813559322,57,0,0.7627118644,0.8305322528,1,1,0.0350877193,2
17,0.3,rolling,subject,159,35,52,52,0.9230769231,4649.346154,7126.5,7128,0.3925257632,0.3076923077,50,0,0.5,0.6522651731,0.92,0.9333333333,0.02,3
17,0.3,rolling,subject,160,36,61,61,0.9836065574,5319.016393,7127,7128,0.5043780059,0.4262295082,60,0,0.4918032787,0.7462144211,0.9833333333,0.9833333333,0.01666666667,2
17,0.3,rolling,subject,161,37,45,45,0.9555555556,5527.644444,7128,7128,0.3399236666,0.2666666667,45,0,0.6444444444,0.7754832273,0.9555555556,0.9555555556,0,1
17,0.3,rolling,subject,162,38,47,47,0.8936170213,4542.319149,7128,7128,0.3000076271,0.2765957447,46,0.006382978723,0.5319148936,0.6372501612,0.9130434783,0.9130434783,0.02173913043,2
17,0.3,rolling,subject,163,39,45,45,0.8888888889,4411.822222,6880,7128,0.2509689875,0.02222222222,43,0.01111111111,0.2,0.6189425115,0.8837209302,0.8953488372,0.04651162791,2
17,0.3,rolling,subject,164,4,942,942,0.7653927813,2712.526539,755.5,7128,0.09044924374,0.04140127389,682,0.1346072187,0.1220806794,0.3805452496,0.7214076246,0.7872538752,0.2214076246,9
17,0.3,rolling,subject,165,40,48,48,1,5233.9375,7123.5,7128,0.3061200684,0.25,48,0,0.5,0.7342785494,1,1,0,1
17,0.3,rolling,subject,166,41,43,43,1,4976.162791,7128,7128,0.4735796249,0.3488372093,41,0,0.5813953488,0.6981148696,1,1,0.0487804878,2
17,0.3,rolling,subject,167,42,42,42,0.9047619048,4956.833333,7127,7128,0.5163759836,0.4285714286,42,0,0.5,0.6954031051,0.9047619048,0.9047619048,0,1
17,0.3,rolling,subject,168,43,43,43,0.976744186,6209.046512,7128,7128,0.2578663336,0.1860465116,41,0,0.6511627907,0.8710783546,0.9756097561,0.987804878,0.0487804878,2
17,0.3,rolling,subject,169,44,43,43,1,6365.209302,7128,7128,0.5835661323,0.488372093,42,0,0.6279069767,0.8929867147,1,1,0.02380952381,2
17,0.3,rolling,subject,170,45,27,27,1,6373.037037,7128,7128,0.3546639613,0.2592592593,26,0,0.8888888889,0.8940848817,1,1,0.03846153846,2
17,0.3,rolling,subject,171,46,21,21,1,5745.238095,6404,7128,0.4081531307,0.2857142857,19,0,0.3333333333,0.8060098338,1,1,0.1052631579,2
17,0.3,rolling,subject,172,47,70,70,1,6464.014286,7128,7128,0.3053100167,0.1285714286,40,0,0.8428571429,0.9068482443,1,1,0.25,4
17,0.3,rolling,subject,173,48,32,32,1,4985.96875,7128,7128,0.3686776137,0.28125,32,0,0.53125,0.6994905654,1,1,0,1
17,0.3,rolling,subject,174,49,19,19,1,6034.578947,7128,7128,0.444439913,0.3684210526,19,0,0.6842105263,0.8466019848,1,1,0,1
17,0.3,rolling,subject,175,5,942,942,0.9670912951,4939.469214,6995.5,7128,0.1756566272,0.1029723992,866,0,0.4203821656,0.6929670615,0.9653579677,0.970939184,0.07505773672,3
17,0.3,rolling,subject,176,50,19,19,1,7006,7128,7128,0.09694179523,0.05263157895,18,0,0.8947368421,0.9828843996,1,1,0.05555555556,2
17,0.3,rolling,subject,177,51,29,29,1,7118.413793,7128,7128,0.2145075706,0.1724137931,29,0,0.8275862069,0.9986551337,1,1,0,1
17,0.3,rolling,subject,178,52,28,28,1,6859.464286,7128,7128,0.06290570512,0.03571428571,28,0,0.8214285714,0.9623266394,1,1,0,1
17,0.3,rolling,subject,179,53,38,38,1,6788.394737,7128,7128,0.4376550136,0.3684210526,36,0,0.8157894737,0.952356164,1,1,0.05555555556,2
17,0.3,rolling,subject,180,54,31,31,1,6828.387097,7128,7128,0.3961562944,0.2903225806,31,0,0.7096774194,0.9579667644,1,1,0,1
17,0.3,rolling,subject,181,55,19,19,1,5930.789474,7128,7128,0.2948171129,0.1578947368,19,0,0.6842105263,0.832041172,1,1,0,1
17,0.3,rolling,subject,182,56,20,20,1,6669.4,7126,7128,0.1321142202,0.1,20,0,0.5,0.9356621773,1,1,0,1
17,0.3,rolling,subject,183,57,30,30,1,6418.4,6848,7128,0.3202662455,0.1333333333,28,0,0.4,0.9004489338,1,1,0.07142857143,2
17,0.3,rolling,subject,184,58,29,29,1,7116.482759,7128,7128,0.2049929831,0.1379310345,29,0,0.7931034483,0.9983842254,1,1,0,1
17,0.3,rolling,subject,185,59,34,34,0.9117647059,5068.676471,7128,7128,0.2455739071,0.1764705882,34,0,0.6764705882,0.7110937809,0.9117647059,0.9117647059,0,1
17,0.3,rolling,subject,186,6,845,845,0.9041420118,2867.711243,87,7128,0.5590272045,0.4426035503,746,0,0.2698224852,0.4023163921,0.899463807,0.9194593387,0.1112600536,4
17,0.3,rolling,subject,187,60,33,33,1,7049.424242,7128,7128,0.2699711856,0.2121212121,30,0,0.8181818182,0.988976465,1,1,0.1,2
17,0.3,rolling,subject,188,61,19,19,1,5693.473684,7128,7128,0.2262490928,0.2105263158,19,0,0.5789473684,0.798747711,1,1,0,1
17,0.3,rolling,subject,189,62,33,33,1,7127.969697,7128,7128,0.2163564959,0.1515151515,30,0,0.9696969697,0.9999957487,1,1,0.1,2
17,0.3,rolling,subject,190,63,25,25,1,7127.12,7128,7128,0.3437742563,0.24,25,0,0.88,0.9998765432,1,1,0,1
17,0.3,rolling,subject,191,64,17,17,1,7010.058824,7128,7128,0.2020774147,0.1176470588,17,0,0.8235294118,0.9834538192,1,1,0,1
17,0.3,rolling,subject,192,65,29,29,1,7127.965517,7128,7128,0.3169278085,0.2068965517,28,0,0.9655172414,0.9999951624,1,1,0.03571428571,2
17,0.3,rolling,subject,193,66,12,12,0.9166666667,5349.75,7128,7128,0.7147868474,0.6666666667,12,0,0.6666666667,0.7505260943,0.9166666667,0.9166666667,0,1
17,0.3,rolling,subject,194,67,19,19,1,6881.894737,7128,7128,0.2576167295,0.2105263158,19,0,0.6842105263,0.9654734479,1,1,0,1
17,0.3,rolling,subject,195,68,26,26,1,6718.230769,7080,7128,0.5750137245,0.4615384615,23,0,0.4615384615,0.9425127342,1,1,0.1304347826,2
17,0.3,rolling,subject,196,69,20,20,1,6750.9,7127.5,7128,0.3767610106,0.3,20,0,0.5,0.9470959596,1,1,0,1
17,0.3,rolling,subject,197,7,793,793,0.8360655738,4074.656999,6183,7128,0.1525313785,0.09836065574,705,0.06393442623,0.3329129887,0.5716409931,0.8382978723,0.8574468085,0.09503546099,5
17,0.3,rolling,subject,198,70,19,19,1,6902.526316,7128,7128,0.4720305868,0.3684210526,18,0,0.5263157895,0.9683678894,1,1,0.05555555556,2
17,0.3,rolling,subject,199,71,21,21,1,6833.571429,7128,7128,0.391308237,0.2380952381,17,0,0.8571428571,0.9586940837,1,1,0.2352941176,2
17,0.3,rolling,subject,200,72,23,23,1,6993.913043,7128,7128,0.1306199298,0.08695652174,22,0,0.9130434783,0.9811886986,1,1,0.04545454545,2
17,0.3,rolling,subject,201,73,22,22,1,7108.227273,7128,7128,0.4307973038,0.3636363636,22,0,0.8636363636,0.9972260484,1,1,0,1
17,0.3,rolling,subject,202,74,20,20,1,6702,7128,7128,0.4228320548,0.35,20,0,0.75,0.9402356902,1,1,0,1
17,0.3,rolling,subject,203,75,14,14,1,7088.357143,7128,7128,0.2236801732,0,14,0,0.6428571429,0.9944384319,1,1,0,1
17,0.3,rolling,subject,204,76,21,21,0.9523809524,4805.333333,7128,7128,0.06905974561,0.04761904762,21,0,0.5238095238,0.6741488964,0.9523809524,0.9523809524,0,1
17,0.3,rolling,subject,205,77,17,17,1,7128,7128,7128,0.2660830492,0.1764705882,17,0,1,1,1,1,0,1
17,0.3,rolling,subject,206,78,10,10,1,7019.8,7054.5,7128,0.4385614183,0.4,8,0,0.4,0.9848204265,1,1,0.25,2
17,0.3,rolling,subject,207,79,14,14,1,6867.428571,7128,7128,0.385733324,0.2857142857,13,0,0.7857142857,0.9634439634,1,1,0.07692307692,2
17,0.3,rolling,subject,208,8,601,601,0.8835274542,3647.071547,4398,7128,0.3393089227,0.2545757072,564,0.01647254576,0.3178036606,0.5116542575,0.8812056738,0.8882978723,0.05673758865,3
17,0.3,rolling,subject,209,80,10,10,1,6824.2,7128,7128,0.3464720061,0.3,9,0,0.9,0.957379349,1,1,0.1111111111,2
17,0.3,rolling,subject,210,81,18,18,1,7061.333333,7128,7128,0.3755334955,0.2222222222,18,0,0.8333333333,0.9906472129,1,1,0,1
17,0.3,rolling,subject,211,82,14,14,1,7128,7128,7128,0.1866886525,0.07142857143,13,0,1,1,1,1,0.07692307692,2
17,0.3,rolling,subject,212,83,2,2,1,7128,7128,7128,0.5001631854,0.5,2,0,1,1,1,1,0,1
17,0.3,rolling,subject,213,84,7,7,1,7128,7128,7128,0.4307234891,0.4285714286,7,0,1,1,1,1,0,1
17,0.3,rolling,subject,214,85,9,9,1,7125,7128,7128,0.2583644453,0.2222222222,9,0,0.6666666667,0.9995791246,1,1,0,1
17,0.3,rolling,subject,215,86,13,13,1,7128,7128,7128,0.1638954435,0.07692307692,13,0,1,1,1,1,0,1
17,0.3,rolling,subject,216,87,18,18,1,7128,7128,7128,0.1988733908,0.1111111111,17,0,1,1,1,1,0.05882352941,2
17,0.3,rolling,subject,217,88,10,10,1,7128,7128,7128,0.3524223096,0.3,10,0,1,1,1,1,0,1
17,0.3,rolling,subject,218,89,6,6,1,7128,7128,7128,0.3611847271,0.1666666667,6,0,1,1,1,1,0,1
17,0.3,rolling,subject,219,9,480,480,0.89375,3221.775,770,7128,0.4223908344,0.3229166667,448,0.00625,0.2833333333,0.4519886364,0.8883928571,0.9017857143,0.06473214286,3
17,0.3,rolling,subject,220,90,9,9,1,6988.444444,7128,7128,0.2763770974,0.2222222222,9,0,0.7777777778,0.9804214989,1,1,0,1
17,0.3,rolling,subject,221,91,8,8,1,6930.5,7128,7128,0.5627875707,0.5,8,0,0.75,0.9722923681,1,1,0,1
17,0.3,rolling,subject,222,92,9,9,0.8888888889,4758.111111,7081,7128,0.3216246676,0.2222222222,8,0.01111111111,0.4444444444,0.6675240055,0.875,0.875,0.125,2
17,0.3,rolling,subject,223,93,4,4,1,7128,7128,7128,0.02062969925,0,4,0,1,1,1,1,0,1
17,0.3,rolling,subject,224,94,9,9,1,7128,7128,7128,0.2575216274,0.1111111111,9,0,1,1,1,1,0,1
17,0.3,rolling,subject,225,95,6,6,1,7128,7128,7128,0.4675925926,0.3333333333,6,0,1,1,1,1,0,1
17,0.3,rolling,subject,226,96,10,10,1,7128,7128,7128,0.2916106053,0.2,10,0,1,1,1,1,0,1
17,0.3,rolling,subject,227,97,5,5,1,7118.6,7128,7128,0.7181818182,0.6,5,0,0.6,0.998681257,1,1,0,1
17,0.3,rolling,subject,228,98,4,4,1,7128,7128,7128,0.02912624303,0,4,0,1,1,1,1,0,1
17,0.3,rolling,subject,229,99,11,11,1,7128,7128,7128,0.250234535,0.1818181818,11,0,1,1,1,1,0,1
17,0.3,weighted,object,0,0,3188,3188,0.911229611,3981.085634,6254,7128,0.3521467111,0.2760351317,2893,0,0.3174404015,0.5585136972,0.9080539233,0.9202673119,0.0891807812,5
17,0.3,weighted,object,1,1,2206,2206,0.8753399819,4011.083862,6329.5,7128,0.1973054515,0.1260199456,1816,0.02466001813,0.3182230281,0.5627222029,0.8683920705,0.893951909,0.1613436123,5
17,0.3,weighted,object,2,10,513,513,0.9239766082,3597.964912,4037,7128,0.4994011372,0.4035087719,479,0,0.3489278752,0.5047649989,0.9185803758,0.9272790536,0.06680584551,3
17,0.3,weighted,object,3,100,4,4,1,7128,7128,7128,0.5000912517,0.5,4,0,1,1,1,1,0,1
17,0.3,weighted,object,4,101,10,10,1,7128,7128,7128,0.6424523659,0.6,10,0,1,1,1,1,0,1
17,0.3,weighted,object,5,102,10,10,1,7128,7128,7128,0.8123306233,0.8,9,0,1,1,1,1,0.1111111111,2
17,0.3,weighted,object,6,103,10,10,1,7128,7128,7128,0.2587311302,0.1,8,0,1,1,1,1,0.25,2
17,0.3,weighted,object,7,104,4,4,1,7128,7128,7128,0.09240759241,0,4,0,1,1,1,1,0,1
17,0.3,weighted,object,8,105,7,7,1,7128,7128,7128,0.5492773356,0.4285714286,7,0,1,1,1,1,0,1
17,0.3,weighted,object,9,106,3,3,1,7127.333333,7128,7128,0.8333333333,0.6666666667,3,0,0.6666666667,0.9999064721,1,1,0,1
17,0.3,weighted,object,10,107,3,3,1,7127.666667,7128,7128,1,1,3,0,0.6666666667,0.9999532361,1,1,0,1
17,0.3,weighted,object,11,108,5,5,1,7128,7128,7128,0.2883333333,0,5,0,1,1,1,1,0,1
17,0.3,weighted,object,12,109,15,15,1,7127.933333,7128,7128,0.0741205982,0,15,0,0.9333333333,0.9999906472,1,1,0,1
17,0.3,weighted,object,13,11,425,425,0.9364705882,3172.990588,1276,7128,0.522651511,0.4023529412,386,0,0.2376470588,0.4451445831,0.9352331606,0.9449481865,0.08549222798,4
17,0.3,weighted,object,14,110,11,11,1,7128,7128,7128,0.1650305994,0.09090909091,10,0,1,1,1,1,0.1,2
17,0.3,weighted,object,15,111,8,8,1,6224.375,7112.5,7128,0.4082590961,0.375,8,0,0.375,0.8732288159,1,1,0,1
17,0.3,weighted,object,16,112,6,6,1,7128,7128,7128,0.2008987876,0.1666666667,6,0,1,1,1,1,0,1
17,0.3,weighted,object,17,113,4,4,1,7128,7128,7128,0.5050248238,0.5,4,0,1,1,1,1,0,1
17,0.3,weighted,object,18,114,2,2,1,7128,7128,7128,0.5,0,2,0,1,1,1,1,0,1
17,0.3,weighted,object,19,115,3,3,1,7128,7128,7128,1,1,3,0,1,1,1,1,0,1
17,0.3,weighted,object,20,116,6,6,1,7128,7128,7128,0.3991987309,0.3333333333,6,0,1,1,1,1,0,1
17,0.3,weighted,object,21,117,2,2,1,7117.5,7117.5,7125.9,1,1,2,0,0.5,0.998526936,1,1,0,1
17,0.3,weighted,object,22,118,2,2,1,7128,7128,7128,0.06272182786,0,2,0,1,1,1,1,0,1
17,0.3,weighted,object,23,119,6,6,1,7128,7128,7128,0.5333333333,0.1666666667,6,0,1,1,1,1,0,1
17,0.3,weighted,object,24,12,378,378,0.917989418,3460.875661,1632,7128,0.2522219445,0.1428571429,343,0,0.3068783069,0.4855325002,0.9125364431,0.9193391642,0.09037900875,3
17,0.3,weighted,object,25,120,1,1,1,7128,7128,7128,1,1,1,0,1,1,1,1,0,1
17,0.3,weighted,object,26,121,4,4,1,7128,7128,7128,0.7500364007,0.75,4,0,1,1,1,1,0,1
17,0.3,weighted,object,27,122,8,8,1,7128,7128,7128,0.0834157071,0,6,0,1,1,1,1,0.1666666667,3
17,0.3,weighted,object,28,123,3,3,1,7128,7128,7128,0.2611111111,0,3,0,1,1,1,1,0,1
17,0.3,weighted,object,29,124,1,1,1,7128,7128,7128,0.0125,0,1,0,1,1,1,1,0,1
17,0.3,weighted,object,30,125,3,3,1,7128,7128,7128,0.5111111111,0.3333333333,3,0,1,1,1,1,0,1
17,0.3,weighted,object,31,126,4,4,1,7128,7128,7128,0.006350744602,0,3,0,1,1,1,1,0.3333333333,2
17,0.3,weighted,object,32,127,7,7,1,7128,7128,7128,0.05115239466,0,7,0,1,1,1,1,0,1
17,0.3,weighted,object,33,128,2,2,1,7128,7128,7128,0.35,0,2,0,1,1,1,1,0,1
17,0.3,weighted,object,34,129,5,5,1,7128,7128,7128,0.8000638978,0.8,5,0,1,1,1,1,0,1
17,0.3,weighted,object,35,13,379,379,0.9683377309,3196.474934,1145,7128,0.4138454127,0.2796833773,350,0,0.253298153,0.4484392444,0.9685714286,0.9733333333,0.07142857143,4
17,0.3,weighted,object,37,131,8,8,1,7128,7128,7128,0.0008624997927,0,8,0,1,1,1,1,0,1
17,0.3,weighted,object,38,132,2,2,1,7128,7128,7128,0.07152472527,0,2,0,1,1,1,1,0,1
17,0.3,weighted,object,39,133,3,3,1,7128,7128,7128,0.5833333333,0.3333333333,3,0,1,1,1,1,0,1
17,0.3,weighted,object,40,134,5,5,1,7128,7128,7128,0.8285714286,0.8,5,0,1,1,1,1,0,1
17,0.3,weighted,object,41,135,3,3,1,7128,7128,7128,0.2237169905,0,3,0,1,1,1,1,0,1
17,0.3,weighted,object,42,136,2,2,1,7128,7128,7128,0.1667371388,0,2,0,1,1,1,1,0,1
17,0.3,weighted,object,43,137,3,3,1,7128,7128,7128,0.1126668394,0,3,0,1,1,1,1,0,1
17,0.3,weighted,object,44,138,1,1,1,7128,7128,7128,0.0001574059499,0,1,0,1,1,1,1,0,1
17,0.3,weighted,object,45,139,4,4,1,7128,7128,7128,0.8333333333,0.75,4,0,1,1,1,1,0,1
17,0.3,weighted,object,46,14,275,275,0.9236363636,3828.847273,5858,7128,0.4535972039,0.3636363636,264,0,0.3236363636,0.5371559025,0.9204545455,0.9223484848,0.03787878788,3
17,0.3,weighted,object,47,140,3,3,1,7128,7128,7128,1,0.6666666667,2,0,1,1,1,1,0.5,2
17,0.3,weighted,object,48,141,6,6,1,7128,7128,7128,0.04417439583,0,6,0,1,1,1,1,0,1
17,0.3,weighted,object,49,142,4,4,1,7128,7128,7128,0.375948818,0.25,3,0,1,1,1,1,0.3333333333,2
17,0.3,weighted,object,51,144,2,2,1,7128,7128,7128,0.1702898551,0,2,0,1,1,1,1,0,1
17,0.3,weighted,object,52,145,4,4,1,7128,7128,7128,0.3437870755,0.25,4,0,1,1,1,1,0,1
17,0.3,weighted,object,53,146,1,1,1,7128,7128,7128,0.5,0,1,0,1,1,1,1,0,1
17,0.3,weighted,object,55,148,2,2,1,7128,7128,7128,0.03536414566,0,2,0,1,1,1,1,0,1
17,0.3,weighted,object,56,149,1,1,1,7128,7128,7128,1,1,1,0,1,1,1,1,0,1
17,0.3,weighted,object,57,15,358,358,0.9553072626,3062.759777,892,7128,0.3032825431,0.1955307263,330,0,0.2262569832,0.4296801033,0.9545454545,0.9595959596,0.07575757576,3
17,0.3,weighted,object,58,150,2,2,1,7128,7128,7128,0.5001106195,0.5,2,0,1,1,1,1,0,1
17,0.3,weighted,object,59,151,1,1,1,7128,7128,7128,0.5,0,1,0,1,1,1,1,0,1
17,0.3,weighted,object,60,152,2,2,1,7128,7128,7128,0.0726276122,0,2,0,1,1,1,1,0,1
17,0.3,weighted,object,61,153,2,2,1,7128,7128,7128,0.3333333333,0,2,0,1,1,1,1,0,1
17,0.3,weighted,object,63,155,1,1,1,7128,7128,7128,0.1666666667,0,1,0,1,1,1,1,0,1
17,0.3,weighted,object,64,156,5,5,1,7128,7128,7128,0.334402852,0,5,0,1,1,1,1,0,1
17,0.3,weighted,object,65,157,3,3,1,7128,7128,7128,0.5000475511,0.3333333333,3,0,1,1,1,1,0,1
17,0.3,weighted,object,66,158,2,2,1,7128,7128,7128,0.1265873016,0,2,0,1,1,1,1,0,1
17,0.3,weighted,object,67,159,3,3,1,7128,7128,7128,0.3465496082,0.3333333333,3,0,1,1,1,1,0,1
17,0.3,weighted,object,68,16,367,367,0.9564032698,2999.188011,1364,7128,0.3286955124,0.2288828338,322,0,0.1716621253,0.4207615055,0.9534161491,0.9648033126,0.1304347826,3
17,0.3,weighted,object,71,162,6,6,1,7128,7128,7128,0.75,0.5,6,0,1,1,1,1,0,1
17,0.3,weighted,object,72,163,2,2,1,7128,7128,7128,1,1,2,0,1,1,1,1,0,1
17,0.3,weighted,object,73,164,6,6,1,7128,7128,7128,0.05773525133,0,6,0,1,1,1,1,0,1
17,0.3,weighted,object,74,165,1,1,1,7128,7128,7128,0.0001545833977,0,1,0,1,1,1,1,0,1
17,0.3,weighted,object,77,168,1,1,1,7128,7128,7128,1,1,1,0,1,1,1,1,0,1
17,0.3,weighted,object,78,169,1,1,1,7128,7128,7128,0.125,0,1,0,1,1,1,1,0,1
17,0.3,weighted,object,79,17,347,347,0.9193083573,3697.783862,4630,7128,0.3008590412,0.1757925072,309,0,0.2997118156,0.5187687797,0.928802589,0.9354908306,0.08090614887,5
17,0.3,weighted,object,80,170,1,1,1,7128,7128,7128,1,1,1,0,1,1,1,1,0,1
17,0.3,weighted,object,82,172,2,2,1,7128,7128,7128,0.2916666667,0,2,0,1,1,1,1,0,1
17,0.3,weighted,object,84,174,2,2,1,7128,7128,7128,0.5084745763,0.5,2,0,1,1,1,1,0,1
17,0.3,weighted,object,85,175,1,1,1,7128,7128,7128,0.1,0,1,0,1,1,1,1,0,1
17,0.3,weighted,object,88,178,1,1,1,7128,7128,7128,1,1,1,0,1,1,1,1,0,1
17,0.3,weighted,object,89,179,1,1,1,7128,7128,7128,1,1,1,0,1,1,1,1,0,1
17,0.3,weighted,object,90,18,170,170,0.9588235294,3765.811765,5913,7128,0.5307720956,0.4411764706,165,0,0.3529411765,0.5283125371,0.9575757576,0.9636363636,0.0303030303,2
17,0.3,weighted,object,91,180,1,1,1,7128,7128,7128,0.0001440299582,0,1,0,1,1,1,1,0,1
17,0.3,weighted,object,93,182,3,3,1,7128,7128,7128,0.001407601518,0,3,0,1,1,1,1,0,1
