seed,deletion_rate,method,timestamp,threshold,threshold_units,pool_score_count,pool_span_blocks,label_row_count,unique_query_count,observed_label_coverage,full_set_coverage,partial_answer_recall,mean_size,median_size,p90_size,singleton_rate,full_vocabulary_set_rate
29,0,rank_rolling,363,2476,rank,1000,3,386,353,0.878238342,0.8725212465,0.8734655335,2476,2476,2476,0,0
29,0,margin_static,364,15.06269741,score_margin,49512,94,354,329,0.7655367232,0.7689969605,0.7829280648,1790.635258,79,7128,0.1003039514,0.1519756839
29,0,margin_rolling,364,23.95046198,score_margin,1000,2,354,329,0.918079096,0.9179331307,0.9255319149,3945.018237,5511,7128,0.02127659574,0.3221884498
29,0,rank_static,364,3529,rank,49512,94,354,329,0.9152542373,0.9088145897,0.9118541033,3529,3529,3529,0,0
29,0,rank_expanding,364,3386,rank,49512,94,354,329,0.9152542373,0.9088145897,0.9118541033,3386,3386,3386,0,0
29,0,rank_rolling,364,2720,rank,1000,2,354,329,0.9039548023,0.896656535,0.8996960486,2720,2720,2720,0,0
29,0.1,margin_static,292,14.83292723,score_margin,11270,22,730,658,0.8794520548,0.8905775076,0.9010131712,3625.196049,4107,7128,0.01215805471,0.3100303951
29,0.1,margin_rolling,292,14.6586256,score_margin,1000,3,730,658,0.8767123288,0.8890577508,0.8994934144,3558.183891,2772,7128,0.01367781155,0.3024316109
29,0.1,rank_static,292,3537,rank,11270,22,730,658,0.904109589,0.8996960486,0.9019756839,3537,3537,3537,0,0
29,0.1,rank_expanding,292,3537,rank,11270,22,730,658,0.904109589,0.8996960486,0.9019756839,3537,3537,3537,0,0
29,0.1,rank_rolling,292,2882,rank,1000,3,730,658,0.8753424658,0.8708206687,0.8776595745,2882,2882,2882,0,0
29,0.1,margin_static,293,14.83292723,score_margin,12000,23,658,581,0.9088145897,0.9156626506,0.9285714286,3917.814114,5544,7128,0.01032702238,0.3149741824
29,0.1,margin_rolling,293,15.08099318,score_margin,1000,2,658,581,0.9103343465,0.917383821,0.930292599,3990.777969,5861,7128,0.006884681583,0.3184165232
29,0.1,rank_static,293,3537,rank,12000,23,658,581,0.8708206687,0.8588640275,0.8677567413,3537,3537,3537,0,0
29,0.1,rank_expanding,293,3529,rank,12000,23,658,581,0.8708206687,0.8588640275,0.8677567413,3529,3529,3529,0,0
29,0.1,rank_rolling,293,3095,rank,1000,2,658,581,0.8510638298,0.8364888124,0.8462421113,3095,3095,3095,0,0
29,0.1,margin_static,294,14.83292723,score_margin,12658,24,618,538,0.854368932,0.8494423792,0.8777881041,3602.86803,3308.5,7128,0.01858736059,0.3159851301
29,0.1,margin_rolling,294,15.84965828,score_margin,1000,2,618,538,0.8786407767,0.873605948,0.9007125155,3966.001859,6111,7128,0.01115241636,0.3494423792
29,0.1,rank_static,294,3537,rank,12658,24,618,538,0.8754045307,0.8587360595,0.8624535316,3537,3537,3537,0,0
29,0.1,rank_expanding,294,3592,rank,12658,24,618,538,0.8786407767,0.8624535316,0.8652416357,3592,3592,3592,0,0
29,0.1,rank_rolling,294,3876,rank,1000,2,618,538,0.8883495146,0.873605948,0.876394052,3876,3876,3876,0,0
29,0.1,margin_static,295,14.83292723,score_margin,13276,25,666,578,0.8783783784,0.8788927336,0.9038062284,3653.631488,3885,7128,0.01211072664,0.3010380623
29,0.1,margin_rolling,295,16.30876402,score_margin,1000,2,666,578,0.9069069069,0.9031141869,0.927739331,4316.842561,6326.5,7128,0.003460207612,0.3460207612
29,0.1,rank_static,295,3537,rank,13276,25,666,578,0.9054054054,0.8910034602,0.895905421,3537,3537,3537,0,0
29,0.1,rank_expanding,295,3631,rank,13276,25,666,578,0.9084084084,0.8944636678,0.8993656286,3631,3631,3631,0,0
29,0.1,rank_rolling,295,4876,rank,1000,2,666,578,0.9219219219,0.9100346021,0.914071511,4876,4876,4876,0,0
29,0.1,margin_static,296,14.83292723,score_margin,13942,26,516,466,0.8740310078,0.8669527897,0.8879113019,3656.137339,4374,7128,0.008583690987,0.3175965665
29,0.1,margin_rolling,296,16.43309593,score_margin,1000,2,516,466,0.8992248062,0.8927038627,0.913304721,4171.135193,6630.5,7128,0.004291845494,0.3583690987
29,0.1,rank_static,296,3537,rank,13942,26,516,466,0.9031007752,0.8927038627,0.8959227468,3537,3537,3537,0,0
29,0.1,rank_expanding,296,3615,rank,13942,26,516,466,0.9089147287,0.8991416309,0.902360515,3615,3615,3615,0,0
29,0.1,rank_rolling,296,3497,rank,1000,2,516,466,0.9031007752,0.8927038627,0.8959227468,3497,3497,3497,0,0
29,0.1,margin_static,297,14.83292723,score_margin,14458,27,292,254,0.8561643836,0.8700787402,0.882808399,3108.165354,801,7128,0.007874015748,0.2440944882
29,0.1,margin_rolling,297,16.35983086,score_margin,1000,2,292,254,0.8767123288,0.8937007874,0.9044619423,3559.996063,2943.5,7128,0.003937007874,0.2795275591
29,0.1,rank_static,297,3537,rank,14458,27,292,254,0.897260274,0.8858267717,0.8910761155,3537,3537,3537,0,0
29,0.1,rank_expanding,297,3599,rank,14458,27,292,254,0.897260274,0.8858267717,0.8910761155,3599,3599,3599,0,0
29,0.1,rank_rolling,297,3352,rank,1000,2,292,254,0.8869863014,0.874015748,0.8792650919,3352,3352,3352,0,0
29,0.1,margin_static,298,14.83292723,score_margin,14750,28,252,224,0.8650793651,0.8705357143,0.8909970238,3279.205357,1439,7128,0.008928571429,0.2991071429
29,0.1,margin_rolling,298,17.00476742,score_margin,1000,3,252,224,0.9246031746,0.9330357143,0.9479166667,4063.147321,6370.5,7128,0,0.3348214286
29,0.1,rank_static,298,3537,rank,14750,28,252,224,0.8650793651,0.8482142857,0.8578869048,3537,3537,3537,0,0
29,0.1,rank_expanding,298,3599,rank,14750,28,252,224,0.8650793651,0.8482142857,0.8578869048,3599,3599,3599,0,0
29,0.1,rank_rolling,298,3577,rank,1000,3,252,224,0.8650793651,0.8482142857,0.8578869048,3577,3577,3577,0,0
29,0.1,margin_static,299,14.83292723,score_margin,15002,29,702,615,0.8675213675,0.8780487805,0.8938908246,3438.84878,2039,7128,0.02276422764,0.243902439
29,0.1,margin_rolling,299,16.46826553,score_margin,1000,3,702,615,0.9031339031,0.9105691057,0.9265195509,4029.029268,6118,7128,0.009756097561,0.312195122
29,0.1,rank_static,299,3537,rank,15002,29,702,615,0.9373219373,0.9284552846,0.9292682927,3537,3537,3537,0,0
29,0.1,rank_expanding,299,3622,rank,15002,29,702,615,0.9373219373,0.9284552846,0.9292682927,3622,3622,3622,0,0
29,0.1,rank_rolling,299,3865,rank,1000,3,702,615,0.9373219373,0.9284552846,0.9292682927,3865,3865,3865,0,0
29,0.1,margin_static,300,14.83292723,score_margin,15704,30,664,573,0.8584337349,0.8534031414,0.8827322086,3636.603839,3946,7128,0.02268760908,0.2931937173
29,0.1,margin_rolling,300,16.41718024,score_margin,1000,3,664,573,0.8975903614,0.890052356,0.9186057786,4255.207679,6601,7128,0.006980802792,0.369982548
29,0.1,rank_static,300,3537,rank,15704,30,664,573,0.8885542169,0.8743455497,0.8798720186,3537,3537,3537,0,0
29,0.1,rank_expanding,300,3556,rank,15704,30,664,573,0.8885542169,0.8743455497,0.8798720186,3556,3556,3556,0,0
29,0.1,rank_rolling,300,3060,rank,1000,3,664,573,0.8689759036,0.8516579407,0.8612565445,3060,3060,3060,0,0
29,0.1,margin_static,301,14.83292723,score_margin,16368,31,616,552,0.8831168831,0.8804347826,0.8980676329,3759.744565,4902.5,7128,0.01811594203,0.3170289855
29,0.1,margin_rolling,301,17.09144214,score_margin,1000,2,616,552,0.9123376623,0.9112318841,0.9216183575,4496.15942,7055,7128,0.001811594203,0.4076086957
29,0.1,rank_static,301,3537,rank,16368,31,616,552,0.862012987,0.8460144928,0.8595410628,3537,3537,3537,0,0
29,0.1,rank_expanding,301,3572,rank,16368,31,616,552,0.862012987,0.8460144928,0.8595410628,3572,3572,3572,0,0
29,0.1,rank_rolling,301,3408,rank,1000,2,616,552,0.8603896104,0.8442028986,0.8577294686,3408,3408,3408,0,0
29,0.1,margin_static,302,14.83292723,score_margin,16984,32,570,490,0.8421052632,0.8387755102,0.860111759,3258.3,1056.5,7128,0.0387755102,0.2673469388
29,0.1,margin_rolling,302,16.42878246,score_margin,1000,2,570,490,0.8824561404,0.8795918367,0.8962876579,3735.932653,4502,7128,0.01020408163,0.3204081633
29,0.1,rank_static,302,3537,rank,16984,32,570,490,0.8912280702,0.8816326531,0.887755102,3537,3537,3537,0,0
29,0.1,rank_expanding,302,3632,rank,16984,32,570,490,0.8929824561,0.8836734694,0.8897959184,3632,3632,3632,0,0
29,0.1,rank_rolling,302,4927,rank,1000,2,570,490,0.9122807018,0.9040816327,0.9102040816,4927,4927,4927,0,0
29,0.1,margin_static,303,14.83292723,score_margin,17554,33,542,485,0.8726937269,0.8680412371,0.8801718213,3339.715464,1463,7128,0.02886597938,0.2824742268
29,0.1,margin_rolling,303,17.18021488,score_margin,1000,2,542,485,0.9132841328,0.9072164948,0.9171134021,4132.119588,6707,7128,0.00206185567,0.3628865979
29,0.1,rank_static,303,3537,rank,17554,33,542,485,0.8708487085,0.8577319588,0.8618556701,3537,3537,3537,0,0
29,0.1,rank_expanding,303,3641,rank,17554,33,542,485,0.8800738007,0.8680412371,0.8721649485,3641,3641,3641,0,0
29,0.1,rank_rolling,303,4603,rank,1000,2,542,485,0.8985239852,0.8865979381,0.8907216495,4603,4603,4603,0,0
29,0.1,margin_static,304,14.83292723,score_margin,18096,34,328,281,0.8323170732,0.8220640569,0.8609134045,3251.252669,1267,7128,0.03558718861,0.2491103203
29,0.1,margin_rolling,304,16.46820162,score_margin,1000,2,328,281,0.881097561,0.871886121,0.900059312,3872.83274,5257,7128,0.007117437722,0.3024911032
29,0.1,rank_static,304,3537,rank,18096,34,328,281,0.8932926829,0.8896797153,0.8914590747,3537,3537,3537,0,0
29,0.1,rank_expanding,304,3658,rank,18096,34,328,281,0.8932926829,0.8896797153,0.8914590747,3658,3658,3658,0,0
29,0.1,rank_rolling,304,4438,rank,1000,2,328,281,0.9207317073,0.9217081851,0.9217081851,4438,4438,4438,0,0
29,0.1,margin_static,305,14.83292723,score_margin,18424,35,328,295,0.887195122,0.8847457627,0.9061581921,2974.708475,782,7128,0.01016949153,0.213559322
29,0.1,margin_rolling,305,17.13795567,score_margin,1000,3,328,295,0.9451219512,0.9457627119,0.9555932203,3837.884746,5513,7128,0.01016949153,0.2983050847
29,0.1,rank_static,305,3537,rank,18424,35,328,295,0.9359756098,0.9288135593,0.9288135593,3537,3537,3537,0,0
29,0.1,rank_expanding,305,3659,rank,18424,35,328,295,0.9390243902,0.9322033898,0.9322033898,3659,3659,3659,0,0
29,0.1,rank_rolling,305,4124,rank,1000,3,328,295,0.9481707317,0.9423728814,0.9423728814,4124,4124,4124,0,0
29,0.1,margin_static,306,14.83292723,score_margin,18752,36,582,513,0.8642611684,0.8752436647,0.8946068876,3309.124756,1154,7128,0.03118908382,0.2670565302
29,0.1,margin_rolling,306,16.3758707,score_margin,1000,3,582,513,0.8917525773,0.9025341131,0.9177387914,3798.136452,5116,7128,0.01559454191,0.3274853801
29,0.1,rank_static,306,3537,rank,18752,36,582,513,0.9020618557,0.8908382066,0.895711501,3537,3537,3537,0,0
29,0.1,rank_expanding,306,3642,rank,18752,36,582,513,0.9037800687,0.8927875244,0.8976608187,3642,3642,3642,0,0
29,0.1,rank_rolling,306,3416,rank,1000,3,582,513,0.9020618557,0.8908382066,0.895711501,3416,3416,3416,0,0
29,0.1,margin_static,307,14.83292723,score_margin,19334,37,588,510,0.8503401361,0.8588235294,0.8817320261,3500.378431,2214.5,7128,0.02745098039,0.2725490196
29,0.1,margin_rolling,307,16.22207737,score_margin,1000,3,588,510,0.8945578231,0.9019607843,0.9174836601,4032.77451,5883,7128,0.007843137255,0.3352941176
29,0.1,rank_static,307,3537,rank,19334,37,588,510,0.8775510204,0.8588235294,0.8653594771,3537,3537,3537,0,0
29,0.1,rank_expanding,307,3639,rank,19334,37,588,510,0.8792517007,0.8607843137,0.8663398693,3639,3639,3639,0,0
29,0.1,rank_rolling,307,3014,rank,1000,3,588,510,0.8656462585,0.8450980392,0.8526143791,3014,3014,3014,0,0
29,0.1,margin_static,308,14.83292723,score_margin,19922,38,562,497,0.8434163701,0.8511066398,0.8700776085,3493.384306,1848,7128,0.03420523139,0.3279678068
29,0.1,margin_rolling,308,16.61140156,score_margin,1000,2,562,497,0.8879003559,0.8873239437,0.9065536074,4034.547284,6475,7128,0.01408450704,0.3682092555
29,0.1,rank_static,308,3537,rank,19922,38,562,497,0.8612099644,0.8490945674,0.8531187123,3537,3537,3537,0,0
29,0.1,rank_expanding,308,3657,rank,19922,38,562,497,0.8647686833,0.8531187123,0.8571428571,3657,3657,3657,0,0
29,0.1,rank_rolling,308,3980,rank,1000,2,562,497,0.8701067616,0.8571428571,0.861167002,3980,3980,3980,0,0
29,0.1,margin_static,309,14.83292723,score_margin,20484,39,626,535,0.857827476,0.8691588785,0.8880996885,3609.158879,4130,7128,0.02429906542,0.308411215
29,0.1,margin_rolling,309,16.86135483,score_margin,1000,2,626,535,0.8961661342,0.9028037383,0.9189096573,4180.938318,6933,7128,0.01308411215,0.3644859813
29,0.1,rank_static,309,3537,rank,20484,39,626,535,0.8977635783,0.8859813084,0.8878504673,3537,3537,3537,0,0
29,0.1,rank_expanding,309,3682,rank,20484,39,626,535,0.8993610224,0.8878504673,0.8897196262,3682,3682,3682,0,0
29,0.1,rank_rolling,309,4459,rank,1000,2,626,535,0.9201277955,0.9121495327,0.9140186916,4459,4459,4459,0,0
29,0.1,margin_static,310,14.83292723,score_margin,21110,40,620,527,0.8919354839,0.8880455408,0.9182795699,2975.00759,778,7128,0.01897533207,0.2239089184
29,0.1,margin_rolling,310,17.55547088,score_margin,1000,2,620,527,0.9290322581,0.9203036053,0.9469006958,3961.658444,5716,7128,0.007590132827,0.3036053131
29,0.1,rank_static,310,3537,rank,21110,40,620,527,0.9370967742,0.9278937381,0.9278937381,3537,3537,3537,0,0
29,0.1,rank_expanding,310,3682,rank,21110,40,620,527,0.9387096774,0.9297912713,0.9297912713,3682,3682,3682,0,0
29,0.1,rank_rolling,310,4072,rank,1000,2,620,527,0.95,0.9430740038,0.9430740038,4072,4072,4072,0,0
29,0.1,margin_static,311,14.83292723,score_margin,21730,41,438,366,0.8538812785,0.8524590164,0.8765027322,2681.382514,407.5,7128,0.02459016393,0.1885245902
29,0.1,margin_rolling,311,16.56112206,score_margin,1000,2,438,366,0.897260274,0.8907103825,0.9180327869,3271.994536,1063.5,7128,0.01366120219,0.2213114754
29,0.1,rank_static,311,3537,rank,21730,41,438,366,0.9292237443,0.9180327869,0.9239526412,3537,3537,3537,0,0
29,0.1,rank_expanding,311,3654,rank,21730,41,438,366,0.9337899543,0.9234972678,0.929417122,3654,3654,3654,0,0
29,0.1,rank_rolling,311,2717,rank,1000,2,438,366,0.9178082192,0.9043715847,0.910291439,2717,2717,2717,0,0
29,0.1,margin_static,312,14.83292723,score_margin,22168,42,460,368,0.8152173913,0.8423913043,0.8659679089,2413.328804,392,7128,0.02445652174,0.1875
29,0.1,margin_rolling,312,16.27792835,score_margin,1000,2,460,368,0.8717391304,0.8885869565,0.9129140787,2977.951087,868,7128,0.01086956522,0.2255434783
29,0.1,rank_static,312,3537,rank,22168,42,460,368,0.9413043478,0.9266304348,0.9374094203,3537,3537,3537,0,0
29,0.1,rank_expanding,312,3634,rank,22168,42,460,368,0.9434782609,0.9293478261,0.9401268116,3634,3634,3634,0,0
29,0.1,rank_rolling,312,1919,rank,1000,2,460,368,0.9195652174,0.8994565217,0.9155797101,1919,1919,1919,0,0
29,0.1,margin_static,313,14.83292723,score_margin,22628,43,794,641,0.8450881612,0.8502340094,0.8833073323,2856.942278,467,7128,0.02808112324,0.224648986
29,0.1,margin_rolling,313,17.34531307,score_margin,1000,3,794,641,0.8979848866,0.8923556942,0.922698908,3646.193448,4079,7128,0.01092043682,0.2995319813
29,0.1,rank_static,313,3537,rank,22628,43,794,641,0.9294710327,0.9126365055,0.9149765991,3537,3537,3537,0,0
29,0.1,rank_expanding,313,3599,rank,22628,43,794,641,0.9319899244,0.9157566303,0.9180967239,3599,3599,3599,0,0
29,0.1,rank_rolling,313,1620,rank,1000,3,794,641,0.8929471033,0.8705148206,0.8769110764,1620,1620,1620,0,0
29,0.1,margin_static,314,14.83292723,score_margin,23422,44,678,585,0.8539823009,0.8581196581,0.8791330891,2985.876923,731,7128,0.03247863248,0.2256410256
29,0.1,margin_rolling,314,17.70479202,score_margin,1000,2,678,585,0.9144542773,0.9111111111,0.9287952788,3929.688889,6089,7128,0.008547008547,0.3025641026
29,0.1,rank_static,314,3537,rank,23422,44,678,585,0.9498525074,0.9418803419,0.9447293447,3537,3537,3537,0,0
29,0.1,rank_expanding,314,3552,rank,23422,44,678,585,0.9498525074,0.9418803419,0.9447293447,3552,3552,3552,0,0
29,0.1,rank_rolling,314,1902,rank,1000,2,678,585,0.907079646,0.8923076923,0.9,1902,1902,1902,0,0
29,0.1,margin_static,315,14.83292723,score_margin,24100,45,774,660,0.8488372093,0.8484848485,0.8699747475,2814.587879,631.5,7128,0.02878787879,0.1878787879
29,0.1,margin_rolling,315,17.7292881,score_margin,1000,2,774,660,0.8888888889,0.8863636364,0.9036868687,3859.733333,5160.5,7128,0.01060606061,0.2893939394
29,0.1,rank_static,315,3537,rank,24100,45,774,660,0.9328165375,0.9257575758,0.9265151515,3537,3537,3537,0,0
29,0.1,rank_expanding,315,3501,rank,24100,45,774,660,0.9328165375,0.9257575758,0.9265151515,3501,3501,3501,0,0
29,0.1,rank_rolling,315,1898,rank,1000,2,774,660,0.8927648579,0.8787878788,0.8873737374,1898,1898,1898,0,0
29,0.1,margin_static,316,14.83292723,score_margin,24874,46,758,622,0.8482849604,0.8424437299,0.8699892819,3074.048232,1201,7128,0.02572347267,0.2395498392
29,0.1,margin_rolling,316,18.98976159,score_margin,1000,2,758,622,0.9300791557,0.9260450161,0.9461950697,4565.448553,7006.5,7128,0.004823151125,0.345659164
29,0.1,rank_static,316,3537,rank,24874,46,758,622,0.907651715,0.8874598071,0.8890675241,3537,3537,3537,0,0
29,0.1,rank_expanding,316,3477,rank,24874,46,758,622,0.9023746702,0.8810289389,0.8826366559,3477,3477,3477,0,0
29,0.1,rank_rolling,316,2273,rank,1000,2,758,622,0.8799472296,0.8536977492,0.8569131833,2273,2273,2273,0,0
29,0.1,margin_static,317,14.83292723,score_margin,25632,47,630,559,0.826984127,0.8282647585,0.850417412,2544.205725,328,7128,0.02683363148,0.1699463327
29,0.1,margin_rolling,317,17.29703045,score_margin,1000,2,630,559,0.8857142857,0.885509839,0.90509839,3377.838998,1707,7128,0.01788908766,0.2468694097
29,0.1,rank_static,317,3537,rank,25632,47,630,559,0.9,0.8872987478,0.8941860465,3537,3537,3537,0,0
29,0.1,rank_expanding,317,3471,rank,25632,47,630,559,0.9,0.8872987478,0.8941860465,3471,3471,3471,0,0
29,0.1,rank_rolling,317,3080,rank,1000,2,630,559,0.8873015873,0.8729874776,0.8807692308,3080,3080,3080,0,0
29,0.1,margin_static,318,14.83292723,score_margin,26262,48,342,308,0.8216374269,0.8279220779,0.8522727273,2538.801948,225.5,7128,0.01623376623,0.2077922078
29,0.1,margin_rolling,318,18.0144189,score_margin,1000,2,342,308,0.9093567251,0.9058441558,0.9237012987,3475.902597,2324.5,7128,0.00974025974,0.2727272727
29,0.1,rank_static,318,3537,rank,26262,48,342,308,0.932748538,0.9253246753,0.9269480519,3537,3537,3537,0,0
29,0.1,rank_expanding,318,3471,rank,26262,48,342,308,0.932748538,0.9253246753,0.9269480519,3471,3471,3471,0,0
29,0.1,rank_rolling,318,3497,rank,1000,2,342,308,0.932748538,0.9253246753,0.9269480519,3497,3497,3497,0,0
29,0.1,margin_static,319,14.83292723,score_margin,26604,49,324,290,0.8487654321,0.8344827586,0.8431034483,2548.041379,364.5,7128,0.02413793103,0.1965517241
29,0.1,margin_rolling,319,17.94970304,score_margin,1000,3,324,290,0.9166666667,0.9068965517,0.9155172414,3477.693103,1971,7128,0.01034482759,0.2724137931
29,0.1,rank_static,319,3537,rank,26604,49,324,290,0.9475308642,0.9413793103,0.9413793103,3537,3537,3537,0,0
29,0.1,rank_expanding,319,3461,rank,26604,49,324,290,0.9444444444,0.9379310345,0.9379310345,3461,3461,3461,0,0
29,0.1,rank_rolling,319,3022,rank,1000,3,324,290,0.9320987654,0.924137931,0.924137931,3022,3022,3022,0,0
29,0.1,margin_static,320,14.83292723,score_margin,26928,50,736,646,0.8383152174,0.8544891641,0.8674578603,3085.447368,802.5,7128,0.02476780186,0.2554179567
29,0.1,margin_rolling,320,17.69925418,score_margin,1000,3,736,646,0.8872282609,0.8978328173,0.9090127279,3946.130031,6170,7128,0.01083591331,0.3482972136
29,0.1,rank_static,320,3537,rank,26928,50,736,646,0.8940217391,0.8823529412,0.8890608875,3537,3537,3537,0,0
29,0.1,rank_expanding,320,3432,rank,26928,50,736,646,0.8940217391,0.8823529412,0.8890608875,3432,3432,3432,0,0
29,0.1,rank_rolling,320,2350,rank,1000,3,736,646,0.8627717391,0.8529411765,0.8578431373,2350,2350,2350,0,0
29,0.1,margin_static,321,14.83292723,score_margin,27664,51,680,603,0.8411764706,0.8291873964,0.8490878939,2869.669983,654,7128,0.02985074627,0.2122719735
29,0.1,margin_rolling,321,18.18120193,score_margin,1000,2,680,603,0.9117647059,0.9021558872,0.9170812604,4092.227197,6295,7128,0.008291873964,0.3266998342
29,0.1,rank_static,321,3537,rank,27664,51,680,603,0.9117647059,0.903814262,0.9096185738,3537,3537,3537,0,0
29,0.1,rank_expanding,321,3440,rank,27664,51,680,603,0.9073529412,0.8988391376,0.9046434494,3440,3440,3440,0,0
29,0.1,rank_rolling,321,3264,rank,1000,2,680,603,0.9,0.8905472637,0.8963515755,3264,3264,3264,0,0
29,0.1,margin_static,322,14.83292723,score_margin,28344,52,668,595,0.8488023952,0.8470588235,0.8638655462,3108.255462,933,7128,0.0218487395,0.2285714286
29,0.1,margin_rolling,322,18.53220367,score_margin,1000,2,668,595,0.9191616766,0.9210084034,0.9282913165,4279.131092,6793,7128,0.005042016807,0.3478991597
29,0.1,rank_static,322,3537,rank,28344,52,668,595,0.8967065868,0.887394958,0.8882352941,3537,3537,3537,0,0
29,0.1,rank_expanding,322,3430,rank,28344,52,668,595,0.8952095808,0.8857142857,0.8865546218,3430,3430,3430,0,0
29,0.1,rank_rolling,322,3397,rank,1000,2,668,595,0.8907185629,0.8806722689,0.881512605,3397,3397,3397,0,0
29,0.1,margin_static,323,14.83292723,score_margin,29012,53,668,600,0.8293413174,0.8233333333,0.8461111111,2863.851667,798.5,7128,0.025,0.2083333333
29,0.1,margin_rolling,323,17.61232662,score_margin,1000,2,668,600,0.9026946108,0.9,0.9119444444,3933.92,5185,7128,0.01,0.2616666667
29,0.1,rank_static,323,3537,rank,29012,53,668,600,0.9071856287,0.8983333333,0.9022222222,3537,3537,3537,0,0
29,0.1,rank_expanding,323,3437,rank,29012,53,668,600,0.9056886228,0.8966666667,0.9005555556,3437,3437,3437,0,0
29,0.1,rank_rolling,323,3459,rank,1000,2,668,600,0.9056886228,0.8966666667,0.9005555556,3459,3459,3459,0,0
29,0.1,margin_static,324,14.83292723,score_margin,29680,54,796,650,0.8065326633,0.8184615385,0.8524102564,2928.867692,617,7128,0.02769230769,0.2092307692
29,0.1,margin_rolling,324,17.95433807,score_margin,1000,2,796,650,0.8944723618,0.8984615385,0.9232564103,3904.007692,5358,7128,0.01076923077,0.3
29,0.1,rank_static,324,3537,rank,29680,54,796,650,0.9409547739,0.9276923077,0.9338461538,3537,3537,3537,0,0
29,0.1,rank_expanding,324,3428,rank,29680,54,796,650,0.9396984925,0.9261538462,0.9323076923,3428,3428,3428,0,0
29,0.1,rank_rolling,324,3394,rank,1000,2,796,650,0.9396984925,0.9261538462,0.9323076923,3394,3394,3394,0,0
29,0.1,margin_static,325,14.83292723,score_margin,30476,55,398,360,0.7587939698,0.7694444444,0.7833333333,2760.552778,271,7128,0.06666666667,0.2194444444
29,0.1,margin_rolling,325,17.69312572,score_margin,1000,2,398,360,0.8693467337,0.8694444444,0.8810185185,3413.952778,1430.5,7128,0.02777777778,0.3027777778
29,0.1,rank_static,325,3537,rank,30476,55,398,360,0.9120603015,0.9027777778,0.9041666667,3537,3537,3537,0,0
29,0.1,rank_expanding,325,3397,rank,30476,55,398,360,0.9020100503,0.8916666667,0.8930555556,3397,3397,3397,0,0
29,0.1,rank_rolling,325,2162,rank,1000,2,398,360,0.8391959799,0.8222222222,0.8291666667,2162,2162,2162,0,0
29,0.1,margin_static,326,14.83292723,score_margin,30874,56,422,348,0.7677725118,0.7902298851,0.808908046,2263.313218,172.5,7128,0.04597701149,0.1551724138
29,0.1,margin_rolling,326,18.42230177,score_margin,1000,2,422,348,0.8625592417,0.867816092,0.8862547893,3143.755747,839,7128,0.008620689655,0.2471264368
29,0.1,rank_static,326,3537,rank,30874,56,422,348,0.9431279621,0.933908046,0.9375,3537,3537,3537,0,0
29,0.1,rank_expanding,326,3396,rank,30874,56,422,348,0.9431279621,0.933908046,0.9375,3396,3396,3396,0,0
29,0.1,rank_rolling,326,2864,rank,1000,2,422,348,0.9289099526,0.9166666667,0.9202586207,2864,2864,2864,0,0
29,0.1,margin_static,327,14.83292723,score_margin,31296,57,738,621,0.7940379404,0.808373591,0.8365807837,2865.73591,551,7128,0.03381642512,0.231884058
29,0.1,margin_rolling,327,19.62324286,score_margin,1000,3,738,621,0.9024390244,0.9082125604,0.930891036,4215.565217,6457,7128,0.008051529791,0.3735909823
29,0.1,rank_static,327,3537,rank,31296,57,738,621,0.9078590786,0.8921095008,0.902791197,3537,3537,3537,0,0
29,0.1,rank_expanding,327,3386,rank,31296,57,738,621,0.9037940379,0.8888888889,0.8992485239,3386,3386,3386,0,0
29,0.1,rank_rolling,327,2853,rank,1000,3,738,621,0.8997289973,0.884057971,0.8954911433,2853,2853,2853,0,0
29,0.1,margin_static,328,14.83292723,score_margin,32034,58,600,526,0.8033333333,0.8155893536,0.8337316676,2853.313688,521.5,7128,0.03231939163,0.1958174905
29,0.1,margin_rolling,328,19.63343358,score_margin,1000,2,600,526,0.9066666667,0.9182509506,0.9306807894,4318.23384,6850,7128,0.003802281369,0.3650190114
29,0.1,rank_static,328,3537,rank,32034,58,600,526,0.935,0.9258555133,0.9283903676,3537,3537,3537,0,0
29,0.1,rank_expanding,328,3383,rank,32034,58,600,526,0.9316666667,0.9220532319,0.9245880862,3383,3383,3383,0,0
29,0.1,rank_rolling,328,2406,rank,1000,2,600,526,0.9133333333,0.9011406844,0.9055766793,2406,2406,2406,0,0
29,0.1,margin_static,329,14.83292723,score_margin,32634,59,684,599,0.8230994152,0.8347245409,0.8514190317,2877.584307,479,7128,0.02170283806,0.2287145242
29,0.1,margin_rolling,329,19.82005787,score_margin,1000,2,684,599,0.9254385965,0.9248747913,0.9380634391,4309.24207,6785,7128,0.001669449082,0.3806343907
29,0.1,rank_static,329,3537,rank,32634,59,684,599,0.9035087719,0.8931552588,0.9015025042,3537,3537,3537,0,0
29,0.1,rank_expanding,329,3360,rank,32634,59,684,599,0.8961988304,0.8848080134,0.8931552588,3360,3360,3360,0,0
29,0.1,rank_rolling,329,2386,rank,1000,2,684,599,0.8728070175,0.858096828,0.8705620479,2386,2386,2386,0,0
29,0.1,margin_static,330,14.83292723,score_margin,33318,60,640,580,0.8140625,0.8206896552,0.8308908046,2717.087931,468,7128,0.0275862069,0.1931034483
29,0.1,margin_rolling,330,18.89787292,score_margin,1000,2,640,580,0.925,0.9275862069,0.9386494253,4114.617241,6208,7128,0.006896551724,0.3275862069
