seed,deletion_rate,method,timestamp,query_count,threshold,pool_score_count,pool_span_blocks,selected_half_life,coverage,mean_size,median_size,p90_size,extra_delay_blocks
17,0.2,rolling,331,506,17.99681854,1000,2,,0.9071146245,3778.474308,4908,7128,0
17,0.2,static,331,506,14.28878152,33318,61,,0.8438735178,2601.543478,290,7128,1
17,0.2,rolling,331,506,18.74193296,1000,3,,0.9249011858,4033.58498,6014.5,7128,1
17,0.2,static,331,506,14.28878152,32034,61,,0.8438735178,2601.543478,290,7128,3
17,0.2,rolling,331,506,19.02866626,1000,5,,0.9249011858,4137.839921,6312,7128,3
17,0.2,static,331,506,14.28878152,29680,61,,0.8438735178,2601.543478,290,7128,7
17,0.2,rolling,331,506,18.16915751,1000,9,,0.9169960474,3837.750988,5198,7128,7
17,0.2,static,332,318,14.28878152,34464,62,,0.8427672956,2563.748428,277,7128,0
17,0.2,rolling,332,318,17.66370606,1000,2,,0.8993710692,3419.314465,1619.5,7128,0
17,0.2,static,332,318,14.28878152,33958,62,,0.8427672956,2563.748428,277,7128,1
17,0.2,rolling,332,318,17.99681854,1000,3,,0.9056603774,3503.977987,1900.5,7128,1
17,0.2,static,332,318,14.28878152,32634,62,,0.8427672956,2563.748428,277,7128,3
17,0.2,rolling,332,318,19.38062775,1000,5,,0.9182389937,3883.072327,5502,7128,3
17,0.2,static,332,318,14.28878152,30476,62,,0.8427672956,2563.748428,277,7128,7
17,0.2,rolling,332,318,18.44327164,1000,9,,0.9119496855,3632.672956,3914,7128,7
17,0.2,static,333,342,14.28878152,34782,63,,0.8011695906,2543.339181,284.5,7128,0
17,0.2,rolling,333,342,17.64433712,1000,3,,0.8801169591,3405.552632,1569.5,7128,0
17,0.2,static,333,342,14.28878152,34464,63,,0.8011695906,2543.339181,284.5,7128,1
17,0.2,rolling,333,342,17.66370606,1000,3,,0.8801169591,3409.72807,1583.5,7128,1
17,0.2,static,333,342,14.28878152,33318,63,,0.8011695906,2543.339181,284.5,7128,3
17,0.2,rolling,333,342,18.74193296,1000,5,,0.8976608187,3720.877193,4818,7128,3
17,0.2,static,333,342,14.28878152,30874,63,,0.8011695906,2543.339181,284.5,7128,7
17,0.2,rolling,333,342,18.54450226,1000,9,,0.8947368421,3672.505848,4383,7128,7
17,0.2,static,334,700,14.28878152,35124,64,,0.8357142857,2492.11,289.5,7128,0
17,0.2,rolling,334,700,17.86148298,1000,3,,0.9057142857,3639.227143,4264,7128,0
17,0.2,static,334,700,14.28878152,34782,64,,0.8357142857,2492.11,289.5,7128,1
17,0.2,rolling,334,700,17.64433712,1000,4,,0.9042857143,3572.392857,3939,7128,1
17,0.2,static,334,700,14.28878152,33958,64,,0.8357142857,2492.11,289.5,7128,3
17,0.2,rolling,334,700,17.99681854,1000,5,,0.9057142857,3673.391429,4449.5,7128,3
17,0.2,static,334,700,14.28878152,31296,64,,0.8357142857,2492.11,289.5,7128,7
17,0.2,rolling,334,700,19.44695282,1000,10,,0.93,4073.894286,6550,7128,7
17,0.2,static,335,656,14.28878152,35824,65,,0.8155487805,2548.838415,308.5,7128,0
17,0.2,rolling,335,656,18.08505154,1000,2,,0.8856707317,3650.597561,3991,7128,0
17,0.2,static,335,656,14.28878152,35124,65,,0.8155487805,2548.838415,308.5,7128,1
17,0.2,rolling,335,656,17.86148298,1000,4,,0.8841463415,3594.603659,3518.5,7128,1
17,0.2,static,335,656,14.28878152,34464,65,,0.8155487805,2548.838415,308.5,7128,3
17,0.2,rolling,335,656,17.66370606,1000,5,,0.881097561,3539.660061,1988.5,7128,3
17,0.2,static,335,656,14.28878152,32034,65,,0.8155487805,2548.838415,308.5,7128,7
17,0.2,rolling,335,656,19.02866626,1000,9,,0.9039634146,3901.536585,5399,7128,7
17,0.2,static,336,632,14.28878152,36480,66,,0.7626582278,2519.045886,314,7128,0
17,0.2,rolling,336,632,19.24543327,1000,2,,0.9050632911,3908.675633,5861,7128,0
17,0.2,static,336,632,14.28878152,35824,66,,0.7626582278,2519.045886,314,7128,1
17,0.2,rolling,336,632,18.08505154,1000,3,,0.8860759494,3622.433544,4211.5,7128,1
17,0.2,static,336,632,14.28878152,34782,66,,0.7626582278,2519.045886,314,7128,3
17,0.2,rolling,336,632,17.64433712,1000,6,,0.8734177215,3515.935127,2127.5,7128,3
17,0.2,static,336,632,14.28878152,32634,66,,0.7626582278,2519.045886,314,7128,7
17,0.2,rolling,336,632,19.38062775,1000,9,,0.9066455696,3937.186709,6045.5,7128,7
17,0.2,static,337,552,14.28878152,37112,67,,0.8152173913,2450.155797,308.5,7128,0
17,0.2,rolling,337,552,18.92903328,1000,2,,0.9076086957,3814.144928,5263.5,7128,0
17,0.2,static,337,552,14.28878152,36480,67,,0.8152173913,2450.155797,308.5,7128,1
17,0.2,rolling,337,552,19.24543327,1000,3,,0.9112318841,3887.911232,5674,7128,1
17,0.2,static,337,552,14.28878152,35124,67,,0.8152173913,2450.155797,308.5,7128,3
17,0.2,rolling,337,552,17.86148298,1000,6,,0.893115942,3544.836957,3779,7128,3
17,0.2,static,337,552,14.28878152,33318,67,,0.8152173913,2450.155797,308.5,7128,7
17,0.2,rolling,337,552,18.74193296,1000,9,,0.9076086957,3766.233696,4963.5,7128,7
17,0.2,static,338,496,14.28878152,37664,68,,0.7983870968,2495.510081,308,7128,0
17,0.2,rolling,338,496,19.20096064,1000,2,,0.9032258065,3903.189516,5614.5,7128,0
17,0.2,static,338,496,14.28878152,37112,68,,0.7983870968,2495.510081,308,7128,1
17,0.2,rolling,338,496,18.92903328,1000,3,,0.8991935484,3827.266129,5266,7128,1
17,0.2,static,338,496,14.28878152,35824,68,,0.7983870968,2495.510081,308,7128,3
17,0.2,rolling,338,496,18.08505154,1000,5,,0.8911290323,3586.510081,3980.5,7128,3
17,0.2,static,338,496,14.28878152,33958,68,,0.7983870968,2495.510081,308,7128,7
17,0.2,rolling,338,496,17.99681854,1000,9,,0.8870967742,3563.064516,3858.5,7128,7
17,0.2,static,339,328,14.28878152,38160,69,,0.8201219512,1939.841463,171,7128,0
17,0.2,rolling,339,328,18.27181339,1000,2,,0.887195122,3269.823171,1356,7128,0
17,0.2,static,339,328,14.28878152,37664,69,,0.8201219512,1939.841463,171,7128,1
17,0.2,rolling,339,328,19.20096064,1000,3,,0.9054878049,3599.512195,3957,7128,1
17,0.2,static,339,328,14.28878152,36480,69,,0.8201219512,1939.841463,171,7128,3
17,0.2,rolling,339,328,19.24543327,1000,5,,0.9054878049,3616.935976,4022,7128,3
17,0.2,static,339,328,14.28878152,34464,69,,0.8201219512,1939.841463,171,7128,7
17,0.2,rolling,339,328,17.66370606,1000,9,,0.8780487805,3054.969512,948.5,7128,7
17,0.2,static,340,328,14.28878152,38488,70,,0.7896341463,2435.387195,225.5,7128,0
17,0.2,rolling,340,328,18.77663779,1000,3,,0.9146341463,3663.155488,4008.5,7128,0
17,0.2,static,340,328,14.28878152,38160,70,,0.7896341463,2435.387195,225.5,7128,1
17,0.2,rolling,340,328,18.27181339,1000,3,,0.9054878049,3491.067073,2024,7128,1
17,0.2,static,340,328,14.28878152,37112,70,,0.7896341463,2435.387195,225.5,7128,3
17,0.2,rolling,340,328,18.92903328,1000,5,,0.9176829268,3705.405488,4202,7128,3
17,0.2,static,340,328,14.28878152,34782,70,,0.7896341463,2435.387195,225.5,7128,7
17,0.2,rolling,340,328,17.64433712,1000,10,,0.8932926829,3329.10061,1437.5,7128,7
17,0.2,static,341,576,14.28878152,38816,71,,0.8055555556,2606.237847,364.5,7128,0
17,0.2,rolling,341,576,18.4649086,1000,3,,0.8923611111,3752.498264,4835.5,7128,0
17,0.2,static,341,576,14.28878152,38488,71,,0.8055555556,2606.237847,364.5,7128,1
17,0.2,rolling,341,576,18.77663779,1000,4,,0.8975694444,3820.185764,5310.5,7128,1
17,0.2,static,341,576,14.28878152,37664,71,,0.8055555556,2606.237847,364.5,7128,3
17,0.2,rolling,341,576,19.20096064,1000,5,,0.90625,3908.234375,5786,7128,3
17,0.2,static,341,576,14.28878152,35124,71,,0.8055555556,2606.237847,364.5,7128,7
17,0.2,rolling,341,576,17.86148298,1000,10,,0.8819444444,3616.597222,4033,7128,7
17,0.2,static,342,636,14.28878152,39392,72,,0.8050314465,2510.106918,224,7128,0
17,0.2,rolling,342,636,18.55322266,1000,3,,0.893081761,3609.237421,3995,7128,0
17,0.2,static,342,636,14.28878152,38816,72,,0.8050314465,2510.106918,224,7128,1
17,0.2,rolling,342,636,18.4649086,1000,4,,0.891509434,3588.003145,3880,7128,1
17,0.2,static,342,636,14.28878152,38160,72,,0.8050314465,2510.106918,224,7128,3
17,0.2,rolling,342,636,18.27181339,1000,5,,0.8867924528,3530.968553,2647,7128,3
17,0.2,static,342,636,14.28878152,35824,72,,0.8050314465,2510.106918,224,7128,7
17,0.2,rolling,342,636,18.08505154,1000,9,,0.8836477987,3476.460692,1980.5,7128,7
17,0.2,static,343,642,14.28878152,40028,73,,0.7819314642,2830.063863,486.5,7128,0
17,0.2,rolling,343,642,19.94005537,1000,2,,0.8862928349,4570.869159,6988.5,7128,0
17,0.2,static,343,642,14.28878152,39392,73,,0.7819314642,2830.063863,486.5,7128,1
17,0.2,rolling,343,642,18.55322266,1000,4,,0.8691588785,4205.718069,6375,7128,1
17,0.2,static,343,642,14.28878152,38488,73,,0.7819314642,2830.063863,486.5,7128,3
17,0.2,rolling,343,642,18.77663779,1000,6,,0.8738317757,4266.950156,6537,7128,3
17,0.2,static,343,642,14.28878152,36480,73,,0.7819314642,2830.063863,486.5,7128,7
17,0.2,rolling,343,642,19.24543327,1000,9,,0.8785046729,4381.233645,6782,7128,7
17,0.2,static,344,650,14.28878152,40670,74,,0.7769230769,2452.295385,170.5,7128,0
17,0.2,rolling,344,650,20.99544811,1000,2,,0.9030769231,4129.924615,6684.5,7128,0
17,0.2,static,344,650,14.28878152,40028,74,,0.7769230769,2452.295385,170.5,7128,1
17,0.2,rolling,344,650,19.94005537,1000,3,,0.8892307692,3871.749231,5669,7128,1
17,0.2,static,344,650,14.28878152,38816,74,,0.7769230769,2452.295385,170.5,7128,3
17,0.2,rolling,344,650,18.4649086,1000,6,,0.8707692308,3505.830769,1916,7128,3
17,0.2,static,344,650,14.28878152,37112,74,,0.7769230769,2452.295385,170.5,7128,7
17,0.2,rolling,344,650,18.92903328,1000,9,,0.8769230769,3619.309231,3802.5,7128,7
17,0.2,static,345,586,14.28878152,41320,75,,0.8293515358,2923.409556,506,7128,0
17,0.2,rolling,345,586,21.02112961,1000,2,,0.9078498294,4478.078498,7110.5,7128,0
17,0.2,static,345,586,14.28878152,40670,75,,0.8293515358,2923.409556,506,7128,1
17,0.2,rolling,345,586,20.99544811,1000,3,,0.9078498294,4474.197952,7109.5,7128,1
17,0.2,static,345,586,14.28878152,39392,75,,0.8293515358,2923.409556,506,7128,3
17,0.2,rolling,345,586,18.55322266,1000,6,,0.8907849829,3979.211604,6403.5,7128,3
17,0.2,static,345,586,14.28878152,37664,75,,0.8293515358,2923.409556,506,7128,7
17,0.2,rolling,345,586,19.20096064,1000,9,,0.8941979522,4113.598976,6776,7128,7
17,0.2,static,346,224,14.28878152,41906,76,,0.8035714286,1727.482143,98,7128,0
17,0.2,rolling,346,224,20.53433514,1000,2,,0.9151785714,3238.669643,1176,7128,0
17,0.2,static,346,224,14.28878152,41320,76,,0.8035714286,1727.482143,98,7128,1
17,0.2,rolling,346,224,21.02112961,1000,3,,0.9196428571,3383.191964,1500.5,7128,1
17,0.2,static,346,224,14.28878152,40028,76,,0.8035714286,1727.482143,98,7128,3
17,0.2,rolling,346,224,19.94005537,1000,5,,0.9107142857,3080.066964,891,7128,3
17,0.2,static,346,224,14.28878152,38160,76,,0.8035714286,1727.482143,98,7128,7
17,0.2,rolling,346,224,18.27181339,1000,9,,0.8660714286,2657.111607,464,7128,7
17,0.2,static,347,306,14.28878152,42130,77,,0.8039215686,1967.189542,85,7128,0
17,0.2,rolling,347,306,19.9246664,1000,3,,0.9117647059,3136.888889,584,7128,0
17,0.2,static,347,306,14.28878152,41906,77,,0.8039215686,1967.189542,85,7128,1
17,0.2,rolling,347,306,20.53433514,1000,3,,0.9183006536,3268.261438,839.5,7128,1
17,0.2,static,347,306,14.28878152,40670,77,,0.8039215686,1967.189542,85,7128,3
17,0.2,rolling,347,306,20.99544811,1000,5,,0.9183006536,3355.366013,975.5,7128,3
17,0.2,static,347,306,14.28878152,38488,77,,0.8039215686,1967.189542,85,7128,7
17,0.2,rolling,347,306,18.77663779,1000,10,,0.8954248366,2902.833333,376,7128,7
17,0.2,static,348,714,14.28878152,42436,78,,0.7927170868,2422.336134,202.5,7128,0
17,0.2,rolling,348,714,19.31042671,1000,3,,0.8977591036,3688.80112,4388.5,7128,0
17,0.2,static,348,714,14.28878152,42130,78,,0.7927170868,2422.336134,202.5,7128,1
17,0.2,rolling,348,714,19.9246664,1000,4,,0.9103641457,3832.191877,5194,7128,1
17,0.2,static,348,714,14.28878152,41320,78,,0.7927170868,2422.336134,202.5,7128,3
17,0.2,rolling,348,714,21.02112961,1000,5,,0.9271708683,4068.296919,6341,7128,3
17,0.2,static,348,714,14.28878152,38816,78,,0.7927170868,2422.336134,202.5,7128,7
17,0.2,rolling,348,714,18.4649086,1000,10,,0.8837535014,3480.543417,1940,7128,7
17,0.2,static,349,600,14.28878152,43150,79,,0.775,2344.1,155.5,7128,0
17,0.2,rolling,349,600,19.24793625,1000,2,,0.8533333333,3480.936667,1832.5,7128,0
17,0.2,static,349,600,14.28878152,42436,79,,0.775,2344.1,155.5,7128,1
17,0.2,rolling,349,600,19.31042671,1000,4,,0.8533333333,3494.005,1881,7128,1
17,0.2,static,349,600,14.28878152,41906,79,,0.775,2344.1,155.5,7128,3
17,0.2,rolling,349,600,20.53433514,1000,5,,0.87,3790.63,5124,7128,3
17,0.2,static,349,600,14.28878152,39392,79,,0.775,2344.1,155.5,7128,7
17,0.2,rolling,349,600,18.55322266,1000,10,,0.8433333333,3316.098333,1307,7128,7
17,0.2,static,350,656,14.28878152,43750,80,,0.7652439024,1945.117378,116,7128,0
17,0.2,rolling,350,656,21.47898674,1000,2,,0.9024390244,3596.782012,4125.5,7128,0
17,0.2,static,350,656,14.28878152,43150,80,,0.7652439024,1945.117378,116,7128,1
17,0.2,rolling,350,656,19.24793625,1000,3,,0.8643292683,3051.692073,959,7128,1
17,0.2,static,350,656,14.28878152,42130,80,,0.7652439024,1945.117378,116,7128,3
17,0.2,rolling,350,656,19.9246664,1000,6,,0.8765243902,3235.228659,1328.5,7128,3
17,0.2,static,350,656,14.28878152,40028,80,,0.7652439024,1945.117378,116,7128,7
17,0.2,rolling,350,656,19.94005537,1000,9,,0.8780487805,3238.291159,1339,7128,7
17,0.2,static,351,522,14.28878152,44406,81,,0.7471264368,1981.436782,83.5,7128,0
17,0.2,rolling,351,522,21.61467075,1000,2,,0.8754789272,3607.875479,4045,7128,0
17,0.2,static,351,522,14.28878152,43750,81,,0.7471264368,1981.436782,83.5,7128,1
17,0.2,rolling,351,522,21.47898674,1000,3,,0.8754789272,3570.534483,3762,7128,1
17,0.2,static,351,522,14.28878152,42436,81,,0.7471264368,1981.436782,83.5,7128,3
17,0.2,rolling,351,522,19.31042671,1000,6,,0.8505747126,3059.189655,713,7128,3
17,0.2,static,351,522,14.28878152,40670,81,,0.7471264368,1981.436782,83.5,7128,7
17,0.2,rolling,351,522,20.99544811,1000,9,,0.8735632184,3442.475096,1890.5,7128,7
17,0.2,static,352,462,14.28878152,44928,82,,0.7316017316,1961.564935,121,7128,0
17,0.2,rolling,352,462,22.15691879,1000,2,,0.8982683983,3978.991342,6120,7128,0
17,0.2,static,352,462,14.28878152,44406,82,,0.7316017316,1961.564935,121,7128,1
17,0.2,rolling,352,462,21.61467075,1000,3,,0.8917748918,3860.997835,5719,7128,1
17,0.2,static,352,462,14.28878152,43150,82,,0.7316017316,1961.564935,121,7128,3
17,0.2,rolling,352,462,19.24793625,1000,5,,0.8506493506,3224.69697,1193,7128,3
17,0.2,static,352,462,14.28878152,41320,82,,0.7316017316,1961.564935,121,7128,7
17,0.2,rolling,352,462,21.02112961,1000,9,,0.8852813853,3715.880952,4956.5,7128,7
17,0.2,static,353,242,14.28878152,45390,83,,0.6983471074,2013.855372,93,7128,0
17,0.2,rolling,353,242,22.84156895,1000,3,,0.9008264463,3793.03719,4285,7128,0
17,0.2,static,353,242,14.28878152,44928,83,,0.6983471074,2013.855372,93,7128,1
17,0.2,rolling,353,242,22.15691879,1000,3,,0.8884297521,3604.264463,2048,7128,1
17,0.2,static,353,242,14.28878152,43750,83,,0.6983471074,2013.855372,93,7128,3
17,0.2,rolling,353,242,21.47898674,1000,5,,0.8801652893,3492.247934,1576,7128,3
17,0.2,static,353,242,14.28878152,41906,83,,0.6983471074,2013.855372,93,7128,7
17,0.2,rolling,353,242,20.53433514,1000,9,,0.8801652893,3333.305785,1022.5,7128,7
17,0.2,static,354,238,14.28878152,45632,84,,0.718487395,2178.89916,114,7128,0
17,0.2,rolling,354,238,22.84156895,1000,3,,0.9075630252,4224.226891,6411.5,7128,0
17,0.2,static,354,238,14.28878152,45390,84,,0.718487395,2178.89916,114,7128,1
17,0.2,rolling,354,238,22.84156895,1000,4,,0.9075630252,4224.226891,6411.5,7128,1
17,0.2,static,354,238,14.28878152,44406,84,,0.718487395,2178.89916,114,7128,3
17,0.2,rolling,354,238,21.61467075,1000,5,,0.8907563025,3954.105042,5579,7128,3
17,0.2,static,354,238,14.28878152,42130,84,,0.718487395,2178.89916,114,7128,7
17,0.2,rolling,354,238,19.9246664,1000,10,,0.8781512605,3551.537815,3035.5,7128,7
17,0.2,static,355,578,14.28878152,45870,85,,0.714532872,2316.467128,146.5,7128,0
17,0.2,rolling,355,578,23.3586036,1000,4,,0.8910034602,4400.534602,6987.5,7128,0
17,0.2,static,355,578,14.28878152,45632,85,,0.714532872,2316.467128,146.5,7128,1
17,0.2,rolling,355,578,22.84156895,1000,4,,0.8875432526,4310.882353,6878.5,7128,1
17,0.2,static,355,578,14.28878152,44928,85,,0.714532872,2316.467128,146.5,7128,3
17,0.2,rolling,355,578,22.15691879,1000,5,,0.8823529412,4187.83391,6615,7128,3
17,0.2,static,355,578,14.28878152,42436,85,,0.714532872,2316.467128,146.5,7128,7
17,0.2,rolling,355,578,19.31042671,1000,10,,0.8425605536,3525.064014,1800.5,7128,7
17,0.2,static,356,548,14.28878152,46448,86,,0.7354014599,2308.667883,120.5,7128,0
17,0.2,rolling,356,548,23.3714323,1000,3,,0.9051094891,4217.956204,6857,7128,0
17,0.2,static,356,548,14.28878152,45870,86,,0.7354014599,2308.667883,120.5,7128,1
17,0.2,rolling,356,548,23.3586036,1000,5,,0.9051094891,4215.19708,6855,7128,1
17,0.2,static,356,548,14.28878152,45390,86,,0.7354014599,2308.667883,120.5,7128,3
17,0.2,rolling,356,548,22.84156895,1000,6,,0.897810219,4115.905109,6609.5,7128,3
17,0.2,static,356,548,14.28878152,43150,86,,0.7354014599,2308.667883,120.5,7128,7
17,0.2,rolling,356,548,19.24793625,1000,9,,0.8558394161,3396.071168,1223,7128,7
17,0.2,static,357,406,14.28878152,46996,87,,0.7610837438,1610.455665,98,7128,0
17,0.2,rolling,357,406,23.43138885,1000,2,,0.9236453202,4093.071429,6169.5,7128,0
17,0.2,static,357,406,14.28878152,46448,87,,0.7610837438,1610.455665,98,7128,1
17,0.2,rolling,357,406,23.3714323,1000,4,,0.9236453202,4079.458128,6127.5,7128,1
17,0.2,static,357,406,14.28878152,45632,87,,0.7610837438,1610.455665,98,7128,3
17,0.2,rolling,357,406,22.84156895,1000,6,,0.921182266,3955.650246,5679,7128,3
17,0.2,static,357,406,14.28878152,43750,87,,0.7610837438,1610.455665,98,7128,7
17,0.2,rolling,357,406,21.47898674,1000,9,,0.9113300493,3607.061576,3867,7128,7
17,0.2,static,358,300,14.28878152,47402,88,,0.79,1547.636667,77.5,7128,0
17,0.2,rolling,358,300,21.81972885,1000,3,,0.9,3290.496667,1527,7128,0
17,0.2,static,358,300,14.28878152,46996,88,,0.79,1547.636667,77.5,7128,1
17,0.2,rolling,358,300,23.43138885,1000,3,,0.9233333333,3725.21,4701.5,7128,1
17,0.2,static,358,300,14.28878152,45870,88,,0.79,1547.636667,77.5,7128,3
17,0.2,rolling,358,300,23.3586036,1000,7,,0.92,3709.846667,4602,7128,3
17,0.2,static,358,300,14.28878152,44406,88,,0.79,1547.636667,77.5,7128,7
17,0.2,rolling,358,300,21.61467075,1000,9,,0.8966666667,3226.24,1226,7128,7
17,0.2,static,359,330,14.28878152,47702,89,,0.8363636364,2676.936364,342.5,7128,0
17,0.2,rolling,359,330,21.68429326,1000,3,,0.9575757576,4518.618182,7110.5,7128,0
17,0.2,static,359,330,14.28878152,47402,89,,0.8363636364,2676.936364,342.5,7128,1
17,0.2,rolling,359,330,21.81972885,1000,4,,0.9575757576,4536.990909,7114,7128,1
17,0.2,static,359,330,14.28878152,46448,89,,0.8363636364,2676.936364,342.5,7128,3
17,0.2,rolling,359,330,23.3714323,1000,6,,0.9636363636,4817.224242,7127,7128,3
17,0.2,static,359,330,14.28878152,44928,89,,0.8363636364,2676.936364,342.5,7128,7
17,0.2,rolling,359,330,22.15691879,1000,9,,0.9606060606,4607.812121,7121,7128,7
17,0.2,static,360,228,14.28878152,48032,90,,0.75,1856.995614,79,7128,0
17,0.2,rolling,360,228,18.83168697,1000,3,,0.8947368421,2789.688596,596.5,7128,0
17,0.2,static,360,228,14.28878152,47702,90,,0.75,1856.995614,79,7128,1
17,0.2,rolling,360,228,21.68429326,1000,4,,0.9298245614,3621.982456,3964.5,7128,1
17,0.2,static,360,228,14.28878152,46996,90,,0.75,1856.995614,79,7128,3
17,0.2,rolling,360,228,23.43138885,1000,5,,0.9342105263,4129.162281,6252.5,7128,3
17,0.2,static,360,228,14.28878152,45390,90,,0.75,1856.995614,79,7128,7
17,0.2,rolling,360,228,22.84156895,1000,10,,0.9298245614,3969.127193,5660.5,7128,7
17,0.2,static,361,246,14.28878152,48260,91,,0.7601626016,1757.471545,59,7128,0
17,0.2,rolling,361,246,19.4953208,1000,4,,0.8780487805,2859.882114,527,7128,0
17,0.2,static,361,246,14.28878152,48032,91,,0.7601626016,1757.471545,59,7128,1
17,0.2,rolling,361,246,18.83168697,1000,4,,0.8780487805,2691.373984,443,7128,1
17,0.2,static,361,246,14.28878152,47402,91,,0.7601626016,1757.471545,59,7128,3
17,0.2,rolling,361,246,21.81972885,1000,6,,0.918699187,3388.686992,1313,7128,3
17,0.2,static,361,246,14.28878152,45632,91,,0.7601626016,1757.471545,59,7128,7
17,0.2,rolling,361,246,22.84156895,1000,10,,0.9227642276,3619.813008,4013,7128,7
17,0.2,static,362,620,14.28878152,48506,92,,0.7387096774,1640.75,67,7128,0
17,0.2,rolling,362,620,18.90998101,1000,4,,0.8370967742,2623.120968,346,7128,0
17,0.2,static,362,620,14.28878152,48260,92,,0.7387096774,1640.75,67,7128,1
17,0.2,rolling,362,620,19.4953208,1000,5,,0.8435483871,2795.603226,458,7128,1
17,0.2,static,362,620,14.28878152,47702,92,,0.7387096774,1640.75,67,7128,3
17,0.2,rolling,362,620,21.68429326,1000,6,,0.8709677419,3342.840323,1502.5,7128,3
17,0.2,static,362,620,14.28878152,45870,92,,0.7387096774,1640.75,67,7128,7
17,0.2,rolling,362,620,23.3586036,1000,11,,0.8790322581,3678.06129,4685,7128,7
17,0.2,static,363,386,14.28878152,49126,93,,0.7979274611,1841.611399,66,7128,0
17,0.2,rolling,363,386,23.76343727,1000,3,,0.9248704663,3880.997409,5596.5,7128,0
17,0.2,static,363,386,14.28878152,48506,93,,0.7979274611,1841.611399,66,7128,1
17,0.2,rolling,363,386,18.90998101,1000,5,,0.8756476684,2736.870466,402.5,7128,1
17,0.2,static,363,386,14.28878152,48032,93,,0.7979274611,1841.611399,66,7128,3
17,0.2,rolling,363,386,18.83168697,1000,6,,0.8730569948,2721.862694,386,7128,3
17,0.2,static,363,386,14.28878152,46448,93,,0.7979274611,1841.611399,66,7128,7
17,0.2,rolling,363,386,23.3714323,1000,10,,0.9248704663,3794.953368,5242,7128,7
17,0.2,static,364,354,14.28878152,49512,94,,0.7485875706,1700.502825,69.5,7128,0
17,0.2,rolling,364,354,23.76768684,1000,2,,0.918079096,4021.694915,5844.5,7128,0
17,0.2,static,364,354,14.28878152,49126,94,,0.7485875706,1700.502825,69.5,7128,1
17,0.2,rolling,364,354,23.76343727,1000,4,,0.918079096,4020.971751,5842,7128,1
17,0.2,static,364,354,14.28878152,48260,94,,0.7485875706,1700.502825,69.5,7128,3
17,0.2,rolling,364,354,19.4953208,1000,7,,0.8446327684,3034.305085,660.5,7128,3
17,0.2,static,364,354,14.28878152,46996,94,,0.7485875706,1700.502825,69.5,7128,7
17,0.2,rolling,364,354,23.43138885,1000,9,,0.9096045198,3961.09322,5554,7128,7
17,0.3,static,292,730,14.24727869,11270,22,,0.8863013699,3591.631507,3835.5,7128,0
17,0.3,rolling,292,730,14.07808496,1000,3,,0.8849315068,3527.941096,2256.5,7128,0
17,0.3,static,292,730,14.24727869,11270,22,,0.8863013699,3591.631507,3835.5,7128,1
17,0.3,rolling,292,730,14.07808496,1000,3,,0.8849315068,3527.941096,2256.5,7128,1
17,0.3,static,292,730,14.24727869,11270,22,,0.8863013699,3591.631507,3835.5,7128,3
17,0.3,rolling,292,730,14.07808496,1000,3,,0.8849315068,3527.941096,2256.5,7128,3
17,0.3,static,292,730,14.24727869,11270,22,,0.8863013699,3591.631507,3835.5,7128,7
17,0.3,rolling,292,730,14.07808496,1000,3,,0.8849315068,3527.941096,2256.5,7128,7
17,0.3,static,293,658,14.24727869,12000,23,,0.8981762918,3739.638298,4603,7128,0
17,0.3,rolling,293,658,14.35615206,1000,2,,0.9027355623,3776.145897,4791,7128,0
17,0.3,static,293,658,14.24727869,11270,23,,0.8981762918,3739.638298,4603,7128,1
17,0.3,rolling,293,658,14.07808496,1000,4,,0.8951367781,3679.428571,4326,7128,1
17,0.3,static,293,658,14.24727869,11270,23,,0.8981762918,3739.638298,4603,7128,3
17,0.3,rolling,293,658,14.07808496,1000,4,,0.8951367781,3679.428571,4326,7128,3
17,0.3,static,293,658,14.24727869,11270,23,,0.8981762918,3739.638298,4603,7128,7
17,0.3,rolling,293,658,14.07808496,1000,4,,0.8951367781,3679.428571,4326,7128,7
17,0.3,static,294,618,14.24727869,12658,24,,0.855987055,3469.747573,2018.5,7128,0
17,0.3,rolling,294,618,14.94443274,1000,2,,0.8705501618,3731.18123,4773.5,7128,0
17,0.3,static,294,618,14.24727869,12000,24,,0.855987055,3469.747573,2018.5,7128,1
17,0.3,rolling,294,618,14.35615206,1000,3,,0.855987055,3505.718447,2176,7128,1
17,0.3,static,294,618,14.24727869,11270,24,,0.855987055,3469.747573,2018.5,7128,3
17,0.3,rolling,294,618,14.07808496,1000,5,,0.8511326861,3398.067961,1731.5,7128,3
17,0.3,static,294,618,14.24727869,11270,24,,0.855987055,3469.747573,2018.5,7128,7
17,0.3,rolling,294,618,14.07808496,1000,5,,0.8511326861,3398.067961,1731.5,7128,7
17,0.3,static,295,666,14.24727869,13276,25,,0.8693693694,3410.40991,1819.5,7128,0
17,0.3,rolling,295,666,16.15933299,1000,2,,0.9114114114,4200.732733,6283,7128,0
17,0.3,static,295,666,14.24727869,12658,25,,0.8693693694,3410.40991,1819.5,7128,1
17,0.3,rolling,295,666,14.94443274,1000,3,,0.8888888889,3706.516517,4253.5,7128,1
17,0.3,static,295,666,14.24727869,11270,25,,0.8693693694,3410.40991,1819.5,7128,3
17,0.3,rolling,295,666,14.07808496,1000,6,,0.8663663664,3338.234234,1597,7128,3
